"job_code","job_title","agency","unit_designation","a_step","b_step","c_step","d_step","e_step","f_step","g_step","h_step","i_step"
"4180","abolished  in new BU 56 eff 5/24/16","COUNTY OF SONOMA","SCPDIA 0055","48.21","48.42","50.62","51.89","53.15","54.48","55.81","57.21","58.6"
"0420","ACCOUNTANT-AUDITOR I","COUNTY OF SONOMA","SAL RES MGT 0050","34.99","35.87","36.74","37.66","38.58","39.55","40.51","41.53","42.54"
"0421","ACCOUNTANT-AUDITOR II","COUNTY OF SONOMA","SAL RES MGT 0050","39.14","40.12","41.1","42.13","43.16","44.24","45.32","46.46","47.59"
"0424","ACCOUNTANT-AUDITOR TRAINEE","COUNTY OF SONOMA","SAL RES MGT 0050","30.46","31.22","31.98","32.78","33.58","34.42","35.26","36.14","37.02"
"0415","ACCOUNTANT I","COUNTY OF SONOMA","SEIU 0095","29.3","30.04","30.77","31.54","32.31","33.12","33.93","34.78","35.63"
"7415","ACCOUNTANT I CONFIDENTIAL","COUNTY OF SONOMA","SAL RES CNF 0051","30.17","30.93","31.68","32.47","33.26","34.09","34.92","35.8","36.67"
"0416","ACCOUNTANT II","COUNTY OF SONOMA","SEIU 0095","34.13","34.99","35.84","36.74","37.63","38.57","39.51","40.5","41.49"
"7416","ACCOUNTANT II CONFIDENTIAL","COUNTY OF SONOMA","SAL RES CNF 0051","35.15","36.03","36.91","37.84","38.76","39.73","40.7","41.72","42.74"
"0417","ACCOUNTANT III","COUNTY OF SONOMA","SAL RES MGT 0050","40.41","41.42","42.43","43.49","44.55","45.67","46.78","47.95","49.12"
"0401","ACCOUNT CLERK I","COUNTY OF SONOMA","SEIU 0001","19.63","20.12","20.61","21.13","21.64","22.18","22.72","23.29","23.86"
"7401","ACCOUNT CLERK I CONFIDENTIAL","COUNTY OF SONOMA","SAL RES CNF 0051","20.22","20.73","21.23","21.76","22.29","22.85","23.4","23.99","24.57"
"0402","ACCOUNT CLERK II","COUNTY OF SONOMA","SEIU 0001","22.18","22.74","23.29","23.87","24.45","25.06","25.67","26.31","26.95"
"7402","ACCOUNT CLERK II CONFIDENTIAL","COUNTY OF SONOMA","SAL RES CNF 0051","22.87","23.44","24.01","24.61","25.21","25.84","26.47","27.13","27.79"
"0405","ACCOUNTING ASSISTANT","COUNTY OF SONOMA","SEIU 0095","27.05","27.73","28.4","29.11","29.82","30.57","31.31","32.1","32.88"
"0438","ACCOUNTING MANAGER AUDITOR CONTROLLER'S  OFFICE","COUNTY OF SONOMA","SAL RES MGT 0050","54.76","56.13","57.5","58.94","60.38","61.89","63.4","64.99","66.57"
"0404","ACCOUNTING TECHNICIAN","COUNTY OF SONOMA","SEIU 0095","25.9","26.55","27.2","27.88","28.56","29.28","29.99","30.74","31.49"
"7404","ACCOUNTING TECHNICIAN CONFIDENTIAL","COUNTY OF SONOMA","SAL RES CNF 0051","26.68","27.35","28.01","28.71","29.41","30.15","30.88","31.65","32.42"
"2532","ACUTE FORENSICS  SECTION MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","59.77","61.27","62.76","64.33","65.9","67.55","69.2","70.93","72.66"
"0810","ADMINISTRATIVE AIDE","COUNTY OF SONOMA, Agricultural & Preservation Open Space District","SAL RES UNR 0000","28.4","29.11","29.82","30.57","31.31","32.1","32.88","33.7","34.52"
"0823","ADMINISTRATIVE AIDE CONFIDENTIAL","COUNTY OF SONOMA","SAL RES CNF 0051","28.4","29.11","29.82","30.57","31.31","32.1","32.88","33.7","34.52"
"0819","ADMINISTRATIVE AIDE EDB EXTRA HELP","COUNTY OF SONOMA","SAL RES UNR 0000","19.01","19.01","19.01","19.01","19.01","19.01","19.01","19.01","0"
"7823","ADMINISTRATIVE AIDE PROJECT","COUNTY OF SONOMA","SAL RES UNR 0000","28.4","29.11","29.82","30.57","31.31","32.1","32.88","33.7","34.52"
"0833","ADMINISTRATIVE ANALYST I","COUNTY OF SONOMA","SAL RES MGT 0050","38.3","39.26","40.22","41.23","42.23","43.29","44.34","45.45","46.56"
"0835","ADMINISTRATIVE ANALYST II","COUNTY OF SONOMA","SAL RES MGT 0050","43.12","44.2","45.28","46.41","47.54","48.73","49.92","51.17","52.42"
"0838","ADMINISTRATIVE ANALYST III","COUNTY OF SONOMA","SAL RES MGT 0050","48.72","49.94","51.16","52.44","53.72","55.07","56.41","57.82","59.23"
"0856","ADMINISTRATIVE ANALYST III - PROJECT","COUNTY OF SONOMA","SAL RES MGT 0050","48.72","49.94","51.16","52.44","53.72","55.07","56.41","57.82","59.23"
"0855","ADMINISTRATIVE ANALYST II - PROJECT","COUNTY OF SONOMA","SAL RES MGT 0050","43.12","44.2","45.28","46.41","47.54","48.73","49.92","51.17","52.42"
"0854","ADMINISTRATIVE ANALYST I - PROJECT","COUNTY OF SONOMA","SAL RES MGT 0050","38.3","39.26","40.22","41.23","42.23","43.29","44.34","45.45","46.56"
"0827","ADMINISTRATIVE SERVICES OFFICER I","COUNTY OF SONOMA","SAL RES MGT 0050","42.36","43.42","44.48","45.59","46.7","47.87","49.04","50.27","51.49"
"0828","ADMINISTRATIVE SERVICES OFFICER II","COUNTY OF SONOMA","SAL RES MGT 0050","48.72","49.94","51.16","52.44","53.72","55.07","56.41","57.82","59.23"
"0824","ADMINISTRATIVE TRAINEE","COUNTY OF SONOMA","SAL RES MGT 0050","32.66","33.48","34.29","35.15","36","36.9","37.8","38.75","39.69"
"0836","ADMINISTRATIVE TRAINEE - PROJECT","COUNTY OF SONOMA","SAL RES MGT 0050","32.66","33.48","34.29","35.15","36","36.9","37.8","38.75","39.69"
"0522","ADMISSIONS WORKER","COUNTY OF SONOMA","SEIU 0001","22.52","23.09","23.65","24.24","24.83","25.45","26.07","26.72","27.37"
"3008","ADULT AND AGING SOCIAL WORKER","COUNTY OF SONOMA","SEIU 0025","37.76","38.71","39.65","40.64","41.63","42.67","43.71","44.81","45.9"
"3013","ADULT AND AGING SOCIAL WORK SUPERVISOR","COUNTY OF SONOMA","SEIU 0095","42.3","43.36","44.42","45.53","46.64","47.81","48.97","50.2","51.42"
"2530","ADULT YOUTH AND FAMILY SERVICES SECTION MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","53.09","54.42","55.74","57.14","58.53","60","61.46","63","64.53"
"2663","ADVANCED LIFE SUPPORT COORDINATOR","COUNTY OF SONOMA","SAL RES UNR 0000","38.29","39.25","40.2","41.21","42.21","43.27","44.32","45.43","46.54"
"9060","ADVISORY REDISTRICTING COMMISSION","COUNTY OF SONOMA","BRD COM MBR 9999","25","25","25","25","25","25","25","25","0"
"9124","AFFORDABLE HOUSING ASSISTANT MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","46.17","47.33","48.48","49.69","50.9","52.18","53.45","54.79","56.12"
"1142","AG COMMISSIONER/SEALER OF WEIGHTS & MEASURES","COUNTY OF SONOMA","SAL RES DH 0052","76.94","78.87","80.79","82.81","84.83","86.95","89.07","91.3","93.52"
"1110","AGRICULTURAL PROGRAM AIDE EXTRA HELP","COUNTY OF SONOMA","SAL RES UNR 0000","15.97","16.37","16.77","17.19","17.61","18.05","18.49","18.95","19.41"
"1120","AGRICULTURAL PROGRAM ASSISTANT","COUNTY OF SONOMA","SEIU 0005","19.93","20.43","20.93","21.46","21.98","22.53","23.08","23.66","24.23"
"1123","AGRICULTURAL/WEIGHTS AND MEASURES INSPECTOR I","COUNTY OF SONOMA","SEIU 0005","24.66","25.28","25.89","26.54","27.18","27.86","28.54","29.26","29.97"
"1124","AGRICULTURAL/WEIGHTS AND MEASURES INSPECTOR II","COUNTY OF SONOMA","SEIU 0005","28.23","28.94","29.64","30.38","31.12","31.9","32.68","33.5","34.31"
"1125","AGRICULTURAL/WEIGHTS AND MEASURES INSPECTOR III","COUNTY OF SONOMA","SEIU 0005","31.08","31.86","32.63","33.45","34.26","35.12","35.97","36.87","37.77"
"1139","AGRICULTURE & VINEYARD CONSERVATION COORDINATOR","COUNTY OF SONOMA","SAL RES MGT 0050","45.43","46.57","47.7","48.9","50.09","51.34","52.59","53.91","55.22"
"0714","AIRPORT MANAGER","COUNTY OF SONOMA","SAL RES MGT 0050","58.26","59.72","61.17","62.7","64.23","65.84","67.44","69.13","70.81"
"0704","AIRPORT OPERATIONS SPECIALIST","COUNTY OF SONOMA","SEIU 0010","28.05","28.75","29.45","30.19","30.92","31.7","32.47","33.28","34.09"
"0712","AIRPORT OPERATIONS SUPERVISOR","COUNTY OF SONOMA","SEIU 0095","33.14","33.97","34.8","35.67","36.54","37.46","38.37","39.33","40.29"
"0702","AIRPORT OPERATIONS TRAINEE","COUNTY OF SONOMA","SEIU 0010","24.41","25.02","25.63","26.27","26.91","27.59","28.26","28.97","29.67"
"1029","AIR QUALITY ENGINEER","COUNTY OF SONOMA","WCE 0021","52.14","53.45","54.75","56.12","57.49","58.93","60.36","61.87","63.38"
"1031","AIR QUALITY MANAGER","COUNTY OF SONOMA, Northern Sonoma County Air Pollution Control Dist","SAL RES DH 0052","70.82","0","0","0","0","0","0","0","0"
"0976","AIR QUALITY SPECIALIST I","COUNTY OF SONOMA","SEIU 0005","30.26","31.02","31.77","32.57","33.36","34.2","35.03","35.91","36.78"
"0979","AIR QUALITY SPECIALIST II","COUNTY OF SONOMA","SEIU 0005","33.87","34.72","35.56","36.45","37.34","38.28","39.21","40.19","41.17"
"0980","AIR QUALITY SPECIALIST III","COUNTY OF SONOMA","SEIU 0005","38.32","39.28","40.24","41.25","42.25","43.31","44.36","45.47","46.58"
"4310","ANIMAL CARE AND CONTROL DIRECTOR","COUNTY OF SONOMA","SAL RES MGT 0050","59.77","61.27","62.76","64.33","65.9","67.55","69.2","70.93","72.66"
"4304","ANIMAL CARE ASSISTANT","COUNTY OF SONOMA","SEIU 0005","17.21","17.64","18.07","18.52","18.97","19.45","19.92","20.42","20.92"
"4300","ANIMAL CONTROL OFFICER I","COUNTY OF SONOMA","SEIU 0005","20.92","21.45","21.97","22.52","23.07","23.65","24.22","24.83","25.43"
"4301","ANIMAL CONTROL OFFICER II","COUNTY OF SONOMA","SEIU 0005","25.12","25.75","26.38","27.04","27.7","28.4","29.09","29.82","30.54"
"4303","ANIMAL HEALTH TECHNICIAN","COUNTY OF SONOMA","SEIU 0005","23.94","24.54","25.14","25.77","26.4","27.06","27.72","28.42","29.11"
"2679","AODS ASSISTANT I","COUNTY OF SONOMA","SEIU 0025","20.02","20.52","21.02","21.55","22.07","22.62","23.17","23.75","24.33"
"2680","AODS ASSISTANT II","COUNTY OF SONOMA","SEIU 0025","22.71","23.28","23.85","24.45","25.04","25.67","26.29","26.95","27.6"
"2681","AODS ASSISTANT III","COUNTY OF SONOMA","SEIU 0025","25.17","25.8","26.43","27.09","27.75","28.45","29.14","29.87","30.6"
"2682","AODS COUNSELOR I","COUNTY OF SONOMA","ESC 0075","30.07","30.82","31.57","32.36","33.15","33.98","34.81","35.68","36.55"
"2683","AODS COUNSELOR II","COUNTY OF SONOMA","ESC 0075","33.15","33.98","34.81","35.68","36.55","37.47","38.38","39.34","40.3"
"2460","AODS INTAKE INTERVIEWER","COUNTY OF SONOMA","SEIU 0025","22.71","23.28","23.85","24.45","25.04","25.67","26.29","26.95","27.6"
"2684","AODS SPECIALIST","COUNTY OF SONOMA","ESC 0075","34.58","35.45","36.31","37.22","38.13","39.09","40.04","41.04","42.04"
"1298","APOSD ACQUISITION ASSISTANT","Agricultural & Preservation Open Space District","SEIU 0005","35.27","36.15","37.03","37.96","38.88","39.85","40.82","41.84","42.86"
"1304","APOSD ACQUISITIONS MANAGER","Agricultural & Preservation Open Space District","SAL RES MGT 0050","55.7","57.1","58.49","59.95","61.41","62.95","64.48","66.09","67.7"
"1294","APOSD ACQUISITIONS SPECIALIST","Agricultural & Preservation Open Space District","SEIU 0005","42.5","43.57","44.63","45.75","46.86","48.03","49.2","50.43","51.66"
"1301","APOSD ADMINISTRATIVE AND FISCAL SERVICES MANAGER","Agricultural & Preservation Open Space District","SAL RES MGT 0050","54.76","56.13","57.5","58.94","60.38","61.89","63.4","64.99","66.57"
"1289","APOSD ASSISTANT GENERAL MANAGER","Agricultural & Preservation Open Space District","SAL RES MGT 0050","65.73","67.38","69.02","70.75","72.47","74.28","76.09","77.99","79.89"
"1283","APOSD ASSISTANT PLANNER","Agricultural & Preservation Open Space District","SEIU 0005","34.13","34.99","35.84","36.74","37.63","38.57","39.51","40.5","41.49"
"1287","APOSD COMMUNITY RELATIONS ASSISTANT","Agricultural & Preservation Open Space District","SEIU 0005","36.1","37.01","37.91","38.86","39.81","40.81","41.8","42.85","43.89"
"1297","APOSD COMMUNITY RELATIONS SPECIALIST","Agricultural & Preservation Open Space District","SEIU 0005","42.69","43.76","44.82","45.94","47.06","48.24","49.41","50.65","51.88"
"1302","APOSD CONSERVATION PLANNING MANAGER","Agricultural & Preservation Open Space District","SAL RES MGT 0050","55.7","57.1","58.49","59.95","61.41","62.95","64.48","66.09","67.7"
"1282","APOSD EXECUTIVE SECRETARY","Agricultural & Preservation Open Space District","SAL RES UNR 0000","28.13","28.84","29.54","30.28","31.02","31.8","32.57","33.39","34.2"
"1292","APOSD GEOGRAPHIC INFORMATION SYSTEMS ANALYST","Agricultural & Preservation Open Space District","SEIU 0005","38.61","39.58","40.54","41.56","42.57","43.64","44.7","45.82","46.94"
"1305","APOSD GEOGRAPHIC INFORMATION SYSTEMS COORDINATOR","Agricultural & Preservation Open Space District","SEIU 0005","42.47","43.53","44.59","45.71","46.82","47.99","49.16","50.39","51.62"
"1285","APOSD PLANNER","Agricultural & Preservation Open Space District","SEIU 0005","38.97","39.95","40.92","41.95","42.97","44.05","45.12","46.25","47.38"
"1299","APOSD PROGRAM MANAGER","Agricultural & Preservation Open Space District","SAL RES MGT 0050","53.03","54.36","55.68","57.07","58.46","59.92","61.38","62.92","64.45"
"1295","APOSD SENIOR ACQUISITIONS SPECIALIST","Agricultural & Preservation Open Space District","SEIU 0005","49.27","50.5","51.73","53.03","54.32","55.68","57.04","58.47","59.89"
"1281","APOSD SENIOR PLANNER","Agricultural & Preservation Open Space District","SEIU 0005","46.78","47.95","49.12","50.35","51.58","52.87","54.16","55.52","56.87"
"1303","APOSD STEWARDSHIP MANAGER","Agricultural & Preservation Open Space District","SAL RES MGT 0050","55.7","57.1","58.49","59.95","61.41","62.95","64.48","66.09","67.7"
"1286","APOSD STEWARDSHIP SUPERVISOR","Agricultural & Preservation Open Space District","SEIU 0095","51.51","52.8","54.09","55.44","56.79","58.21","59.63","61.12","62.61"
"1284","APOSD TECHNICIAN","Agricultural & Preservation Open Space District","SEIU 0005","29.79","30.54","31.28","32.06","32.84","33.66","34.48","35.34","36.2"
"1506","APPRAISER AIDE","COUNTY OF SONOMA","SEIU 0005","23.59","24.18","24.77","25.39","26.01","26.66","27.31","28","28.68"
"1517","APPRAISER ANALYST","COUNTY OF SONOMA","SEIU 0005","33.28","34.11","34.94","35.82","36.69","37.61","38.52","39.49","40.45"
"1510","APPRAISER I","COUNTY OF SONOMA","SEIU 0005","27.06","27.74","28.41","29.12","29.83","30.58","31.32","32.11","32.89"
"1511","APPRAISER II","COUNTY OF SONOMA","SEIU 0005","31.27","32.05","32.83","33.65","34.47","35.33","36.19","37.1","38"
"1512","APPRAISER III","COUNTY OF SONOMA","SEIU 0005","34.82","35.69","36.56","37.48","38.39","39.35","40.31","41.32","42.33"
