"id","service_provider","agency_type","parent_agency","comments","contact_phone","zipcode","website","location","location_address","location_city","location_state","location_zip","location_text"
"518","MILLS HIGH SCHOOL","SCHOOL",,,"(650) 558-2599","94030",,"POINT (-122.3889752533455 37.59331810831327)","400 MURCHISON DRIVE","MILLBRAE","CA","94030","400 MURCHISON DRIVE
MILLBRAE, CA 94030
(37.59331810831327, -122.3889752533455)"
"267","CABRILLO ELEMENTARY","SCHOOL",,,"(650) 738-6660","94044",,"POINT (-122.49800006295754 37.59821941337299)","601 CRESPI DRIVE","PACIFICA","CA","94044","601 CRESPI DRIVE
PACIFICA, CA 94044
(37.59821941337299, -122.49800006295754)"
"729","HORIZON SERVICES PALM AVENUE","NON PROFIT","LISTED ON COUNTY SITE","Provides Detoxification Treatment For Substance Abusers","(650) 513-6500","94403",,"POINT (-122.30622863342961 37.546292559401195)","2251 PALM AVE","SAN MATEO","CA","94403","2251 PALM AVE
SAN MATEO, CA 94403
(37.546292559401195, -122.30622863342961)"
"22","FOSTER CITY PARKS AND RECREATION SENIOR WING","ORGANIZATION","CITY OF FOSTER CITY","Offer Information About Services And Agencies Offering Assistance In Consumer Affairs, Education, Employment, Food, Home-Delivered Meals, Household Repairs, House, Legal Aid, Medi-Cal, Medicare, Recreation, Social Security, Taxes","(650) 286-2585","94404",,"POINT (-122.26750382684799 37.55649087121344)","650 SHELL BOULEVARD","FOSTER CITY","CA","94404","650 SHELL BOULEVARD
FOSTER CITY, CA 94404
(37.55649087121344, -122.26750382684799)"
"698","SAN MATEO COUNTY LIBRARY BRISBANE","COUNTY","SAN MATEO COUNTY LIBRARY","Library","(415) 467-2060","94005","http://www.smcl.org/en/content/brisbane","POINT (-122.40352628377957 37.682728704466285)","250 VISITACION AVENUE","BRISBANE","CA","94005","250 VISITACION AVENUE
BRISBANE, CA 94005
(37.682728704466285, -122.40352628377957)"
"417","BADEN HIGH SCHOOL","SCHOOL",,,"(650) 877-8769","94080",,"POINT (-122.43531731751534 37.64947177582275)","825 SOUTHWOOD DRIVE SOUTH","SAN FRANCISCO","CA","94080","825 SOUTHWOOD DRIVE
SOUTH SAN FRANCISCO, CA 94080
(37.64947177582275, -122.43531731751534)"
"183","INSTITUTE FOR HUMAN AND SOCIAL DEVELOPMENT (IHSD)","NON PROFIT","INSTITUTE FOR HUMAN AND SOCIAL DEVELOPMENT IHSD","Provides Quality Child Development Services  Info@Ihsdinc.Org","Angel Barrios","94080","HTTP://WWW.IHSDINC.ORG","POINT (-122.4416215649407 37.66326737575224)","1265 MISSION ROAD SOUTH","SAN FRANCISCO","CA","94080","1265 MISSION ROAD
SOUTH SAN FRANCISCO, CA 94080
(37.66326737575224, -122.4416215649407)"
"912","SAN MATEO COUNTY DEPARTMENT OF CHILD SUPPORT SERVICES","COUNTY","SAN MATEO COUNTY DEPARTMENT OF CHILD SUPPORT SERVICES","Handles Problems Related To Child Support, Paternity, And Medical Insurance From An Absent Parent","(866) 901-3212","94063","WWW.SMCDCSS.COM","POINT (-122.22958397010784 37.488601910697554)","555 COUNTY CENTER","REDWOOD CITY","CA","94063","555 COUNTY CENTER
REDWOOD CITY, CA 94063
(37.488601910697554, -122.22958397010784)"
"54","ANTS SOFTWARE, INC","CORPORATION","ANTS SOFTWARE, INC","Develops Affordable High Performanec Data Management Software","(650) 931-0500","94010","HTTP://WWW.ANTS.COM","POINT (-122.3481460332153 37.58976578629756)","700 AIRPORT BLVD","BURLINGAME","CA","94010","700 AIRPORT BLVD
BURLINGAME, CA 94010
(37.58976578629756, -122.3481460332153)"
"575","ST. VERONICA CATHOLIC SCHOOL","SCHOOL",,,"(650) 588-1455","94080","HTTP://WWW.STVERONICASSF.COM","POINT (-122.43011517872543 37.64601933430561)","434 ALIDA WAY SOUTH","SAN FRANCISCO","CA","94080","434 ALIDA WAY
SOUTH SAN FRANCISCO, CA 94080
(37.64601933430561, -122.43011517872543)"
"356","SOCIETY OF WESTERN ARTISTS","ORGANIZATION","SOCIETY OF WESTERN ARTISTS","The Agency Offers Demonstrations And Workshops By Nationally Recognized Artists And Juried Competitions For Our Members  Email - Info@Societyofwesternartists.Com","(650) 839-1318","94063","HTTP://WWW.SOCIETYOFWESTERNARTISTS.COM","POINT (-122.23353817107667 37.48618470938956)","2625 BROADWAY STREET","REDWOOD CITY","CA","94063","2625 BROADWAY STREET
REDWOOD CITY, CA 94063
(37.48618470938956, -122.23353817107667)"
"342","SEQUOIA CHILDREN'S CENTER","ORGANIZATION","SEQUIOIA CHILDRENS CENTER","Committed To Providing Health Care And Early Education To Diverse Families Of San Mateo County  Email - Admin@Sequoiachildren.Org","(650) 369-5277","94062","HTTP://WWW.SEQUOIACHILDREN.ORG","POINT (-122.23825787445514 37.48543543767846)","1234 BREWSTER AVENUE","REDWOOD CITY","CA","94062","1234 BREWSTER AVENUE
REDWOOD CITY, CA 94062
(37.48543543767846, -122.23825787445514)"
"697","SAN MATEO COUNTY LIBRARY BELMONT","COUNTY","SAN MATEO COUNTY LIBRARY","Library","(650) 591-8286","94002","http://www.smcl.org/en/content/belmont","POINT (-122.29272980976981 37.50906962060844)","1110 ALAMEDA","DE LAS PULGAS BELMONT","CA","94002","1110 ALAMEDA DE LAS PULGAS
BELMONT, CA 94002
(37.50906962060844, -122.29272980976981)"
