"job_class_code","title","hourly_a","hourly_b","hourly_c","hourly_d","hourly_e","hourly_f","biweekly_a","biweekly_b","biweekly_c","biweekly_d","biweekly_e","biweekly_f","monthly_a","monthly_b","monthly_c","monthly_d","monthly_e","monthly_f","representation_status_bargaining_unit","pre_employment_physical","security_clearance","probation_period_hours","work_group","dmv_a_and_d_testing","dmv_a_and_d_testing_some_positions_in_class","tuberculosis_exam","respiratory_exam","exit_exam","hepatitis_b_immunization","auditory_exam","mmr"
"A010","Assessor - County Clerk - Recorder - Elective",,,,,"116.42",,,,,,"9313.60",,,,,,"20179.08",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A012","Controller - Elective",,,,,"123.19",,,,,,"9855.20",,,,,,"21352.52",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A014","Coroner - Elective",,,,,"86.96",,,,,,"6956.80",,,,,,"15072.78",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,"Yes",,,"Yes",,"Yes"
"A018","District Attorney - Elective",,,,,"178.73",,,,,,"14298.40",,,,,,"30979.27",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A024","Sheriff - Elective",,,,,"154.68",,,,,,"12374.40",,,,,,"26810.68",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A026","Judge Superior Court - Elective",,,,,,"4.57",,,,,,"365.60",,,,,,"792.12","Management: Judges(M51A)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A054","Tax Collector - Treasurer - Elective",,,,,"105.54",,,,,,"8443.20",,,,,,"18293.25",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"B012","Case Management / Assessment Specialist I - Unclassified",,,"34.99","37.00","39.12",,,,"2799.20","2960.00","3129.60",,,,"6064.82","6413.21","6780.67",,"AFSCME: Human Services(A08)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,"Yes",,,,,
"B013","Case Management / Assessment Specialist II - Unclassified","35.35","37.37","39.52","41.78","44.19",,"2828.00","2989.60","3161.60","3342.40","3535.20",,"6127.22","6477.34","6850.00","7241.73","7659.45",,"AFSCME: Human Services(A08)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,"Yes",,,,,
"B063","Construction Projects Manager - Unclassified","47.74","50.49","53.35","56.45","59.68",,"3819.20","4039.20","4268.00","4516.00","4774.40",,"8274.77","8751.43","9247.16","9784.48","10344.33",,"AFSCME: Planning(A05)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"B087","Senior Management Analyst - Unclassified","54.44","57.59","60.88","64.35","68.06",,"4355.20","4607.20","4870.40","5148.00","5444.80",,"9436.09","9982.07","10552.33","11153.79","11796.84",,"Management: General(M50B)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
"B132","Retirement Chief Legal Counsel - Unclassified","107.80","113.96","120.51","127.41","134.72",,"8624.00","9116.80","9640.80","10192.80","10777.60",,"18684.97","19752.69","20888.00","22083.98","23351.02",,"Management: General(M50B)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
"B142","Director Of Child And Family Services - Unclassified","80.42","85.04","89.92","95.09","100.56",,"6433.60","6803.20","7193.60","7607.20","8044.80",,"13939.20","14739.98","15585.83","16481.95","17430.06",,"Management: Department Heads(M50A)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
"B151","Assistant Assessor - County Clerk Recorder - Unclassified","84.47","89.33","94.45","99.87","105.61",,"6757.60","7146.40","7556.00","7989.60","8448.80",,"14641.19","15483.57","16371.02","17310.47","18305.38",,"Management: General(M50B)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
"B162","Assistant Public Safety Communications Manager-Unclassified","63.04","66.64","70.49","74.52","78.81",,"5043.20","5331.20","5639.20","5961.60","6304.80",,"10926.72","11550.71","12218.03","12916.55","13660.14",,"Management: General(M50B)","1 - Light Physical Demands (Physical Exam Codes)",,"2080","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,"Yes","Yes","Yes",
"B163","C/CAG Program Director - Unclassified","71.14","75.22","79.54","84.11","88.93",,"5691.20","6017.60","6363.20","6728.80","7114.40",,"12330.70","13037.88","13786.67","14578.79","15414.24",,"Management: General(M50B)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
"B179","Assistant Public Health Laboratory Director - Unclassified","51.87","54.83","57.98","61.31","64.83",,"4149.60","4386.40","4638.40","4904.80","5186.40",,"8990.63","9503.68","10049.67","10626.86","11236.98",,"Management: General(M50B)","2 - Moderate Physical Demands; requires pre-employment exam (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,"Yes","Yes",,"Yes",,"Yes"
"B201","Assistant County Executive - Unclassified","126.10","133.32","140.97","149.06","157.60",,"10088.00","10665.60","11277.60","11924.80","12608.00",,"21856.91","23108.36","24434.33","25836.57","27316.81",,"Management: General(M50B)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
"B203","Assistant County Attorney - Unclassified","118.55","125.35","132.55","140.15","148.20",,"9484.00","10028.00","10604.00","11212.00","11856.00",,"20548.27","21726.92","22974.89","24292.20","25687.51",,"Management: General(M50B)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
"B204","County Attorney - Unclassified","142.95","151.18","159.86","169.03","178.73",,"11436.00","12094.40","12788.80","13522.40","14298.40",,"24777.52","26204.03","27708.53","29297.97","30979.27",,"Management: Department Heads(M50A)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 4: Not FLSA - Only Comp Time/Max 260",,,,,,,,
