"job_class_code","title","hourly_a","hourly_b","hourly_c","hourly_d","hourly_e","hourly_f","biweekly_a","biweekly_b","biweekly_c","biweekly_d","biweekly_e","biweekly_f","monthly_a","monthly_b","monthly_c","monthly_d","monthly_e","monthly_f","representation_status_bargaining_unit","pre_employment_physical","security_clearance","probation_period_hours","work_group","dmv_a_and_d_testing","dmv_a_and_d_testing_some_positions_in_class","tuberculosis_exam","respiratory_exam","exit_exam","hepatitis_b_immunization","auditory_exam","mmr"
"A010","Assessor - County Clerk - Recorder - Elective",,,,,"116.42",,,,,,"9313.60",,,,,,"20179.08",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A012","Controller - Elective",,,,,"123.19",,,,,,"9855.20",,,,,,"21352.52",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A014","Coroner - Elective",,,,,"86.96",,,,,,"6956.80",,,,,,"15072.78",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,"Yes",,,"Yes",,"Yes"
"A018","District Attorney - Elective",,,,,"178.73",,,,,,"14298.40",,,,,,"30979.27",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A024","Sheriff - Elective",,,,,"154.68",,,,,,"12374.40",,,,,,"26810.68",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A026","Judge Superior Court - Elective",,,,,,"4.57",,,,,,"365.60",,,,,,"792.12","Management: Judges(M51A)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A044","Supervisor 1st Supervisorial District - Elective",,,,,"77.15",,,,,,"6172.00",,,,,,"13372.41",,"Board of Supervisors: Board of Supervisors(I96)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A045","Supervisor 2nd Supervisorial District - Elective",,,,,"77.15",,,,,,"6172.00",,,,,,"13372.41",,"Board of Supervisors: Board of Supervisors(I96)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A046","Supervisor 3rd Supervisorial District - Elective",,,,,"77.15",,,,,,"6172.00",,,,,,"13372.41",,"Board of Supervisors: Board of Supervisors(I96)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A047","Supervisor 4th Supervisorial District - Elective",,,,,"77.15",,,,,,"6172.00",,,,,,"13372.41",,"Board of Supervisors: Board of Supervisors(I96)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A048","Supervisor 5th Supervisorial District - Elective",,,,,"77.15",,,,,,"6172.00",,,,,,"13372.41",,"Board of Supervisors: Board of Supervisors(I96)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"A054","Tax Collector - Treasurer - Elective",,,,,"105.54",,,,,,"8443.20",,,,,,"18293.25",,"Management: Elected Department Heads(M50G)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 2: Not FLSA - Only Comp Time/Max 240",,,,,,,,
"B001","Accountant I - Unclassified","32.16","34.00","35.95","38.04","40.20",,"2572.80","2720.00","2876.00","3043.20","3216.00",,"5574.29","5893.22","6231.21","6593.47","6967.87",,"SEIU: Accounting & Admin Services(S35)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"B002","Accountant II - Unclassified","37.60","39.75","42.04","44.45","46.99",,"3008.00","3180.00","3363.20","3556.00","3759.20",,"6517.21","6889.87","7286.79","7704.52","8144.78",,"SEIU: Accounting & Admin Services(S35)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"B003","Senior Accountant - Unclassified - Exempt","46.11","48.78","51.57","54.52","57.66",,"3688.80","3902.40","4125.60","4361.60","4612.80",,"7992.25","8455.04","8938.63","9449.95","9994.21",,"SEIU: Accounting & Admin Services(S35)","1 - Light Physical Demands (Physical Exam Codes)",,"1040","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"B004","Sheriff's Correctional Officer - Unclassified","39.72","42.02","44.41","46.96","49.66",,"3177.60","3361.60","3552.80","3756.80","3972.80",,"6884.67","7283.33","7697.59","8139.58","8607.57",,"Deputy Sheriff's Association: Sheriff's Deputies(O61)","4 - Safety Members; requires pre-employment exam (Physical Exam Codes)",,"0","Work Group 1: FLSA - OT Paid or Comp Time",,,"Yes","Yes",,"Yes","Yes","Yes"
"B005","Environmental Health Specialist I - Unclassified","34.76","36.77","38.88","41.10","43.48",,"2780.80","2941.60","3110.40","3288.00","3478.40",,"6024.95","6373.34","6739.07","7123.86","7536.39",,"AFSCME: Inspection & Regulation(A02)","2 - Moderate Physical Demands; requires pre-employment exam (Physical Exam Codes)",,"0","Work Group 1: FLSA - OT Paid or Comp Time",,,"Yes","Yes","Yes","Yes",,"Yes"
"B006","Environmental Health Specialist II - Unclassified","45.56","48.16","50.92","53.83","56.93",,"3644.80","3852.80","4073.60","4306.40","4554.40",,"7896.91","8347.57","8825.96","9330.35","9867.68",,"AFSCME: Inspection & Regulation(A02)","2 - Moderate Physical Demands; requires pre-employment exam (Physical Exam Codes)",,"0","Work Group 1: FLSA - OT Paid or Comp Time",,,"Yes","Yes","Yes","Yes",,"Yes"
"B007","Lead Crime Analyst - Unclassified","45.77","48.40","51.19","54.12","57.23",,"3661.60","3872.00","4095.20","4329.60","4578.40",,"7933.31","8389.17","8872.76","9380.62","9919.68",,"AFSCME: Human Services(A08)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 5: Not FLSA - OT Paid or Comp Time/Max 80 hours",,,,,,,,
"B008","Paralegal - Unclassified","35.17","37.18","39.33","41.58","43.95",,"2813.60","2974.40","3146.40","3326.40","3516.00",,"6096.02","6444.41","6817.07","7207.06","7617.85",,"SEIU: Office & Technical Services(S37)","1 - Light Physical Demands (Physical Exam Codes)",,"0","Work Group 1: FLSA - OT Paid or Comp Time",,,,,,,,
