"facility_facility_id","facility_name","street","city","zip","program_category","program_element","pe_code","record_id","billing_status"
"FA0000032","MENLO PARK CITY HALL","701 LAUREL","MENLO PARK","94025","BUSINESS PLAN PROGRAM","STORES MV FUELS OR WASTE ONLY","2160","PR0026148","Active, billable"
"FA0000015","MILLBRAE POLICE DEPARTMENT","581 MAGNOLIA","MILLBRAE","94030","UNDERGROUND TANK PROGRAM","UNDERGROUND TANK - GENERAL","2300","PR0026066","Inactive, non-billable"
"FA0000032","MENLO PARK CITY HALL","701 LAUREL","MENLO PARK","94025","UNDERGROUND TANK PROGRAM","UNDERGROUND TANK - GENERAL","2300","PR0028543","Active, billable"
"FA0000032","MENLO PARK CITY HALL","701 LAUREL","MENLO PARK","94025","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0040510","Inactive, non-billable"
"FA0000039","PESCADERO TRANSFER STATION","1 BEAN HOLLOW","PESCADERO","94060","HAZARDOUS WASTE PROGRAM","GENERATES & RECYCLES WASTE OIL/SOLVENT","2220","PR0027101","Active, billable"
"FA0000039","PESCADERO TRANSFER STATION","1 BEAN HOLLOW","PESCADERO","94060","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0048547","Active, billable"
"FA0000039","PESCADERO TRANSFER STATION","1 BEAN HOLLOW","PESCADERO","94060","BUSINESS PLAN PROGRAM","STORES HAZ MAT <1,199GAL,9,999LB,4,799CF","2162","PR0027102","Active, billable"
"FA0000041","TUNTEX PROPERTIES INC","150 EXECUTIVE PARK","SAN FRANCISCO","94134","HAZARDOUS WASTE PROGRAM","HAZARDOUS WASTE PROGRAM - GENERAL","2200","PR0043183","Inactive, non-billable"
"FA0000059","SAPORE ITALIANO","1447 BURLINGAME","BURLINGAME","94010","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0041325","Inactive, non-billable"
"FA0000060","BURLINGAME HIGH SCHOOL","1 MANGINI","BURLINGAME","94010","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0040116","Inactive, non-billable"
"FA0000060","BURLINGAME HIGH SCHOOL","1 MANGINI","BURLINGAME","94010","HAZARDOUS WASTE PROGRAM","GENERATES <27 GAL/YEAR","2225","PR0038069","Active, billable"
"FA0000060","BURLINGAME HIGH SCHOOL","1 MANGINI","BURLINGAME","94010","BUSINESS PLAN PROGRAM","STORES HAZ MAT <1,199GAL,9,999LB,4,799CF","2162","PR0038068","Active, billable"
"FA0000061","CELEBRITY CAFE","1783 EL CAMINO REAL","BURLINGAME","94010","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0041326","Inactive, non-billable"
"FA0000062","BURLINGAME INTERMEDIATE SCHOOL","1715 QUESADA","BURLINGAME","94010","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0041327","Inactive, non-billable"
"FA0000063","REDWOOD CITY SCHOOL WAREHOUSE","501 JAMES","REDWOOD CITY","94061","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0042037","Inactive, non-billable"
"FA0000065","LEAD ELEMENTARY SCHOOL","949 OCEAN VIEW","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069688","Inactive, non-billable"
"FA0000067","MENLO PARK SENIOR CENTER","110 TERMINAL","MENLO PARK","94025","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0041859","Inactive, non-billable"
"FA0000068","WILLIAM CROCKER INTERMEDIATE","2600 RALSTON","HILLSBOROUGH","94010","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044446","Inactive, non-billable"
"FA0000071","EAST PALO ALTO ACADEMY","475 POPE","MENLO PARK","94025","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0041860","Inactive, non-billable"
"FA0000073","WILLOW SCHOOL","620 WILLOW","MENLO PARK","94025","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0041626","Inactive, non-billable"
"FA0000074","CABRILLO ELEMENTARY SCHOOL","601 CRESPI","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044493","Inactive, non-billable"
"FA0000077","ODDSTAD ELEMENTARY SCHOOL","930 ODDSTAD","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044503","Inactive, non-billable"
"FA0000078","INGRID B LACY MIDDLE SCHOOL","1427 PALMETTO","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044513","Inactive, non-billable"
"FA0000079","OCEANA HIGH SCHOOL","401 PALOMA","PACIFICA","94044","BUSINESS PLAN PROGRAM","STORES HAZ MAT <219GAL,1,999LB, 879CF","2161","PR0027532","Active, billable"
"FA0000079","OCEANA HIGH SCHOOL","401 PALOMA","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044494","Inactive, non-billable"
"FA0000079","OCEANA HIGH SCHOOL","401 PALOMA","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0061237","Inactive, non-billable"
"FA0000079","OCEANA HIGH SCHOOL","401 PALOMA","PACIFICA","94044","CALARP PROGRAM","CALARP - GENERAL","2900","PR0034153","Inactive, non-billable"
"FA0000079","OCEANA HIGH SCHOOL","401 PALOMA","PACIFICA","94044","HAZARDOUS WASTE PROGRAM","GENERATES <27 GAL/YEAR","2225","PR0061236","Active, billable"
"FA0000080","VALLEMAR SCHOOL","377 REINA DEL MAR","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044504","Inactive, non-billable"
"FA0000081","LINDA MAR SCHOOL/ SPECTRUM CENTER","830 ROSITA","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044514","Inactive, non-billable"
"FA0000082","ORTEGA ELEMENTARY SCHOOL","1283 TERRA NOVA","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044495","Inactive, non-billable"
"FA0000083","TERRA NOVA HIGH SCHOOL","1450 TERRA NOVA","PACIFICA","94044","BUSINESS PLAN PROGRAM","STORES HAZ MAT <219GAL,1,999LB, 879CF","2161","PR0027531","Active, billable"
"FA0000083","TERRA NOVA HIGH SCHOOL","1450 TERRA NOVA","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0048548","Inactive, non-billable"
"FA0000083","TERRA NOVA HIGH SCHOOL","1450 TERRA NOVA","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0044505","Inactive, non-billable"
"FA0000083","TERRA NOVA HIGH SCHOOL","1450 TERRA NOVA","PACIFICA","94044","CALARP PROGRAM","CALARP - GENERAL","2900","PR0034154","Inactive, non-billable"
"FA0000083","TERRA NOVA HIGH SCHOOL","1450 TERRA NOVA","PACIFICA","94044","HAZARDOUS WASTE PROGRAM","GENERATES <27 GAL/YEAR","2225","PR0061114","Active, billable"
"FA0000083","TERRA NOVA HIGH SCHOOL","1450 TERRA NOVA","PACIFICA","94044","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0064278","Inactive, non-billable"
"FA0000085","FOX THEATRE","2215 BROADWAY","REDWOOD CITY","94063","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0049585","Inactive, non-billable"
"FA0000087","HOOVER SCHOOL","701 CHARTER","REDWOOD CITY","94063","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0042038","Inactive, non-billable"
"FA0000090","SUNNYBRAE ELEMENTARY SCHOOL","1031 DELAWARE","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069127","Inactive, non-billable"
"FA0000093","GARFIELD CHARTER SCHOOL","3600 MIDDLEFIELD","MENLO PARK","94025","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0042039","Active, billable"
"FA0000097","BOREL MIDDLE SCHOOL","425 BARNESON","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069574","Inactive, non-billable"
"FA0000099","DECIMA ALLEN SCHOOL","875 ANGUS","SAN BRUNO","94066","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0043945","Inactive, non-billable"
"FA0000100","ROLLINGWOOD ELEMENTARY","2500 COTTONWOOD","SAN BRUNO","94066","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0043946","Inactive, non-billable"
"FA0000101","PARKSIDE ELEMENTARY SCHOOL","1685 EISENHOWER","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069233","Inactive, non-billable"
"FA0000102","PARKSIDE INTERMEDIATE","1801 NILES","SAN BRUNO","94066","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0043947","Inactive, non-billable"
"FA0000103","ST ROBERTS CHURCH & SCHOOL","345 OAK","SAN BRUNO","94066","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0043948","Inactive, non-billable"
"FA0000105","BELLE AIR ELEMENTARY","450 3RD","SAN BRUNO","94066","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0043949","Inactive, non-billable"
"FA0000106","BAYWOOD ELEMENTARY SCHOOL","600 ALAMEDA DE LAS PULGAS","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069621","Inactive, non-billable"
"FA0000106","BAYWOOD ELEMENTARY SCHOOL","600 ALAMEDA DE LAS PULGAS","SAN MATEO","94401","UNDERGROUND TANK PROGRAM","UNDERGROUND TANK - GENERAL","2300","PR0039996","Inactive, non-billable"
"FA0000110","SAINT MATTHEWS SCHOOL","900 EL CAMINO REAL","SAN MATEO","94402","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069681","Inactive, non-billable"
"FA0000112","BAYSIDE ACADEMY","2025 KEHOE","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069389","Inactive, non-billable"
"FA0000113","NORTH SHOREVIEW SCHOOL","1301 CYPRESS","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069173","Inactive, non-billable"
"FA0000114","CELEBRITY CAFE","100 SAN MATEO","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069327","Inactive, non-billable"
"FA0000115","LAUREL SCHOOL","316 36TH","SAN MATEO","94401","STORMWATER","STORMWATER ANNUAL FEE - INSP FREQ EVERY 2 YRS","3090","PR0069517","Inactive, non-billable"
"FA0000118","BURI BURI ELEMENTARY","325 DEL MONTE","SOUTH SAN FRANCISCO","94080","BUSINESS PLAN PROGRAM","STORES MV FUELS OR WASTE ONLY","2160","PR0071138","Inactive, non-billable"
"FA0000118","BURI BURI ELEMENTARY","325 DEL MONTE","SOUTH SAN FRANCISCO","94080","UNDERGROUND TANK PROGRAM","UNDERGROUND TANK - GENERAL","2300","PR0090152","Inactive, non-billable"
"FA0000118","BURI BURI ELEMENTARY","325 DEL MONTE","SOUTH SAN FRANCISCO","94080","HAZARDOUS WASTE PROGRAM","GENERATES <27 GAL/YEAR","2225","PR0076391","Inactive, non-billable"
"FA0000119","Parkway Heights Middle School","825 Parkway","SOUTH SAN FRANCISCO","94080","BUSINESS PLAN PROGRAM","STORES MV FUELS OR WASTE ONLY","2160","PR0071145","Active, billable"
"FA0000119","Parkway Heights Middle School","825 Parkway","SOUTH SAN FRANCISCO","94080","HAZARDOUS WASTE PROGRAM","GENERATES <27 GAL/YEAR","2225","PR0071146","Active, billable"
"FA0000122","SUNSHINE GARDENS SCHOOL","1200 MILLER","SOUTH SAN FRANCISCO","94080","BUSINESS PLAN PROGRAM","STORES MV FUELS OR WASTE ONLY","2160","PR0071149","Inactive, non-billable"
"FA0000122","SUNSHINE GARDENS SCHOOL","1200 MILLER","SOUTH SAN FRANCISCO","94080","HAZARDOUS WASTE PROGRAM","GENERATES <27 GAL/YEAR","2225","PR0076389","Inactive, non-billable"
