"begin_date","end_date","facility_name","facility_id","eligibility","cost","notes","sponsor","street1","street2","city","postal_code","state","country","location","geocoded_column","geocoded_column_address","geocoded_column_city","geocoded_column_state","geocoded_column_zip"
"2018-11-03T10:00:00.000","2018-11-03T14:00:00.000","Belmont Library","1","2 years and older","0",,"Stanford Flu Crew","1110 Alameda de las Pulgas",,"Belmont","94002","CA","US","(37.509205, -122.292788)","POINT (-122.29269 37.5091)","1110 Alameda de las Pulgas","Belmont","CA","94002"
"2018-11-14T16:00:00.000","2018-11-14T19:00:00.000","Daly City Clinic","10",,"0",,,"380 90th Street","1st Floor","Daly City","94015","CA","US","(37.691126, -122.474096)","POINT (-122.474096 37.691126)","380 90th Street","Daly City","CA","94015"
"2018-10-16T14:00:00.000","2018-10-16T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-11T16:00:00.000","2018-10-11T18:30:00.000","Martin Luther King Community Center","27",,"0",,"SMC Health System","725 Monte Diablo Ave.",,"San Mateo","94401","CA","US","(37.57365, -122.3238)","POINT (-122.3238 37.57365)","725 Monte Diablo Ave.","San Mateo","CA","94401"
"2018-11-07T17:00:00.000","2018-11-07T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-11-29T09:00:00.000","2018-11-29T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-10T17:00:00.000","2018-10-10T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-12-06T09:00:00.000","2018-12-06T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-11-15T10:00:00.000","2018-11-15T12:30:00.000","St. Anthony's Church","21",,"0",,"SMC Health System","3500 Middlefield Rd.","Padua Dining Room","Menlo Park","94025","CA","US","(37.470345, -122.201377)","POINT (-122.201245 37.470328)","3500 Middlefield Rd.","Menlo Park","CA","94025"
"2018-11-13T14:00:00.000","2018-11-13T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-25T09:00:00.000","2018-10-25T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-12-12T17:00:00.000","2018-12-12T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-11-08T16:00:00.000","2018-11-08T18:30:00.000","Martin Luther King Community Center","27",,"0",,"SMC Health System","725 Monte Diablo Ave.",,"San Mateo","94401","CA","US","(37.57365, -122.3238)","POINT (-122.3238 37.57365)","725 Monte Diablo Ave.","San Mateo","CA","94401"
"2018-11-03T08:30:00.000","2018-11-03T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-06T08:30:00.000","2018-10-06T11:30:00.000","Woodside Fire Protection","32",,"0",,,"3111 Woodside Rd.",,"Woodside","94062","CA","US","(37.42912, -122.255968)","POINT (-122.255968 37.42912)","3111 Woodside Rd.","Woodside","CA","94062"
"2018-10-20T09:00:00.000","2018-10-20T12:00:00.000","Senior Sunrise Room","2","2 years and older","0",,"Stanford Flu Crew/Brisbane Lions Club","2 Visitacion Avenue",,"Brisbane","94005","CA","US","(37.684203, -122.402683)","POINT (-122.40263 37.684297)","2 Visitacion Avenue","Brisbane","CA","94005"
"2018-12-10T16:00:00.000","2018-12-10T19:00:00.000","Daly City Clinic","10",,"0",,,"380 90th Street","1st Floor","Daly City","94015","CA","US","(37.691126, -122.474096)","POINT (-122.474096 37.691126)","380 90th Street","Daly City","CA","94015"
"2018-10-14T08:00:00.000","2018-10-14T14:00:00.000","All Souls Church","30",,"0",,"SF Host Lions Club","315 Walnut Ave.",,"South San Francisco","94080","CA","US","(37.656707, -122.41409)","POINT (-122.41407 37.656765)","315 Walnut Ave.","South San Francisco","CA","94080"
"2018-10-27T08:30:00.000","2018-10-27T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-17T17:00:00.000","2018-10-17T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-11-01T09:00:00.000","2018-11-01T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-12-08T08:30:00.000","2018-12-08T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-28T10:00:00.000","2018-10-28T15:00:00.000","Holy Child / St. Martin Episcopal Church","36",,"0",,"SF Host Lions Club","777 Southgate Avenue",,"Daly City","94015","CA","US","(37.689763, -122.489068)","POINT (-122.489341 37.68953)","777 Southgate Avenue","Daly City","CA","94015"
"2018-10-09T14:00:00.000","2018-10-09T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-12-06T10:00:00.000","2018-12-06T12:30:00.000","St. Anthony's Church","21",,"0",,"SMC Health System","3500 Middlefield Rd.","Padua Dining Room","Menlo Park","94025","CA","US","(37.470345, -122.201377)","POINT (-122.201245 37.470328)","3500 Middlefield Rd.","Menlo Park","CA","94025"
"2018-11-06T14:00:00.000","2018-11-06T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-10-03T17:00:00.000","2018-10-03T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2018-10-07T08:00:00.000","2018-10-07T14:00:00.000","Our Lady of Mercy","4",,"0",,"SF Lions Club","1 Elmwood Drive",,"Daly City","94015","CA","US","(37.699029, -122.488677)","POINT (-122.488734 37.69913)","1 Elmwood Drive","Daly City","CA","94015"
"2018-12-01T08:30:00.000","2018-12-01T12:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 22, 24",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","(37.472727, -122.132497)","POINT (-122.132448 37.472744)","1885 Bay Road","East Palo Alto","CA","94303"
"2018-11-01T16:00:00.000","2018-11-01T19:00:00.000","Coastside Hope","14",,"0",,"SMC Health System","99 Avenue Alhambra",,"El Granada","94018","CA","US","(37.654879, -122.461004)","POINT (-122.480243 37.505266)","99 Avenue Alhambra","El Granada","CA","94018"
"2018-12-05T17:00:00.000","2018-12-05T19:30:00.000","RotaCare Coastside Clinic","16","18 years and older","0","closed Nov. 21",,"225 South Cabrillo Highway","Suite 100A","Half Moon Bay","94019","CA","US","(37.464755, -122.432657)","POINT (-122.433913 37.464697)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
