"begin_date","end_date","facility_name","facility_id","street1","street2","city","state","postal_code","country","eligibility","cost","notes","url","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","phone_number"
"2014-10-01T09:00:00.000","2014-10-01T12:00:00.000","Lincoln Community Center","4","901 Brunswick St",,"Daly City","CA","94014","US",,"0","Philippine Medical Society of Northern CA","https://www.facebook.com/pages/Lincoln-Park-Community-Center/300590689969853","POINT (-122.45241023399973 37.70742400100045)","901 Brunswick St","Daly City","CA","94014","(650) 259-2370"
"2014-10-04T10:00:00.000","2014-10-04T13:00:00.000","Half Moon Bay Library","18","620 Correas St",,"Half Moon Bay","CA","94019","US","2 and older","0","Stanford Flu Crew","http://www.smcl.org/en/content/half-moon-bay","POINT (-122.43104231999968 37.461713731000486)","620 Correas St","Half Moon Bay","CA","94019","(650) 726-2316"
"2014-10-05T12:00:00.000","2014-10-05T18:45:00.000","Mater Dolorosa Church","29","307 Willow Ave",,"South San Francisco","CA","94080","US",,"0","SF Host Lions Club","http://www.mdssf.org/","POINT (-122.43289057999971 37.66176137700046)","307 Willow Ave South","San Francisco","CA","94080","(650) 583-4131"
"2014-10-08T13:00:00.000","2014-10-08T16:00:00.000","Ravenswood Family Health Center","13","1798 A Bay Rd",,"East Palo Alto","CA","94303","US",,"0",,"http://ravenswoodfhc.org/","POINT (-122.12895957599972 37.45065581300048)","1798 A Bay Rd East","Palo Alto","CA","94303","(650) 330-7400"
"2014-10-08T18:00:00.000","2014-10-08T19:30:00.000","RotaCare Coastside Clinic","20","225  South Cabrillo Highway","Suite 100A","Half Moon Bay","CA","94019","US","10 and older","0",,"http://www.sanmateomedicalcenter.org/content/CoastsideClinic.htm","POINT (-122.43374557299973 37.46546440800046)","225 South Cabrillo Highway","Half Moon Bay","CA","94019","(650) 573-3941"
"2014-10-09T13:00:00.000","2014-10-09T16:00:00.000","Belle Haven Clinic","22","100 Terminal Ave",,"Menlo Park","CA","94025","US",,"0",,"http://ravenswoodfhc.org","POINT (-122.16770329099973 37.47886659800048)","100 Terminal Ave Menlo Park","CA",,"94025","(650) 321-0980"
"2014-10-09T16:00:00.000","2014-10-09T18:30:00.000","Martin Luther King Community Center","28","725 Monte Diablo Ave",,"San Mateo","CA","94401","US",,"0","SMC Health System","http://www.cityofsanmateo.org/index.aspx?NID=2199","POINT (-122.32483746099967 37.57297325100046)","725 Monte Diablo Ave","San Mateo","CA","94401","(650) 522-7470"
"2014-10-10T13:00:00.000","2014-10-10T16:00:00.000","Belle Haven Clinic","22","100 Terminal Ave",,"Menlo Park","CA","94025","US",,"0",,"http://ravenswoodfhc.org","POINT (-122.16770329099973 37.47886659800048)","100 Terminal Ave Menlo Park","CA",,"94025","(650) 321-0980"
"2014-10-11T08:30:00.000","2014-10-11T11:30:00.000","Ravenswood Family Health Center","13","1798 A Bay Rd",,"East Palo Alto","CA","94303","US",,"0",,"http://ravenswoodfhc.org/","POINT (-122.12895957599972 37.45065581300048)","1798 A Bay Rd East","Palo Alto","CA","94303","(650) 330-7400"
"2014-10-11T10:00:00.000","2014-10-11T15:00:00.000","Woodrow Wilson Elementary School ","5","43 Miriam St",,"Daly City","CA","94014","US","9 and older","0","PTA / Cumberland Church","http://www.jsd.k12.ca.us/Woodrow%20Wilson/Contact/","POINT (-122.46532500899968 37.70410082000046)","43 Miriam St","Daly City","CA","94014","(650) 991-1255"
"2014-10-12T09:00:00.000","2014-10-12T14:00:00.000","St. Augustine's Church","30","3700 Callan Blvd",,"South San Francisco","CA","94080","US",,"0","SF Host Lions Club","http://www.staugustinessf.org/","POINT (-122.4646186599997 37.64621248600048)","3700 Callan Blvd South","San Francisco","CA","94080","(650) 873-2282"
"2014-10-15T13:00:00.000","2014-10-15T16:00:00.000","Ravenswood Family Health Center","13","1798 A Bay Rd",,"East Palo Alto","CA","94303","US",,"0",,"http://ravenswoodfhc.org/","POINT (-122.12895957599972 37.45065581300048)","1798 A Bay Rd East","Palo Alto","CA","94303","(650) 330-7400"
"2014-10-15T18:00:00.000","2014-10-15T19:30:00.000","RotaCare Coastside Clinic","20","225  South Cabrillo Highway","Suite 100A","Half Moon Bay","CA","94019","US","10 and older","0",,"http://www.sanmateomedicalcenter.org/content/CoastsideClinic.htm","POINT (-122.43374557299973 37.46546440800046)","225 South Cabrillo Highway","Half Moon Bay","CA","94019","(650) 573-3941"
"2014-10-16T09:00:00.000","2014-10-16T13:00:00.000","Sequoia Health and Wellness Center","25","749 Brewster Ave",,"Redwood City","CA","94063","US",,"0",,"http://www.dignityhealth.org/sequoia/medical-services/health-and-wellness-center/adult-vaccinations","POINT (-122.23308260899972 37.489297053000485)","749 Brewster Ave","Redwood City","CA","94063","(650) 367-5998"
"2014-10-16T13:00:00.000","2014-10-16T16:00:00.000","Belle Haven Clinic","22","100 Terminal Ave",,"Menlo Park","CA","94025","US",,"0",,"http://ravenswoodfhc.org","POINT (-122.16770329099973 37.47886659800048)","100 Terminal Ave Menlo Park","CA",,"94025","(650) 321-0980"
"2014-10-17T13:00:00.000","2014-10-17T16:00:00.000","Belle Haven Clinic","22","100 Terminal Ave",,"Menlo Park","CA","94025","US",,"0",,"http://ravenswoodfhc.org","POINT (-122.16770329099973 37.47886659800048)","100 Terminal Ave Menlo Park","CA",,"94025","(650) 321-0980"
"2014-10-18T08:30:00.000","2014-10-18T11:30:00.000","Woodside Fire Protection","32","3111 Woodside Rd",,"Woodside","CA","94062","US",,"0",,"http://woodsidefire.org/contact","POINT (-122.25712295999972 37.428774933000454)","3111 Woodside Rd","Woodside","CA","94062","(650) 851-1594"
"2014-10-18T08:30:00.000","2014-10-18T11:30:00.000","Ravenswood Family Health Center","13","1798 A Bay Rd",,"East Palo Alto","CA","94303","US",,"0",,"http://ravenswoodfhc.org/","POINT (-122.12895957599972 37.45065581300048)","1798 A Bay Rd East","Palo Alto","CA","94303","(650) 330-7400"
"2014-10-19T09:00:00.000","2014-10-19T14:00:00.000","Our Lady of Mercy","11","1 Elmwood Dr",,"Daly City","CA","94014","US",,"0","SF Host Lions Club","http://www.olmcath.org/","POINT (-122.4889963329997 37.699828152000464)","1 Elmwood Dr","Daly City","CA","94014","(650) 755-2727"
