"begin_date","end_date","facility_name","facility_id","eligibility","cost","notes","sponsor","street1","street2","city","postal_code","state","country","location_1","location_1_address","location_1_city","location_1_state","location_1_zip"
"2017-11-04T10:00:00.000","2017-11-04T13:00:00.000","Belmont Library","1","2 years and older","0",,"Stanford Flu Crew","1110 Alameda de las Pulgas",,"Belmont","94002","CA","US","POINT (-122.292788 37.509205)","1110 Alameda","de las Pulgas Belmont","CA","94002"
"2017-10-21T09:00:00.000","2017-10-21T12:00:00.000","Senior Sunrise Room","2","2 years and older","0",,"Stanford Flu Crew/Brisbane Lions Club","2 Visitacion Avenue",,"Brisbane","94005","CA","US","POINT (-122.402683 37.684203)","2 Visitacion Avenue","Brisbane","CA","94005"
"2017-10-01T13:00:00.000","2017-10-01T18:00:00.000","Iglesia Ni Cristo","26","8-65 years","0",,"FYM","699 Serramonte Blvd",,"Daly City","94015","CA","US","POINT (-122.477728 37.668634)","699 Serramonte Blvd","Daly City","CA","94015"
"2017-10-11T09:00:00.000","2017-10-11T12:00:00.000","Lincoln Park Community Center","5",,"0",,"Phillippine Med Society of Northern CA","901 Brunswick Street",,"Daly City","94014","CA","US","POINT (-122.452401 37.707471)","901 Brunswick Street","Daly City","CA","94014"
"2017-10-07T10:00:00.000","2017-10-07T13:00:00.000","North County Fire District","11",,"0",,,"10 Wembley Drive",,"Daly City","94015","CA","US","POINT (-122.469584 37.662681)","10 Wembley Drive","Daly City","CA","94015"
"2017-10-01T08:00:00.000","2017-10-01T14:00:00.000","Our Lady of Mercy","4",,"0",,"SF Lions Club","1 Elmwood Drive",,"Daly City","94015","CA","US","POINT (-122.488677 37.699029)","1 Elmwood Drive","Daly City","CA","94015"
"2017-10-29T12:00:00.000","2017-10-29T14:30:00.000","St. Andrew Church","6",,"0",,"SF Premier Lions Club","1571 Southgate Avenue",,"Daly City","94015","CA","US","POINT (-122.473748 37.675771)","1571 Southgate Avenue","Daly City","CA","94015"
"2018-01-28T09:00:00.000","2018-01-28T14:00:00.000","Our Lady of Perpetual Help Parish","9",,"0",,"SF Premier Lions Club","61 Wellington Avenue",,"Daly City","94014","CA","US","POINT (-122.460819 37.705495)","61 Wellington Avenue","Daly City","CA","94014"
"2017-10-16T16:00:00.000","2017-10-16T19:00:00.000","Daly City Clinic","10",,"0",,,"380 90th Street","1st Floor","Daly City","94015","CA","US","POINT (-122.474096 37.691126)","380 90th Street","Daly City","CA","94015"
"2017-11-15T16:00:00.000","2017-11-15T19:00:00.000","Daly City Clinic","10",,"0",,,"380 90th Street","1st Floor","Daly City","94015","CA","US","POINT (-122.474096 37.691126)","380 90th Street","Daly City","CA","94015"
"2017-11-27T16:00:00.000","2017-11-27T19:00:00.000","Daly City Clinic","10",,"0",,,"380 90th Street","1st Floor","Daly City","94015","CA","US","POINT (-122.474096 37.691126)","380 90th Street","Daly City","CA","94015"
"2017-10-10T14:00:00.000","2017-10-10T17:00:00.000","Ravenswood Family Health Center","12","2 years and older","0","closed Nov. 23rd, 25th",,"1885 Bay Road",,"East Palo Alto","94303","CA","US","POINT (-122.132497 37.472727)","1885 Bay Road East","Palo Alto","CA","94303"
