"begin_date","end_date","facility_name","facility_id","street1","street2","city","state","postal_code","country","eligibility","cost","notes","url","location_1","location_1_address","location_1_city","location_1_state","location_1_zip"
"2015-10-03T10:00:00.000","2015-10-03T15:00:00.000","Woodrow Wilson Elementary School ","5","43 Miriam St",,"Daly City","CA","94014","US","9 and older","0","PTA / Cumberland Church","http://www.jsd.k12.ca.us/Woodrow%20Wilson/Contact/","POINT (-122.46532500899968 37.70410082000046)","43 Miriam St","Daly City","CA","94014"
"2015-10-03T10:00:00.000","2015-10-03T14:00:00.000","Half Moon Bay Library","18","620 Correas St",,"Half Moon Bay","CA","94019","US","2 and older","0","Stanford Flu Crew","http://www.smcl.org/en/content/half-moon-bay","POINT (-122.43104231999968 37.461713731000486)","620 Correas St","Half Moon Bay","CA","94019"
"2015-10-04T08:00:00.000","2015-10-04T14:00:00.000","Our Lady of Mercy","11","1 Elmwood Dr",,"Daly City","CA","94014","US",,"0","SF Host Lions Club","http://www.olmcath.org/","POINT (-122.4889963329997 37.699828152000464)","1 Elmwood Dr","Daly City","CA","94014"
"2015-10-04T10:00:00.000","2015-10-04T14:00:00.000","Francis Drake Lodge","37","307 Walnut Ave",,"South San Francisco","CA","94080","US",,"0","SMC Health System","https://www.facebook.com/FrancisDrakeMasonicLodgeNo376/?rf=293045554102562","POINT (-122.414191 37.656402)","307 Walnut Ave South","San Francisco","CA","94080"
"2015-10-04T11:00:00.000","2015-10-04T15:00:00.000","Pescadero Elementary School","24","620 North St",,"Pescadero","CA","94060","US",,"0","SMC health Services","http://www.lhpusd.com/pages/lhpusd/911704764865046194/Contact_Us","POINT (-122.3778967779997 37.25613743700046)","620 North St","Pescadero","CA","94060"
"2015-10-07T17:00:00.000","2015-10-07T19:30:00.000","RotaCare Coastside Clinic","20","225  South Cabrillo Highway","Suite 100A","Half Moon Bay","CA","94019","US","10 and older","0",,"http://www.sanmateomedicalcenter.org/content/CoastsideClinic.htm","POINT (-122.43374557299973 37.46546440800046)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2015-10-08T16:00:00.000","2015-10-08T18:30:00.000","Martin Luther King Community Center","28","725 Monte Diablo Ave",,"San Mateo","CA","94401","US",,"0","SMC Health System","http://www.cityofsanmateo.org/index.aspx?NID=2199","POINT (-122.32483746099967 37.57297325100046)","725 Monte Diablo Ave","San Mateo","CA","94401"
"2015-10-11T08:00:00.000","2015-10-11T14:00:00.000","Mater Dolorosa Church","29","307 Willow Ave",,"South San Francisco","CA","94080","US",,"0","SF Host Lions Club","http://www.mdssf.org/","POINT (-122.43289057999971 37.66176137700046)","307 Willow Ave South","San Francisco","CA","94080"
"2015-10-13T14:00:00.000","2015-10-13T17:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-10-14T17:00:00.000","2015-10-14T19:30:00.000","RotaCare Coastside Clinic","20","225  South Cabrillo Highway","Suite 100A","Half Moon Bay","CA","94019","US","10 and older","0",,"http://www.sanmateomedicalcenter.org/content/CoastsideClinic.htm","POINT (-122.43374557299973 37.46546440800046)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2015-10-15T09:00:00.000","2015-10-15T13:00:00.000","Sequoia Health and Wellness Center","25","749 Brewster Ave",,"Redwood City","CA","94063","US",,"0",,"http://www.dignityhealth.org/sequoia/medical-services/health-and-wellness-center/adult-vaccinations","POINT (-122.23308260899972 37.489297053000485)","749 Brewster Ave","Redwood City","CA","94063"
"2015-10-15T09:00:00.000","2015-10-15T12:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-10-17T08:30:00.000","2015-10-17T12:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-10-17T08:30:00.000","2015-10-17T11:30:00.000","Woodside Fire Protection","32","3111 Woodside Rd",,"Woodside","CA","94062","US",,"0",,"http://woodsidefire.org/contact","POINT (-122.25712295999972 37.428774933000454)","3111 Woodside Rd","Woodside","CA","94062"
"2015-10-18T09:00:00.000","2015-10-18T14:00:00.000","Holy Angels Parish Church ","3","107 San Pedro Rd",,"Colma","CA","94014","US",,"0","SSF Golden Gate Lions Club","http://www.holyangelschurchcolma.com/","POINT (-122.4681192919997 37.687868626000466)","107 San Pedro Rd","Colma","CA","94014"
"2015-10-18T12:00:00.000","2015-10-18T15:00:00.000","United Methodist Church","6","1474 Southgate Ave",,"Daly City","CA","94015","US",,"0","SF Host Lions Club","http://www.umc.org/find-a-church/church/77346","POINT (-122.47679943099968 37.67559336800048)","1474 Southgate Ave","Daly City","CA","94015"
"2015-10-20T16:00:00.000","2015-10-20T20:00:00.000","Sequoia Health and Wellness Center","25","749 Brewster Ave",,"Redwood City","CA","94063","US",,"0",,"http://www.dignityhealth.org/sequoia/medical-services/health-and-wellness-center/adult-vaccinations","POINT (-122.23308260899972 37.489297053000485)","749 Brewster Ave","Redwood City","CA","94063"
"2015-10-20T16:00:00.000","2015-10-20T19:00:00.000","Moonridge Housing","19","2001 Miramontes Point Road","Community Room","Half Moon Bay","CA","94019","US",,"0","SMC Health System",,"POINT (-122.41422822299972 37.43633472400046)","2001 Miramontes Point Road","Half Moon Bay","CA","94019"
"2015-10-21T09:00:00.000","2015-10-21T11:30:00.000","Lincoln Park Community Center","4","901 Brunswick St",,"Daly City","CA","94014","US",,"0","Philippine Medical Society of Northern CA","https://www.facebook.com/pages/Lincoln-Park-Community-Center/300590689969853","POINT (-122.45241023399973 37.70742400100045)","901 Brunswick St","Daly City","CA","94014"
"2015-10-21T17:00:00.000","2015-10-21T19:30:00.000","RotaCare Coastside Clinic","20","225  South Cabrillo Highway","Suite 100A","Half Moon Bay","CA","94019","US","10 and older","0",,"http://www.sanmateomedicalcenter.org/content/CoastsideClinic.htm","POINT (-122.43374557299973 37.46546440800046)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2015-10-22T09:00:00.000","2015-10-22T12:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-10-22T10:00:00.000","2015-10-22T12:30:00.000","St. Anthony's Church Padua Dining Room","23","3500 Middlefield Rd",,"Menlo Park","CA","94025","US",,"0","SMC Health System","http://paduadiningroom.com/?page_id=36","POINT (-122.2007023379997 37.470233703000474)","3500 Middlefield Rd Menlo Park","CA",,"94025"
"2015-10-24T08:30:00.000","2015-10-24T12:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-10-24T09:00:00.000","2015-10-24T12:00:00.000","Foster City Recreation Center","16","650 Shell Blvd","Sunfish Room ","Foster City","CA","94019","US",,"0","FC Lions Club","http://www.fostercity.org/parksandrecreation/generalinformation/Health-and-Wellness.cfm","POINT (-122.26823130699972 37.556890212000496)","650 Shell Blvd","Foster City","CA","94019"
"2015-10-24T09:00:00.000","2015-10-24T12:00:00.000","Senior Sunrise Room","2","2 Visitacion Ave",,"Brisbane","CA","94005","US",,"0","Stanford Flu Crew / Brisbane Lions Club","http://www.ci.brisbane.ca.us/","POINT (-122.40262705099968 37.68432651100045)","2 Visitacion Ave","Brisbane","CA","94005"
"2015-10-24T09:00:00.000","2015-10-24T13:00:00.000","Sequoia Health and Wellness Center","25","749 Brewster Ave",,"Redwood City","CA","94063","US",,"0",,"http://www.dignityhealth.org/sequoia/medical-services/health-and-wellness-center/adult-vaccinations","POINT (-122.23308260899972 37.489297053000485)","749 Brewster Ave","Redwood City","CA","94063"
"2015-10-25T09:00:00.000","2015-10-25T15:00:00.000","St. Andrew Church","33","1571 Southgate Ave",,"Daly City","CA","94015","US",,"0","SF Premier Lions Club","http://www.standrew-dalycity.org/contactus.html","POINT (-122.47361 37.675793)","1571 Southgate Ave","Daly City","CA","94015"
"2015-10-25T09:00:00.000","2015-10-25T13:00:00.000","St Bruno Church","36","550 San Bruno Ave West",,"San Bruno","CA","94066","US",,"0","SF Host Lions Club","http://www.saintbrunos.org/","POINT (-122.415667 37.629225)","550 San Bruno Ave West","San Bruno","CA","94066"
"2015-10-27T14:00:00.000","2015-10-27T17:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-10-28T17:00:00.000","2015-10-28T19:30:00.000","RotaCare Coastside Clinic","20","225  South Cabrillo Highway","Suite 100A","Half Moon Bay","CA","94019","US","10 and older","0",,"http://www.sanmateomedicalcenter.org/content/CoastsideClinic.htm","POINT (-122.43374557299973 37.46546440800046)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
"2015-10-29T09:00:00.000","2015-10-29T12:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-10-31T08:30:00.000","2015-10-31T12:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-11-01T12:00:00.000","2015-11-01T15:00:00.000","Bride of Christ Church","9","3344 San Jose Ave",,"Daly City","CA","94014","US",,"0","SF Host Lions Club",,"POINT (-122.46083110999967 37.70659205300046)","3344 San Jose Ave","Daly City","CA","94014"
"2015-11-03T14:00:00.000","2015-11-03T17:00:00.000","Ravenswood Family Health Center","13","1885 Bay Rd",,"East Palo Alto","CA","94303","US","2 and older","0",,"http://ravenswoodfhc.org/","POINT (-122.132435 37.472749)","1885 Bay Rd East","Palo Alto","CA","94303"
"2015-11-04T17:00:00.000","2015-11-04T19:30:00.000","RotaCare Coastside Clinic","20","225  South Cabrillo Highway","Suite 100A","Half Moon Bay","CA","94019","US","10 and older","0",,"http://www.sanmateomedicalcenter.org/content/CoastsideClinic.htm","POINT (-122.43374557299973 37.46546440800046)","225 South Cabrillo Highway","Half Moon Bay","CA","94019"
