"id","service_provider","agency_type","parent_agency","comments","contact_phone","zipcode","website","location","location_address","location_city","location_state","location_zip"
"864","SAN MATEO COUNTY AGING AND ADULT SERVICES","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Provides Services To Keep Seniors, People With Disabilities And Dependent Adults Living Safely And As Independently As Possible In The Community","(650) 573-3900","94403",,"POINT (-122.29983456672139 37.53211516914727)","225 37TH AVENUE","SAN MATEO","CA","94403"
"867","SAN MATEO COUNTY FAMILY HEALTH","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Focuses On The Health And Well Being Of Infants, Children, Teens, Young Adults And Parents. Services Offered Include Well Child Check Ups, Developmental Screenings, Support For Children With Special Health Care Needs, Parenting Classes, Home Visiting.","(650) 372-3234","94403",,"POINT (-122.32027604352726 37.54503350856015)","2000 ALAMEDA","DE LAS PULGAS SAM MATEO","CA","94403"
"866","SAN MATEO COUNTY CORRECTIONAL SERVICES","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Provides Integrated Medical, Dental, Mental Health, And Chemical Dependency Treatment To The Incarcerated Adult Population And Medical And Dental Care To Juvenile Hall Population","(650) 363-7875","94063",,"POINT (-122.23227042020592 37.487702360986965)","300 BRADFORD STREET","REDWOOD CITY","CA","94063"
"873","SAN MATEO COUNTY EMERGENCY MEDICAL SERVICES MADDY FUND","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","The Program Provides Reimbursement For Individuals Who Receive Medical Care But Cannot Afford To Pay For The Care","(650) 573-2564","94403",,"POINT (-122.29983456672139 37.53211516914727)","225 37TH AVENUE","SAN MATEO","CA","94403"
"863","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Department Prevents Health Issues Before They Occur, Protect The Publics Health, Provides Services For Vulnerable Populations, And Partners To Build Healthy Communities","(650) 372-8572","94403",,"POINT (-122.29983456672139 37.53211516914727)","225 37TH AVENUE","SAN MATEO","CA","94403"
"868","SAN MATEO COUNTY ANIMAL CONTROL AND LICENSING","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Provides Services Relating To Animal Control, Animal Licensing, Living With Wildlife, Medical Veterinary Providers, Spay/Neuter Voucher Programs","(650) 573-3940","94403",,"POINT (-122.29983456672139 37.53211516914727)","225 37TH AVENUE","SAN MATEO","CA","94403"
"870","SAN MATEO COUNTY PUBLIC HEALTH PROGRAMS","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION",,"(650) 573-2757","94403",,"POINT (-122.29983456672139 37.53211516914727)","225 37TH AVENUE","SAN MATEO","CA","94403"
"872","SAN MATEO COUNTY EMERGENCY MEDICAL SERVICES FOR CHILDREN","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Program Serves To Reduce Pediatric Morbidity And Mortality From Injury And Illness In California By Development, Implementation And Integration Of Emsc Activities","(650) 573-2564","94403",,"POINT (-122.29983456672139 37.53211516914727)","225 37TH AVENUE","SAN MATEO","CA","94403"
"869","SAN MATEO COUNTY ENVIRONMENTAL HEALTH","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Department Ensures The Healthy Environment In The County's 20 Cities And Unincorporated Areas Through Education, Monitoring And Enforcement Through A Variety Of Regulatory Programs","(650) 372-6200","94403",,"POINT (-122.32027604352726 37.54503350856015)","2000 ALAMEDA","DE LAS PULGAS SAN MATEO","CA","94403"
"871","SAN MATEO COUNTY HEALTH POLICY AND PLANNING","COUNTY","SAN MATEO COUNTY HEALTH SYSTEM ADMINISTRATION","Program Increases The Health Systems Ability To Build Health Equity By Partnering To Address The Social Determinants Of Health","(650) 573-2104","94403",,"POINT (-122.29983456672139 37.53211516914727)","225 37TH AVENUE","SAN MATEO","CA","94403"
