"fac_id","primary_nam","description","fac_desc_short","attribute_type","attribute_value","measure_value","sub_type","county","regional_office","effective_date"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","AIDS","15","Permanent","Albany","Capital District Regional Office","1988-03-21T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Bone Marrow Transplant","6","Permanent","Albany","Capital District Regional Office","1994-01-18T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Coronary Care","20","Permanent","Albany","Capital District Regional Office","1980-02-01T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Intensive Care","60","Permanent","Albany","Capital District Regional Office","2013-08-19T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Maternity","39","Permanent","Albany","Capital District Regional Office","1980-02-01T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Medical / Surgical","431","Permanent","Albany","Capital District Regional Office","2019-08-15T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Neonatal Continuing Care","14","Permanent","Albany","Capital District Regional Office","1994-09-13T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Neonatal Intensive Care","13","Permanent","Albany","Capital District Regional Office","2013-08-19T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Neonatal Intermediate Care","29","Permanent","Albany","Capital District Regional Office","1994-09-13T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Pediatric","55","Permanent","Albany","Capital District Regional Office","2013-08-19T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Pediatric ICU","19","Permanent","Albany","Capital District Regional Office","2015-09-25T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Physical Medicine and Rehabilitation","21","Permanent","Albany","Capital District Regional Office","1980-02-01T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Bed","Psychiatric","26","Permanent","Albany","Capital District Regional Office","2008-08-06T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","AIDS","0",,"Albany","Capital District Regional Office","1988-03-21T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","AIDS Center","0",,"Albany","Capital District Regional Office","2008-12-30T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","Ambulatory Surgery - Multi Specialty","0",,"Albany","Capital District Regional Office","2008-12-30T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","Audiology  O/P","0",,"Albany","Capital District Regional Office","1984-10-05T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","CT Scanner","0",,"Albany","Capital District Regional Office","2008-12-30T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","Cardiac Catheterization - Adult Diagnostic","0",,"Albany","Capital District Regional Office","1980-02-01T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","Cardiac Catheterization - Electrophysiology (EP)","0",,"Albany","Capital District Regional Office","2008-12-30T00:00:00.000"
"1","Albany Medical Center Hospital","Hospital","HOSP","Service","Cardiac Catheterization - Pediatric Diagnostic","0",,"Albany","Capital District Regional Office","1980-02-01T00:00:00.000"
