"facility_id","facility_name","certification_number","street_address","city","state","zip_code","county","area_office","phone_number","website","bed_census_date","weeks_since_census","data_recency_category","bed_type_service_category","total_capacity","total_available","total_available_category","geocoded_column"
"344","Premier Genesee Center for Nursing and Rehabilitation","1801308N","278 Bank Street","Batavia","NY","14020","Genesee","Western Regional Office - Buffalo","585-344-0584",,"2022-07-27T00:00:00.000","0","0","ADHCPSLOTSAV","13","5","2","POINT (-78.177483 43.008652)"
"3374","Jewish Home of Rochester","2750304N","2021 South Winton Road","Rochester","NY","14618","Monroe","Western Regional Office - Rochester","585-427-7760",,"2022-07-27T00:00:00.000","0","0","ADHCPSLOTSAV","100","35","5","POINT (-77.577599 43.104618)"
"232","Elderwood at Amherst","1451307N","4459 Bailey Ave","Amherst","NY","14226","Erie","Western Regional Office - Buffalo","716-835-2543",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","92","7","3","POINT (-78.813683 42.977028)"
"7643","Lutheran Center at Poughkeepsie, Inc","1302306N","965 Duthcess Turnpike","Poughkeepsie","NY","12603","Dutchess","Metropolitan Area Regional Office - New Rochelle","845-486-9494",,"2022-07-27T00:00:00.000","0","0","ADHCPSLOTSAV","51","51","5","POINT (-73.864227 41.711266)"
"3182","Highpointe on Michigan Health Care Facility","1401001N","1031 Michigan Avenue","Buffalo","NY","14203","Erie","Western Regional Office - Buffalo","716-748-3101",,"2022-07-27T00:00:00.000","0","0","VENTBEDSAV","10","1","1","POINT (-78.86274 42.900936)"
"470","Rochester Center for Rehabilitation and Nursing","2753302N","525 Beahan Road","Rochester","NY","14624","Monroe","Western Regional Office - Rochester","585-247-7880",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","124","3","2","POINT (-77.686188 43.128445)"
"4887","Bronx Gardens Rehabilitation and Nursing Center","7000397N","2175 Quarry Rd","Bronx","NY","10457","Bronx","Metropolitan Area Regional Office - New York City","718-960-3910",,"2022-07-27T00:00:00.000","0","0","VENTBEDSAV","33","4","2","POINT (-73.890343 40.852428)"
"6334","Maria Regina Residence Inc","5154321N","1725 Brentwood Rd - Bldg 1","Brentwood","NY","11717","Suffolk","Metropolitan Area Regional Office - Long Island","631-273-4500",,"2022-07-27T00:00:00.000","0","0","ADHCPSLOTSAV","30","18","4","POINT (-73.246109 40.772499)"
"71","The Pines Healthcare & Rehabilitation Centers Olean Campus","0401303N","2245 West State Street","Olean","NY","14760","Cattaraugus","Western Regional Office - Buffalo","716-373-1910",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","120","12","4","POINT (-78.457413 42.077087)"
"30","Shaker Place Rehabilitation and Nursing Center","0153302N","100 Heritage Lane","Albany","NY","12211","Albany","Capital District Regional Office","518-869-2231",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","250","8","3","POINT (-73.817245 42.747261)"
"268","McAuley Residence","1404000N","1503 Military Road","Kenmore","NY","14217","Erie","Western Regional Office - Buffalo","716-447-6600",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","160","34","5","POINT (-78.885818 42.978001)"
"1701","Little Neck Care Center","7003418N","260-19 Nassau Blvd","Little Neck","NY","11362","Queens","Metropolitan Area Regional Office - New York City","718-423-6400",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","120","7","3","POINT (-73.724258 40.765881)"
"871","Hornell Gardens, LLC","5002302N","434 Monroe Avenue","Hornell","NY","14843","Steuben","Western Regional Office - Rochester","607-324-7740",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","114","56","5","POINT (-77.658585 42.312862)"
"403","The Grand Rehabilitation and Nursing at Chittenango","2629303N","331 Russell Street","Chittenango","NY","13037","Madison","Central New York Regional Office","315-687-9169",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","80","2","1","POINT (-75.869614 43.049301)"
"1114","Sprain Brook Manor Rehab","5910301N","77 Jackson Ave","Scarsdale","NY","10583","Westchester","Metropolitan Area Regional Office - New Rochelle","914-472-3200",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","121","10","4","POINT (-73.835777 40.986526)"
"674","Living Center at Geneva - South","3402302N","196-198 North Street","Geneva","NY","14456","Ontario","Western Regional Office - Rochester","315-787-4730",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","103","90","5","POINT (-76.987427 42.875748)"
"719","Medina Memorial Hospital SNF","3622000N","200 Ohio Street","Medina","NY","14103","Orleans","Western Regional Office - Buffalo","585-798-2000",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","30","0","0","POINT (-78.397141 43.223637)"
"607","Utica Rehabilitation & Nursing Center","3202316N","2535 Genesee Street","Utica","NY","13501","Oneida","Central New York Regional Office","315-797-1230",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","120","3","2","POINT (-75.274467 43.079891)"
"3928","Brookhaven Health Care Facility, LLC","5123304N","801 Gazzola Blvd","Patchogue","NY","11772","Suffolk","Metropolitan Area Regional Office - Long Island","631-447-8800",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","160","8","3","POINT (-72.972282 40.781944)"
"1381","Cobble Hill Health Center, Inc","7001323N","380 Henry Street","Brooklyn","NY","11201","Kings","Metropolitan Area Regional Office - New York City","718-855-6789",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","364","65","5","POINT (-73.997482 40.688328)"
"6057","MVHS Rehabilitation and Nursing Center","3227305N","1650 Champlin Avenue","Utica","NY","13502","Oneida","Central New York Regional Office","315-624-8600",,"2022-07-27T00:00:00.000","0","0","VENTBEDSAV","5","0","0","POINT (-75.275528 43.099613)"
"787","Friedwald Center for Rehabilitation and Nursing, LLC","4350305N","475 New Hempstead Road","New City","NY","10956","Rockland","Metropolitan Area Regional Office - New Rochelle","845-354-7000",,"2022-07-27T00:00:00.000","0","0","SCATTERBEDSAV","17","10","4","POINT (-74.031448 41.149361)"
"1128","Briarcliff Manor Center for Rehabilitation and Nursing Care","5931302N","620 Sleepy Hollow Road","Briarcliff Manor","NY","10510","Westchester","Metropolitan Area Regional Office - New Rochelle","914-941-5100",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","120","9","3","POINT (-73.835617 41.123985)"
"4092","Pathways Nursing and Rehabilitation Center","4652302N","1805 Providence Avenue","Niskayuna","NY","12309","Schenectady","Capital District Regional Office","518-374-2212",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","112","3","2","POINT (-73.897346 42.829273)"
"1026","Washington Center for Rehabilitation and Healthcare","5750301N","Route 40","Argyle","NY","12809","Washington","Capital District Regional Office","518-638-8274",,"2022-07-27T00:00:00.000","0","0","ADHCPSLOTSAV","24","11","4","POINT (-73.486671 43.203681)"
"1680","Sapphire Center for Rehabilitation and Nursing of Central Queens, LLC","7003415N","35-15 Parsons Blvd","Flushing","NY","11354","Queens","Metropolitan Area Regional Office - New York City","718-961-3500",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","227","10","4","POINT (-73.823601 40.765556)"
"1667","Queen of Peace Residence","7003303N","110-30 221st St","Queens Village","NY","11429","Queens","Metropolitan Area Regional Office - New York City","718-464-1800",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","53","2","1","POINT (-73.736023 40.705803)"
"278","Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC","1422303N","292 Main Street","East Aurora","NY","14052","Erie","Western Regional Office - Buffalo","716-652-1560",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","320","93","5","POINT (-78.623482 42.768101)"
"4710","Ten Broeck Center for Rehabilitation & Nursing","5567303N","One Commons Drive","Lake Katrine","NY","12449","Ulster","Metropolitan Area Regional Office - New Rochelle","845-336-6666",,"2022-07-27T00:00:00.000","0","0","ADHCPSLOTSAV","10","10","4","POINT (-73.996162 41.991867)"
"620","Charles T Sitrin Health Care Center Inc","3227304N","2050 Tilden Avenue","New Hartford","NY","13413","Oneida","Central New York Regional Office","315-797-3114",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","187","13","4","POINT (-75.228828 43.05497)"
"7268","Evergreen Commons Rehabilitation and Nursing Center","4152305N","1070 Luther Road","East Greenbush","NY","12061","Rensselaer","Capital District Regional Office","518-479-4662",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","240","0","0","POINT (-73.698189 42.619942)"
"859","Schuyler Hospital Inc and Long Term Care Unit","4823000N","220 Steuben Street","Montour Falls","NY","14865","Schuyler","Western Regional Office - Rochester","607-535-8611",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","120","35","5","POINT (-76.858627 42.351536)"
"909","Surge Rehabilitation and Nursing LLC","5151325N","49 Oakcrest Avenue","Middle Island","NY","11953","Suffolk","Metropolitan Area Regional Office - Long Island","631-924-8820",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","149","4","2","POINT (-72.96788 40.891926)"
"3084","Safire Rehabilitation of Southtowns, LLC","1401342N","300 Dorrance Avenue","Buffalo","NY","14220","Erie","Western Regional Office - Buffalo","716-566-5252",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","120","6","3","POINT (-78.810432 42.832058)"
"5904","Queens Boulevard Extended Care Facility","7003410N","61-11 Queens Boulevard","Woodside","NY","11377","Queens","Metropolitan Area Regional Office - New York City","718-205-0287",,"2022-07-27T00:00:00.000","0","0","ADHCPSLOTSAV","30","30","5","POINT (-73.903488 40.741615)"
"1253","Concourse Rehabilitation and Nursing Center, Inc","7000375N","1072 Grand Concourse","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-681-4000",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","240","13","4","POINT (-73.919853 40.83147)"
"949","Brookside Multicare Nursing Center","5157318N","7 Route 25A","Smithtown","NY","11787","Suffolk","Metropolitan Area Regional Office - Long Island","631-724-2200",,"2022-07-27T00:00:00.000","0","0","PEDVENTCAP","17","17","4","POINT (-73.213394 40.859619)"
"9514","Vestal Park Rehabilitation and Nursing Center","0364302N","105 West Sheedy Road","Vestal","NY","13850","Broome","Central New York Regional Office","607-754-4105",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","160","6","3","POINT (-76.021143 42.05432)"
"1223","Rebekah Rehab and Extended Care Center","7000314N","1072 Havemeyer Avenue","Bronx","NY","10462","Bronx","Metropolitan Area Regional Office - New York City","718-863-6200",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","213","6","3","POINT (-73.847412 40.830265)"
"119","St. Joseph's Hospital - Skilled Nursing Facility","0701302N","555 St. Joseph's Boulevard","Elmira","NY","14902","Chemung","Western Regional Office - Rochester","607-733-6541",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","85","2","1","POINT (-76.79686 42.091446)"
"517","Rockville Skilled Nursing & Rehabilitation Center, LLC","2909304N","50 Maine Avenue","Rockville Centre","NY","11570","Nassau","Metropolitan Area Regional Office - Long Island","516-536-8000",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","66","5","2","POINT (-73.650276 40.663876)"
"9952","The Steven and Alexandra Cohen Pediatric Long Term Care Pavilion","5957305N","95 Bradhurst Avenue","Valhalla","NY","10595","Westchester","Metropolitan Area Regional Office - New Rochelle","914-831-2582",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","24","0","0","POINT (-73.800032 41.074072)"
"778","Pine Valley Center for Rehabilitation and Nursing","4353303N","661 N Main St","Spring Valley","NY","10977","Rockland","Metropolitan Area Regional Office - New Rochelle","845-356-0567",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","160","1","1","POINT (-74.037163 41.136238)"
"476","St Anns Community","2757300N","1500 Portland Avenue","Rochester","NY","14621","Monroe","Western Regional Office - Rochester","585-697-6000",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","470","168","5","POINT (-77.584404 43.193474)"
"99","Chautauqua Nursing and Rehabilitation Center","0601304N","10836 Temple Road","Dunkirk","NY","14048","Chautauqua","Western Regional Office - Buffalo","716-366-6400",,"2022-07-27T00:00:00.000","0","0","DIALYSISDEN","4",".","1","POINT (-79.362961 42.474426)"
"154","The Grand Rehabilitation and Nursing at Barnwell","1023302N","3230 Church Street","Valatie","NY","12184","Columbia","Capital District Regional Office","518-758-6222",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","236","5","2","POINT (-73.675468 42.41798)"
"1221","Methodist Home for Nursing and Rehabilitation","7000311N","4499 Manhattan College Parkway","Bronx","NY","10471","Bronx","Metropolitan Area Regional Office - New York City","718-548-5100",,"2022-07-27T00:00:00.000","0","0","DIALYSISDEN","16",".","1","POINT (-73.902992 40.889484)"
"564","The Grand Rehabilitation and Nursing at South Point","2961303N","One Long Beach Road","Island Park","NY","11558","Nassau","Metropolitan Area Regional Office - Long Island","516-432-0300",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","185","12","4","POINT (-73.65593 40.599171)"
"548","Sunharbor Manor","2951307N","255 Warner Avenue","Roslyn Heights","NY","11577","Nassau","Metropolitan Area Regional Office - Long Island","516-621-5400",,"2022-07-27T00:00:00.000","0","0","NHBEDSAV","266","50","5","POINT (-73.644928 40.791851)"
