"eligibility_year","eligible_month","economic_region","aidcat","dual","mmc_ffs","plan_name","plan_type","gender","agegrp","race_desc","recipients"
"2022","1","Central","TANF/SN","YES","MMC","FIDELIS CARE","HARP","Male","65+","WHITE","4"
"2022","1","Long Island","SSI","NO","MMC","MOLINA HEALTHCARE","HARP","Female","21-44","HISPANIC","12"
"2022","1","Capital District","SSI","NO","MMC","MVP","HMO/PHSP","Male","00-20","BLACK","29"
"2022","1","Central","TANF/SN","YES","MMC","FIDELIS CARE","HARP","Male","45-64","WHITE","9"
"2022","1","Finger Lakes","SSI","NO","MMC","EXCELLUS","HMO/PHSP","Male","21-44","HISPANIC","161"
"2022","1","Long Island","SSI","NO","MMC","MOLINA HEALTHCARE","HARP","Female","21-44","BLACK","21"
"2022","1","Capital District","SSI","NO","MMC","FIDELIS CARE","HARP","Female","21-44","BLACK","67"
"2022","1","Capital District","SSI","NO","MMC","MVP","HMO/PHSP","Male","00-20","ASIAN","2"
"2022","1","Capital District","SSI","YES","FFS","FEE-FOR-SERVICE","FEE-FOR-SERVICE","Female","65+","NATIVE AMERICAN","50"
"2022","1","Central","TANF/SN","YES","MMC","FIDELIS CARE","HARP","Male","45-64","OTHER","2"
"2022","1","Central","TANF/SN","YES","MMC","WELLCARE PROVIDER","MEDICAID ADVANTAGE","Female","21-44","WHITE","1"
"2022","1","Finger Lakes","SSI","NO","MMC","EXCELLUS","HMO/PHSP","Male","21-44","BLACK","255"
"2022","1","Long Island","SSI","NO","MMC","HEALTHPLUS","HMO/PHSP","Male","65+","WHITE","8"
"2022","1","Long Island","SSI","NO","MMC","MOLINA HEALTHCARE","HARP","Female","21-44","ASIAN","2"
"2022","1","Capital District","SSI","NO","MMC","CDPHP","HARP","Female","65+","WHITE","3"
"2022","1","Capital District","SSI","NO","MMC","FIDELIS CARE","HARP","Female","21-44","ASIAN","3"
"2022","1","Capital District","SSI","NO","MMC","FIDELIS CARE","HMO/PHSP","Male","21-44","WHITE","279"
"2022","1","Capital District","SSI","NO","MMC","MVP","HMO/PHSP","Female","65+","WHITE","9"
"2022","1","Capital District","SSI","NO","MMC","UNITED HEALTHCARE COMM PLAN","HMO/PHSP","Female","65+","ASIAN","13"
"2022","1","Capital District","SSI","YES","FFS","FEE-FOR-SERVICE","FEE-FOR-SERVICE","Female","65+","HISPANIC","446"
"2022","1","Central","TANF/SN","YES","FFS","FEE-FOR-SERVICE","FEE-FOR-SERVICE","Female","21-44","ASIAN","2"
"2022","1","Central","TANF/SN","YES","MMC","FIDELIS CARE","HARP","Male","45-64","BLACK","1"
"2022","1","Central","TANF/SN","YES","MMC","MOLINA HEALTHCARE","HMO/PHSP","Female","45-64","WHITE","12"
"2022","1","Central","TANF/SN","YES","MMC","VNS CHOICE","PARTIAL MLTC","Male","45-64","WHITE","1"
"2022","1","Finger Lakes","SSI","NO","MMC","EXCELLUS","HARP","Female","21-44","BLACK","271"
"2022","1","Finger Lakes","SSI","NO","MMC","EXCELLUS","HMO/PHSP","Male","21-44","ASIAN","22"
"2022","1","Finger Lakes","SSI","NO","MMC","FIDELIS CARE","HMO/PHSP","Female","65+","HISPANIC","9"
"2022","1","Long Island","SSI","NO","MMC","HEALTHPLUS","HMO/PHSP","Male","65+","OTHER","12"
"2022","1","Long Island","SSI","NO","MMC","HIP","HMO/PHSP","Male","45-64","BLACK","77"
"2022","1","Long Island","SSI","NO","MMC","INTEGRA MLTC INC","PARTIAL MLTC","Male","65+","WHITE","1"
"2022","1","Capital District","SSI","NO","FFS","FEE-FOR-SERVICE","FEE-FOR-SERVICE","Male","21-44","BLACK","105"
"2022","1","Capital District","SSI","NO","MMC","CDPHP","HARP","Female","65+","OTHER","2"
"2022","1","Capital District","SSI","NO","MMC","CDPHP","HMO/PHSP","Female","45-64","OTHER","47"
"2022","1","Capital District","SSI","NO","MMC","CDPHP","HMO/PHSP","Male","65+","WHITE","43"
"2022","1","Capital District","SSI","NO","MMC","FIDELIS CARE","HMO/PHSP","Female","00-20","NATIVE AMERICAN","1"
"2022","1","Capital District","SSI","NO","MMC","FIDELIS CARE","HMO/PHSP","Male","21-44","OTHER","45"
