"facility_id","facility_name","certification_number","street_address","city","state","zip","county","area_office","phone_number","website","facility_status","census_date","nursing_home_beds","nursing_home_beds_av","pediatric_beds","pediatric_beds_av","pediatric_ventilator_beds","behavioral_intervention_beds","behavioral_intervention_beds_av","ventilator_beds","ventilator_beds_av","scatter_ventilator_beds","scatter_ventilator_beds_av","traumatic_brain_injury_beds","traumatic_brain_injury_beds_av","ndg_beds","ndg_beds_av","adhc_slots","adhc_slots_av","dialysis_station_beds","dialysis_station_dens","special_circumstances","latitude","longitude"
"3258","Hollis Park Manor Nursing Home","7003381N","191-06 Hillside Avenue","Hollis","NY","11423","Queens","Metropolitan Area Regional Office - New York City","718-479-1010",,"OPEN","2022-07-27T00:00:00.000","77","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"40.715927","-73.770912"
"1666","Rockaway Care Center","7003362N","353 Beach 48th Street","Edgemere","NY","11691","Queens","Metropolitan Area Regional Office - New York City","718-471-5000",,"OPEN","2022-07-27T00:00:00.000","228","36","0","0","0","0","0","20","9","0","0","0","0","0","0","0","0","0","0",,"40.594929","-73.779060"
"1381","Cobble Hill Health Center, Inc","7001323N","380 Henry Street","Brooklyn","NY","11201","Kings","Metropolitan Area Regional Office - New York City","718-855-6789",,"OPEN","2022-07-27T00:00:00.000","364","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"40.688328","-73.997482"
"1260","Pinnacle Multicare Nursing and Rehabilitation Center","7000389N","801 Co-Op City Boulevard","Bronx","NY","10475","Bronx","Metropolitan Area Regional Office - New York City","718-239-6500",,"OPEN","2022-07-27T00:00:00.000","480","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","2 respite","40.879047","-73.826904"
"268","McAuley Residence","1404000N","1503 Military Road","Kenmore","NY","14217","Erie","Western Regional Office - Buffalo","716-447-6600",,"OPEN","2022-07-27T00:00:00.000","160","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"42.978001","-78.885818"
"9135","Good Shepherd Village at Endwell","0363301N","14 Village Drive","Endwell","NY","13760","Broome","Central New York Regional Office","607-757-3102",,"OPEN","2022-07-27T00:00:00.000","32","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"42.147995","-76.021034"
"839","Schenectady Center for Rehabilitation and Nursing","4601307N","526 Altamont Ave","Schenectady","NY","12303","Schenectady","Capital District Regional Office","518-346-6121",,"OPEN","2022-07-27T00:00:00.000","240","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"42.792469","-73.933044"
"800","St Josephs Home","4401300N","950 Linden Street","Ogdensburg","NY","13669","Saint Lawrence","Central New York Regional Office","315-393-3780",,"OPEN","2022-07-27T00:00:00.000","82","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"44.700283","-75.466553"
"214","Mercy Hospital Skilled Nursing Facility","1401008N","55 Melroy Avenue","Lackawanna","NY","14218","Erie","Western Regional Office - Buffalo","716-828-2300",,"OPEN","2022-07-27T00:00:00.000","84","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"42.827366","-78.820946"
"3243","Elderwood at Liverpool","3331301N","4800 Bear Road","Liverpool","NY","13088","Onondaga","Central New York Regional Office","315-457-9946",,"OPEN","2022-07-27T00:00:00.000","151","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4 covid patients","43.122807","-76.181442"
