"id","report_number","origin","committee_id","filer_id","filer_type","filer_name","office","legislative_district","position","party","jurisdiction","jurisdiction_county","jurisdiction_type","election_year","amount","record_type","from_date","thru_date","debt_date","code","description","vendor_name","vendor_address","vendor_city","vendor_state","vendor_zip","url"
"3146","100963798","B.3","24707","BARKJ  006","CA","BARKSDALE JEREMY T","CITY COUNCIL MEMBER",,"City Council Member Position 3",,"CITY OF BELLEVUE","KING","Local","2023","1500.00","DEBT","2020-01-01T00:00:00.000","2020-03-31T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","WINPOWER STRATEGIES, INC.","19500 INT'L BLVD #103","SEATAC","WA","98188","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100963798"
"3147","100963798","B.3","24707","BARKJ  006","CA","BARKSDALE JEREMY T","CITY COUNCIL MEMBER",,"City Council Member Position 3",,"CITY OF BELLEVUE","KING","Local","2023","369.77","DEBT","2020-01-01T00:00:00.000","2020-03-31T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","KATHERINE BOBMAN CONSULTING LLC","11900 NE 1ST ST #300","BELLEVUE","WA","98005","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100963798"
"3148","100974695","B.3","24707","BARKJ  006","CA","BARKSDALE JEREMY T","CITY COUNCIL MEMBER",,"City Council Member Position 3",,"CITY OF BELLEVUE","KING","Local","2023","1500.00","DEBT","2020-04-01T00:00:00.000","2020-05-31T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","WINPOWER STRATEGIES, INC.","19500 INT'L BLVD #103","SEATAC","WA","98188","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100974695"
"43137","100960053","B.3","24984","SOMED  272","CA","SOMERS DAVID J","COUNTY EXECUTIVE",,,"DEMOCRATIC","SNOHOMISH CO","SNOHOMISH","Local","2023","1780.00","DEBT","2020-02-01T00:00:00.000","2020-02-29T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","DMA MARKET RESEARCH","1603 GRAND AVE","EVERETT","WA","98201","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100960053"
"43138","100981115","B.3","24984","SOMED  272","CA","SOMERS DAVID J","COUNTY EXECUTIVE",,,"DEMOCRATIC","SNOHOMISH CO","SNOHOMISH","Local","2023","1780.00","DEBT","2020-06-01T00:00:00.000","2020-06-30T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","DMA MARKET RESEARCH","1603 GRAND AVE","EVERETT","WA","98201","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100981115"
"43139","101014509","B.3","24984","SOMED  272","CA","SOMERS DAVID J","COUNTY EXECUTIVE",,,"DEMOCRATIC","SNOHOMISH CO","SNOHOMISH","Local","2023","1780.00","DEBT","2020-10-01T00:00:00.000","2020-10-31T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","DMA MARKET RESEARCH","1603 GRAND AVE","EVERETT","WA","98201","https://web.pdc.wa.gov/rptimg/default.aspx?repno=101014509"
"43140","100959694","B.3","24984","SOMED  272","CA","SOMERS DAVID J","COUNTY EXECUTIVE",,,"DEMOCRATIC","SNOHOMISH CO","SNOHOMISH","Local","2023","1780.00","DEBT","2020-01-01T00:00:00.000","2020-01-31T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","DMA MARKET RESEARCH","1603 GRAND AVE","EVERETT","WA","98201","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100959694"
"43141","100973009","B.3","24984","SOMED  272","CA","SOMERS DAVID J","COUNTY EXECUTIVE",,,"DEMOCRATIC","SNOHOMISH CO","SNOHOMISH","Local","2023","1780.00","DEBT","2020-05-01T00:00:00.000","2020-05-31T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","DMA MARKET RESEARCH","1603 GRAND AVE","EVERETT","WA","98201","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100973009"
"43142","101004437","B.3","24984","SOMED  272","CA","SOMERS DAVID J","COUNTY EXECUTIVE",,,"DEMOCRATIC","SNOHOMISH CO","SNOHOMISH","Local","2023","1780.00","DEBT","2020-09-01T00:00:00.000","2020-09-30T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","DMA MARKET RESEARCH","1603 GRAND AVE","EVERETT","WA","98201","https://web.pdc.wa.gov/rptimg/default.aspx?repno=101004437"
"43143","100963133","B.3","24984","SOMED  272","CA","SOMERS DAVID J","COUNTY EXECUTIVE",,,"DEMOCRATIC","SNOHOMISH CO","SNOHOMISH","Local","2023","1780.00","DEBT","2020-03-01T00:00:00.000","2020-03-31T00:00:00.000","2020-01-01T00:00:00.000",,"CARRY FORWARD DEBT","DMA MARKET RESEARCH","1603 GRAND AVE","EVERETT","WA","98201","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100963133"
