"year","county","pop_f_0to11","pop_f_12to17","pop_f_18to39","pop_f_40up","pop_f_total","pop_m_0to11","pop_m_12to17","pop_m_18to39","pop_m_40up","pop_m_total","ucr_ag_asslt","ucr_arson","ucr_burglary","ucr_murder","ucr_mvt","ucr_rape","ucr_robbery","ucr_theft","ucr_total","arr_ag_asslt","arr_arson","arr_burglary","arr_drug_cr","arr_murder","arr_mvt","arr_othcrime","arr_rape","arr_robbery","arr_theft","arr_total","scf_assault","scf_drug_cr","scf_homicide","scf_othfelon","scf_propcr","scf_robbery","scf_sexcr","scf_total","jdp_othradp","jdp_post_adp","jdp_pre_adp","jdp_capacity","jdp_totaladp","jst_assault","jst_burglary","jst_drug_cr","jst_mnslghtr","jst_murder","jst_othcrime","jst_othpropcr","jst_robbery","jst_sexcr","jst_total","jst_unknown","ajs_assault","ajs_avg_sent","ajs_burglary","ajs_drug_cr","ajs_mnslghtr","ajs_murder","ajs_othcrime","ajs_othpropcr","ajs_robbery","ajs_sexcr","ajs_unknown","pdp_new_adm","pdp_other","pdp_parole_v","pdp_readm","pdp_total","pst_assault","pst_burglary","pst_drug_cr","pst_mnslghtr","pst_murder","pst_othcrime","pst_othpropcr","pst_robbery","pst_sexcr","pst_total","pst_unknown","aps_assault","aps_avg_sent","aps_burglary","aps_drug_cr","aps_mnslghtr","aps_murder","aps_othcrime","aps_othpropcr","aps_robbery","aps_sexcr","aps_unknown","jrr_ag_asslt","jrr_arson","jrr_burglary","jrr_drug_cr","jrr_murder","jrr_mvt","jrr_othfelcrime","jrr_rape","jrr_robbery","jrr_theft","jrr_total","jad_doc_adm","jad_new_adm","jad_readm","jad_parole_r","jad_total","juv_assault","juv_burglary","juv_drug_cr","juv_g_msdmnr","juv_mnslghtr","juv_msdmnr","juv_murder","juv_othfelcrime","juv_othpropcr","juv_robbery","juv_sexcr","juv_total","min_assault","min_avg_min_disp","min_burglary","min_drug_cr","min_g_msdmnr","min_mnslghtr","min_msdmnr","min_murder","min_othfelcrime","min_othpropcr","min_robbery","min_sexcr","max_assault","max_avg_max_disp","max_burglary","max_drug_cr","max_g_msdmnr","max_mnslghtr","max_msdmnr","max_murder","max_othfelcrime","max_othpropcr","max_robbery","max_sexcr","pop_total"
"1990-01-01T00:00:00.000","ADAMS","1547","716","2015","2467","6745","1625","761","2067","2405","6858","80","3","136","3","20","14","4","464","724","14","1","10","27","1","1","1288","1","1","54","1398","13","32","3","41","51","1","10","151","1","10","6","20","17","8","6","25","1","0","4","19","1","4","68","0","1.6","1.9","3.5","1.4","3","0","1.7","1.7","3","3.1","0","11","0","1","1","12","2","2","3","0","0","1","0","1","3","12","0","18.4","23.7","20","16.3","0","0","14","0","51","31.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13603"
"1991-01-01T00:00:00.000","ADAMS","1582","725","2027","2488","6827","1666","779","2101","2425","6971","52","0","143","0","24","6","2","516","743","33","0","12","45","1","4","1365","6","0","72","1538","15","49","0","31","47","0","13","155","3","11","9","20","23","5","9","21","0","0","6","15","0","4","60","0","3","1.7","2","1.4","0","0","2.4","1.5","0","1.7","0","6","0","4","2","8","2","0","0","0","2","2","1","0","1","8","0","17.5","97.1","0","0","0","340.5","14.5","12","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13798"
"1992-01-01T00:00:00.000","ADAMS","1631","749","2061","2542","6985","1722","808","2152","2475","7158","28","9","171","2","38","13","2","561","824","14","0","25","45","1","7","962","11","0","110","1175","10","47","3","39","71","1","12","183","4","6","7","20","17","8","4","25","0","0","8","27","0","4","76","0","2.1","2.1","2.3","1.5","0","0","3.7","1.9","0","3.5","0","5","0","3","0","5","2","2","2","0","0","0","1","0","1","8","0","14.5","18.3","16.5","23.5","0","0","0","17","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14143"
"1993-01-01T00:00:00.000","ADAMS","1677","778","2095","2611","7167","1776","845","2207","2539","7368","45","6","141","0","33","3","3","660","891","29","0","6","37","0","10","915","2","4","126","1129","19","34","2","29","57","3","12","156","3","6","8","20","17","11","13","19","0","0","4","20","0","2","69","0","3.8","2.8","4.8","1.3","0","0","2","2.4","0","3.1","0","10","0","0","2","12","0","3","2","0","0","0","1","1","4","11","0","0","54.3","37","27.5","0","0","0","14","41","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14535"
"1994-01-01T00:00:00.000","ADAMS","1731","809","2142","2704","7389","1836","887","2274","2620","7617","57","7","132","0","54","5","5","628","888","36","1","12","37","0","6","899","5","4","47","1047","22","29","3","21","39","4","11","129","4","7","6","20","17","9","2","24","1","0","4","30","2","1","73","0","3","2.4","7.5","2.4","3","0","1.9","2.2","0.7","2","0","7","0","0","4","11","2","1","2","1","1","1","4","0","2","14","0","32.5","50.2","24.8","32.5","27","164","17","18","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15006"
"1995-01-01T00:00:00.000","ADAMS","1764","836","2174","2778","7555","1874","924","2323","2685","7811","34","3","150","4","35","5","3","733","967","26","1","23","38","2","4","939","1","1","134","1169","15","49","2","33","59","0","6","164","5","5","7","20","17","8","1","15","1","0","3","10","0","0","38","0","2.8","1.9","3","1.6","3","0","2.3","1.3","0","0","0","6","0","1","2","8","2","3","2","0","0","0","0","0","4","11","0","18.5","34.7","31","22","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15366"
"1996-01-01T00:00:00.000","ADAMS","1786","860","2199","2845","7696","1902","960","2366","2746","7978","42","11","142","1","43","6","5","653","903","26","0","20","59","1","3","883","4","5","77","1078","25","38","1","23","34","2","12","135","6","6","10","20","22","15","7","25","0","0","2","25","0","1","75","0","2.8","2","3","1.7","0","0","3","1.5","0","1","0","15","0","0","5","20","4","4","5","1","1","2","4","1","4","26","0","18","44.8","24.3","27.2","60","387","12","13","41","73.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15674"
"1997-01-01T00:00:00.000","ADAMS","1815","878","2231","2915","7841","1939","987","2418","2801","8148","46","8","185","1","36","9","2","479","766","24","2","14","55","0","3","787","2","0","54","941","22","43","0","40","50","0","5","160","6","6","8","20","20","8","4","19","0","0","5","15","0","0","51","0","3.6","2.5","6.8","1.8","0","0","3.4","1.3","0","0","0","22","0","0","6","28","6","3","14","1","0","0","3","0","4","31","0","35.8","42.3","21","19.9","54","0","0","13.7","0","164.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15989"
"1998-01-01T00:00:00.000","ADAMS","1816","876","2233","2949","7880","1943","994","2442","2829","8211","32","15","205","0","37","10","5","447","751","21","0","26","46","0","8","786","3","5","36","931","26","31","0","28","55","5","2","147","1","8","14","28","23","14","6","17","0","0","7","27","1","1","73","0","3","2.2","1.7","1.8","0","0","3.6","1.7","6","1","0","13","0","1","8","21","4","6","5","0","0","2","8","2","1","28","0","29.3","22.7","21.2","22.4","0","0","19.5","21.8","23","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16091"
"1999-01-01T00:00:00.000","ADAMS","1815","873","2246","2981","7918","1945","998","2473","2853","8272","42","6","168","1","26","4","4","411","662","18","1","28","45","0","2","689","0","0","29","812","29","31","3","12","55","0","10","140","1","10","11","28","22","7","3","8","0","0","6","12","0","1","37","0","5.6","2.6","2.3","2.4","0","0","1.6","1.7","0","1","0","12","0","0","4","16","6","8","5","0","0","1","1","0","2","23","0","23.5","31.8","29.9","18","0","0","43","12","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16190"
