"id","report_number","origin","document_description","filer_id","type","filer_name","office","legislative_district","party","election_year","receipt_date","processed_date","filing_method","report_from","report_to","url"
"4999299.image","L5-5102","L5","Form L5, public agency lobbying",,"LOBBYING","PUBLIC WORKS BOARD",,,,"0","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,"2022-06-30T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999299"
"4999300.image","L5-5171","L5","Form L5, public agency lobbying",,"LOBBYING","UNIVERSITY OF WASHINGTON",,,,"0","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,"2022-06-30T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999300"
"4999301.image","L5-5180","L5","Form L5, public agency lobbying",,"LOBBYING","PORT OF SKAGIT",,,,"0","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,"2022-06-30T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999301"
"4999302.image","101015347","LMC","Last minute contributions",,"LAST MINUTE CONTRIBUTIONS","EMILY RANDALL FOR SENATE","STATE SENATOR",,"DEMOCRATIC","2022","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999302"
"4999303.image","C6-11446","C6","Form C6, independent expenditures",,"INDEP EXPENDITURE","47TH DISTRICT DEMOCRATS",,"C6-11446",,"2022","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,,"https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999303"
"4999304.image","L5-5181","L5","Form L5, public agency lobbying",,"LOBBYING","PIERCE CO",,,,"0","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,"2022-06-30T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999304"
"110108030.image","110108030","C3","Form C3, campaign cash receipts","BIGEP  087","STATE LEGISLATIVE","Petra Bigea","STATE REPRESENTATIVE"," 21","REPUBLICAN","2022","2022-08-22T00:00:00.000","2022-08-22T00:00:00.000","Electronic","2022-06-28T00:00:00.000","2022-06-28T00:00:00.000","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-report/110108030"
"110108056.image","110108056","C3","Form C3, campaign cash receipts","BIGEP  087","STATE LEGISLATIVE","Petra Bigea","STATE REPRESENTATIVE"," 21","REPUBLICAN","2022","2022-08-22T00:00:00.000","2022-08-22T00:00:00.000","Electronic","2022-07-18T00:00:00.000","2022-07-18T00:00:00.000","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-report/110108056"
"4999305.image","L5-5172","L5","Form L5, public agency lobbying",,"LOBBYING","SEATTLE SCHOOL DIST 001",,,,"0","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,"2022-06-30T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999305"
"4999306.image","101015348","LMC","Last minute contributions",,"LAST MINUTE CONTRIBUTIONS","FRIENDS OF TINA ORWALL","STATE REPRESENTATIVE",,"DEMOCRATIC","2022","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999306"
"4999307.image","C6-11447","C6","Form C6, independent expenditures",,"INDEP EXPENDITURE","SOUTH SOUND FUTURE",,"C6-11447",,"2022","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,,"https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999307"
"4999308.image","C6-11448","C6","Form C6, independent expenditures",,"INDEP EXPENDITURE","SOUTH SOUND FUTURE",,"C6-11448",,"2022","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,,"https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999308"
"4999309.image","C6-11449","C6","Form C6, independent expenditures",,"INDEP EXPENDITURE","PEOPLE FOR JOBS ENTERPRISE WASHINGTON",,"C6-11449",,"2022","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic",,,"https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999309"
"4999310.image","101015349","LMC","Last minute contributions",,"LAST MINUTE CONTRIBUTIONS","WALMART, INC.","STATE REPRESENTATIVE",,"REPUBLICAN","2022","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Electronic","2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","https://web.pdc.wa.gov/rptimg/default.aspx?docid=4999310"
