"intent_id","agencyname","awarding_agency_address","agencycontact","agencyphone","prime_company_name","prime_phone_number","prime_contractor_reg_number","prime_ubi_number","bid_due_date","cntrct_award_dt","contractname","contractnumber","projectlocation","amount","application_received_date","city","anysubcontractor","anyapprentices","cntrct_amt","time_matr_flg","allworksubcontracted","owner_operatorsworked","numberofowner_operatorworked","yourcompanyemployeesworked","license","ubi","companyname","phone","email","companyaddress1","companyaddress2","companycity","companystate","companyzip","insuranceaccount","hiringcomapanylicense","hiringcomapanyubi","hiringcompanyname","hiringcomapanyinsuranceaccount","expected_start_dt","primeintent"
"130988","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA  98520","RON CINERT","(360) 790-4401","ACTIONAIRE INC","3605380873","ACTIOI*053Q8","601666053","2006-01-01T00:00:00.000","2006-01-01T00:00:00.000","SMALL WORKS ROSTER",,"216 NORTH G STREET~ABERDEEN WA  98520","0.00","2006-10-16T00:00:00.000","ABERDEEN","No","No","0","True","No","No","0",,"ACTIOI*053Q8","601666053","ACTIONAIRE INC","3605380873","actionaire@comcast.net","PO BOX 252",,"ABERDEEN","WA","98520","89939400",,,,,"2006-02-15T00:00:00.000",
"474041","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA - 98520","Marv Townsend","360-538-2100","ATLAS TRACKS INC","5036912484","ATLASI*215MC","600169266","2011-08-22T00:00:00.000","2011-08-23T00:00:00.000","Miller JHS Track Repair","PO# 1421112017","Miller Jr High School
100 E Lindstrom
Aberdeen, WA 98520","6720.80","2011-08-24T00:00:00.000","Aberdeen","No","No","6720.8","False","No","No","0","Yes","ATLASI*215MC","600169266","ATLAS TRACKS INC","5036912484","Lori.Johnson@atlastrack.com","19495 SW TETON AVE",,"TUALATIN","OR","97062","56286000",,,,,"2011-09-05T00:00:00.000","474041"
"132670","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA  98520",,,"A T S AUTOMATION INC","4252519680","ATSAUI*131CJ","600647391","2006-05-05T00:00:00.000","2006-06-14T00:00:00.000","Aberdeen High School Gym Controls",,,"12300.00","2006-11-01T00:00:00.000","Aberdeen","No","No","12300","False","No","No","0",,"METCOI*005BU","601929128","METCO INC","2538478266","metcocharlotte@msn.com","21804 MOUNTAIN HWY E",,"SPANAWAY","WA","98387","86952801",,,,,"2006-11-01T00:00:00.000",
"119976","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA  98520",,,"A T S AUTOMATION INC","4252519680","ATSAUI*131CJ","600647391","2006-05-05T00:00:00.000","2006-06-14T00:00:00.000","Aberdeen High School Gym Controls","PO# 91","Aberdeen High School~213 E 3rd Street~Aberdeen, WA  98520~","37847.00","2006-07-18T00:00:00.000","Aberdeen","Yes","No","37847","False","Yes","No","0",,"ATSAUI*131CJ","600647391","A T S AUTOMATION INC","4252519680","Lillym@atsinc.org","450 SHATTUCK AVE S",,"RENTON","WA","98055","95545500",,,,,"2006-06-14T00:00:00.000",
"273821","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA  98520","Tom Laufman","(360) 580-9540","BELFOR USA GROUP INC","2066320800","BELFOUG990BJ","602089710","2009-12-07T00:00:00.000","2009-12-10T00:00:00.000","Robert F Gray Elementary",,"1516 N B St~Aberdeen WA 98520","1885.00","2010-01-24T00:00:00.000","Aberdeen","No","No","1885","False","No","No","0","Yes","WHOLEFS912B6","602884310","WHOLESALE FLOORING SERV LLC","2063711741","wholesaleflooringservices@comcast.net","27649 188TH PL SE",,"KENT","WA","98042","13137201",,,,,"2010-01-06T00:00:00.000",
"273525","ABERDEEN SCHOOL DISTRICT #5",,"Ronald Cinert","(360) 310-0345","BELFOR USA GROUP INC","2066320800","BELFOUG990BJ","602089710","2009-12-16T00:00:00.000","2009-12-16T00:00:00.000","Robert Gray School","1505-9-01259",,"1773.00","2010-01-11T00:00:00.000","ABERDEEN","No","Yes","1773","False","No","Yes","2","Yes","BAYVIBM940QH","600564462","BAYVIEW BUILDING MTRLS OF ELMA","3604823811",,"PO BOX 1243",,"ELMA","WA","98541","48379300",,,,,"2009-12-17T00:00:00.000",
"152551","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA  98520","Skeeter Benner","(360) 310-0365","BENJAMIN H HANSON PAINTING","3605003283","BENJAHH947NA","602618814","2007-05-01T00:00:00.000","2007-06-01T00:00:00.000","facia and door painting","9900","aj west elementry 1801 bay ave~stevens elementry 301 s farragut~mcdermoth elementry 409 north k street~","18000.00","2007-06-07T00:00:00.000","aberdeen","No","No","18000","False","No","Yes","1",,"BENJAHH947NA","602618814","BENJAMIN H HANSON PAINTING","3605003283","B__hanson@msn.com","418 31ST",,"HOQUIAM","WA","98550",,,,,,"2007-07-01T00:00:00.000",
"551343","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA - 98520","Marv Townsend","3605382100","BEYNON SPORTS SURFACES INC","5036912484","BEYNOSS881D9","602735618","2011-08-22T00:00:00.000","2011-08-23T00:00:00.000","Miller JHS Track Repair","PO # 1421112017","1000 E Lindstrom Aberdeen WA  98520","6720.80","2013-01-10T00:00:00.000","Aberdeen","No","No","6720.8","False","No","No","0","Yes","BEYNOSS881D9","602735618","BEYNON SPORTS SURFACES INC","5036912484","ljohnson@beynonsports.com","19495 SW TETON AVE",,"TUALATIN","OR","97062","23798500",,,,,"2012-08-01T00:00:00.000","551343"
"156353","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA  98520","TOM LAUFMANN","(360) 538-2007","BRAG INVESTMENTS INC","2067627688","BRAGIII945DH","602514200","2007-04-24T00:00:00.000","2007-06-01T00:00:00.000","ABERDEEN HS COMMUNITY RM","104  /  45401","ABERDEEN HIGH SCHOOL~213 E 3RD ST","18833.00","2007-07-09T00:00:00.000","ABERDEEN","No","No","18833","False","No","No","0",,"BRAGIII945DH","602514200","BRAG INVESTMENTS INC","2067627688","sherrie.newkirk@saxtonbradley.com","P O BOX 80285",,"SEATTLE","WA","98108",,,,,,"2007-06-30T00:00:00.000",
"140441","ABERDEEN SCHOOL DISTRICT #5","216 NORTH G ST
ABERDEEN, WA  98520","Tom Laufmann","(360) 538-2010","BRAG INVESTMENTS INC","2067627688","BRAGIII945DH","602514200","2007-02-05T00:00:00.000","2007-02-07T00:00:00.000","Aberdeen HS/45200","93","Aberdeen High School~213 E. 3rd St. ~Aberdeen, WA 98520","254021.00","2007-02-08T00:00:00.000","Aberdeen","No","No","254021","False","No","No","0",,"BRAGIII945DH","602514200","BRAG INVESTMENTS INC","2067627688","jennifers@saxtonbradley.com","P O BOX 80285",,"SEATTLE","WA","98108",,,,,,"2007-02-12T00:00:00.000",
