"id","case","case_opened","subject","document_type","description","file_name","url","case_url"
"4965/98137 Lewallen Leslie Complaint.pdf","98137","2021-09-08T00:00:00.000","Lewallen, Leslie:  Alleged violations of RCW 42.17A.235 & 240 by failing to timely and accurately disclose political advertising expenditures undertaken by her 2021 Campaign (EY21; Aug21)",,,"98137 Lewallen Leslie Complaint.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/4965/98137%20Lewallen%20Leslie%20Complaint.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/98137"
"2193/10104.STIP.pdf","10-104","2010-06-08T00:00:00.000","CHESTER MAKINSTER: ALLEGED VIOLATION; RCW 42.17.240",,"10104.STIP.pdf","10104.STIP.pdf","https://pdc-case-tracking.s3-us-gov-west-1.amazonaws.com/2193/10104.STIP.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/10-104"
"3023/49906 Orozco Juan Complaint.pdf","49906","2019-04-11T00:00:00.000","Orozco, Juan: Alleged Violation of RCW 42.17A.555 for use of public facilities to support political campaign expenditures.",,,"49906 Orozco Juan Complaint.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/3023/49906%20Orozco%20Juan%20Complaint.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/49906"
"4175/93987 Mullins Darla Annual F1 Recon Memo.pdf","93987","2021-06-24T00:00:00.000","Darla J Mullins: Alleged Violation of RCW 42.17A.700 for failure to timely file the annual Personal Financial Affairs Statement CY 2020 (GE 21)",,,"93987 Mullins Darla Annual F1 Recon Memo.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/4175/93987%20Mullins%20Darla%20Annual%20F1%20Recon%20Memo.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/93987"
"5017/100023 Vasquez Laura Complaint RESPONSE.pdf","100023","2021-10-25T00:00:00.000","Vasquez, Laura: Alleged violation of RCW 42.17A.555 by using public office/agency facilities to assist and election campaign. (EY '21; Oct '21)",,,"100023 Vasquez Laura Complaint RESPONSE.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5017/100023%20Vasquez%20Laura%20Complaint%20RESPONSE.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/100023"
"4445/94257 Mirand William (Bill) Final Order.pdf","94257","2021-06-24T00:00:00.000","William A. Mirand: : Alleged Violation of RCW 42.17A.700 for failure to timely file the annual Personal Financial Affairs Statement CY 2020 (GE 21)","Commission order",,"94257 Mirand William (Bill) Final Order.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/4445/94257%20Mirand%20William%20%28Bill%29%20Final%20Order.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/94257"
"5098/102534 Wilkins Perry Annual Hearing Notice.pdf","102534","2022-01-14T00:00:00.000","WILKINS PERRY C: :Alleged Violation of RCW 42.17A.700 for failure to timely file the annual Personal Financial Affairs Statement CY 2020 (GE 21)",,,"102534 Wilkins Perry Annual Hearing Notice.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5098/102534%20Wilkins%20Perry%20Annual%20Hearing%20Notice.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/102534"
"5144/104720 Scheyer Summer Complaint.pdf","104720","2022-03-02T00:00:00.000","Scheyer, Summer: Alleged Violations of RCW 42.17A.555 for misuse of public facilities (EY22, March22)",,,"104720 Scheyer Summer Complaint.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5144/104720%20Scheyer%20Summer%20Complaint.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/104720"
"5200/107105 ADP Total Source Inc L3 BAP Hearing Notice.pdf","107105","2022-04-15T00:00:00.000","ADP Total Source Inc: Alleged violation of RCW 42.17A.630 for failure to timely file the Lobbyist Employer's Annual Report (L3 report) for CY 2021 (GE22)",,,"107105 ADP Total Source Inc L3 BAP Hearing Notice.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5200/107105%20ADP%20Total%20Source%20Inc%20L3%20BAP%20Hearing%20Notice.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/107105"
"5183/105472 Initial Hearing Results - Complainant.pdf","105472","2022-03-15T00:00:00.000","Knezovich, Ozzie: Alleged violation of RCW 42.17A.555 for misuse of public resources & RCW 42.17A.635(2) for indirect lobbying. (EY '22, March '22)",,,"105472 Initial Hearing Results - Complainant.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5183/105472%20Initial%20Hearing%20Results%20-%20Complainant.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/105472"
"5389/110470 Ridley Evan annual F-1 Hearing Notice (GE 22).pdf","110470","2022-07-18T00:00:00.000","Evan Ridley: Alleged Violation of RCW 42.17A.700 for failure to timely file annually required Personal Financial Affairs Statement (F-1 report) for CY2021 (GE22)",,,"110470 Ridley Evan annual F-1 Hearing Notice (GE 22).pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5389/110470%20Ridley%20Evan%20annual%20F-1%20Hearing%20Notice%20%28GE%2022%29.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/110470"
"3166/55723 Emerson Mark D. Reminder Letter.pdf","55723","2019-08-06T00:00:00.000","Emerson, Mark: Alleged violation of RCW 42.17A.205 by failing to timely register as a candidate w/the PDC within two weeks of candidacy and disclose Treasurer, depository. (EY '19) (Jul '19)",,,"55723 Emerson Mark D. Reminder Letter.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/3166/55723%20Emerson%20Mark%20D.%20Reminder%20Letter.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/55723"
"1803/2015-45761-0.pdf","2426","2016-01-26T00:00:00.000","No on I-522 Committee - Citizen action complaint - failing to report contributions/expenditures (PDC Case 14-003)(Aug 2013)  ",,"2015-45761-0.pdf","2015-45761-0.pdf","https://pdc-case-tracking.s3-us-gov-west-1.amazonaws.com/1803/2015-45761-0.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/2426"
"736/Safer Spokane Complaint Return with Warning Cover Ltr (Whitten) PDC Case 26493.pdf","26493","2017-10-23T00:00:00.000","Safer Spokane: Alleged violation of Chapter 42.17A RCW for failure to accurately and timely register as a political committee, report contributions and expenditures, and include Sponsor ID and Top Contributors on political advertising (EY 17; Oct 17)",,,"Safer Spokane Complaint Return with Warning Cover Ltr (Whitten) PDC Case 26493.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/736/Safer%20Spokane%20Complaint%20Return%20with%20Warning%20Cover%20Ltr%20%28Whitten%29%20PDC%20Case%2026493.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/26493"
"4966/98149 Crawford Gretl Complaint.pdf","98149","2021-09-08T00:00:00.000","Crawford, Gretl: Alleged violations of RCW 42.17A.235 & .240 for failing to timely and accurately disclose political radio advertisements sponsored by We Want Accountability PAC as in-kind contribution to the 2021 Campaign (EY21; Aug21)",,,"98149 Crawford Gretl Complaint.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/4966/98149%20Crawford%20Gretl%20Complaint.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/98149"
"4180/93992 Haviland David Reconsideration Hearing Notice.pdf","93992","2021-06-24T00:00:00.000","David Haviland: Alleged Violation of RCW 42.17A.700 for failure to timely file the annual Personal Financial Affairs Statement CY 2020 (GE 21)",,,"93992 Haviland David Reconsideration Hearing Notice.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/4180/93992%20Haviland%20David%20Reconsideration%20Hearing%20Notice.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/93992"
"2191/10102.Order.pdf","10-102","2010-06-08T00:00:00.000","JOE LUDEMAN: ALLEGED VIOLATION; RCW 42.17.240",,"10102.Order.pdf","10102.Order.pdf","https://pdc-case-tracking.s3-us-gov-west-1.amazonaws.com/2191/10102.Order.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/10-102"
"5052/100381 Franich, Jim Complaint.pdf","100381","2021-11-02T00:00:00.000","Franich, Jim Alleged Violation of RCW 42.17A.320 by failing to provide the required sponsor identification, including the Campaign mailing address, on political advertising sponsored by the candidate. (EY ' 2021, November ' 2021)",,"100381 Franich, Jim Complaint","100381 Franich, Jim Complaint.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5052/100381%20Franich%2C%20Jim%20Complaint.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/100381"
"4445/94257 William Mirand (annual F-1) Reconsideration Hearing Notice.pdf","94257","2021-06-24T00:00:00.000","William A. Mirand: : Alleged Violation of RCW 42.17A.700 for failure to timely file the annual Personal Financial Affairs Statement CY 2020 (GE 21)",,,"94257 William Mirand (annual F-1) Reconsideration Hearing Notice.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/4445/94257%20William%20Mirand%20%28annual%20F-1%29%20Reconsideration%20Hearing%20Notice.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/94257"
"5511/111098 Hulst Janell Complaint.pdf","111098","2022-07-28T00:00:00.000","Hulst, Janell E.: Alleged Violations of RCW 42.17A.235 & .240 for failure to timely and accurately disclose in-kind contributions and expenditures on C-4 reports (EY22, July22)","","111098 Hulst Janell Complaint","111098 Hulst Janell Complaint.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5511/111098%20Hulst%20Janell%20Complaint.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/111098"
"5278/108714 Keen Anthony Reminder - Respondent.pdf","108714","2022-05-24T00:00:00.000","Keen, Anthony: Alleged violation of RCW 42.17A.205 & .700 by failing to timely register as a candidate & file a Personal Financial Affairs Statement (F-1 report) within two weeks of making an expenditure. (EY '22; May '22).","Reminder","","108714 Keen Anthony Reminder - Respondent.pdf","https://pdc-case-tracking.s3.us-gov-west-1.amazonaws.com/5278/108714%20Keen%20Anthony%20Reminder%20-%20Respondent.pdf","https://www.pdc.wa.gov/rules-enforcement/enforcement/enforcement-cases/108714"
