"id","report_number","origin","filer_id","person_id","filer_name","from_date","thru_date","year","raised","spent","balance","url"
"5738","110112518","C4","ENTED *031","1083","DEBRA ENTENMAN SURPLUS FUNDS","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","31500.00","10265.94","21234.06","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110112518"
"25966","110112557","C4","LEAVM-*466","25649","Mari Leavitt Surplus Funds","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","14581.74","5126.89","9454.85","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110112557"
"12344","110112589","C4","MCCAG *620","1102","MOSBRUCKER GINA R SURPLUS ACCT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","168240.49","115853.12","52387.37","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110112589"
"26070","110106359","C4","KOHLJ *119","1624","KOHL-WELLES JEANNE E SURPLUS ACCT","2022-07-01T00:00:00.000","2022-07-31T00:00:00.000","2022","2739.07","1968.97","770.10","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110106359"
"8993","110109624","C4","HOLYJ *004","30377","HOLY JEFFREY M SURPLUS ACCT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","207421.81","137411.39","70010.42","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110109624"
"26069","110110276","C4","KIMSG *666","443","KIMSEY GREGORY A SURPLUS ACCT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","52560.09","40432.23","12127.86","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110110276"
"652","110000873","C4","APPLS *370","227","APPLETON SHERRY V SURPLUS ACCT","2020-11-01T00:00:00.000","2020-11-30T00:00:00.000","2020","78247.39","78247.39","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=110000873"
"2760","110107693","C4","CHANB *953","462","BRUCE Q CHANDLER SURPLUS ACCOUNT","2021-02-01T00:00:00.000","2022-08-31T00:00:00.000","2022","376113.88","374865.11","1248.77","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110107693"
"2604","1001270848","C4","CARRD *687","10474","CARRIER DAVID J SURPLUS ACCT","2009-03-01T00:00:00.000","2009-03-31T00:00:00.000","2009","6497.63","6497.63","0","https://web.pdc.wa.gov/rptimg/default.aspx?repno=1001270848"
"2934","100798892","C4","CHASM *177","27667","CHASE MARALYN SURPLUS ACCT","2015-03-01T00:00:00.000","2017-10-31T00:00:00.000","2017","18010.15","17452.12","558.03","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100798892"
"14953","110109658","C4","PEDEJ *104","26712","PEDERSEN JAMIE D SURPLUS ACCT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","617721.26","598524.08","19197.18","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110109658"
"13694","110109685","C4","NASSC *110","27216","ROLFES CHRISTINE N SURPLUS ACCT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","340525.08","252246.19","88278.89","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110109685"
"2361","110106288","C4","BUYSV *264","243","VINCENT BUYS SURPLUS ACCOUNT","2022-07-01T00:00:00.000","2022-07-31T00:00:00.000","2022","157020.86","153552.48","3468.38","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110106288"
"26302","110104748","C4","MEJIC-*507","30383","Carolina Mejia Surplus Funds Account","2022-07-01T00:00:00.000","2022-07-31T00:00:00.000","2022","3543.55","958.21","2585.34","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110104748"
"807","100300902","C4","BAARW *407","27635","BAARSMA WILLIAM H SURPLUS ACCT","2007-11-01T00:00:00.000","2009-04-08T00:00:00.000","2009","3101.05","3101.05","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100300902"
"1010","1001293243","C4","BAKEN *663","4392","BAKER NANCY I SURPLUS ACCT","2011-02-01T00:00:00.000","2015-08-05T00:00:00.000","2015","6971.19","6971.19","0","https://web.pdc.wa.gov/rptimg/default.aspx?repno=1001293243"
"1080","110097477","C4","BAUMM *228","25683","BAUMGARTNER MICHAEL J SURPLUS ACCT","2022-06-01T00:00:00.000","2022-06-30T00:00:00.000","2022","237861.71","137569.29","100292.42","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110097477"
"1290","100467579","C4","BENET *354","5855","BENEGAS TONY R SURPLUS ACCT","2012-04-01T00:00:00.000","2012-05-31T00:00:00.000","2012","1591.80","1591.80","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100467579"
"1489","1001294880","C4","BLANS *122","7557","BLANFORD DARREN S SURPLUS ACCT","2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","11388.73","524.00","10864.73","https://web.pdc.wa.gov/rptimg/default.aspx?repno=1001294880"
"25969","110111143","C4","WELLL-*040","30266","Lisa Wellman Surplus Funds","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","101000.00","100658.90","341.10","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110111143"
"1802","110111546","C4","BRAUJ**532","1080","JOHN BRAUN FOR STATE SENATE SURPLUS FUNDS ACCOUNT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","519815.33","518001.68","1813.65","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110111546"
"2850","110111564","C4","CHAMK *371","11","KELLY M. CHAMBERS SURPLUS ACCOUNT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","9000.00","2800.00","6200.00","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110111564"
"1719","1001284416","C4","BLAIA *110","8901","BLAIR ANNE S SURPLUS ACCT","2012-05-01T00:00:00.000","2012-10-31T00:00:00.000","2012","645.74","0.00","45.74","https://web.pdc.wa.gov/rptimg/default.aspx?repno=1001284416"
"1725","101006804","C4","BLAKB *504","140","BLAKE BRIAN E SURPLUS ACCT","2020-09-01T00:00:00.000","2020-09-30T00:00:00.000","2020","283301.66","250986.72","32314.94","https://web.pdc.wa.gov/rptimg/default.aspx?repno=101006804"
"1873","110073177","C4","BOWMS *124","1044","STEPHANIE BOWMAN SURPLUS FUNDS ACCOUNT","2021-05-01T00:00:00.000","2022-01-31T00:00:00.000","2022","13472.97","8079.72","5393.25","https://web.pdc.wa.gov/rptimg/default.aspx?repno=110073177"
"2116","110104704","C4","BROWS**337","359","SHARON BROWN SURPLUS ACCOUNT","2022-04-01T00:00:00.000","2022-07-31T00:00:00.000","2022","127061.48","118269.46","8792.02","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110104704"
"2120","100564606","C4","BROWJ *383","6437","JOSH BROWN SURPLUS FUNDS ACCOUNT","2013-12-01T00:00:00.000","2013-12-31T00:00:00.000","2013","5659.89","5659.89","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100564606"
"2227","100637328","C4","BRYAW *111","3974","BRYANT WILLIAM L SURPLUS ACCT","2015-05-01T00:00:00.000","2015-05-19T00:00:00.000","2015","20784.09","20784.09","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100637328"
"2428","100533898","C4","BURGT *109","2279","BURGESS TIMOTHY L SURPLUS ACCT","2013-01-01T00:00:00.000","2013-06-30T00:00:00.000","2013","75614.38","75614.38","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100533898"
"2595","110068382","C4","CARLR**119","26137","REUVEN CARLYLE SURPLUS FUNDS ACCOUNT","2021-12-01T00:00:00.000","2021-12-31T00:00:00.000","2021","18674.01","6820.66","11853.35","https://web.pdc.wa.gov/rptimg/default.aspx?repno=110068382"
"4328","100512724","C4","CREIJ *111","3623","CREIGHTON JOHN W III SURPLUS ACCT","2011-08-01T00:00:00.000","2013-01-31T00:00:00.000","2013","22755.55","22755.55","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100512724"
"4549","100740280","C4","DAMMB *374","25972","DAMMEIER BRUCE F SURPLUS ACCT","2016-12-01T00:00:00.000","2016-12-31T00:00:00.000","2016","20207.45","20200.00","7.45","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100740280"
"4602","100504968","C4","DARNJ *406","30395","Jeannie Darneille Surplus Funds Account","2012-11-01T00:00:00.000","2012-11-30T00:00:00.000","2012","16187.90","16113.19","74.71","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100504968"
"4654","100504088","C4","DAHLC *022","26382","DAHLQUIST CATHERINE C SURPLUS ACCT","2012-11-01T00:00:00.000","2012-11-30T00:00:00.000","2012","50162.62","29235.50","20927.12","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100504088"
"4803","110006698","C4","DEBOR *532","383","Richard DeBolt Surplus Funds","2020-12-01T00:00:00.000","2020-12-31T00:00:00.000","2020","17158.62","13968.00","3190.62","https://web.pdc.wa.gov/rptimg/default.aspx?repno=110006698"
"4844","100882890","C4","DELVJO*352","1040","DELVIN JOSEPHINE SURPLUS ACCT","2019-01-01T00:00:00.000","2019-01-31T00:00:00.000","2019","3337.97","1107.71","2230.26","https://web.pdc.wa.gov/rptimg/default.aspx?repno=100882890"
"1451","110109904","C4","BILLA *203","1076","BILLIG ANDREW S SURPLUS ACCT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","419578.53","357120.37","62458.16","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110109904"
"1249","110109997","C4","BERGS *056","30328","BERGQUIST STEVEN A SURPLUS ACCT","2022-08-01T00:00:00.000","2022-08-31T00:00:00.000","2022","417576.63","306703.00","110873.63","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-surplus-report/110109997"
"4893","110069535","C4","DEJOK *284","2515","DE JONG KARL SURPLUS ACCT","2021-03-01T00:00:00.000","2021-12-31T00:00:00.000","2021","3394.39","3394.39","0.00","https://web.pdc.wa.gov/rptimg/default.aspx?repno=110069535"
"4911","110069100","C4","DEMBR *101","1041","Rod Dembowski Surplus Funds","2021-11-01T00:00:00.000","2021-12-31T00:00:00.000","2021","203779.90","105336.13","98443.77","https://web.pdc.wa.gov/rptimg/default.aspx?repno=110069100"
