"title","url","course_id","ceu_minimum","ceu_maximum","online","correspondence","training_day","review_day","expiration_day","submitted_by","contact_phone","contact_website","contact_email","notes"
"Process Safety Boot Camp",,"ECYS14-908","3.2","3.2","false","false","Various","2014-06-02T00:00:00.000","2017-06-02T00:00:00.000","American Institute of Chemical Eng.","1-800-242-4363",,,
"Confined Space Entry Essentials",,"ECYS10-55","0.3","0.3","false","false","Various","2010-03-01T00:00:00.000","2013-03-01T00:00:00.000","OXARC","1-800-765-9055",,,
"Chlorine Safety Awareness",,"ECYS10-56","0.2","0.2","false","false","Various","2010-03-01T00:00:00.000","2013-03-01T00:00:00.000","OXARC","1-800-765-9055",,,
"Lockout/Tagout",,"ECYS10-54","0.1","0.1","false","false","Various","2010-03-01T00:00:00.000","2013-03-01T00:00:00.000","OXARC","1-800-765-9055",,,
"Excel - Beyond the Basics",,"ECYS11-224","0.6","0.6","false","false","Various","2011-09-23T00:00:00.000","2014-09-23T00:00:00.000","Fred Pryor Seminars","1-800-780-8476",,,
"Excel Basics",,"ECYS11-223","0.6","0.6","false","false","Various","2011-09-23T00:00:00.000","2014-09-23T00:00:00.000","Fred Pryor Seminars","1-800-780-8476",,,
"Free Preparedness Tools & Resources for Drinking Water & Wastewater Utilities",,"ECYS14-888","0.1","0.1","false","false","5/6/2014","2014-05-06T00:00:00.000","2017-05-06T00:00:00.000","US EPA","202-564-3797",,,
"WASWD 2014 Spring Conference & Trade Show",,"ECYS14-970","0.1","0.6","false","false","4/9-11/2014","2014-10-10T00:00:00.000","2014-04-12T00:00:00.000","WA Assoc. of Sewer & Water Dist.","206-246-1299",,,
"WASWD 2015 Spring Conference & Trade Show",,"ECY15-1018","0.1","0.6","false","false","4/15-17/2015","2015-03-27T00:00:00.000","2015-04-18T00:00:00.000","WA Assoc. of Sewer & Water Dist.","206-246-1299",,,
"WASWD 2014 Fall Conference & Trade Show",,"ECYS14-969","0.1","0.6","false","false","9/17-19/2014","2014-10-09T00:00:00.000","2014-09-20T00:00:00.000","WA Assoc. of Sewer & Water Dist.","206-246-1299",,,
"PNCWA Olympic/Puget Sound Section Meeting",,"ECYS14-927","0.1","0.6","false","false","8/6/2014","2014-07-17T00:00:00.000","2014-08-07T00:00:00.000","PNCWA Olympic/Puget Sound Section","206-255-0831",,,
"PNCWA Puget Sound Section Meeting (with tour)",,"ECYS13-769","0.6","0.6","false","false","12/12/2013","2013-12-04T00:00:00.000","2013-12-13T00:00:00.000","PNCWA Puget Sound Section","206-255-0831",,,
"Electrical Distribution System for Secondary Area",,"ECY15-1033","0.1","0.1","false","false","3/4/2015","2015-04-14T00:00:00.000","2018-04-14T00:00:00.000","King County","206-263-1760",,,
"Odor Control Process",,"ECY15-1078","0.1","0.1","false","false","3/21/2015","2015-05-18T00:00:00.000","2018-05-18T00:00:00.000","King County","206-263-1760",,,
"Intro to New Screenings Facility",,"ECYS14-950","0.3","0.3","false","false","Various","2014-08-28T00:00:00.000","2017-08-28T00:00:00.000","King County","206-263-3801",,,
"New Screening Facility: Washer Compactor Sequential Batch Operations",,"ECY15-1096","0.2","0.2","false","false","Various","2015-06-24T00:00:00.000","2018-06-24T00:00:00.000","King County","206-263-3801",,,
"Aeration Communication Loss: Loss of Ovation Analog Rack",,"ECYS14-991","0.1","0.1","false","false","10/9/2014","2014-11-24T00:00:00.000","2017-11-24T00:00:00.000","King County","206-263-3801",,,
"Changing (New) Bar Screen Sequences",,"ECYS14-943","0.1","0.1","false","false","Various","2014-08-08T00:00:00.000","2017-08-08T00:00:00.000","King County","206-263-3801",,,
"Emergency Operation of Pumps (Influent/Effluent)",,"ECYS14-992","0.1","0.1","false","false","10/9/2014","2014-11-24T00:00:00.000","2017-11-24T00:00:00.000","King County","206-263-3801",,,
"New Screening Facility: Washer Compactor WashDown Sequence",,"ECYS14-989","0.1","0.1","false","false","Various","2014-11-21T00:00:00.000","2017-11-21T00:00:00.000","King County","206-263-3801",,,
"Responding to an Aeration Comm Failure",,"ECYS14-978","0.1","0.1","false","false","Various","2014-11-04T00:00:00.000","2017-11-04T00:00:00.000","King County","206-263-3801",,,
"South Plant Disinfection System",,"ECYS14-996","0.1","0.1","false","false","Various","2014-11-26T00:00:00.000","2017-11-26T00:00:00.000","King County","206-263-3801",,,
"Reading a P&ID",,"ECYS10-102","1.0","1.0","false","false","Various","2010-06-28T00:00:00.000","2013-06-28T00:00:00.000","King County","206-263-3905",,,
"West Point Wastewater Treatment Plant Tour",,"ECYS11-217","0.5","0.5","false","false","Various","2011-08-18T00:00:00.000","2014-08-18T00:00:00.000","King County","206-263-3905",,,
"Clean Air Act 101",,"ECYS12-294","0.1","0.1","false","false","3/15/2012","2012-03-05T00:00:00.000","2015-03-15T00:00:00.000","King County","206-263-5433",,,
"Clean Water Act 101",,"ECYS12-451","0.1","0.1","false","false","3/8/2012","2012-07-16T00:00:00.000","2015-03-08T00:00:00.000","King County","206-263-5433",,,
"FOG Prevention for Rural Communities",,"ECYS14-891","0.6","0.6","false","false","Various","2014-05-07T00:00:00.000","2017-05-07T00:00:00.000","PPRC","206-352-2050",,,
"Bloodborne Pathogens Training",,"ECYS12-483","0.4","0.4","false","false","Various","2012-09-21T00:00:00.000","2015-10-02T00:00:00.000","Evergreen Safety Council/L&I","206-382-4090",,,
"Cartridge Seal Repair & Maintenance",,"ECY15-1106","0.3","0.3","false","false","3/13/2014","2015-07-28T00:00:00.000","2018-07-28T00:00:00.000","Southwest Suburban Sewer District","206-432-3518",,,
"Contaminents of Emerging Concern in Reclaimed Water",,"ECYS11-175","0.2","0.2","false","false","5/2/2011","2011-04-05T00:00:00.000","2014-05-02T00:00:00.000","Kennedy/Jenks Consultants","206-447-8241",,,
"Wastewater Math for Operators",,"ECYS14-828","1.4","1.4","false","false","Various","2014-02-25T00:00:00.000","2017-02-25T00:00:00.000","NW Environmental Trainers","206-465-9996",,,
"Basic Wastewater Math",,"ECYS14-866","0.7","0.7","false","false","Various","2014-04-09T00:00:00.000","2017-04-09T00:00:00.000","NW Environmental Trainers","206-465-9996",,,
"Respiratory Equipment Training",,"ECYS14-935","0.1","0.3","false","false","Various","2014-07-23T00:00:00.000","2017-07-23T00:00:00.000","King County","206-477-5382",,,
"2014 Biosolids Management Conference",,"ECYS14-946","0.1","1.0","false","false","9/7-9/2014","2014-08-20T00:00:00.000","2014-09-10T00:00:00.000","Northwest Biosolids Management Association","206-477-5565",,,
"NWBMA 2015 Annual Biosolids Management Conference",,"ECY15-1116","0.1","1.0","false","false","9/21-22/2015","2015-08-13T00:00:00.000","2015-09-23T00:00:00.000","Northwest Biosolids Management Association","206-477-5565",,,
"Fertilizing with Biosolids",,"ECY15-1005","0.1","0.1","false","false","2/12/2015","2015-02-13T00:00:00.000","2018-02-13T00:00:00.000","Northwest Biosolids Management Association","206-477-5565",,,
"NPDES Permit Compliance",,"ECYS10-65","0.5","0.5","false","false","11/9/2010","2010-04-01T00:00:00.000","2013-11-09T00:00:00.000","EPA","206-553-1441",,,
"Cyber Liability and Security-Risk Management Practices",,"ECYS12-374","0.7","0.7","false","false","6/1/2012","2012-05-02T00:00:00.000","2015-06-01T00:00:00.000","WA Cities Insurance Authority","206-575-6046",,,
"State of the Art:  Biosolids Management Workshop",,"ECYS12-320","0.7","0.7","false","false","5/2/2012","2012-04-16T00:00:00.000","2015-05-02T00:00:00.000","Brown & Caldwell","206-624-0100",,,
"Employment Law Issues for Supervisors",,"ECYS11-197","0.7","0.7","false","false","5/25/2011","2011-06-02T00:00:00.000","2014-05-25T00:00:00.000","Summit Law Group ","206-676-7000",,,
"NWBMA 2013 Annual Biosolids Management Conference",,"ECYS13-698","0.1","1.0","false","false","9/8-10/2013","2013-08-12T00:00:00.000","2013-09-11T00:00:00.000","Northwest Biosolids Management Association","206-684-1145",,,
"Hazardous Material Awareness",,"ECYS12-298","0.8","0.8","false","false","3/5/2012","2012-04-02T00:00:00.000","2015-03-05T00:00:00.000",,,,,
"Northwest Biosolids Management Assoc. Workshop - Northwest Smorgasbord",,"ECYS10-99","0.4","0.4","false","false","6/23/2010","2010-06-15T00:00:00.000","2013-06-23T00:00:00.000","Northwest Biosolids Management Assoc.","206-684-1145",,,
"Metals & Contaminants in Biosolids",,"ECYS12-409","0.2","0.2","false","false","6/27/2012","2012-05-31T00:00:00.000","2015-06-27T00:00:00.000","Northwest Biosolids Management Assoc.","206-684-1145",,,
"Revitalizing Urban Landscapes: Biosolids in the City",,"ECYS10-151","0.2","0.2","false","false","12/14/2010","2010-12-13T00:00:00.000","2013-12-14T00:00:00.000","NWBMA","206-684-1145",,,
"Oxygen Generation System - Vacuum Swing Adsorption (VSA) Valve Inspection",,"ECYS13-673","0.1","0.2","false","false","Various","2013-07-01T00:00:00.000","2016-07-01T00:00:00.000","King County","206-684-1982",,,
"Sampling Procedures for Diversion",,"ECYS13-672","0.1","0.2","false","false","Various","2013-07-01T00:00:00.000","2016-07-01T00:00:00.000","King County","206-684-1982",,,
"Oxygen Generation System - Vacuum Swing Adsorption Process & Timing Sequence",,"ECYS13-554","0.1","0.2","false","false","Various","2013-04-24T00:00:00.000","2016-04-24T00:00:00.000","King County","206-684-1982",,,
"Control Systems & Control Philosophy",,"ECYS12-348","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Electronic Device Operation",,"ECYS12-351","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Health & Safety Basics",,"ECYS12-357","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"HMI Navigation & Scheduling Automatic Operations & Setpoint Review",,"ECYS12-350","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"MBR Wastewater Treatmetn & Membrane Configuraton & Operation",,"ECYS12-342","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"MC & RC Strategy & Assessment",,"ECYS12-355","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Mechanical Equipment Operation & Maintenance",,"ECYS12-352","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Mechanical Maintenance",,"ECYS12-353","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Membrane Performance Parameters & Performance Monitoring",,"ECYS12-349","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Membrane Testing & Repair Procedures & Health & Safety Basics",,"ECYS12-356","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Reading GE-Zenon P&ID's & Reading Electrical Drawings Session 1",,"ECYS12-343","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Reading GE-Zenon P&ID's & Reading Electrical Drawings Session 2",,"ECYS12-344","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Understanding & Troubleshooting Computer Control Systems",,"ECYS12-345","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Using Plant Documents, CN, CLSC, OSC, O&M, Vdata Session 1",,"ECYS12-346","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Using Plant Documents, CN, CLSC, OSC, O&M, Vdata Session 2",,"ECYS12-347","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"ZeeWeed Fouling Causes & Control",,"ECYS12-354","0.1","0.2","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"DeviceNet Training",,"ECYS12-358","1.6","1.6","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Brightwater - Water & Process Technologies Zenon Membrane Solutions Day 1",,"ECYS12-359","0.8","0.8","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Brightwater - Water & Process Technologies Zenon Membrane Solutions Day 2",,"ECYS12-360","0.8","0.8","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Brightwater - Water & Process Technologies Zenon Membrane Solutions Day 3",,"ECYS12-361","0.8","0.8","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Brightwater - Water & Process Technologies Zenon Membrane Solutions Day 4",,"ECYS12-369","0.8","0.8","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Sharepoint - Level 1",,"ECYS13-674","0.7","0.7","false","false","Various","2013-07-01T00:00:00.000","2016-07-01T00:00:00.000","King County","206-684-1982",,,
"Calibration, Maintenance & Troubleshooting Tips",,"ECYS12-362","0.6","0.6","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Post-Disaster Response for Essential Facilities",,"ECYS11-176","0.6","0.6","false","false","12/14/2010","2011-04-05T00:00:00.000","2014-04-05T00:00:00.000","King County","206-684-1982",,,
"Managing Performance",,"ECYS12-363","0.4","0.4","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Asset Reliability & Condition Assessment",,"ECYS13-556","0.3","0.3","false","false","4/17/2013","2013-04-24T00:00:00.000","2016-04-24T00:00:00.000","King County","206-684-1982",,,
"Asset Risk Based Decision Making",,"ECYS13-557","0.3","0.3","false","false","4/17/2013","2013-04-24T00:00:00.000","2016-04-24T00:00:00.000","King County","206-684-1982",,,
"Lockout Tagout Hazardous Energy Control",,"ECYS12-473","0.3","0.3","false","false","Various","2012-08-13T00:00:00.000","2015-08-13T00:00:00.000","King County","206-684-1982",,,
"Oxygen Generation System - Vacuum Swing Adsorption (VSA) Components",,"ECYS13-676","0.2","0.2","false","false","Various","2013-07-01T00:00:00.000","2016-07-01T00:00:00.000","King County","206-684-1982",,,
"C2/Reuse System",,"ECYS14-873","0.1","0.1","false","false","3/17/2014","2014-04-23T00:00:00.000","2017-04-23T00:00:00.000","King County","206-684-1982",,,
"Cogen Overview: Theory of Operations",,"ECYS14-861","0.1","0.1","false","false","12/10/2013","2014-04-08T00:00:00.000","2017-04-08T00:00:00.000","King County","206-684-1982",,,
"Confined Space Emergency Retrieval",,"ECYS14-864","0.1","0.1","false","false","2/28/2014","2014-04-08T00:00:00.000","2017-04-08T00:00:00.000","King County","206-684-1982",,,
"Event Debrief: Primary Effluent Valve Failure",,"ECYS14-863","0.1","0.1","false","false","2/12/2014","2014-04-08T00:00:00.000","2017-04-08T00:00:00.000","King County","206-684-1982",,,
"Final Sampler Dosing Compliance",,"ECYS13-551","0.1","0.1","false","false","Various","2013-04-24T00:00:00.000","2016-04-24T00:00:00.000","King County","206-684-1982",,,
"Fundamentals of Ion Chromatography",,"ECYS13-609","0.1","0.1","false","false","4/25/2013","2013-04-18T00:00:00.000","2016-04-25T00:00:00.000","King County","206-684-1982",,,
"Grit Removal/Preaeration/Grit Pumps",,"ECYS13-675","0.1","0.1","false","false","Various","2013-07-01T00:00:00.000","2016-07-01T00:00:00.000","King County","206-684-1982",,,
"How a Dewatering Centrifuge Works",,"ECYS13-555","0.1","0.1","false","false","Various","2013-04-24T00:00:00.000","2016-04-24T00:00:00.000","King County","206-684-1982",,,
"Master Shutdown/CCC Level Shutdown",,"ECYS13-552","0.1","0.1","false","false","Various","2013-04-24T00:00:00.000","2016-04-24T00:00:00.000","King County","206-684-1982",,,
"Plant Hydraulics & Critical Elevations",,"ECYS14-862","0.1","0.1","false","false","1/7/2014","2014-04-08T00:00:00.000","2017-04-08T00:00:00.000","King County","206-684-1982",,,
"Primary Treatment Process & Control",,"ECYS13-553","0.1","0.1","false","false","Various","2013-04-24T00:00:00.000","2016-04-24T00:00:00.000","King County","206-684-1982",,,
"Respirator Equipment Training - Self-contained Breathing Apparatus & WTD Respiratory Program",,"ECYS12-341","0.1","0.1","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Respiratory Equipment Training - MSA PremAire Airline System & WTD Respiratory Program",,"ECYS12-365","0.1","0.1","false","false","Various","2012-04-18T00:00:00.000","2015-04-18T00:00:00.000","King County","206-684-1982",,,
"Isolate/Drain Primary Sed Tank",,"ECYS14-876","0.2","0.2","false","false","4/18/2014","2014-04-30T00:00:00.000","2017-04-30T00:00:00.000","King County","206-684-2400",,,
