ProviderID,SSPSProviderNumber,ProviderName,DoingBusinessAs,FacilityTypeGeneric,FacilityTypeAuthorityDesc,REF_FLAG,LicenseCertificateTypeDesc,LIC_CLOSED_DT,LIC_INITIAL_ISSUED_DT,LIC_ISSUED_DT,LIC_EXP_DT,LicenseTotalCapacity,StartingAge,EndingAge,AgeFromMonths,AgeToMonths,PrimaryContactPersonName,PrimaryPhone,PrimaryPhoneExt,AltPhone,AltPhoneExt,CellPhone,Email,Latitude,Longitude,CareOf,PhysAddressLine1,PhysAddressLine2,PhysCityName,PhysState,PhysZipCode,CountyName,AssignedLicensor,GeoCodedPhysicalAddress,Mail_Address1,Mail_Address2,Mail_City,Mail_City_State_Zip,Mail_State,Mail_Zip,DSHS_Region,EAParticipation,EARating,WAOFM - GIS - Legislative District Boundary,Counties,Congressional Districts
129797,905613,THE LEARNING CENTER,THE LEARNING CENTER,Center,DEL,Y,Licensed,08/02/2022,02/08/1995 12:00:00 AM,08/03/2019,01/01/1900,135,18 months,10 years,18,120,Kyungah Kim,4258681943,,,,,kim@tlcmontessori.net,47.6242,-122.053,,21512 NE 16TH ST,,SAMMAMISH,WA,98074,KING,Jeni Zaffram,"(47.6242, -122.053)",21512 NE 16TH ST,,SAMMAMISH,"SAMMAMISH, WA, 98074",WA,98074,4,No,,47,3009,8
188896,36723,COUNTRY KIDS,COUNTRY KIDS,Center,DEL,Y,Licensed,01/01/1900,11/02/1998 12:00:00 AM,08/11/2021,01/01/1900,23,12 months,13 years,12,156,Connie Largen,3604460540,,,,,countrykids@fairpoint.net,46.8885,-122.698,,602 MINNESOTA STREET,,RAINIER,WA,98576,THURSTON,Leah Capili,"(46.8885, -122.698)",,,RAINIER,"RAINIER, WA, 98576",WA,98576,6,No,,2,2742,10
321009,700209,LITTLE BLESSINGS CHRISTIAN SCH,LITTLE BLESSINGS CHRISTIAN SCH,Center,DEL,Y,Licensed,01/01/1900,24/12/2007 12:00:00 AM,12/24/2019,01/01/1900,81,2 years 6 months,13 years,30,156,Annette Jacobs,5092762260,,5092762260,,,annette@lblessings.com,47.9554,-117.452,,100 N WEBER,,DEER PARK,WA,99006,SPOKANE,Helen Cramer,"(47.9554, -117.452)",PO BOX 1063,,DEER PARK,"DEER PARK, WA, 99006",WA,99006,1,Yes,3,10,3214,5
151545,798612,GREATER TRINITY CHRISTIAN LEAR,GREATER TRINITY CHRISTIAN LEAR,Center,DEL,Y,Licensed,01/01/1900,18/02/1994 12:00:00 AM,03/31/2020,01/01/1900,75,2 years 6 months,13 years,30,156,Catherine West,4252679689,,,,,gtcla.director@comcast.net,47.8959,-122.238,,11229 4TH AVENUE WEST,,EVERETT,WA,98204,SNOHOMISH,Julia Dunham,"(47.8959, -122.238)",11229 4TH AVENUE WEST,,EVERETT,"EVERETT, WA, 98204",WA,98204,3,Yes,3,7,3213,2
700724,129443,KINDERCARE LEARNING CENTER 300,KINDERCARE LEARNING CENTER 300,Center,DEL,Y,Licensed,01/01/1900,25/01/2013 12:00:00 AM,04/15/2020,01/01/1900,100,birth,13 years,0,156,Amber Rodarte,2539418698,,,,,300871@klcorp.com,47.3729,-122.299,,25450 PACIFIC HIGHWAY S,,KENT,WA,98032,KING,Cathryn Green,"(47.3729, -122.299)",5005 MEADOWS RD STE 200,,LAKE OSWEGO,"LAKE OSWEGO, OR, 97035",OR,97035,4,Yes,3,36,3009,9
250853,209104,DISCOVERY CENTER,DISCOVERY CENTER,Center,DEL,Y,Licensed,01/01/1900,24/08/2001 12:00:00 AM,08/24/2019,01/01/1900,25,2 years 6 months,13 years,30,156,Stephanie Mcgraw-Bridges,3605327429,,,,,bridgesfam6@hotmail.com,46.9871,-123.806,,1601 YOUNG ST,,ABERDEEN,WA,98520,GRAYS HARBOR,Linda Robertson,"(46.9871, -123.806)",1601 YOUNG ST,,ABERDEEN,"ABERDEEN, WA, 98520",WA,98520,6,No,,26,2983,6
625937,317451,SERENDIPITY ACADEMY AT THE LOD,SERENDIPITY ACADEMY AT THE LOD,Center,DEL,Y,Licensed,01/01/1900,06/09/2011 12:00:00 AM,07/01/2022,01/01/1900,92,3 years,13 years,36,156,Kathryn Cuny,3605155457,,,,,kcuny@serendipity-academy.com,47.0107,-122.904,,4315 TUMWATER VALLEY DR S,,TUMWATER,WA,98501,THURSTON,Jodi Murphy,"(47.0107, -122.904)",4315 TUMWATER VALLEY DR S,,TUMWATER,"TUMWATER, WA, 98501",WA,98501,6,Yes,,28,2742,10
174070,520064,KIDS COUNTRY INCEVERETT,KIDS COUNTRY INCEVERETT,Center,DEL,Y,Licensed,01/01/1900,05/04/1996 12:00:00 AM,04/05/2020,01/01/1900,140,1 month,13 years,1,156,Melissa Sisk,4253534488,,,,,kidscountryeverett@gmail.com,47.8836,-122.235,,12625-4TH AVE WEST,SUITE 100,EVERETT,WA,98204,SNOHOMISH,Ashleigh Anselment,"(47.8836, -122.235)",12625-4TH AVE WEST,,EVERETT,"EVERETT, WA, 98204",WA,98204,3,Yes,3,7,3213,2
316710,125052,HOLY ROSARY SCHOOLPARISH PREKI,HOLY ROSARY SCHOOLPARISH PREKI,Center,DEL,Y,Licensed,01/01/1900,04/09/2007 12:00:00 AM,09/04/2019,01/01/1900,38,3 years,6 years,36,72,Karly Schell,4257783197,,,,,susanv@holyrosaryedmonds.org,47.8155,-122.369,,770 ALOHA,,EDMONDS,WA,98020,SNOHOMISH,Miriam Coates,"(47.8155, -122.369)",770 ALOHA ST,,EDMONDS,"EDMONDS, WA, 98020",WA,98020,3,No,,7,3213,7
1231238,80981,GUNSHEFSKI ENTERPRISES LLC,BRIGHT BEGINNINGS,Center,DEL,Y,Licensed,01/01/1900,15/09/2017 12:00:00 AM,09/14/2020,01/01/1900,66,1 month,6 years,1,72,Nicole Gunshefski,5095274544,,,,,brightbeginningswwcc@gmail.com,46.0791,-118.278,,500 TAUSICK WAY BUILDING K,,WALLA WALLA,WA,99362,WALLA WALLA,Susana Hermosillo,"(46.0791, -118.278)",2302 GARRISON ST,,WALLA WALLA,"WALLA WALLA, WA, 99362",WA,99362,2,Yes,,23,2743,5
