"openedyear","business","id"
"2020","","4747"
"2013","","4671"
"2014",,"4652"
"2021","","4644"
"2015",,"4550"
"2016","","4306"
"2022","","3936"
"2017","","3749"
"2018","","3673"
"2019","","3663"
"2020"," Unknown","1307"
"2021"," Unknown","1152"
"2021","Amazon.com","1148"
"2020","Brown Paper Tickets","1041"
"2018"," Unknown","991"
"2019"," Unknown","975"
"2020","Washington State Employment Security Department","936"
"2017"," Unknown","866"
"2020","Amazon.com","833"
"2016"," Unknown","769"
"2022"," Unknown","630"
"2016","Comcast","580"
"2016","CenturyLink","570"
"2022","Amazon.com","561"
"2013"," Unknown","542"
"2016","Unknown - IRS Phishing","530"
"2015","Unknown - IRS Phishing","523"
"2018","Comcast","510"
"2014"," Unknown","479"
"2013","CALLERID4U, Inc","478"
"2017","Comcast","454"
"2020","Comcast","448"
"2015","Comcast","437"
"2015","CenturyLink","436"
"2017","CenturyLink","427"
"2019","Comcast","425"
"2015"," Unknown","416"
"2017","Navient","410"
"2019","Amazon.com","409"
"2014","CenturyLink","399"
"2013","Comcast","398"
"2013","T-Mobile","396"
"2014","Comcast","391"
"2021","Unknown - Utility Scam","365"
"2022","Stevens Pass","363"
"2021","Comcast","348"
"2017","Equifax Office of Consumer Affairs","322"
"2020","Soulbound Studios, LLC","314"
"2015","","311"
"2013","Bank of America NA","310"
"2020","Unknown - Utility Scam","307"
"2013","CenturyLink","301"
"2018","Amazon.com","298"
"2021","Brown Paper Tickets","286"
"2021","Fever Up/Van Gogh: The Immersive Experience","274"
"2020","CenturyLink","272"
"2017","Amazon.com","272"
"2018","CenturyLink","266"
"2022","Facebook","258"
"2018","Ziply Fiber fka Frontier Communications","248"
"2016","Amazon.com","241"
"2019","CenturyLink","235"
"2013","Pacific Telecom Communications Group","235"
"2021","Washington State Employment Security Department","235"
"2014","T-Mobile","231"
"2015","T-Mobile","226"
"2022","Comcast","226"
"2017","T-Mobile","218"
"2017","Unknown - IRS Phishing","216"
"2020","Expedia","216"
"2013",,"215"
"2014","Verizon Wireless","205"
"2022","T-Mobile","202"
"2019","Ziply Fiber fka Frontier Communications","199"
"2016","T-Mobile","198"
"2015","Amazon.com","197"
"2021","CenturyLink","195"
"2018","Unknown - IRS Phishing","193"
"2013","Verizon Wireless","189"
"2017","Ziply Fiber fka Frontier Communications","188"
"2015","Verizon Wireless","185"
"2016","Northwest Territorial Mint","185"
"2016","Ziply Fiber fka Frontier Communications","182"
"2014","Amazon.com","179"
"2021","T-Mobile","178"
"2016","Verizon Wireless","177"
"2021","Verizon Wireless","173"
"2013","DIRECTV","170"
"2017","Bungie","169"
"2013","Wells Fargo CRA Risk Management","167"
"2014","Dish Network","167"
"2014","Bank of America NA","167"
"2017","Verizon Wireless","166"
"2014","Unknown - IRS Phishing","164"
"2021","Expedia","163"
"2020","Unknown - Technical Support","162"
"2020","Ziply Fiber fka Frontier Communications","159"
"2022","Reed Hein & Associates LLC dba Timeshare Exit Team","155"
"2019","DIRECTV","154"
"2020","Verizon Wireless","152"
"2020","PayPal","151"
"2017","DIRECTV","150"
"2015","Microsoft Corporation","148"
"2014","DIRECTV","145"
"2022","CenturyLink","144"
"2013","Amazon.com","141"
"2019","AT&T Mobility","141"
"2020","AT&T Mobility","141"
"2018","Unknown - Utility Scam","138"
"2018","DIRECTV","135"
"2021","Unknown - Technical Support","134"
"2015","Bank of America NA","134"
"2016","Microsoft Corporation","134"
"2018","T-Mobile","133"
"2015","DIRECTV","131"
"2016","Christian Prayer Center AKA Velorum Inc","130"
"2022","CareDash","128"
"2021","Costco","127"
"2014","Wells Fargo CRA Risk Management","124"
"2013","Universal Fidelity, LP","123"
"2018","Verizon Wireless","123"
"2014","AT&T Mobility","123"
"2022","Microsoft Corporation","123"
"2021","Ziply Fiber fka Frontier Communications","122"
"2014","Ocwen Loan Servicing LLC / Ocwen Financial Corporation","120"
"2015","AT&T Mobility","119"
"2018","The Freedom Foundation/OptOutToday.com","119"
"2016","Dish Network","119"
"2013","Inquiry","119"
"2022","Verizon Wireless","118"
"2020","T-Mobile","118"
"2016","DIRECTV","117"
"2017","Washington State Office of the Attorney General","116"
"2020","Reed Hein & Associates LLC dba Timeshare Exit Team","116"
"2022","Unknown - Utility Scam","116"
"2017","Sprint Executive Services","116"
"2020","Frontier Communications ","116"
"2019","T-Mobile","116"
"2021","AT&T Mobility","116"
"2021","Facebook","115"
"2018","Sprint Executive Services","114"
"2017","Unknown - Technical Support","112"
"2019","Verizon Wireless","111"
"2018","Unknown - Technical Support","110"
"2020","United States Postal Service","110"
"2022","Expedia","109"
"2013","Ziply Fiber fka Frontier Communications","109"
"2018","AT&T Mobility","109"
"2013","AT&T Mobility","109"
"2015","Dish Network","104"
"2017","AT&T Mobility","104"
"2020","Wave Division Holdings aka Wave Broadband","103"
"2020","Bank of America NA","102"
"2020","eBay","102"
"2014","Card Services/Credit Card Services/Card Member Services/Card Holder Services/Bankcard Services","101"
"2016","Bank of America NA","100"
"2020","Washington State Department of Licensing","97"
"2017","Unknown - Fraudulent Collection Agency","96"
"2019","CHI Franciscan Health Systems","96"
"2021","Reed Hein & Associates LLC dba Timeshare Exit Team","96"
"2018","Bank of America NA","96"
"2016","Exxon Mobil Corporate Headquarters","96"
"2021","Wave Division Holdings aka Wave Broadband","96"
"2020","Facebook","96"
"2020","Walmart","95"
"2015","Expedia","95"
"2016","Expedia","95"
"2022","Brown Paper Tickets","94"
"2014","Microsoft Corporation","93"
"2018","Sears Holdings Management Corporation","91"
"2013","DNS Services","90"
"2020","Microsoft Corporation","90"
"2018","FBA Stores LLC aka FBA Distributors LLC aka AWS LLC ","89"
