"id","report_number","origin","document_description","filer_id","type","filer_name","office","legislative_district","party","election_year","receipt_date","processed_date","filing_method","report_from","report_to","url"
"4642839.image","100756927","C3","Form C3, campaign cash receipts","WASHEA 003","COMMITTEES","WA EDUCATION ASSN PAC",,,"UNION","2017","2017-04-19T00:00:00.000","2017-04-19T00:00:00.000","Electronic","2017-04-20T00:00:00.000","2017-04-20T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4642839)"
"4600227.image","100719735","C3 AMENDED","Amended Form C3, campaign cash receipts","REPROC 840","COMMITTEES","REPRESENT OKANOGAN CO",,,"SINGLE ELECTION","2016","2016-09-11T00:00:00.000","2016-09-11T00:00:00.000","Electronic","2016-07-12T00:00:00.000","2016-07-12T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4600227)"
"4171748.image","12/05/2014 10:42:12 AM","C3","Form C3, campaign cash receipts","SNOMW  922","COMMITTEES","SNOMOBILE WA PAC",,,"BUSINESS","2014","2014-12-05T00:00:00.000","2014-12-05T00:00:00.000","Other","2014-12-02T00:00:00.000","2014-12-02T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4171748)"
"4750301.image","100856403","C3","Form C3, campaign cash receipts","KITTRP 926","COMMITTEES","KITTITAS CO REPUB PARTY NON EXEMPT",,,"REPUBLICAN BONA FIDE","2018","2018-09-05T00:00:00.000","2018-09-05T00:00:00.000","Electronic","2018-08-31T00:00:00.000","2018-08-31T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4750301)"
"4628490.image","100750146","C4 AMENDED","Amended Form C4, campaign summary report","WASHHP 119","COMMITTEES","WA HOSPITAL PAC",,,"BUSINESS","2016","2017-03-01T00:00:00.000","2017-03-01T00:00:00.000","Electronic","2016-05-01T00:00:00.000","2016-05-31T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4628490)"
"4767674.image","100873087","C3","Form C3, campaign cash receipts","KINGCP 121","COMMITTEES","MARTIN LUTHER KING JR CO LABOR COUNCIL COMM ON POLITICAL EDUCATION",,,"UNION","2018","2018-11-06T00:00:00.000","2018-11-06T00:00:00.000","Electronic","2018-10-29T00:00:00.000","2018-10-29T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4767674)"
"4774129.image","100878993","C3","Form C3, campaign cash receipts","OKANRP 841","COMMITTEES","OKANOGAN CO REPUB PARTY",,,"REPUBLICAN BONA FIDE","2019","2019-01-04T00:00:00.000","2019-01-04T00:00:00.000","Electronic","2019-01-03T00:00:00.000","2019-01-03T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4774129)"
"4644010.image","100757651","C4 AMENDED","Amended Form C4, campaign summary report","AFFOHC 312","COMMITTEES","AFFORDABLE HOUSING COUNCIL OF THE HBA OF KITSAP CO",,,"BUSINESS","2016","2017-04-29T00:00:00.000","2017-04-29T00:00:00.000","Electronic","2016-07-26T00:00:00.000","2016-08-31T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4644010)"
"4600359.image","100719875","C3","Form C3, campaign cash receipts","KITTDC 926","COMMITTEES","KITTITAS CO DEMO CENT COMM NON EXEMPT",,,"DEMOCRATIC BONA FIDE","2016","2016-09-11T00:00:00.000","2016-09-11T00:00:00.000","Electronic","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4600359)"
"4644167.image","100757773","C3","Form C3, campaign cash receipts","SKAGRP 273","COMMITTEES","SKAGIT CO REPUB PARTY NON EXEMPT",,,"REPUBLICAN BONA FIDE","2017","2017-05-01T00:00:00.000","2017-05-01T00:00:00.000","Electronic","2017-05-01T00:00:00.000","2017-05-01T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4644167)"
"3887867.image","100586038","C3","Form C3, campaign cash receipts","WHATDC 227","COMMITTEES","WHATCOM CO DEMO CENT COMM NON EXEMPT",,,"DEMOCRATIC BONA FIDE","2014","2014-06-23T00:00:00.000","2014-06-23T00:00:00.000","Electronic","2014-06-17T00:00:00.000","2014-06-17T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3887867)"
"4615658.image","100733843","C3 AMENDED","Amended Form C3, campaign cash receipts","27THDD 403","COMMITTEES","27TH DIST DEMO ORG VICTORY FUND",,,"DEMOCRATIC BONA FIDE","2016","2016-11-04T00:00:00.000","2016-11-04T00:00:00.000","Electronic","2016-09-16T00:00:00.000","2016-09-16T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4615658)"
"4706219.image","100821308","C3","Form C3, campaign cash receipts","WASHSI 501","COMMITTEES","WA SELF INSURERS ASSN LEG FUND",,,"BUSINESS","2018","2018-03-13T00:00:00.000","2018-03-13T00:00:00.000","Electronic","2018-02-01T00:00:00.000","2018-02-01T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4706219)"
"4603129.image","100722438","C3","Form C3, campaign cash receipts","44THLD 082","COMMITTEES","44TH LEG DIST DEMO NON EXEMPT",,,"DEMOCRATIC BONA FIDE","2016","2016-09-25T00:00:00.000","2016-09-25T00:00:00.000","Electronic","2016-09-01T00:00:00.000","2016-09-01T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4603129)"
"4852641.image","100949400","C3","Form C3, campaign cash receipts","WASTDCn104","COMMITTEES","WA ST DEMO CENT COMM NON EXEMPT",,,"DEMOCRATIC BONA FIDE","2019","2019-12-10T00:00:00.000","2019-12-10T00:00:00.000","Electronic","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4852641)"
"4740435.image","100847265","C3","Form C3, campaign cash receipts","WASHAH 507","COMMITTEES","WA AFFORDABLE HOUSING COUNCIL",,,"BUSINESS","2018","2018-07-27T00:00:00.000","2018-07-27T00:00:00.000","Electronic","2018-07-26T00:00:00.000","2018-07-26T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4740435)"
