"id","report_number","origin","document_description","filer_id","type","filer_name","office","legislative_district","party","election_year","receipt_date","processed_date","filing_method","report_from","report_to","url"
"110109778.image","110109778","C4 AMENDED","Amended Form C4, campaign summary report","BOWLI  312","STATE LEGISLATIVE","Irene Bowling (IRENE BOWLING)","STATE SENATOR"," 35","DEMOCRATIC","2018","2022-09-02T00:00:00.000","2022-09-02T00:00:00.000","Electronic","2021-11-01T00:00:00.000","2021-11-30T00:00:00.000","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-report/110109778"
"110110891.image","110110891","C3 AMENDED","Amended Form C3, campaign cash receipts","PETEM  584","LOCAL CANDIDATES","Melody Peterson (MELODY PETERSON)","COUNTY ASSESSOR","","DEMOCRATIC","2018","2022-09-07T00:00:00.000","2022-09-07T00:00:00.000","Electronic","2018-07-17T00:00:00.000","2018-07-17T00:00:00.000","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-report/110110891"
"110110893.image","110110893","C3 AMENDED","Amended Form C3, campaign cash receipts","PETEM  584","LOCAL CANDIDATES","Melody Peterson (MELODY PETERSON)","COUNTY ASSESSOR","","DEMOCRATIC","2018","2022-09-07T00:00:00.000","2022-09-07T00:00:00.000","Electronic","2018-09-23T00:00:00.000","2018-09-23T00:00:00.000","https://apollo.pdc.wa.gov/public/registrations/campaign-finance-report/110110893"
"4800356.image","100900695","C3","Form C3, campaign cash receipts","LEWIA  119","LOCAL CANDIDATES","LEWIS ANDREW J","CITY COUNCIL MEMBER",,"NON PARTISAN","2019","2019-05-02T00:00:00.000","2019-05-02T00:00:00.000","Electronic","2019-04-22T00:00:00.000","2019-04-22T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4800356)"
"4753050.image","100859052","C3","Form C3, campaign cash receipts","SALOJ  227","STATE LEGISLATIVE","SALOMON JESSE M","STATE SENATOR","32","DEMOCRAT","2018","2018-09-16T00:00:00.000","2018-09-16T00:00:00.000","Electronic","2018-09-12T00:00:00.000","2018-09-12T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4753050)"
"4635049.image","100753586","C3","Form C3, campaign cash receipts","GHASM  074","LOCAL CANDIDATES","GHASSEMIEH MINAL K","CITY COUNCIL MEMBER",,"NON PARTISAN","2017","2017-03-29T00:00:00.000","2017-03-29T00:00:00.000","Electronic","2017-03-16T00:00:00.000","2017-03-16T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4635049)"
"3404382.image","PDC-000000052441","C1","Form C1, candidate registration","BLETJ  225","LOCAL CANDIDATES","BLETHEN JOHN H","SCHOOL DIRECTOR",,"NON PARTISAN","2013","2013-06-20T00:00:00.000","2013-06-20T00:00:00.000","Other",,,"View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3404382)"
"4681974.image","100795053","C3","Form C3, campaign cash receipts","THAIM  006","LOCAL CANDIDATES","THAI MY-LINH T","SCHOOL DIRECTOR",,"NON PARTISAN","2017","2017-10-22T00:00:00.000","2017-10-22T00:00:00.000","Electronic","2017-10-05T00:00:00.000","2017-10-05T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4681974)"
"4764276.image","100869829","C3","Form C3, campaign cash receipts","CHRIL  208","LOCAL CANDIDATES","CHRISTIAN LEONARD G","COUNTY ASSESSOR",,"REPUBLICAN","2018","2018-10-29T00:00:00.000","2018-10-29T00:00:00.000","Electronic","2018-10-29T00:00:00.000","2018-10-29T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4764276)"
"3782444.image","100574812","C3","Form C3, campaign cash receipts","KNEZO  001","LOCAL CANDIDATES","KNEZOVICH OZZIE D","COUNTY SHERIFF",,"REPUBLICAN","2014","2014-04-13T00:00:00.000","2014-04-13T00:00:00.000","Electronic","2014-04-14T00:00:00.000","2014-04-14T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3782444)"
"3871140.image","100584439","C4 AMENDED","Amended Form C4, campaign summary report","BONNF  118","JUDICIAL","BONNER FRED","MUNICIPAL COURT JUDGE",,"NON PARTISAN","2014","2014-06-10T00:00:00.000","2014-06-10T00:00:00.000","Electronic","2014-03-01T00:00:00.000","2014-03-31T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3871140)"
"4655824.image","100770355","C3","Form C3, campaign cash receipts","BROSG  199","LOCAL CANDIDATES","BROSE GARY E","MAYOR",,"NONE","2017","2017-06-19T00:00:00.000","2017-06-19T00:00:00.000","Electronic","2017-06-13T00:00:00.000","2017-06-13T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4655824)"
"4093083.image","100607142","C3","Form C3, campaign cash receipts","YOUNJ  335","STATE LEGISLATIVE","YOUNG JESSE L","STATE REPRESENTATIVE","26","REPUBLICAN","2014","2014-10-13T00:00:00.000","2014-10-13T00:00:00.000","Electronic","2014-10-06T00:00:00.000","2014-10-06T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4093083)"
"3543940.image","100545505","C3","Form C3, campaign cash receipts","TURLW  684","LOCAL CANDIDATES","TURLAY WILLIAM E","MAYOR",,"NON PARTISAN","2013","2013-10-01T00:00:00.000","2013-10-01T00:00:00.000","Electronic","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3543940)"
"4647739.image","100761139","C1","Form C1, candidate registration","CHRIJ  335","LOCAL CANDIDATES","CHRISTIAN JOHN D","CITY COUNCIL MEMBER",,"NON PARTISAN","2017","2017-05-17T00:00:00.000","2017-05-17T00:00:00.000","Electronic",,,"View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4647739)"
"4676551.image","100789752","C3","Form C3, campaign cash receipts","JOHAM  102","LOCAL CANDIDATES","JOHANKNECHT MITZI G","COUNTY SHERIFF",,"NON PARTISAN","2017","2017-10-02T00:00:00.000","2017-10-02T00:00:00.000","Electronic","2017-09-25T00:00:00.000","2017-09-25T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4676551)"
"3902682.image","100587571","C3","Form C3, campaign cash receipts","KNEZO  001","LOCAL CANDIDATES","KNEZOVICH OZZIE D","COUNTY SHERIFF",,"REPUBLICAN","2014","2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","Electronic","2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3902682)"
"4669558.image","100783011","C3","Form C3, campaign cash receipts","CONSJ  072","LOCAL CANDIDATES","CONSTANTINE JAMES DOW","COUNTY EXECUTIVE",,"NON PARTISAN","2017","2017-08-21T00:00:00.000","2017-08-21T00:00:00.000","Electronic","2017-08-17T00:00:00.000","2017-08-17T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4669558)"
"4673550.image","100786964","C3","Form C3, campaign cash receipts","FRAMN  111","STATE LEGISLATIVE","FRAME NOEL C","STATE REPRESENTATIVE","36","DEMOCRAT","2018","2017-09-11T00:00:00.000","2017-09-11T00:00:00.000","Electronic","2017-08-28T00:00:00.000","2017-08-28T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4673550)"
"4778083.image","100882573","C3 AMENDED","Amended Form C3, campaign cash receipts","BENTS  672","STATE LEGISLATIVE","BENTLEY-FEINBERG SASHA ROSE L","STATE REPRESENTATIVE","14","DEMOCRAT","2018","2019-01-30T00:00:00.000","2019-01-30T00:00:00.000","Electronic","2018-06-05T00:00:00.000","2018-06-05T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4778083)"
"4532856.image","100667134","C4 AMENDED","Amended Form C4, campaign summary report","BROWS  541","JUDICIAL","BROWN STEPHEN E","SUPERIOR COURT JUDGE",,"NON PARTISAN","2015","2015-11-04T00:00:00.000","2015-11-04T00:00:00.000","Electronic","2015-10-13T00:00:00.000","2015-10-26T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4532856)"
"4560523.image","100688834","C1","Form C1, candidate registration","BERGC  801","LOCAL CANDIDATES","BERGREN CARNAN L","PUBLIC UTILITY COMMISSIONER",,"NON PARTISAN","2016","2016-04-06T00:00:00.000","2016-04-06T00:00:00.000","Electronic",,,"View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4560523)"
"4584844.image","100706222","C3","Form C3, campaign cash receipts","HIGGR  352","STATE EXECUTIVE","HIGGINS RONALD L","SUPERINTENDENT OF PUBLIC INSTRUCTION",,"NON PARTISAN","2016","2016-07-09T00:00:00.000","2016-07-09T00:00:00.000","Electronic","2016-07-08T00:00:00.000","2016-07-08T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4584844)"
"4695599.image","100807922","C3","Form C3, campaign cash receipts","KILDC  466","STATE LEGISLATIVE","KILDUFF CHRISTINE J","STATE REPRESENTATIVE","28","DEMOCRAT","2018","2018-01-10T00:00:00.000","2018-01-10T00:00:00.000","Electronic","2017-12-04T00:00:00.000","2017-12-04T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4695599)"
"4721000.image","100829030","C3","Form C3, campaign cash receipts","ARAGS  501","STATE LEGISLATIVE","ARAGON SOFIA A","STATE SENATOR","34","DEMOCRAT","2018","2018-05-09T00:00:00.000","2018-05-09T00:00:00.000","Electronic","2018-05-09T00:00:00.000","2018-05-09T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4721000)"
"3403707.image","100531495","C3","Form C3, campaign cash receipts","STOBT  660","LOCAL CANDIDATES","STOBER TY","CITY COUNCIL MEMBER",,"NON PARTISAN","2013","2013-06-19T00:00:00.000","2013-06-19T00:00:00.000","Electronic","2013-06-14T00:00:00.000","2013-06-14T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3403707)"
"4809748.image","100909375","C3","Form C3, campaign cash receipts","STOBT  660","LOCAL CANDIDATES","STOBER TY (TY STOBER)","CITY COUNCIL MEMBER",,,"2019","2019-06-10T00:00:00.000","2019-06-10T00:00:00.000","Electronic","2019-05-06T00:00:00.000","2019-05-06T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4809748)"
"4595287.image","100715322","C3","Form C3, campaign cash receipts","RICHD  498","LOCAL CANDIDATES","RICHARDSON DOUGLAS G","COUNTY COUNCIL MEMBER",,"REPUBLICAN","2016","2016-08-10T00:00:00.000","2016-08-10T00:00:00.000","Electronic","2016-08-10T00:00:00.000","2016-08-10T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4595287)"
"3841210.image","100581376","C3","Form C3, campaign cash receipts","COLLK  358","LOCAL CANDIDATES","COLLINS KENNETH R","PUBLIC UTILITY COMMISSIONER",,"NON PARTISAN","2014","2014-06-02T00:00:00.000","2014-06-02T00:00:00.000","Electronic","2014-05-05T00:00:00.000","2014-05-05T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=3841210)"
"4462457.image","100643895","C3","Form C3, campaign cash receipts","MADDM  102","LOCAL CANDIDATES","MADDUX MICHAEL J","CITY COUNCIL MEMBER",,"DEMOCRAT","2015","2015-06-17T00:00:00.000","2015-06-17T00:00:00.000","Electronic","2015-06-15T00:00:00.000","2015-06-15T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4462457)"
"4576687.image","100699102","C3","Form C3, campaign cash receipts","BURRJ  336","JUDICIAL","BURROWES JOSEPH M","SUPERIOR COURT JUDGE",,"NON PARTISAN","2016","2016-06-06T00:00:00.000","2016-06-06T00:00:00.000","Electronic","2016-05-18T00:00:00.000","2016-05-18T00:00:00.000","View document (https://web.pdc.wa.gov/rptimg/default.aspx?docid=4576687)"
