"fiscal_year","region","country","supports_digital_finance"
"2016","Africa","Angola",
"2016","Africa","Benin",
"2016","Africa","Botswana",
"2016","Africa","Burkina Faso",
"2016","Africa","Burundi",
"2016","Africa","Cote d'Ivoire",
"2016","Africa","Djibouti",
"2016","Africa","DROC",
"2016","Africa","EA Regional","1"
"2016","Africa","Ethiopia","1"
"2016","Africa","Ghana","1"
"2016","Africa","Guinea",
"2016","Africa","Kenya","1"
"2016","Africa","Liberia","1"
"2016","Africa","Madagascar",
"2016","Africa","Malawi","1"
"2016","Africa","Mali",
"2016","Africa","Mozambique","1"
"2016","Africa","Namibia",
"2016","Africa","Niger",
"2016","Africa","Nigeria","1"
"2016","Africa","Rwanda","1"
"2016","Africa","Senegal","1"
"2016","Africa","South Africa",
"2016","Africa","South Sudan",
"2016","Africa","Sudan",
"2016","Africa","Tanzania","1"
"2016","Africa","Uganda","1"
"2016","Africa","WARP","1"
"2016","Africa","Zambia","1"
"2016","Africa","Zimbabwe","1"
"2016","Asia","Bangladesh","1"
"2016","Asia","Burma",
"2016","Asia","Cambodia",
"2016","Asia","CAR",
"2016","Asia","India","1"
"2016","Asia","Indonesia",
"2016","Asia","Kyrgyzstan",
"2016","Asia","Mongolia",
"2016","Asia","Nepal",
"2016","Asia","Philippines","1"
"2016","Asia","RDMA",
"2016","Asia","Sri Lanka",
"2016","Asia","Timor-Leste",
"2016","Asia","Vietnam",
"2016","Europe and Eurasia","Albania",
"2016","Europe and Eurasia","Armenia",
"2016","Europe and Eurasia","Azerbaijan",
"2016","Europe and Eurasia","Belarus",
"2016","Europe and Eurasia","Bosnia","1"
"2016","Europe and Eurasia","Georgia",
"2016","Europe and Eurasia","Kosovo",
"2016","Europe and Eurasia","Macedonia",
"2016","Europe and Eurasia","Moldova",
"2016","Europe and Eurasia","Montenegro",
"2016","Europe and Eurasia","Russia",
"2016","Europe and Eurasia","Serbia",
"2016","Europe and Eurasia","Ukraine","1"
"2016","Latin America and Caribbean","Barbados",
"2016","Latin America and Caribbean","Bolivia",
"2016","Latin America and Caribbean","Brazil",
"2016","Latin America and Caribbean","CAM","1"
"2016","Latin America and Caribbean","Colombia","1"
"2016","Latin America and Caribbean","Dominican Republic",
"2016","Latin America and Caribbean","Ecuador",
"2016","Latin America and Caribbean","El Salvador",
"2016","Latin America and Caribbean","Guatemala",
"2016","Latin America and Caribbean","Haiti","1"
"2016","Latin America and Caribbean","Honduras",
"2016","Latin America and Caribbean","Jamaica",
"2016","Latin America and Caribbean","Mexico",
"2016","Latin America and Caribbean","Nicaragua","1"
"2016","Latin America and Caribbean","Paraguay",
"2016","Latin America and Caribbean","Peru","1"
"2016","Latin America and Caribbean","SAR",
"2016","Middle East","Egypt",
"2016","Middle East","Iraq",
"2016","Middle East","Jordan","1"
"2016","Middle East","Lebanon",
"2016","Middle East","Morocco",
"2016","Middle East","Tunisia","1"
"2016","Middle East","West Bank/Gaza",
"2016","Middle East","Yemen",
"2016","Afghanistan and Pakistan","Afghanistan","1"
"2016","Afghanistan and Pakistan","Pakistan",
"2015","Africa","Angola",
"2015","Africa","Benin",
"2015","Africa","Botswana*",
"2015","Africa","Burkina Faso*",
"2015","Africa","Burundi*",
"2015","Africa","Cote d'Ivoire*",
"2015","Africa","Djibouti*",
"2015","Africa","DROC",
"2015","Africa","EA Regional",
"2015","Africa","Ethiopia",
"2015","Africa","Ghana","1"
"2015","Africa","Guinea",
"2015","Africa","Kenya",
"2015","Africa","Liberia","1"
"2015","Africa","Madagascar",
"2015","Africa","Malawi","1"
"2015","Africa","Mali","1"
"2015","Africa","Mozambique","1"
"2015","Africa","Namibia",
"2015","Africa","Niger",
"2015","Africa","Nigeria",
"2015","Africa","Rwanda",
"2015","Africa","Senegal","1"
"2015","Africa","South Africa",
"2015","Africa","South Sudan",
"2015","Africa","Sudan",
"2015","Africa","Tanzania",
"2015","Africa","Uganda",
"2015","Africa","WARP",
"2015","Africa","Zambia",
"2015","Africa","Zimbabwe",
"2015","Asia","Bangladesh","1"
"2015","Asia","Burma",
"2015","Asia","Cambodia",
"2015","Asia","CAR",
"2015","Asia","India","1"
"2015","Asia","Indonesia","1"
"2015","Asia","Kyrgyzstan",
"2015","Asia","Mongolia",
"2015","Asia","Nepal",
"2015","Asia","Philippines","1"
"2015","Asia","RDMA",
"2015","Asia","Sri Lanka",
"2015","Asia","Timor-Leste",
"2015","Asia","Vietnam",
"2015","Europe and Eurasia","Albania","1"
"2015","Europe and Eurasia","Armenia",
"2015","Europe and Eurasia","Azerbaijan",
"2015","Europe and Eurasia","Belarus",
"2015","Europe and Eurasia","Bosnia",
"2015","Europe and Eurasia","Georgia",
"2015","Europe and Eurasia","Kosovo",
"2015","Europe and Eurasia","Macedonia",
"2015","Europe and Eurasia","Moldova",
"2015","Europe and Eurasia","Montenegro",
"2015","Europe and Eurasia","Russia",
"2015","Europe and Eurasia","Serbia",
"2015","Europe and Eurasia","Ukraine",
"2015","Latin America and Caribbean","Barbados",
"2015","Latin America and Caribbean","Bolivia",
"2015","Latin America and Caribbean","Brazil",
"2015","Latin America and Caribbean","CAM",
"2015","Latin America and Caribbean","Colombia","1"
"2015","Latin America and Caribbean","Dominican Republic",
"2015","Latin America and Caribbean","Ecuador",
"2015","Latin America and Caribbean","El Salvador",
"2015","Latin America and Caribbean","Guatemala",
"2015","Latin America and Caribbean","Haiti","1"
"2015","Latin America and Caribbean","Honduras",
"2015","Latin America and Caribbean","Jamaica",
"2015","Latin America and Caribbean","Mexico",
"2015","Latin America and Caribbean","Nicaragua",
"2015","Latin America and Caribbean","Paraguay",
"2015","Latin America and Caribbean","Peru",
"2015","Latin America and Caribbean","SAR",
"2015","Middle East","Egypt",
"2015","Middle East","Iraq",
"2015","Middle East","Jordan",
"2015","Middle East","Lebanon",
"2015","Middle East","Morocco",
"2015","Middle East","West Bank/Gaza",
"2015","Middle East","Yemen",
"2015","Afghanistan and Pakistan","Afghanistan","1"
"2015","Afghanistan and Pakistan","Pakistan",
"2014","Afghanistan and Pakistan","Afghanistan","1"
"2014","Afghanistan and Pakistan","Pakistan",
"2014","Africa","Angola",
"2014","Africa","Benin",
"2014","Africa","Democratic Republic of Congo",
"2014","Africa","East Africa Regional",
"2014","Africa","Ethiopia",
"2014","Africa","Ghana",
"2014","Africa","Guinea",
"2014","Africa","Kenya",
"2014","Africa","Liberia","1"
"2014","Africa","Madagascar",
"2014","Africa","Malawi","1"
"2014","Africa","Mali",
"2014","Africa","Mozambique","1"
"2014","Africa","Namibia",
"2014","Africa","Nigeria",
"2014","Africa","Rwanda",
"2014","Africa","Senegal",
"2014","Africa","South Africa",
"2014","Africa","Southern Africa",
"2014","Africa","South Sudan",
"2014","Africa","Sudan",
"2014","Africa","Tanzania",
"2014","Africa","Uganda",
"2014","Africa","West Africa Regional Program",
