"country","survey","stratum","urbrur","zoi","pbs_id","hh_wt","c01a","c01b","c02","c03","c04","c05","c06_unit","c06_time","c07","c08","c09","c10","c11","c12","age","sex","modgflg","modhflg","modiflg","notmember","agecat","educat","literate","attendschool","achieveprimary","today","idcode","cluster"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","self","44","true",,,"true","false","true","false","secondary 1 to 4/o-level","can read and write","44","female","individual has module g record","individual is missing module h record","ineligible for module i","member of household","40 to 44","completed primary","true","false","true","2015-05-25T00:00:00.000","2","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","son/daughter","24","false","days","4.0","true","false","true","true","secondary 1 to 4/o-level","can read and write","24","female","ineligible for module g","individual is missing module h record","ineligible for module i","member of household","20 to 24","completed primary","true","true","true","2015-05-25T00:00:00.000","3","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","son/daughter","23","false","weeks","2.0","true","false","true","true","secondary 1 to 4/o-level","can read and write","23","female","ineligible for module g","individual is missing module h record","ineligible for module i","member of household","20 to 24","completed primary","true","true","true","2015-05-25T00:00:00.000","4","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","son/daughter","19","false","months","2.0","true","false","true","true","tertiary after o-level","can read and write","19","female","ineligible for module g","individual is missing module h record","ineligible for module i","member of household","15 to 19","completed secondary or more","true","true","true","2015-05-25T00:00:00.000","5","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","son/daughter","16","false","months","2.0","true","false","true","true","primary level 4 to 8","can read and write","16","female","ineligible for module g","individual is missing module h record","ineligible for module i","member of household","15 to 19","completed primary","true","true","true","2015-05-25T00:00:00.000","6","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","other relative","14","true",,,"false","false","true","true","less than primary/no school","can read and write","14","female","ineligible for module g","ineligible for module h","ineligible for module i","member of household","10 to 14","no education","true","true","false","2015-05-25T00:00:00.000","7","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","male","son/daughter","2","false","days","4.0","false","true",,,,,"2","male","ineligible for module g","ineligible for module h","child (aged 0-4) is missing module i record","member of household","0 to 4",,,,,"2015-05-25T00:00:00.000","8","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","582.8126819127","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","other relative","19","false","months","2.0","true","false","true","true","primary level 4 to 8","can read and write","19","female","ineligible for module g","individual is missing module h record","ineligible for module i","member of household","15 to 19","completed primary","true","true","true","2015-05-25T00:00:00.000","9","30"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","235.1061884669","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","female","self","24","true",,,"true","false","false",,,"cannot read or write","24","female","individual has module g record","individual has module h record","ineligible for module i","member of household","20 to 24","no education","false","false","false","2015-05-22T00:00:00.000","2","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","235.1061884669","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","male","spouse/partner","32","true",,,"false","false","false",,,"cannot read or write","32","male","ineligible for module g","ineligible for module h","ineligible for module i","member of household","30 to 34","no education","false","false","false","2015-05-22T00:00:00.000","3","68"
