"pbs_id","hm_id","outcome","educat","marital_status","ed_highest","hh_ethgroup","hh_ethnicity","agegrp15p","a02","a03","a04","a05","a06","c02","c03","c04","c05","c06","c07","c08","c09","c10a","c10b","today"
"1","1","COMPLETE","class 6-10","Married","class 6-10","hill","brahmin","30-44","49","10","29","arghakhachi","western region","male","self","33","married","can read & write","true","class 6-10","brahmin",,"hill","19MAR2016"
"1","2","COMPLETE","class 4-5","Married","class 6-10","hill","brahmin","30-44","49","10","29","arghakhachi","western region","female","spouse/partner","31","married","can read & write","true","class 4-5","brahmin",,"hill","19MAR2016"
"1","3","COMPLETE",,,"class 6-10","hill","brahmin",,"49","10","29","arghakhachi","western region","male","son/daughter","13",,,,,,,,"19MAR2016"
"1","4","COMPLETE",,,"class 6-10","hill","brahmin",,"49","10","29","arghakhachi","western region","male","son/daughter","12",,,,,,,,"19MAR2016"
"2","1","COMPLETE","class 6-10","Married","class 6-10","hill","brahmin","30-44","25","3","10","arghakhachi","western region","male","self","30","married","can read & write","true","class 6-10","brahmin",,"hill","19MAR2016"
"2","2","COMPLETE","<class 4","Widowed","class 6-10","hill","brahmin","45-60","25","3","10","arghakhachi","western region","female","mother/father","59","widowed","can sign (write) only","false",,"brahmin",,"hill","19MAR2016"
"2","3","COMPLETE","class 6-10","Married","class 6-10","hill","brahmin","15-29","25","3","10","arghakhachi","western region","female","spouse/partner","26","married","can read & write","true","class 6-10","brahmin",,"hill","19MAR2016"
"2","4","COMPLETE",,,"class 6-10","hill","brahmin",,"25","3","10","arghakhachi","western region","male","son/daughter","9",,,,,,,,"19MAR2016"
"2","5","COMPLETE",,,"class 6-10","hill","brahmin",,"25","3","10","arghakhachi","western region","female","son/daughter","6",,,,,,,,"19MAR2016"
"3","1","COMPLETE","class 6-10","Married","class 6-10","hill","brahmin","30-44","48","10","19","arghakhachi","western region","male","self","34","married","can read & write","true","class 6-10","brahmin",,"hill","21APR2016"
"3","2","COMPLETE","class 6-10","Married","class 6-10","hill","brahmin","15-29","48","10","19","arghakhachi","western region","female","spouse/partner","28","married","can read & write","true","class 6-10","brahmin",,"hill","21APR2016"
"3","3","COMPLETE",,,"class 6-10","hill","brahmin",,"48","10","19","arghakhachi","western region","male","son/daughter","12",,,,,,,,"21APR2016"
"3","4","COMPLETE",,,"class 6-10","hill","brahmin",,"48","10","19","arghakhachi","western region","female","son/daughter","7",,,,,,,,"21APR2016"
