"country","survey","stratum","urbrur","zoi","pbs_id","e101","e102","e103a","e103b","e104a","e104b","e105","e106a","e106b","e106c","e107a","e107b","e107c","dailyfood","dailyfood_r","dropflag","imp_flag","cluster","exp_class"
"Mozambique","Interim ZOI Survey 2015","52","rural","data collected by westat","2","green maize","true","5","piece","5","piece","25","0","non-response/na",,"0","non-response/na",".","3.5714285714","3.5714285714","not to be dropped","imputed","14","food"
"Mozambique","Interim ZOI Survey 2015","52","rural","data collected by westat","2","soyabean flour","true","1","pail (small)","0","non-response/na",,"1","pail (small)","150","0","non-response/na",".","2.1428571429","2.1428571429","can be dropped","imputed","14","food"
"Mozambique","Interim ZOI Survey 2015","52","rural","data collected by westat","2","cooking oil","true","5","litre","5","litre","250","0","non-response/na",,"0","non-response/na",".","4.2857142857","4.3602209389","not to be dropped","imputed","14","food"
"Mozambique","Interim ZOI Survey 2015","52","rural","data collected by westat","2","salt","true","1","12.5 kg. bag","5","kilogramme","125","0","non-response/na",,"0","non-response/na",".","17.8571428571","18.1675872454","not to be dropped","imputed","14","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","4","rice","true","3","kilogramme","3","kilogramme","105","0","non-response/na",,"0","non-response/na",".","1.7857142857","1.8833961205","not to be dropped","imputed","37","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","4","bean, white","true","2","kilogramme","2","kilogramme","60","0","non-response/na",,"0","non-response/na",".","0.9523809524","0.9523809524","not to be dropped","imputed","37","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","4","dried fish","true","7","heap","7","heap","140","0","non-response/na",,"0","non-response/na",".","0.7142857143","0.7533584482","not to be dropped","imputed","37","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","4","cooking oil","true","2","330 ml bottle","2","330 ml bottle","50","0","non-response/na",,"0","non-response/na",".","0.7142857143","0.7533584482","not to be dropped","imputed","37","food"
"Mozambique","Interim ZOI Survey 2015","41","urban","data collected by westat","7","green maize","true","6","piece","6","piece","30","0","non-response/na",,"0","non-response/na",".","4.2857142857","4.2857142857","not to be dropped","imputed","1","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","14","groundnut","true","1","bucket","1","bucket","200","0","non-response/na",,"0","non-response/na",".","1.4285714286","1.3778541845","not to be dropped","imputed","21","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","15","irish potato","true","1","kilogramme","1","kilogramme","60","0","non-response/na",,"0","non-response/na",".","8.5714285714","8.5714285714","not to be dropped","imputed","9","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","15","dried fish","true","36","piece","36","piece","180","0","non-response/na",,"0","non-response/na",".","25.7142857143","26.022218626","not to be dropped","imputed","9","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","18","cassava flour","true",,"don't know","0","non-response/na",,"25","kilogramme",,"0","non-response/na",".","9","9.2663395434","not to be dropped","imputed","35","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","22","onion, fresh or processed","true","2","heap","2","heap","10","0","non-response/na",,"0","non-response/na",".","0.2571428571","0.2577729147","not to be dropped","imputed","21","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","22","okra, fresh or processed","true","1","heap","1","heap","10","0","non-response/na",,"0","non-response/na",".","1.4285714286","1.4285714286","not to be dropped","imputed","21","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","22","sugar","true","2","kilogramme","2","kilogramme","100","0","non-response/na",,"0","non-response/na",".","0.5952380952","0.5966965617","not to be dropped","imputed","21","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","22","traditional beer","true","1","litre","0","non-response/na",,"0","non-response/na",,"0","non-response/na",".","2.8571428571","2.8571428571","not to be dropped","imputed","21","alcohol"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","25","cooking oil","true","1","litre","1","litre","75","0","non-response/na",,"0","non-response/na",".","10.7142857143","11.8975196348","not to be dropped","imputed","7","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","26","fresh fish","true","1","heap","1","heap","100","0","non-response/na",,"0","non-response/na",".","2","1.8232272699","not to be dropped","imputed","41","food"
"Mozambique","Interim ZOI Survey 2015","62","rural","data collected by westat","27","cassava leaves, fresh or processed","true",,"heap","0","non-response/na",,,"heap",,"0","non-response/na",".","1.1428571429","1.1245647931","not to be dropped","imputed","38","food"
"Mozambique","Interim ZOI Survey 2015","31","urban","data collected by westat","29","salt","true","1","cup","1","cup","20","0","non-response/na",,"0","non-response/na",".","2.8571428571","3.1130268694","not to be dropped","imputed","18","food"
"Mozambique","Interim ZOI Survey 2015","62","rural","data collected by westat","31","white sweet potato","true","5","heap","0","non-response/na",,"5","heap","50","0","non-response/na",".","0.9523809524","0.8762251166","not to be dropped","imputed","12","food"
"Mozambique","Interim ZOI Survey 2015","62","rural","data collected by westat","31","chinese cabbage, fresh or processed","true","2","piece","0","non-response/na",,"2","piece","10","0","non-response/na",".","0.2614795918","0.2614795918","not to be dropped","imputed","12","food"
"Mozambique","Interim ZOI Survey 2015","62","rural","data collected by westat","32","bean, brown","true","1","kilogramme","1","kilogramme","25","0","non-response/na",,"0","non-response/na",".","1.2551020408","1.3206072966","not to be dropped","imputed","31","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","37","salt","true","12","piece","12","piece","5","0","non-response/na",,"0","non-response/na",".","0.5714285714","0.6015963948","not to be dropped","imputed","26","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","39","cowpea","true","10","cup","0","non-response/na",,"10","cup","15","0","non-response/na",".","8.5714285714","8.2846288926","not to be dropped","imputed","22","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","40","dried fish","true","14","heap","14","heap","140","0","non-response/na",,"0","non-response/na",".","20","19.5431578091","not to be dropped","imputed","2","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","43","salt","true","1","12.5 kg. bag","1","sachet/tube","150","0","non-response/na",,"0","non-response/na",".","0.2857142857","0.4032339152","not to be dropped","imputed","24","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","46","cassava leaves, fresh or processed","true","7","heap","0","non-response/na",,"0","non-response/na",,"7","heap","don't know","0.4285714286","0.4528036758","not to be dropped","imputed","6","food"
"Mozambique","Interim ZOI Survey 2015","62","rural","data collected by westat","47","banana","true","112","piece","40","piece","30","72","piece","54","0","non-response/na",".","12","14.13831743","not to be dropped","imputed","19","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","49","tomato, fresh or processed","true","20","piece","0","non-response/na",,"0","non-response/na",,"20","piece","30","14.2857142857","13.9308527645","not to be dropped","imputed","13","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","53","biscuits","true","5","sachet/tube","5","sachet/tube","45","0","non-response/na",,"0","non-response/na",".","6.4285714286","6.4285714286","not to be dropped","imputed","32","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","59","maize  (normal flour)","true","42","cup","42","cup","420","0","non-response/na",,"0","non-response/na",".","60","48.4288923506","not to be dropped","imputed","41","food"
"Mozambique","Interim ZOI Survey 2015","52","rural","data collected by westat","62","sugar","true","2","kilogramme","2","kilogramme","120","0","non-response/na",,"0","non-response/na",".","17.1428571429","17.6711236356","not to be dropped","imputed","14","food"
"Mozambique","Interim ZOI Survey 2015","62","rural","data collected by westat","64","potato crisps","true","1","heap","0","non-response/na",,"0","non-response/na",,"0","non-response/na",".","2.6785714286","2.6785714286","can be dropped","imputed","12","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","67","salt","true","2","cup","23","cup","10","0","non-response/na",,"0","non-response/na",".","0.7142857143","0.751351298","not to be dropped","imputed","7","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","69","cassava leaves, fresh or processed","true","14","heap","0","non-response/na",,"7","heap","15","7","heap","15","15","13.4091828434","not to be dropped","imputed","9","food"
"Mozambique","Interim ZOI Survey 2015","52","rural","data collected by westat","74","salt","true","0.25","cup","0.25","cup","10","0","non-response/na",,"0","non-response/na",".","0.1785714286","0.2301492837","not to be dropped","imputed","34","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","77","salt","true","1","12.5 kg. bag","2","sachet/tube","120","0","non-response/na",,"0","non-response/na",".","17.1428571429","17.678847737","not to be dropped","imputed","24","food"
"Mozambique","Interim ZOI Survey 2015","42","rural","data collected by westat","81","coconuts","true","1","don't know","1","don't know","10","0","non-response/na",,"0","non-response/na",".","2.8571428571","2.8571428571","not to be dropped","imputed","2","food"
"Mozambique","Interim ZOI Survey 2015","32","rural","data collected by westat","83","mango","true","1","heap","0","non-response/na",,"0","non-response/na",,"0","non-response/na",".","0.7142857143","0.7679184031","not to be dropped","imputed","37","food"
