"pbs_id","hh_size","id_code","a05","a06","a11","c02","c03","c03_hm1","c03_hm2_plus","c05","c06","c07","c09","c11","age","hh_weight","fpc","treatment"
"3347","2","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","can read and write","no","secondary or above","no","17 to 34","1.5","0.88043478260869","control"
"3347","2","2","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","2 to 4","1.5","0.88043478260869","control"
"1091","4","1","chitseme","lilongwe south","2","male","1","primary respondent",".","no","can read and write","no","secondary or above","yes","35 to 59","1.5","0.88043478260869","control"
"1091","4","2","chitseme","lilongwe south","2","female","2",".","spouse/partner","yes","cannot read and write","no","less than p1","yes","17 to 34","1.5","0.88043478260869","control"
"1091","4","3","chitseme","lilongwe south","2","male","3",".","son/daughter","no",".",".",".","yes","2 to 4","1.5","0.88043478260869","control"
"1091","4","4","chitseme","lilongwe south","2","female","3",".","son/daughter","NA",".",".",".","yes","0 to 1","1.5","0.88043478260869","control"
"1923","6","1","chitseme","lilongwe south","1","male","1","primary respondent",".","no","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"1923","6","2","chitseme","lilongwe south","1","female","2",".","spouse/partner","yes","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"1923","6","3","chitseme","lilongwe south","1","female","3",".","son/daughter","no","cannot read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"1923","6","4","chitseme","lilongwe south","1","male","3",".","son/daughter","no","cannot read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"1923","6","5","chitseme","lilongwe south","1","female","3",".","son/daughter","no",".","yes",".","no","2 to 4","1","0.88043478260869","control"
"1923","6","6","chitseme","lilongwe south","1","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"559","3","1","chitseme","lilongwe south","2","male","1","primary respondent",".","no","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"559","3","2","chitseme","lilongwe south","2","female","2",".","spouse/partner","yes","cannot read and write","no","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"559","3","3","chitseme","lilongwe south","2","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"446","3","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","cannot read and write","no","standard 1-4","yes","17 to 34","1","0.88043478260869","control"
"446","3","2","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","2 to 4","1","0.88043478260869","control"
"446","3","3","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"547","3","1","chitseme","lilongwe south","2","male","1","primary respondent",".","no","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"547","3","2","chitseme","lilongwe south","2","female","2",".","spouse/partner","yes","can read and write","no","standard 5-8","yes","17 to 34","1","0.88043478260869","control"
"547","3","3","chitseme","lilongwe south","2","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"2964","6","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","can read and write","yes","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"2964","6","2","chitseme","lilongwe south","1","male","2",".","spouse/partner","no","cannot read and write","no","less than p1","no","17 to 34","1","0.88043478260869","control"
"2964","6","3","chitseme","lilongwe south","1","male","8",".","other relative","no","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"2964","6","4","chitseme","lilongwe south","1","male","3",".","son/daughter","no","cannot read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"2964","6","5","chitseme","lilongwe south","1","female","3",".","son/daughter","no",".","yes",".","no","2 to 4","1","0.88043478260869","control"
"2964","6","6","chitseme","lilongwe south","1","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"2537","6","1","chitseme","lilongwe south","1","male","1","primary respondent",".","no","can read and write","no","less than p1","no","35 to 59","1","0.88043478260869","control"
"2537","6","2","chitseme","lilongwe south","1","female","2",".","spouse/partner","yes","can read and write","no","standard 1-4","no","17 to 34","1","0.88043478260869","control"
"2537","6","3","chitseme","lilongwe south","1","male","3",".","son/daughter","no","can read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"2537","6","4","chitseme","lilongwe south","1","female","3",".","son/daughter","no","can read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"2537","6","5","chitseme","lilongwe south","1","female","3",".","son/daughter","no","cannot read and write","no","less than p1","no","5 to 16","1","0.88043478260869","control"
"2537","6","6","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","2 to 4","1","0.88043478260869","control"
"200","5","1","chitseme","lilongwe south","1","male","1","primary respondent",".","no","can read and write","no","standard 5-8","yes","17 to 34","1","0.88043478260869","control"
"200","5","2","chitseme","lilongwe south","1","female","2",".","spouse/partner","yes","can read and write","no","standard 1-4","yes","17 to 34","1","0.88043478260869","control"
"200","5","3","chitseme","lilongwe south","1","female","3",".","son/daughter","no",".","yes",".","no","2 to 4","1","0.88043478260869","control"
"200","5","4","chitseme","lilongwe south","1","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"200","5","5","chitseme","lilongwe south","1","female",,".",".","NA",".",".",".",".","2 to 4","1","0.88043478260869","control"
"3524","5","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","cannot read and write","no","less than p1","yes","17 to 34","1","0.88043478260869","control"
"3524","5","2","chitseme","lilongwe south","1","male","2",".","spouse/partner","no","cannot read and write","no","less than p1","no","17 to 34","1","0.88043478260869","control"
"1593","5","5","msitu","mchinji","1","male","3",".","son/daughter","NA",".",".",".",".","2 to 4","1","0.83333333333333","treatment"
"3524","5","3","chitseme","lilongwe south","1","female","3",".","son/daughter","no","cannot read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"3524","5","4","chitseme","lilongwe south","1","female","3",".","son/daughter","no",".","no",".","no","2 to 4","1","0.88043478260869","control"
"3524","5","5","chitseme","lilongwe south","1","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"571","3","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","can sign (write) only","no","standard 1-4","no","17 to 34","1","0.88043478260869","control"
"571","3","2","chitseme","lilongwe south","1","male","2",".","spouse/partner","no","can sign (write) only","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"571","3","3","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"1959","6","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","can read and write","yes","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"1959","6","2","chitseme","lilongwe south","1","male","2",".","spouse/partner","no","can read and write","yes","standard 5-8","no","35 to 59","1","0.88043478260869","control"
"1959","6","3","chitseme","lilongwe south","1","female","3",".","son/daughter","no","can read and write","yes","standard 5-8","no","5 to 16","1","0.88043478260869","control"
"1959","6","4","chitseme","lilongwe south","1","female","3",".","son/daughter","no","can read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"1959","6","5","chitseme","lilongwe south","1","female","3",".","son/daughter","no","can sign (write) only","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"1959","6","6","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","2 to 4","1","0.88043478260869","control"
"2823","4","1","chitseme","lilongwe south","1","male","1","primary respondent",".","no","cannot read and write","yes","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"2823","4","2","chitseme","lilongwe south","1","female","2",".","spouse/partner","yes","can read and write","yes","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"2823","4","3","chitseme","lilongwe south","1","male","3",".","son/daughter","no","cannot read and write","no","less than p1","no","5 to 16","1","0.88043478260869","control"
"2823","4","4","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"3111","3","1","chitseme","lilongwe south","2","male","1","primary respondent",".","no","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"3111","3","2","chitseme","lilongwe south","2","female","2",".","spouse/partner","yes","cannot read and write","no","less than p1","no","17 to 34","1","0.88043478260869","control"
"3111","3","3","chitseme","lilongwe south","2","female","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"2339","6","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","cannot read and write","no","standard 1-4","no","17 to 34","1","0.88043478260869","control"
"2339","6","2","chitseme","lilongwe south","1","male","2",".","spouse/partner","no","cannot read and write","no",".","no","17 to 34","1","0.88043478260869","control"
"2339","6","3","chitseme","lilongwe south","1","female","3",".","son/daughter","no","cannot read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"2339","6","4","chitseme","lilongwe south","1","female","3",".","son/daughter","no","cannot read and write","yes","less than p1","no","5 to 16","1","0.88043478260869","control"
"2339","6","5","chitseme","lilongwe south","1","male","3",".","son/daughter","no",".",".",".",".","2 to 4","1","0.88043478260869","control"
"2339","6","6","chitseme","lilongwe south","1","female","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"325","5","1","chitseme","lilongwe south","2","male","1","primary respondent",".","no","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"325","5","2","chitseme","lilongwe south","2","female","2",".","spouse/partner","yes","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"325","5","3","chitseme","lilongwe south","2","female","3",".","son/daughter","no","cannot read and write","no","less than p1","no","5 to 16","1","0.88043478260869","control"
"325","5","4","chitseme","lilongwe south","2","female","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"325","5","5","chitseme","lilongwe south","2","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"60","6","1","chitseme","lilongwe south","1","female","1","primary respondent",".","yes","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"60","6","2","chitseme","lilongwe south","1","male","2",".","spouse/partner","no","can read and write","no","secondary or above","no","35 to 59","1","0.88043478260869","control"
"60","6","3","chitseme","lilongwe south","1","male","3",".","son/daughter","no","can read and write","yes","standard 5-8","no","5 to 16","1","0.88043478260869","control"
"60","6","4","chitseme","lilongwe south","1","female","3",".","son/daughter","no","can read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"60","6","5","chitseme","lilongwe south","1","female","3",".","son/daughter","no","cannot read and write","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"60","6","6","chitseme","lilongwe south","1","male","3",".","son/daughter","NA",".",".",".",".","0 to 1","1","0.88043478260869","control"
"1851","6","1","chitseme","lilongwe south","1","male","1","primary respondent",".","no","can read and write","no","secondary or above","no","17 to 34","1","0.88043478260869","control"
"1851","6","2","chitseme","lilongwe south","1","female","2",".","spouse/partner","yes","can read and write","no","standard 5-8","no","17 to 34","1","0.88043478260869","control"
"1851","6","3","chitseme","lilongwe south","1","male","3",".","son/daughter","no","can sign (write) only","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
"1851","6","4","chitseme","lilongwe south","1","female","3",".","son/daughter","no","can sign (write) only","yes","standard 1-4","no","5 to 16","1","0.88043478260869","control"
