"country","survey","zoi","cluster","project","pbs_id","subgroup3","strata3","urbrur","ghht","today","s_hh_wt3","c01a","c01b","primedec","c02","c03","c04","c05","c06_unit","c06_time","c07","c08","c09","c10","c11","c12","age","sex","notmember","agecat","educat","literate","attendschool","achieveprimary","idcode"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","183","FTF","10011","true","mchinji ftf","rural","male and female adults","09-21-2015","0.0096470248","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","adult primary decisionmaker","male","self","25","true",,,"false","false","yes","no","primary level 8","can read and write","25","male","member of household","aged 25 to 29","completed primary","true","false","true","1"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","183","FTF","10011","true","mchinji ftf","rural","male and female adults","09-21-2015","0.0096470248","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","adult primary decisionmaker","female","spouse/partner","23","true",,,"true","false","yes","no","primary level 7","can read and write","23","female","member of household","aged 20 to 24","less than primary","true","false","false","2"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","183","FTF","10011","true","mchinji ftf","rural","male and female adults","09-21-2015","0.0096470248","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","female","son/daughter","2","true",,,"false","true",,,,,"2","female","member of household","aged 0 to 4",,,,,"3"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","183","FTF","10011","true","mchinji ftf","rural","male and female adults","09-21-2015","0.0096470248","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","female","son/daughter","1","true",,,"false","true",,,,,"1","female","member of household","aged 0 to 4",,,,,"4"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","223","FTF","10015","true","lilongwe ftf","rural","male adult(s) only","09-29-2015","0.0113116843","yes, primary male decisionmaker exists in household","no primary female decisionmaker in household","adult primary decisionmaker","male","self","25","true",,,"false","false","yes","no","primary level 8","can read and write","25","male","member of household","aged 25 to 29","completed primary","true","false","true","1"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","269","FTF","10037","true","ntcheu ftf","rural","female adult(s) only","09-25-2015","0.0100972479","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","adult primary decisionmaker","female","self","33","true",,,"true","false","yes","no","primary level 4","can read and write","33","female","member of household","aged 30 to 34","less than primary","true","false","false","2"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","269","FTF","10037","true","ntcheu ftf","rural","female adult(s) only","09-25-2015","0.0100972479","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","male","son/daughter","15","true",,,"false","false","yes","yes","primary level 4","can read and write","15","male","member of household","aged 15 to 19","less than primary","true","true","false","3"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","269","FTF","10037","true","ntcheu ftf","rural","female adult(s) only","09-25-2015","0.0100972479","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","female","son/daughter","12","true",,,"false","false","yes","yes","primary level 4","can read and write","12","female","member of household","aged 10 to 14","less than primary","true","true","false","4"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","269","FTF","10037","true","ntcheu ftf","rural","female adult(s) only","09-25-2015","0.0100972479","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","female","son/daughter","8","true",,,"false","false","yes","yes","primary level 2","cannot read or write","8","female","member of household","aged 5 to 9","less than primary","false","true","false","5"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","269","FTF","10037","true","ntcheu ftf","rural","female adult(s) only","09-25-2015","0.0100972479","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","female","son/daughter","6","true",,,"false","false","yes","yes","less than p1 (or no school)","cannot read or write","6","female","member of household","aged 5 to 9","no education","false","true","false","6"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","269","FTF","10037","true","ntcheu ftf","rural","female adult(s) only","09-25-2015","0.0100972479","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","male","son/daughter","1","true",,,"false","true",,,,,"1","male","member of household","aged 0 to 4",,,,,"7"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","158","FTF","10042","true","dedza ftf","rural","male and female adults","09-26-2015","0.0103758772","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","adult primary decisionmaker","female","self","40","true",,,"true","false","yes","no","primary level 1","cannot read or write","40","female","member of household","aged 40 to 44","less than primary","false","false","false","2"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","158","FTF","10042","true","dedza ftf","rural","male and female adults","09-26-2015","0.0103758772","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","male","son/daughter-in-law","20","true",,,"false","false","yes","no","primary level 5","can read and write","20","male","member of household","aged 20 to 24","less than primary","true","false","false","3"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","158","FTF","10042","true","dedza ftf","rural","male and female adults","09-26-2015","0.0103758772","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","male","son/daughter","18","false","days","6.0","false","false","yes","yes","primary level 6","can read and write","18","male","member of household","aged 15 to 19","less than primary","true","true","false","4"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","158","FTF","10042","true","dedza ftf","rural","male and female adults","09-26-2015","0.0103758772","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","male","son/daughter-in-law","15","true",,,"false","false","yes","yes","primary level 6","can read and write","15","male","member of household","aged 15 to 19","less than primary","true","true","false","5"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","158","FTF","10042","true","dedza ftf","rural","male and female adults","09-26-2015","0.0103758772","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","male","son/daughter","10","true",,,"false","false","yes","yes","primary level 1","can sign (write) only","10","male","member of household","aged 10 to 14","less than primary","false","true","false","6"
"Malawi","2015 Interim Feed the Future survey","data collected by westat","158","FTF","10042","true","dedza ftf","rural","male and female adults","09-26-2015","0.0103758772","no primary male decisionmaker in household","yes, primary female decisionmaker exists in household","not primary adult decisionmaker","male","son/daughter","8","true",,,"false","false","yes","yes","primary level 1","cannot read or write","8","male","member of household","aged 5 to 9","less than primary","false","true","false","7"
"Malawi","2015 Baseline Food for Peace survey","data collected by icf","148","FTF","10050","true","machinga ftf","rural","male and female adults","09-05-2015","781.8197033898","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","adult primary decisionmaker","male","self","29",,,,"false","false","yes",,"secondary 3",,"29","male",,"aged 25 to 29","completed primary",,,"true","1"
"Malawi","2015 Baseline Food for Peace survey","data collected by icf","148","FTF","10050","true","machinga ftf","rural","male and female adults","09-05-2015","781.8197033898","yes, primary male decisionmaker exists in household","yes, primary female decisionmaker exists in household","adult primary decisionmaker","female","spouse/partner","27",,,,"true","false","yes",,"secondary 2",,"27","female",,"aged 25 to 29","completed primary",,,"true","2"
