"country","survey","stratum","urbrur","zoi","pbs_id","e201","e202","e203","nonfood_value","dropflag","exp_class","imp_value","erslt1","erslt2","today","cluster"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","charcoal","no",,,,,,"complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","paraffin or kerosene","yes","500","35.7142857143","not to be dropped","house","imputed","complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","cigarettes or other tobacco","no",,,,,,"complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","candles","no",,,,,,"complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","matches","yes","10","0.7142857143000001","not to be dropped","house","imputed","complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","public transport - bicycle taxi (include any used for school under education costs; include any used for obtaining health care under health expenditures)","yes","500","35.7142857143","not to be dropped","transport","imputed","complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","public transport - bus/minibus (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","public transport - other (truck, oxcart, etc.) (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","firewood","yes","600","85.7142857143","not to be dropped","house","no imputation","complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","5","rural","in zoi","1","other items that you buy or expenses that you incur on a weekly basis","no",,,,,,"complete","complete","2015-05-25T00:00:00.000","30"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","charcoal","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","paraffin or kerosene","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","cigarettes or other tobacco","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","candles","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","matches","yes","5","0.7142857143000001","not to be dropped","house","no imputation","complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","public transport - bicycle taxi (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","public transport - bus/minibus (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","public transport - other (truck, oxcart, etc.) (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","firewood","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","2","rural","in comparison area","2","other items that you buy or expenses that you incur on a weekly basis","no",,,,,,"complete","complete","2015-05-22T00:00:00.000","68"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","charcoal","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","paraffin or kerosene","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","cigarettes or other tobacco","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","candles","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","matches","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","public transport - bicycle taxi (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","public transport - bus/minibus (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
"Kenya","Interim ZOI Survey 2015","3","rural","in zoi","3","public transport - other (truck, oxcart, etc.) (include any used for school under education costs; include any used for obtaining health care under health expenditures)","no",,,,,,"complete","complete","2015-06-02T00:00:00.000","48"
