"country","activity","year","month","date","district","school_type","treatment","treat_phase","student_id","grade","level","female","age","language","clpm","clspm","csspm","cwpm","cnonwpm","unt_orf","orf","letter_score","letter_score_pcnt","letter_time_remain","letter_attempted","letter_attempted_pcnt","letter_sound_score","letter_sound_score_pcnt","letter_sound_time_remain","letter_sound_attempted","letter_sound_attempted_pcnt","fam_word_score","fam_word_score_pcnt","fam_word_time_remain","fam_word_attempted","fam_word_attempted_pcnt","oral_read_score","oral_read_score_pcnt","oral_read_time_remain","oral_read_attempted","oral_read_attempted_pcnt","read_comp_score","read_comp_score_pcnt","read_comp_attempted","read_comp_attempted_pcnt","unt_oral_read_score","unt_oral_read_score_pcnt","unt_oral_read_time_remain","unt_oral_read_attempted","unt_oral_read_attempted_pcnt","unt_read_comp_score","unt_read_comp_score_pcnt","unt_read_comp_attempted","unt_read_comp_attempted_pcnt","list_comp_score","list_comp_score_pcnt","list_comp_attempted","list_comp_attempted_pcnt","pa_num_sound_score","pa_num_sound_score_pcnt","pa_num_sound_attempted","pa_num_sound_attempted_pcnt","pa_phon_sound_score","pa_phon_sound_score_pcnt","pa_phon_sound_attempted","pa_phon_sound_attempted_pcnt","pa_diff_init_sound_score","pa_diff_init_sound_score_1","pa_diff_init_sound_attempted","pa_diff_init_sound_attempted_1","pa_init_sound_score","pa_init_sound_score_pcnt","pa_init_sound_attempted","pa_init_sound_attempted_pcnt","syllable_sound_score","syllable_sound_score_pcnt","syllable_sound_time_remain","syllable_sound_attempted","syllable_sound_attempted_1","vocab_word_score","vocab_word_attempted","eq_orf","eq_oral_read_score","eq_oral_read_score_pcnt","eq_oral_read_attempted","eq_oral_read_attempted_pcnt","final_weight","strata1","strata2","strata3","strata4","strata5","fpc1","fpc2","fpc3","fpc4","fpc5","su1","su2","su3","su4","su5","wt1","wt2","wt3","wt4","wt5","cot_score","cot_attempted","cot_attempted_pcnt","invent_word_score","invent_word_score_pcnt","invent_word_time_remain","invent_word_attempted","invent_word_attempted_pcnt","eq_read_comp_score","eq_read_comp_score_pcnt","eq_read_comp_attempted","eq_read_comp_attempted_pcnt","cohort","intervention","encrypted_school_code"
"Liberia","LTTP2","2015","June","NA","Jaedae","NA","Control","Endline","9844","2","NA","Female","11","English","65","NA","NA","15","3","NA","20","65","0.65","0","66","0.984848485","NA","NA","NA","NA","NA","15","0.3","0","30","0.5","20","0.333333333","0","32","0.625","2","0.4","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","4","0.4","10","0.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","20","0.333333333","32","0.625","695.4285714","11","181","NA","NA","NA","14604","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","0.06","0","17","0.176470588","2","0.4","2","1","External","NA","0cb6aeba597e58529e8efb2b60a39494"
"Liberia","LTTP2","2015","June","NA","Gbarzon","NA","Control","Endline","6224","2","NA","Male","12","English","60","NA","NA","0","0","NA","0","60","0.6","0","62","0.967741935","NA","NA","NA","NA","NA","0","0","41","5","0","0","0","46","6","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","0.333333333","3","0.333333333","NA","NA","NA","NA","NA","NA","NA","NA","0","0","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","6","0","759.408","11","142","NA","NA","NA","14604","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","48","5","0","0","0","0","0","External","NA","d8b47ce896d8f3c1acd769ce9413ef3f"
"Liberia","LTTP2","2015","June","NA","Marshall","NA","Control","Endline","9631","2","NA","Female","10","English","65","NA","NA","0","0","NA","0","65","0.65","0","65","1","NA","NA","NA","NA","NA","0","0","34","5","0","0","0","34","6","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","0.333333333","3","0.333333333","NA","NA","NA","NA","NA","NA","NA","NA","2","0.2","10","0.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","6","0","524.2461538","11","94","NA","NA","NA","14604","42","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","33","5","0","0","0","0","0","External","NA","3117cd813ff2446e8c6d62d8a37933b3"
"Liberia","LTTP2","2015","June","NA","Sodoken","NA","Control","Endline","9343","3","NA","Female","15","English","63","NA","NA","4","0","NA","5","63","0.63","0","73","0.863013699","NA","NA","NA","NA","NA","4","0.08","0","16","0.25","5","0.0833","0","18","0.277777778","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0.666666667","3","0.666666667","NA","NA","NA","NA","NA","NA","NA","NA","7","0.7","10","0.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","0.0833","18","0.277777778","572.641791","12","351","NA","NA","NA","13230","58","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","43","5","0","0","0","0","0","External","NA","2f0bd1ad4015d2d35de725bd3ed211d3"
"Liberia","LTTP2","2015","June","NA","Marshall","NA","Control","Endline","3823","3","NA","Female","13","English","98","NA","NA","66.66666667","11","NA","92.30769231","98","0.98","0","98","1","NA","NA","NA","NA","NA","50","1","15","50","1","60","1","21","60","1","4","0.8","5","0.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0.666666667","3","0.666666667","NA","NA","NA","NA","NA","NA","NA","NA","8","0.8","10","0.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","92.30769231","60","1","60","1","524.0454545","12","92","NA","NA","NA","13230","61","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","0.22","0","29","0.379310345","4","0.8","5","0.8","External","NA","15deae7d2cbca40f252b90e1a52e909b"
"Liberia","LTTP2","2015","June","NA","Zota","NA","Control","Endline","9193","2","NA","Male","15","English","56","NA","NA","3","0","NA","4","56","0.56","0","67","0.835820896","NA","NA","NA","NA","NA","3","0.06","0","14","0.214285714","4","0.0667","0","19","0.210526316","0","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0.666666667","3","0.666666667","NA","NA","NA","NA","NA","NA","NA","NA","3","0.3","10","0.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","0.0667","19","0.210526316","600.8451977","14","184","NA","NA","NA","18991","56","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","31","5","0","0","0","1","0","Cohort 1","NA","3e5d8f327413ca5c1c36eae5e6b5e738"
"Liberia","LTTP2","2015","June","NA","Tappita II","NA","Control","Endline","5011","2","NA","Male","15","English","115.3846154","NA","NA","21","0","NA","60","100","1","8","100","1","NA","NA","NA","NA","NA","21","0.42","0","25","0.84","58","0.966666667","2","60","0.966666667","4","0.8","5","0.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","7","0.7","10","0.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","60","58","0.966666667","60","0.966666667","514.5344828","14","151","NA","NA","NA","18991","55","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","43","5","0","4","0.8","5","0.8","Cohort 1","NA","e300f346c034cfe09194bfb9c6650711"
"Liberia","LTTP2","2015","June","NA","Saclepea II","NA","Control","Endline","4892","3","NA","Female","14","English","96","NA","NA","10","0","NA","4","96","0.96","0","96","1","NA","NA","NA","NA","NA","10","0.2","0","25","0.4","4","0.0667","0","17","0.235294118","0","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","7","0.7","10","0.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","0.0667","17","0.235294118","751.5102041","15","260","NA","NA","NA","18412","36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","43","5","0","0","0","1","0","Cohort 1","NA","644e5e96b384bdf35fefc7abfb41f66b"
"Liberia","LTTP2","2015","June","NA","Harper 2","NA","Control","Endline","6846","3","NA","Female","10","English","77","NA","NA","7","5","NA","14","77","0.77","0","78","0.987179487","NA","NA","NA","NA","NA","7","0.14","0","18","0.388888889","14","0.233333333","0","29","0.482758621","0","0","2","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","2","0.2","10","0.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14","14","0.233333333","29","0.482758621","768.3379135","15","9","NA","NA","NA","18412","164","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","0.1","0","21","0.238095238","0","0","2","0","Cohort 1","NA","1cd58396bfce9f356209bee67382b72c"
"Liberia","LTTP2","2015","June","NA","Greater  Monrovia II","NA","Full treatment","Endline","8604","1","NA","Male","12","English","95","NA","NA","30","0","NA","12","95","0.95","0","95","1","NA","NA","NA","NA","NA","30","0.6","0","44","0.681818182","12","0.2","0","42","0.285714286","0","0","2","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0.666666667","3","0.666666667","NA","NA","NA","NA","NA","NA","NA","NA","9","0.9","10","0.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","12","0.2","42","0.285714286","345.5077304","16","219","NA","NA","NA","8156","137","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","32","5","0","0","0","2","0","Cohort 2","NA","fa1f1bd73ab866ccbadba188b6eeede2"
