LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000044827-0001-8,MOISES GAONA,ICE CREAM MG,9830 SAN FERNANDO ROAD,PACOIMA,91331-2636,9830 SAN FERNANDO 91331-2636,,,,,,7,08/27/2004,,,,,,,,
0000079425-0001-1,LUIS H NEGRETE,NEGRETES ICE CREAM TRUCK,13700 PAXTON STREET,PACOIMA,91331-2860,13700 PAXTON 91331-2860,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",7,08/09/1993,,"(34.27, -118.4311)",18907,1,25,379,,11
0000155056-0001-8,AJMJ PARK INC,BASKIN ROBBINS 31 ICE CREAM #3156,2700 E 1ST STREET,LOS ANGELES,90033-3634,2700 1ST 90033-3634,,,,445290,Home furnishings stores,14,03/19/2003,,"(34.0415, -118.2048)",23450,9,520,239,,38
0000164747-0001-5,"MATEO'S ICE CREAM & FRUIT BARS, INC.",MATEO'S ICE CREAM & FRUITY BARS,4234 W PICO BLVD,LOS ANGELES,90019-3161,4234 PICO 90019-3161,4929 SEPULVEDA BLVD,CULVER CITY,90230-5264,424400,Grocery & related products,10,06/13/2000,,"(34.0478, -118.3273)",23080,12,648,1345,,69
0000374474-0001-5,RAFAEL CABRERA-DIAZ,RAFAEL ICE CREAM TRUCK,420 E 126TH STREET,LOS ANGELES,90061-2708,420 126TH 90061-2708,,,,445290,Home furnishings stores,0,06/01/1996,,"(33.9188, -118.2669)",24355,,1667,26,,
0000476232-0001-5,GONZALO M ZENDEJAS,SOCHIL ICE CREAM TRUCK,1738 E 41ST PLACE,LOS ANGELES,90058-1504,1738 41ST 90058-1504,,,,445290,Home furnishings stores,9,06/03/1997,,"(34.007, -118.2422)",24353,13,709,980,7,51
0000485523-0002-8,SERGIO PORTILLO,EL CAPITAN ICE CREAM TRUCK,20303 SATICOY STREET APT #110,CANOGA PARK,91306-2501,20303 SATICOY 91306-2501,,,,424990,Other miscellaneous nondurable goods,3,08/01/2012,,"(34.2083, -118.5755)",4282,4,289,423,,66
0000628171-0001-1,TULIA E AYALA / JAMSHIP IRAN,CENTRAL VALLEY ICE CREAM WAREHOUSE,15248 PARTHENIA STREET,NORTH HILLS,91343-5305,15248 PARTHENIA 91343-5305,,,,424400,Grocery & related products,6,02/24/1997,,"(34.2282, -118.465)",18914,3,127,452,,73
0000652147-0001-2,IMPERIAL ICE CREAM & CANDY INC,IMPERIAL ICE CREAM & CANDY WHOLESALE,11208 AVALON BLVD,LOS ANGELES,90061-3024,11208 AVALON 90061-3024,,,,424400,Grocery & related products,8,01/01/2002,,"(33.9325, -118.2651)",24354,14,808,1190,7,45
0000657918-0001-8,TARIQ INVESTMENT CORP,BASKIN ROBBINS ICE CREAM & YOGURT #3052,13315 VICTORY BLVD,VAN NUYS,91401-1832,13315 VICTORY 91401-1832,,,,445290,Home furnishings stores,2,08/01/1988,,"(34.1866, -118.423)",19729,5,186,500,,70
