APN,PROJECT NUMBER,NAME,ADDRESS,SITE_#,COMMUNITY,COUNCIL DISTRICT,DEVELOPMENT STAGE,CONSTRUCTION TYPE,HOUSING TYPE,HCIDLA FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,PHOTO,JOBS,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,LONGITUDE,LATITUDE,GPS_COORDS,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
6065010054,05-117193,LEEWARD APTS. (SITE 13),10648 S CENTRAL AVE CA 90002,13,WATTS,15,READY FOR OCCUPANCY,REHAB,FAMILY,0.00,7103994.00,10208936.00,17312930.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,-118.25394,33.93916,"(33.93916, -118.25394)",22351,817,1182,7,15,40
5114014020,14-121652,FLORENCE MILLS (SITE 5),"1037 E MARTIN LUTHER KING, JR BLVD CA 90011",5,CENTRAL,9,UNDERCONSTRUCTION,NEW CONSTRUCTION,SPECIAL NEEDS,9389115.63,35861422.00,0.00,45250537.63,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,226,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,-118.25748,34.01115,"(34.01115, -118.25748)",22727,712,892,7,13,6
6065001052,60059,IMANI FE EAST & WEST,10424 S CENTRAL AVE 1-49 CA 90002,1,WATTS,15,READY FOR OCCUPANCY,NEW CONSTRUCTION,FAMILY,6001178.00,31661768.00,0.00,37662946.00,http://hcidapp.lacity.org/mpphotos/060059/Photo/Website/CD_8_-_Imani_Fe_West.png,242,Grant Housing & Econ Dev Corp,AEGON ASSET MANAGEMENT,N/A,-118.25393,33.94133,"(33.94133, -118.25393)",22351,817,1182,7,15,40
5077027011,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 5),2674 W JAMES M. WOOD BLVD CA 90006,5,WILSHIRE CENTER,1,READY FOR OCCUPANCY,REHAB,FAMILY,0.00,7334438.00,8579256.00,15913694.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,-118.28622,34.05575,"(34.05575, -118.28622)",22723,599,1292,,11,63
5037025018,14-121612,KING 1101,"1107 W MARTIN LUTHER KING, JR BLVD CA 90037",1,EXPOSITION PARK,8,READY FOR OCCUPANCY,NEW CONSTRUCTION,SPECIAL NEEDS,3930000.00,11730808.00,0.00,15660808.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,85,"Clifford Beers Housing, Inc.","LEVINE MANAGEMENT GROUP, INC",(310) 358-3489,-118.29449,34.01106,"(34.01106, -118.29449)",23668,729,1150,7,14,32
5119011019,13-120909,ROBERTA STEPHENS VILLAS I & II (RECAP) (SITE 2),1113 E 27TH ST CA 90011,2,CENTRAL,9,READY FOR OCCUPANCY,ACQUISITION + REHAB,SENIORS,0.00,3360040.00,1995093.00,5355133.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,32,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,(323) 846-2500,-118.25507,34.01788,"(34.01788, -118.25507)",22727,708,971,7,13,6
5407024005,10-117558,YALE STREET FAMILY HOUSING,"715-721 YALE ST  Los Angeles, CA 90012",1,CHINATOWN,1,READY FOR OCCUPANCY,NEW CONSTRUCTION,FAMILY,5093531.00,18993842.00,0.00,24087373.00,http://hcidapp.lacity.org/mpphotos/10-117558/Photo/Website/Yale%20Street%20Family.png,199,Affirmed Housing Group,"SOLARI ENTERPRISES, INC",(714) 282-2520,-118.24178,34.06189,"(34.06189, -118.24178)",22728,539,449,,11,28
7417012905,09-117267,DANA STRAND SR. APTS.,410 N HAWAIIAN AVE 1-100 CA 90744,1,WILMINGTON,15,READY FOR OCCUPANCY,NEW CONSTRUCTION,SENIORS,3840000.00,8320832.00,10147212.00,22308044.00,http://hcidapp.lacity.org/mpphotos/09-117267/Photo/Website/danastrand111611_008-.png,236,ROEM DEVELOPMENT CORP.,"FPI MANAGEMENT, INC",(916) 357-5300,-118.27616,33.7736,"(33.7736, -118.27616)",3350,967,1114,,15,15
5154026023,111,HISTORIC BARBIZON HOTEL APTS.,1927 W 6TH ST 1-51 CA 90057,1,WESTLAKE,1,READY FOR OCCUPANCY,REHAB,FAMILY,5009394.00,13935814.00,0.00,18945208.00,http://hcidapp.lacity.org/mpphotos/000111/Photo/Website/CD_1_-_Barbizon_Hotel.png,47,"NEIGHBORHOOD EFFORT,",THE EBERLY COMPANY,(323) 937-6468,-118.27323,34.05898,"(34.05898, -118.27323)",24352,562,836,,11,68
5408018028,50007,YALE TERRACE,716 N YALE ST 1-55 CA 90012,1,CHINATOWN,1,READY FOR OCCUPANCY,NEW CONSTRUCTION,LARGE FAMILY / WAIVER REQUIRED,2133310.00,23154000.00,0.00,25287310.00,http://hcidapp.lacity.org/mpphotos/050007/Photo/Website/CD%201%20-%20Yale%20Terrace%20-%20050007.jpg,184,"ADVANCED DEVELOPMENT & INVESTMENT,",FPI MANAGEMENT INC.,(714) 641-5110,-118.24143,34.06162,"(34.06162, -118.24143)",22728,539,449,,11,28
5072034028,14-121637,ARLINGTON SQUARE,3101 W VENICE BLVD CA 90019,1,VICTORIA PARK,10,READY FOR OCCUPANCY,NEW CONSTRUCTION,SPECIAL NEEDS,3877600.00,14415331.00,0.00,18292931.00,http://hcidapp.lacity.org/mpphotos/14-121637/Photo/Website/150_2872.png,143,A COMMUNITY OF FRIENDS,BARKER MANAGEMENT INC.,(714) 533-3450,-118.31795,34.04375,"(34.04375, -118.31795)",23080,649,899,,12,19
5076018023,15-123418,WESTMORE ELDEN ELMS PH2,1255 S ELDEN AVE CA 90006,1,PICO-UNION,1,UNDERCONSTRUCTION,NEW CONSTRUCTION,FAMILY,0.00,1.00,0.00,1.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,West Hollywood Community Housing Corporation,JOHN STEWART COMPANY,(213) 787-2700,-118.2879,34.04805,"(34.04805, -118.2879)",22723,622,479,,11,8
2639008137,70031,PANORAMA VIEW,9222 N VAN NUYS BLVD 1-89 CA 91402,1,PANORAMA CITY,6,READY FOR OCCUPANCY,REHAB,SENIORS,2175000.00,12467773.00,0.00,14642773.00,http://hcidapp.lacity.org/mpphotos/070031/Photo/Website/CD%207%20-%20Panorama%20View.jpg,75,"JAMBOREE HOUSING CORPORATION,",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,-118.44999,34.23798,"(34.23798, -118.44999)",19730,135,407,,3,59
5123011023,06-117222,WINDWARD APTS (A/B) (SITE 10),710 W 30TH ST CA 90007,10,UNIVERSITY PARK,9,READY FOR OCCUPANCY,REHAB,FAMILY,0.00,7438473.00,4641342.00,12079815.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,-118.2802,34.02589,"(34.02589, -118.2802)",22724,701,967,7,13,32
5147007020,80058,DOWNTOWN WOMEN'S CENTER,434 S SAN PEDRO ST CA 90013,1,LITTLE TOKYO,14,READY FOR OCCUPANCY,REHAB,SPECIAL NEEDS,4847914.00,20062930.00,0.00,24910844.00,http://hcidapp.lacity.org/mpphotos/080058/Photo/Website/080058.JPG,228,"Downtown Women's Center Housing, LLC",DOWNTOWN WOMEN'S CENTER HOUSING,(213) 680-600,-118.24337,34.04469,"(34.04469, -118.24337)",23074,536,1289,,9,76
6020020027,11-117842,FIGUEROA SENIOR HOUSING,7621 S FIGUEROA ST 1-11 CA 90044,1,VERMONT KNOLLS,8,READY FOR OCCUPANCY,NEW CONSTRUCTION,SENIORS,4650000.00,6013775.00,0.00,10663775.00,http://hcidapp.lacity.org/mpphotos/11-117842/Photo/Website/11-117842.JPG,101,"META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.",(949) 748-8201,-118.28301,33.97012,"(33.97012, -118.28301)",23675,776,1360,7,14,
7423020046,13-118975,BANNING VILLA APARTMENT,"1100 N BANNING BLVD  WILMINGTON, CA 90744",1,WILMINGTON,15,READY FOR OCCUPANCY,REHAB,SENIORS,0.00,10965825.00,10100000.00,21065825.00,http://hcidapp.lacity.org/mpphotos/13-118975/Photo/Website/banning%205.png,108,"Clifford Beers Housing, Inc",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6675,-118.25813,33.78533,"(33.78533, -118.25813)",3350,961,640,,15,15
5110027025,10113,BROADWAY VILLAGE II,5101 S BROADWAY 1-50 CA 90037,1,SOUTH PARK,9,READY FOR OCCUPANCY,NEW CONSTRUCTION,FAMILY,1987378.00,10017311.00,0.00,12004689.00,http://hcidapp.lacity.org/mpphotos/010113/Photo/Website/CD_9_-_Broadway_Village_II_-_010113[1].png,53,"BEYOND SHELTER HOUSING,","WNC & ASSOCIATES, INC.",(213) 251-2111,-118.27895,33.99634,"(33.99634, -118.27895)",23668,737,988,7,13,
6022020032,06-117222,WINDWARD APTS (A/B) (SITE 15),7512 S SAN PEDRO ST 1-4 CA 90003,15,FLORENCE-FIRESTONE,9,READY FOR OCCUPANCY,REHAB,FAMILY,0.00,7438473.00,4641342.00,12079815.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,-118.26936,33.97167,"(33.97167, -118.26936)",22352,790,998,7,13,46
5110025032,10-117556,SUNRISE APARTMENTS,5125 S MAIN ST 1-46 CA 90037,1,SOUTH PARK,9,READY FOR OCCUPANCY,NEW CONSTRUCTION,SENIORS,2202568.00,11040406.00,0.00,13242974.00,http://hcidapp.lacity.org/mpphotos/10-117556/Photo/Website/10-117556.JPG,91,"AMCAL Multi-Housing, Inc(App)",THE JOHN STEWART COMPANY,(213) 787-2710,-118.27429,33.99607,"(33.99607, -118.27429)",23668,737,988,7,13,
5019025048,15-122043,GILBERT LINDSAY RECAP,601 W 40TH PL CA 90037,1,WEST VERNON,9,UNDERCONSTRUCTION,ACQUISITION + REHAB,FAMILY,0.00,29918923.20,21428225.00,51347148.20,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,THOMAS SAFRAN & ASSOCIATES,THOMAS SAFRAN & ASSOCIATES,N/A,-118.28422,34.01097,"(34.01097, -118.28422)",23668,735,977,7,13,2
5149010949,18-124964,GRAND AVENUE PARCEL Q APTS.,100 S GRAND AVE CA 90012,1,DOWNTOWN,14,UNDERCONSTRUCTION,DEMO/NEW CONSTRUCTION,FAMILY,0.00,0.00,415000000.00,415000000.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,"Grand Avenue Parcel Q Developer, LLC",N/A,N/A,-118.24805,34.0549,"(34.0549, -118.24805)",22728,543,1183,37,9,76
5445007903,11-117797,TAYLOR YARD APARTMENTS,"1311 N SAN FERNANDO RD  Los Angeles, CA 90065",1,MT. WASHINGTON,1,READY FOR OCCUPANCY,NEW CONSTRUCTION,FAMILY,6199789.00,11514000.00,3500000.00,21213789.00,http://hcidapp.lacity.org/mpphotos/11-117797/Photo/Website/11-117797.jpg,205,"MCCORMACK BARON & ASSOCIATES,",MCCORMACK BARON RAGAN MANAGEMENT,(213) 236-2694,-118.23059,34.09422,"(34.09422, -118.23059)",24030,392,1430,,11,94
6132024034,80008,MAYA TOWNHOMES,306 W 120TH ST CA 90061,1,CENTURY PALMS/COVE,15,READY FOR OCCUPANCY,NEW CONSTRUCTION,FAMILY,2055350.00,7237394.00,0.00,9292744.00,http://hcidapp.lacity.org/mpphotos/080008/Photo/Website/maya12005broadwa_010-.png,83,"LEELA ENTERPRISES,",ABHAY GOKANI CORPORATION,(323) 465-6611,-118.27847,33.92348,"(33.92348, -118.27847)",24355,816,719,7,15,53
5156018011,20093,ST. ANNE'S TRANSITIONAL HOUSING,155 N OCCIDENTAL BLVD CA 90026,1,HISTORIC FILIPINOTOWN,13,READY FOR OCCUPANCY,NEW CONSTRUCTION,SPECIAL NEEDS,2000000.00,8758249.00,0.00,10758249.00,http://hcidapp.lacity.org/mpphotos/020093/Photo/Website/CD_13_-_St._Anne's_Transitional%202.png,65,"ST. ANNE'S TRANSITIONAL HOUSING,",ST. ANNE'S TRANSITIONAL HOUSING,(213) 381-2931,-118.27993,34.07238,"(34.07238, -118.27993)",23444,555,941,,8,80
6038010026,15-122499,88TH & VERMONT,8730 S VERMONT AVE CA 90044,1,VERMONT VISTA,8,UNDERCONSTRUCTION,NEW CONSTRUCTION,SPECIAL NEEDS,11580000.00,0.00,0.00,11580000.00,http://hcidapp.lacity.org/mpphotos/15-122499/Photo/Website/88th%20vermont%2012-20-16.JPG,304,"Women Organizing Resources, Knowledge and Services","SOLARI ENTERPRISES, INC.",(714) 282-2520,-118.29137,33.9583,"(33.9583, -118.29137)",23675,801,1164,7,14,45
5547006014,15-122495,HCHC RECAP I (SITE 3),"6501 W YUCCA ST  HOLLYWOOD, CA 90028",3,HOLLYWOOD,13,READY FOR OCCUPANCY,ACQUISITION + REHAB,FAMILY,0.00,7026512.00,1126600.00,8153112.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,57,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INC.,(714) 533-3450,-118.33134,34.10413,"(34.10413, -118.33134)",23446,415,334,,8,82
5119001028,40072,CENTRAL VILLAGE APTS.,1315 E 21ST ST 201-221 CA 90011,1,CENTRAL,9,READY FOR OCCUPANCY,NEW CONSTRUCTION,FAMILY,2762655.00,21148534.00,2570000.00,26481189.00,http://hcidapp.lacity.org/mpphotos/040072/Photo/Website/CD%209%20-%20Central%20Village.JPG,162,"BEYOND SHELTER HDC,(App)","SOLARI ENTERPRISES, INC.",(714) 282-2520,-118.25191,34.02228,"(34.02228, -118.25191)",22727,707,969,7,13,6
5159005023,60066,"MEDITERRANEAN, THE / AKA THE MINDANAO","1800-1812 W TEMPLE ST  Los Angeles, CA 90026",1,HISTORIC FILIPINOTOWN,13,READY FOR OCCUPANCY,NEW CONSTRUCTION,LARGE FAMILY / WAIVER REQUIRED,2559552.00,10813200.00,0.00,13372752.00,"http://hcidapp.lacity.org/mpphotos/060066/Photo/Website/CD_1_-_Mediterranean,_The__-_060066.png",56,"SADI, LLC",FPI MANAGEMENT INC.,(714) 641-5110,-118.2651,34.06909,"(34.06909, -118.2651)",23444,552,930,,8,31
5503024004,14-121119,LDK SENIOR APARTMENTS (SITE 2),540 S KINGSLEY DR CA 90020,2,KOREATOWN,10,READY FOR OCCUPANCY,NEW CONSTRUCTION,SENIORS,7687337.00,17414515.00,212000.00,25313852.00,http://hcidapp.lacity.org/mpphotos/14-121119/Photo/Website%20Site2/LDK%20540%20Kingley.png,199,"LTSC COMMUNITY DEVELOPMENT CORP,","LEVINE MANAGEMENT GROUP, INC.",(310) 358-3489,-118.30266,34.06409,"(34.06409, -118.30266)",23081,591,1261,,12,89
5538017028,07-117233,HDR I & II (SITE 6),811 N HELIOTROPE DR CA 90029,6,EAST HOLLYWOOD,13,READY FOR OCCUPANCY,REHAB,FAMILY,0.00,8116043.00,6787000.00,14903043.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,"Spruce DEV LA, LLC",PK MANAGEMENT,(818) 808-0600,-118.29512,34.08628,"(34.08628, -118.29512)",23447,437,730,16,8,58
5073007020,70035,ST. ANDREWS,1511 S ST ANDREWS PL 1-43 CA 90019,1,HARVARD HEIGHTS,10,READY FOR OCCUPANCY,REHAB,FAMILY,1075000.00,7554360.00,0.00,8629360.00,http://hcidapp.lacity.org/mpphotos/070035/Photo/Website/CD%2010%20-%20St.%20Andrews%20-%20070035.png,39,"JAMBOREE HOUSING CORPORATION,",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,-118.31188,34.04492,"(34.04492, -118.31188)",23080,676,897,,12,19
5124024011,15-122656,ST. JAMES PARK (SITE 2),"34 ST JAMES PARK  Los Angeles, CA 90007",2,UNIVERSITY PARK,1,READY FOR OCCUPANCY,ACQUISITION + REHAB,FAMILY,0.00,27481703.00,9879228.00,37360931.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,-118.28053,34.03121,"(34.03121, -118.28053)",22724,699,444,7,11,32
5474023016,70171,TRES LOMAS GARDEN APTS.,4343 N TOLAND WAY CA 90041,1,GLASSELL PARK,1,READY FOR OCCUPANCY,ACQUISITION + REHAB,SENIORS,2225251.00,4586754.00,562729.00,7374734.00,http://hcidapp.lacity.org/mpphotos/070171/Photo/Website/CD%2014%20-%20Tres%20Lomas%20-%20070171.JPG,24,National Community Renaissance of California,NATIONAL COMMUNITY RENAISSANCE OF CALIFORNIA,(909) 483-2444,-118.22122,34.12175,"(34.12175, -118.22122)",23672,383,1433,,11,60
5080024024,40006,HARVARD HEIGHTS,950-960 1/2 S HARVARD BLVD CA 90006,1,KOREATOWN,10,READY FOR OCCUPANCY,NEW CONSTRUCTION,LARGE FAMILY / WAIVER REQUIRED,3405164.00,8458700.00,0.00,11863864.00,http://hcidapp.lacity.org/mpphotos/040006/Photo/Website/CD%2010%20-%20Harvard%20Heights.png,75,"AMERICAN COMMUNITIES, LLC",THE JOHN STEWART COMPANY,(213) 388-2722 x1149,-118.30404,34.05407,"(34.05407, -118.30404)",22723,617,646,,12,89
2103021053,16-123141,VIVIENDAS DEL VALLE (RECAP) (SITE 2),7939 N RESEDA BLVD CA 91335,2,RESEDA,12,READY FOR OCCUPANCY,ACQUISITION + REHAB,FAMILY,0.00,13824218.00,7875467.00,21699685.00,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png,,Abode Communities,ABODE COMMUNITIES,(213) 225-2780,-118.53627,34.21475,"(34.21475, -118.53627)",18909,249,274,,2,12
6006006026,30157,MAIN STREET VISTAS,"5950 Main ST  Los Angeles, CA 90003",1,FLORENCE-FIRESTONE,9,READY FOR OCCUPANCY,NEW CONSTRUCTION,FAMILY,2444000.00,12079680.00,0.00,14523680.00,http://hcidapp.lacity.org/mpphotos/030157/Photo/Website/CD%209%20-%20Main%20St.%20Vistas.jpg,92,"MAIN STREET VISTAS,","MONROE GROUP LTD., PROFESSIONAL PROPERTY MANAGEMENT",(303) 322-8888,-118.27346,33.98525,"(33.98525, -118.27346)",22352,786,858,7,13,46
2218021034,11-118659,FICKETT TOWERS,"14801 W SHERMAN WAY  VAN NUYS, CA 91405",1,VAN NUYS,6,READY FOR OCCUPANCY,ACQUISITION + REHAB,SENIORS,0.00,5648228.00,15500000.00,21148228.00,http://hcidapp.lacity.org/mpphotos/11-118659/Photo/Website/Fickett.png,,"Camino Mercado Partners, L.P.",EDGEWOOD MANAGEMENT CORPORATION,(301) 562-1600,-118.45574,34.2014,"(34.2014, -118.45574)",19733,219,1324,,3,18
