SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870704831,12/31/2017 11:59:00 PM,04/09/2018 09:25:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/05/2018 12:00:00 AM,04/09/2018 09:18:00 AM,Y,N,"2111 W BELLEVUE AVE, 90026",2111,W,BELLEVUE,AVE,90026,34.07321665,-118.2668619,"(34.073216645, -118.266861909)",634,D,1,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,470,789,,8,31
1-870681581,12/31/2017 10:08:00 PM,03/09/2018 10:33:00 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,NC,01/04/2018 12:00:00 AM,03/09/2018 08:21:00 AM,Y,N,"138 N AVENUE 57, 90042",138,N,AVENUE 57,,90042,34.11042044,-118.1936663,"(34.1104204396, -118.193666288)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,370,477,28,11,93
1-870686271,12/31/2017 09:51:00 PM,01/08/2018 05:22:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,EV,01/11/2018 12:00:00 AM,01/08/2018 05:22:00 PM,Y,Y,"12403 W VALLEYHEART DR, 91604",12403,W,VALLEYHEART,DR,91604,34.14403063,-118.4033642,"(34.1440306318, -118.403364212)",562,F,5,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,346,1505,,5,84
1-870682541,12/31/2017 09:48:00 PM,01/02/2018 04:45:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,NC,01/02/2018 12:00:00 AM,01/02/2018 04:45:00 PM,Y,N,"2635 N PASADENA AVE, 90031",2635,N,PASADENA,AVE,90031,34.07774525,-118.2155688,"(34.0777452467, -118.215568758)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,485,648,,11,1
1-870613451,12/31/2017 04:09:00 PM,01/29/2018 11:22:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,NC,01/05/2018 12:00:00 AM,01/29/2018 11:22:00 AM,Y,N,"423 E 7TH ST, 90014",423,E,7TH,ST,90014,34.04157856,-118.2478092,"(34.0415785609, -118.247809189)",634,F,5,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,537,783,,9,76
1-870596501,12/31/2017 03:05:00 PM,04/11/2018 12:40:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,Y,WV,01/09/2018 12:00:00 AM,04/11/2018 12:40:00 PM,Y,,"20500 W SCHOENBORN ST, 91306",20500,W,SCHOENBORN,ST,91306,34.22086506,-118.5801693,"(34.2208650632, -118.580169262)",530,D,2,North Valley APC,3,Bob Blumenfield,14,WINNETKA NC,DEVONSHIRE,4282,103,372,,4,66
1-870576411,12/31/2017 02:24:00 PM,03/19/2018 02:39:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,WV,01/03/2018 12:00:00 AM,03/19/2018 02:39:00 PM,Y,N,"TAMPA AVE AT RINALDI ST, 91326",,,,,91326,34.27472013,-118.5565865,"(34.2747201313, -118.556586517)",500,F,2,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE,18905,62,1089,,2,48
1-870579031,12/31/2017 02:18:00 PM,01/02/2018 08:32:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,EV,01/02/2018 12:00:00 AM,01/02/2018 08:32:00 PM,Y,,"13802 N DRONFIELD AVE, 91342",13802,N,DRONFIELD,AVE,91342,34.3228081,-118.4558181,"(34.3228080961, -118.45581811)",481,J,2,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,45,291,,1,47
1-870572745,12/31/2017 02:04:00 PM,01/02/2018 05:47:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,WV,01/02/2018 12:00:00 AM,01/02/2018 05:47:00 PM,Y,,"19585 W RINALDI ST, 91326",19585,W,RINALDI,ST,91326,34.27494594,-118.5607486,"(34.274945941, -118.560748645)",500,F,2,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE,18905,65,1089,,2,48
1-870560861,12/31/2017 01:18:00 PM,02/01/2018 07:19:00 AM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,SLA,01/03/2018 12:00:00 AM,02/01/2018 06:31:00 AM,Y,N,"315 W 33RD ST, 90007",315,W,33RD,ST,90007,34.02169748,-118.2760872,"(34.0216974817, -118.276087224)",674,C,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22724,700,975,7,13,6
