LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0002713852-0001-7,IRIS T HILL,,2001 PARK PLACE SUITE #900,BIRMINGHAM,35203-4803,2001 PARK 35203-4803,255 S GRAND AVENUE   APT #710,LOS ANGELES,90012-3025,512100,Motion picture & video industries (except video rental),0,01/01/2010,,"(33.5199, -86.8092)",8629,,,,,
0002897517-0001-6,CATHERINE SIMON,,714   LOUIS ARCENEAUX ROAD,LAFAYETTE,70507-2480,714 LOUIS ARCENEAUX 70507-2480,609 Lookout #A,Los Angeles,90012-1165,711510,"Independent artists, writers, & performers",0,08/15/2014,,"(30.2919, -92.0314)",762,,,,,
0003159819-0001-5,WISDOM AND VIRTUE PROPERTIES LLC,,8550 W DESERT INN ROAD SUITE #102,LAS VEGAS,89117-4406,8550 DESERT INN 89117-4406,114 ASTRONAUT E S ONIZUKA STREET,LOS ANGELES,90012-3810,531100,Lessors of real estate (including mini warehouses & self-storage units),6,08/16/2018,,,,,,,,
0003206276-0001-6,SHAKA FORD,SUNFLOWER TEA COMPANY,633 E 75TH STREET   BUILDING,LOS ANGELES,90001-2313,633 75TH 90001,900 W Temple #341,Los Angeles,90012-4547,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",9,01/01/2020,,"(33.9723, -118.2638)",22350,13,790,997,7,46
0003114587-0001-5,CRUUMBLE LLC,,6130   AVALON BLVD   UNIT #304,LOS ANGELES,90003-1633,6130 AVALON 90003-1633,327 N BOYLSTON STREET   UNIT #516,LOS ANGELES,90012-1501,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,04/01/2019,,"(33.9835, -118.2642)",22350,13,786,858,7,46
0002972862-0001-2,FRANCE DEMOULIN,,648 N ARDMORE AVENUE,LOS ANGELES,90004-2004,648 ARDMORE 90004-2004,970   MARVIEW AVENUE   APT #4,LOS ANGELES,90012-1226,512100,Motion picture & video industries (except video rental),13,01/01/2015,,"(34.0831, -118.3013)",22721,8,452,932,,89
0000373815-0001-3,TOY YEE JUNG,,459 N OXFORD AVENUE,LOS ANGELES,90004-2731,459 OXFORD 90004-2731,1163 BELLEVUE AVENUE,LOS ANGELES,90012-1566,531100,Lessors of real estate (including mini warehouses & self-storage units),13,02/01/1984,,"(34.0789, -118.3079)",22721,8,451,558,,89
0002827401-0001-2,UMBRELLA COMPANY LLC,,137 N LARCHMONT BLVD UNIT #112,LOS ANGELES,90004-3704,137 LARCHMONT 90004-3704,918 W COLLEGE STREET #506,LOS ANGELES,90012-5925,512100,Motion picture & video industries (except video rental),13,08/12/2014,,"(34.0736, -118.3236)",22721,7,577,348,,86
0000783387-0001-5,CITY OF LOS ANGELES - DEPARTMENT OF TRANSPORTATION,,218 N LARCHMONT BLVD,LOS ANGELES,90004-3707,218 LARCHMONT 90004-3707,100 S MAIN STREET FLOOR #10th,LOS ANGELES,90012-3712,,,13,07/01/2004,,"(34.0748, -118.3236)",22721,7,577,348,,86
0002598311-0001-3,KTOWN BOXING CLUB LLC,,242 S WESTERN AVENUE,LOS ANGELES,90004-4104,242 WESTERN 90004-4104,100 S ALAMEDA STREET #112,LOS ANGELES,90012-3928,812990,All other personal services,10,09/10/2011,,"(34.0702, -118.3091)",22721,12,585,1125,,89
0000783383-0001-7,CITY OF LOS ANGELES - DEPARTMENT OF TRANSPORTATION,,682 S VERMONT AVENUE,LOS ANGELES,90005-1348,682 VERMONT 90005-1348,100 S MAIN STREET FLOOR #10th,LOS ANGELES,90012-3712,,,10,07/01/2004,,"(34.0604, -118.2916)",22722,12,600,684,,89
0002217070-0004-6,CHONG AE STOTT,,3191 W 7TH STREET APT #332,LOS ANGELES,90005-1692,3191 7TH 90005-1692,349 E 1ST STREET   APT #2A,LOS ANGELES,90012-3921,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",10,07/09/2012,,"(34.0597, -118.2947)",22722,12,602,684,,89
0003006966-0001-9,TAMIR BATTUUL,,837 S ARDMORE AVENUE   UNIT #8,LOS ANGELES,90005-2414,837 ARDMORE 90005-2414,222 S FIGUEROA STREET   APT #612,LOS ANGELES,90012-2576,485300,Taxi & limousine service,10,02/05/2017,,"(34.0567, -118.3023)",22722,12,607,647,,89
0000093709-0001-6,FT ART ACADEMY,W FT ART,3440 W 8TH STREET FLOOR #2ND,LOS ANGELES,90005-2516,3440 8TH 90005-2516,1176 W SUNSET BLVD,LOS ANGELES,90012-1243,611000,"Educational services (including schools, colleges, & universities)",10,03/18/2003,,"(34.0576, -118.3046)",22722,12,608,647,,89
0002286931-0001-2,JACINTO M ASTIAZARAN,,849   GRAMERCY DRIVE,LOS ANGELES,90005-3462,849 GRAMERCY 90005-3462,121 S HOPE STREET APT #612,LOS ANGELES,90012-5020,,,5,01/01/2006,,"(34.0566, -118.3125)",22722,7,611,888,,86
0002061882-0001-7,KAZUHIRO KAMITANI,KICS AMERICA,740 CRENSHAW BLVD APT #5,LOS ANGELES,90005-3629,740 CRENSHAW 90005-3629,320 W Temple #8,Los Angeles,90012-3286,,,5,01/01/2000,,"(34.0598, -118.3201)",22722,7,613,605,36,86
0003244459-0001-0,TERI VANDERBERG,TERI VANDERBERG AND COMPANY,639 S COMMONWEALTH AVENUE   SUITE #1407,LOS ANGELES,90005-4015,639 COMMONWEALTH 90005-4015,808 N SPRING STREET APT #310,LOS ANGELES,90012-4410,812990,All other personal services,10,01/01/2021,,"(34.0625, -118.2861)",22722,12,578,1316,,89
0002931474-0001-0,MATTHEW CHAFFIN,,929 S SERRANO AVENUE APT #204,LOS ANGELES,90006-1139,929 SERRANO 90006-1139,234 S Figueroa #1233,Los Angeles,90012-2525,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",10,06/01/2013,,"(34.055, -118.3069)",22723,12,609,647,,89
0002940349-0001-2,MIN WOO JUN,,978 S KENMORE AVENUE    #3,LOS ANGELES,90006-1551,978 KENMORE 90006-1551,900 W TEMPLE STREET,LOS ANGELES,90012-4457,541990,"All other professional, scientific, & technical services",10,12/01/2015,,"(34.0534, -118.2965)",22723,12,619,1246,,89
0003201849-0001-1,"GRAMERCY CATERING, INC.",PALACE CATERING,1657   VENICE BLVD,LOS ANGELES,90006-4634,1657 VENICE 90006,900 W Temple #405,Los Angeles,90012-4548,722300,Special food services (including food service contractors & caterers),1,07/01/2020,,"(34.0445, -118.2906)",22723,11,670,950,,8
0003011437-0001-1,PHILIP EBERHART,,900   IROLO STREET   APT #217,LOS ANGELES,90006-6413,900 IROLO 90006-6413,375 E 2nd #402,Los Angeles,90012-4155,711510,"Independent artists, writers, & performers",10,01/01/2017,,"(34.0556, -118.3004)",22723,12,607,1246,,89
0002989032-0001-3,DULCE USC VILLAGE LLC,,3096 S MCCLINTOCK AVENUE   UNIT #4-B,LOS ANGELES,90007-,3096 MCCLINTOCK 90007-,106  1/2   JUDGE JOHN AISO STREET   #311,LOS ANGELES,90012-3805,722211,Limited-service eating places,9,08/15/2017,,"(0.0, 0.0)",,,,,,
0002972717-0001-9,DANIEL WIDJAJA,SALATHAI RESTAURANT,1842 W WASHINGTON BLVD   UNIT #25,LOS ANGELES,90007-1152,1842 WASHINGTON 90007,943   FIGUEROA TERRACE   UNIT #1,LOS ANGELES,90012-5907,722300,Special food services (including food service contractors & caterers),1,04/01/2017,,"(34.0399, -118.2988)",22724,11,681,1282,,8
0002713910-0001-1,JIN S GEE CO TR GEE LEE FAMILY TRUST,,1949 PARK GROVE AVENUE,LOS ANGELES,90007-1311,1949 PARK GROVE 90007-1311,1550 STADIUM WAY UNIT #6,LOS ANGELES,90012-1176,531100,Lessors of real estate (including mini warehouses & self-storage units),1,03/28/2012,,"(34.0351, -118.2769)",22724,11,699,444,7,32
0003117115-0001-0,ROBERT W BROCKEL,,1948  1/2   NEW ENGLAND STREET,LOS ANGELES,90007-1385,1948 NEW ENGLAND 90007-1385,327 N BOYLON STREET APT #506,LOS ANGELES,90012-4684,711300,"Promoters of performing arts, sports, & similar events",1,06/01/2016,,"(34.0387, -118.2875)",22724,11,681,1282,,8
0002416604-0003-3,GUISHAN FAMILY LLC,,2520 S FIGUEROA STREET,LOS ANGELES,90007-2549,2520 FIGUEROA 90007-2549,727 N BROADWAY     #111,LOS ANGELES,90012-2889,722110,Full-service restaurants,1,12/01/2017,,"(34.0285, -118.2757)",22724,13,699,660,7,32
0000032294-0029-0,COUNTY OF LOS ANGELES,,318 W ADAMS BLVD,LOS ANGELES,90007-2605,318 ADAMS 90007-2605,500 W TEMPLE STREET #B95,LOS ANGELES,90012-4366,812930,Parking lots & garages,9,05/01/2010,,"(34.0267, -118.2729)",22724,13,700,660,7,6
0002909130-0001-1,POET APPAREL INC,,3431 S MAIN STREET,LOS ANGELES,90007-4413,3431 MAIN 90007-4413,930   FIGUEROA TERRACE   APT #549,LOS ANGELES,90012-3075,425120,Wholesale trade agents & brokers,9,04/01/2016,,"(34.0181, -118.2737)",22724,13,727,975,7,6
0003291411-0001-9,CRISPY TRAIN LLC,CRISPY TRAIN,1842 W Washington #27,Los Angeles,90007-5406,1842 WASHINGTON 90007,705 Amador,Los Angeles,90012-1014,722211,Limited-service eating places,1,02/01/2022,,"(34.0399, 34.0399)",,,,,,
0000967836-0005-3,HEALTHRIGHT 360,,3756   SANTA ROSALIA DRIVE   UNIT #302,LOS ANGELES,90008-3615,3756 SANTA ROSALIA 90008-3615,1000 N ALAMEDA STREET   UNIT #390,LOS ANGELES,90012-1804,621400,Outpatient  care centers,8,07/01/2016,,"(34.0088, -118.3392)",22725,14,761,1025,7,54
0003248475-0001-8,"HOUR,LLC",,3000   WILSHIRE BLVD   BASEMENT #100,LOS ANGELES,90010-1136,3000 WILSHIRE 90010,255 S GRAND AVENUE   SUITE #1416,LOS ANGELES,90012-3043,812990,All other personal services,10,04/22/2015,,"(34.0615, -118.2867)",22722,12,601,684,,89
