LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000320-0043-6,PUBLIC STORAGE INC,PUBLIC STORAGE | PUBLUC STORAGE # 23013,8050 DEERING AVENUE,CANOGA PARK,91304-5010,8050 DEERING 91304-5010,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),3,05/05/2010,,"(34.2164, -118.595)",4279,4,276,268,,37
0000000320-0044-4,PUBLIC STORAGE INC,PUBLIC STORAGE | PUBLIC STORAGE #23014,7900 DEERING AVENUE,CANOGA PARK,91304-5007,7900 DEERING 91304-5007,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),3,05/05/2010,,"(34.2139, -118.5951)",4279,4,276,268,,37
0000001645-0001-2,THE CLYDE & MARY LOU PORTER FOUNDATION,,7242 OWENSMOUTH AVENUE,CANOGA PARK,91303-1529,7242 OWENSMOUTH 91303-1529,6024 WILLIAM BENT ROAD,HIDDEN HILLS,91302-1247,512200,Sound recording industries,3,07/20/2000,,"(34.2018, -118.6015)",4278,4,288,1465,,37
0000002858-0001-3,REDELL YVETTE SCAFE,,6901   VARIEL AVENUE,CANOGA PARK,91303-2245,6901 VARIEL 91303-2245,,,,812113,Nail salons,3,02/15/2000,,"(34.1957, -118.5933)",4278,4,286,951,,37
0000004627-0001-6,ELLY JOSEPH/ELIZABETH A CARRIGAN TRS,FOUNTAIN COURT APTS,8108 OWENSMOUTH AVENUE,CANOGA PARK,91304-4058,8108 OWENSMOUTH 91304-4058,9018 BALBOA BLVD #502,NORTHRIDGE,91325-2610,531100,Lessors of real estate (including mini warehouses & self-storage units),3,05/01/1973,,"(34.2166, -118.6016)",4279,4,280,411,,37
0000005353-0001-1,PHUONG V TRAN,PHOENIX JEWELRY,21107 1/2 SHERMAN WAY,CANOGA PARK,91303-1679,21107 SHERMAN 91303-1679,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,02/14/1992,,,,,,,,
0000005661-0002-9,MELINDA ROGOW MAMAN,,8901   ETON AVENUE   #9,CANOGA PARK,91304-1649,8901 ETON 91304-1649,6520   PLATT AVENUE   #161,WEST HILLS,91307-3218,531210,Offices of real estate agents & brokers,3,02/26/2016,,"(34.2328, -118.5958)",4279,4,94,1457,,37
0000005946-0001-1,CANOGA PARK SERVICE STATION INC,,20910 VANOWEN STREET,CANOGA PARK,91303-2965,20910 VANOWEN 91303-2965,,,,,,3,01/29/1991,,"(34.1937, -118.5886)",4278,4,293,1107,2,49
0000006066-0001-1,NATHAN A PETERSON,NATHANS TATTOOS,7222 TOPANGA CANYON BLVD,CANOGA PARK,91303-1239,7222 TOPANGA CANYON 91303-1239,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,02/01/2000,,"(34.2016, -118.6059)",4278,4,278,1465,,37
0000006070-0001-8,PATRICE L PLASSCHAERT,,8437 REMMET AVENUE,CANOGA PARK,91304-2641,8437 REMMET 91304-2641,,,,,,3,02/26/1992,,"(34.2233, -118.6012)",4279,4,93,411,,37
