LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000320-0027-4,PUBLIC STORAGE INC,PUBLIC STORAGE #20249,4610 VAN NUYS BLVD,SHERMAN OAKS,91403-2915,4610 VAN NUYS 91403-2915,POST OFFICE BOX #25025,GLENDALE,91221-5025,,,4,11/01/1994,,"(34.1549, -118.4486)",19736,7,333,676,6,83
0000000575-0001-8,AHF HEALTHCARE CENTERS /C,AHF HEALTHCARE CENTER/VALLEY,4835 VAN NUYS BLVD #200,SHERMAN OAKS,91403-2139,4835 VAN NUYS 91403-2139,6255 W SUNSET BLVD #21FL,LOS ANGELES,90028-7422,621400,Outpatient  care centers,4,03/01/2000,,"(34.1582, -118.4487)",19736,7,248,674,,83
0000001093-0003-9,HATHAWAY-SYCAMORES CHILD AND FAMILY SERVICES,,12450 VAN NUYS BLVD #100,PACOIMA,91331-1392,12450 VAN NUYS 91331-1392,100 W WALNUT STREET SUITE #375,PASADENA,91124-0001,621400,Outpatient  care centers,7,06/01/1991,,"(34.2794, -118.4037)",18907,1,17,1369,,11
0000001093-0004-7,HATHAWAY-SYCAMORES CHILD AND FAMILY SERVICES,,12510 VAN NUYS BLVD #201,PACOIMA,91331-6732,12510 VAN NUYS 91331-6732,100 W WALNUT STREET SUITE #375,PASADENA,91124-0001,621400,Outpatient  care centers,7,06/01/1991,,"(34.2782, -118.4054)",18907,1,17,1369,,11
0000001147-0002-9,MISSION CITY COMMUNITY NETWORK INC,,8771 VAN NUYS BLVD,PANORAMA CITY,91402-2401,8771 VAN NUYS 91402-2401,,,,621400,Outpatient  care centers,6,10/15/2015,,"(34.2292, -118.4502)",19730,3,144,417,,59
0000001183-0001-7,OPTIONS FOR YOUTH-BURBANK INC,,6628 VAN NUYS BLVD,VAN NUYS,91405-4617,6628 VAN NUYS 91405-4617,320 N HALSTEAD STREET SUITE #150,PASADENA,91107-3179,541600,"Management, scientific, & technical consulting services",6,09/01/2000,,"(34.1911, -118.4487)",19733,3,236,290,,18
0000005482-0001-6,EDWARD PETKO MD,,4955 VAN NUYS BLVD UNIT #411,SHERMAN OAKS,91403-1824,4955 VAN NUYS 91403-1824,4955 VAN NUYS BLVD UNIT #411,SHERMAN OAKS,91403-1824,561500,Travel arrangement & reservation services,4,10/01/1975,,"(34.1603, -118.4487)",19736,7,248,674,,83
0000005775-0002-9,PANDHER FAST FOOD INC,SUBWAY #1108,7239 VAN NUYS BLVD #A-4,VAN NUYS,91405-5857,7239 VAN NUYS 91405-5857,,,,,,2,04/22/2005,,"(34.2022, -118.4487)",19733,5,215,458,,18
0000005775-0006-1,PANDHER FAST FOOD INC,SUBWAY,12771 VAN NUYS BLVD,PACOIMA,91331-1627,12771 VAN NUYS 91331-1627,,,,722110,Full-service restaurants,7,06/22/2002,,"(34.2742, -118.4109)",18907,1,17,1369,,11
0000005775-0008-8,PANDHER FAST FOOD INC,,6576   VAN NUYS BLVD,VAN NUYS,91401-1426,6576 VAN NUYS 91401-1426,12771   VAN NUYS BLVD,PACOIMA,91331-1627,722110,Full-service restaurants,6,06/12/2019,,"(34.1903, -118.448)",19733,3,236,290,,18
