LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000320-0013-4,PUBLIC STORAGE INC,PUBLIC STORAGE #22311,6701 S SEPULVEDA BLVD,LOS ANGELES,90045-1509,6701 SEPULVEDA 90045-1509,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),11,08/17/1988,,"(33.9794, -118.3943)",23676,10,925,1062,10,16
0000001436-0299-1,SP PLUS CORPORATION,SP PLUS PARKING,2990 S SEPULVEDA BLVD,LOS ANGELES,90064-0002,2990 SEPULVEDA 90064-0002,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,812930,Parking lots & garages,5,05/01/2014,,"(34.0274, -118.4287)",24029,6,895,1247,9,75
0000001436-0339-3,SP PLUS CORPORATION,,1640 S SEPULVEDA BLVD,LOS ANGELES,90025-7510,1640 Sepulveda 90025-7510,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,5,05/01/2022,,"(34.0487, -118.4448)",23443,6,855,748,9,72
0000001478-0018-5,AIDS HEALTHCARE FOUNDATION,,6909 SEPULVEDA BLVD,VAN NUYS,91405-3505,6909 Sepulveda 91405-3505,6255 W SUNSET BLVD FLOOR #21,LOS ANGELES,90028-7422,541990,"All other professional, scientific, & technical services",6,11/14/2018,,"(34.196, -118.4668)",19733,3,228,295,,18
0000002072-0001-8,HERITAGE COMMUNITY HOUSING INC,,9311 SEPULVEDA BLVD,NORTH HILLS,91343-3342,9311 SEPULVEDA 91343-3342,2000 E 4TH STREET #203,SANTA ANA,92705-3907,561110,Office administrative services,7,04/21/1999,,"(34.2393, -118.4677)",18914,1,116,1092,,73
0000003086-0004-1,"PEOPLEREADY, INC.",BR #1545,8730 SEPULVEDA BLVD,NORTH HILLS,91343-5112,8730 SEPULVEDA 91343-5112,POST OFFICE BOX #2910,TACOMA,98401-2910,,,6,01/01/1999,,"(34.2289, -118.4676)",18914,3,126,420,,73
0000003647-0002-4,LUCKY SCOOPS CORPORATION,,8736 S SEPULVEDA BLVD #C,LOS ANGELES,90045-4004,8736 SEPULVEDA 90045-4004,8325 LINCOLN BLVD,LOS ANGELES,90045-2413,722110,Full-service restaurants,11,03/15/2015,,"(33.958, -118.3961)",23676,10,936,791,10,16
0000004109-0002-5,TPS PARKING MANAGEMENT LLC,THE PARKING SPOT,9101 S SEPULVEDA BLVD,LOS ANGELES,90045-4803,9101 SEPULVEDA 90045-4803,200 W MONROE STREET   #1500,CHICAGO,60606-5114,812930,Parking lots & garages,11,05/18/2003,,"(33.9541, -118.3962)",23676,10,936,791,10,16
0000004115-0001-2,THE BAGEL FACTORY INC,,3004 S SEPULVEDA BLVD,LOS ANGELES,90034-4202,3004 SEPULVEDA 90034-4202,8986 CADILLAC AVENUE,LOS ANGELES,90034-2004,311800,Bakeries & tortilla mfg.,5,01/01/1974,,"(34.0273, -118.4285)",24029,6,895,1247,9,27
0000004309-0001-3,PLANET E PRODUCTIONS,,8726 D S SEPULVEDA BLVD #2221,LOS ANGELES,90045-4004,8726 SEPULVEDA 90045-4004,,,,424990,Other miscellaneous nondurable goods,0,12/30/2003,,,,,,,,
