LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000008936-0001-9,ERIC S ANDERSON,ARRICKHAIR PRODUCTS,3166 GLENMANOR PLACE,LOS ANGELES,90039-1713,3166 GLENMANOR 90039-1713,,,,424210,Drugs & druggists' sundries,13,02/22/2000,,"(34.1174, -118.263)",23670,8,398,567,,42
0000011688-0001-7,COSMO-PHARM INC,,11751 VOSE STREET,N HOLLYWOOD,91605-5736,11751 VOSE 91605-5736,,,,424210,Drugs & druggists' sundries,2,02/01/1975,,"(34.1984, -118.389)",8888,5,174,480,,14
0000020770-0001-4,GALDERMA LLC ET AL,GALDERMA LABORATORIES LP,14501 NORTH FREEWAY,FORT WORTH,76177-3304,14501 NORTH 76177-3304,,,,424210,Drugs & druggists' sundries,0,01/01/2000,,"(32.9985, -97.2951)",20553,,,,,
0000025427-0001-0,"COLONIAL DAMES COMPANY, LTD.",,6820 WATCHER STREET,COMMERCE,90040-3715,6820 WATCHER 90040-3715,POST OFFICE BOX #22022,LOS ANGELES,90022-0022,424210,Drugs & druggists' sundries,0,10/03/1985,,"(33.9755, -118.1358)",23671,,1568,,,
0000031569-0001-9,TRIPLE IMAGE LLC,QUADEE TECHNOLOGY,5721 COMPTON AVENUE,LOS ANGELES,90011-4945,5721 COMPTON 90011-4945,,,,424210,Drugs & druggists' sundries,9,06/01/2000,,"(33.9909, -118.2477)",22727,13,721,983,7,51
0000035513-0001-2,WEST COAST COSMETICS INC,,21050 SUPERIOR STREET,CHATSWORTH,91311-4321,21050 SUPERIOR 91311-4321,,,,424210,Drugs & druggists' sundries,12,10/01/1992,,"(34.2463, -118.5918)",4284,2,98,314,,43
0000040596-0001-5,GABELS COSMETICS INC,,126 S AVENUE 18,LOS ANGELES,90031-1734,126 AVENUE 18 90031,,,,424210,Drugs & druggists' sundries,1,01/01/1985,,"(34.0727, -118.2231)",23448,11,485,648,1,1
0000045743-0001-6,HUE QUYNH HUYNH,T & C COMPANY,216 E 4TH STREET #27,LOS ANGELES,90013-1404,216 4TH 90013-1404,,,,424210,Drugs & druggists' sundries,9,09/01/2003,,,,,,,,
0000051697-0001-1,CALEB BRETT USA INC,,1941 FREEMAN AVENUE #A,LONG BEACH,90755-1236,1941 FREEMAN 90755-1236,200   WESTLAKE PARK BLVD   SUITE #400,HOUSTON,77079-2667,541380,Testing laboratories,0,12/01/1975,,"(33.7922, -118.1556)",3700,,1878,,,
0000061184-0001-0,WESTERN DRUG INC,WESTWOOD CENTER PHARMACY,10921 WILSHIRE BLVD,LOS ANGELES,90024-3906,10921 WILSHIRE 90024-3906,,,,424210,Drugs & druggists' sundries,5,05/01/1993,,"(34.0585, -118.4445)",23442,6,854,742,9,72
0000069177-0001-8,AILIN COSMETICS INC,,256 WINSTON STREET #6,LOS ANGELES,90013-1462,256 WINSTON 90013-1462,,,,424210,Drugs & druggists' sundries,14,03/15/1993,,"(34.0461, -118.2465)",23074,9,536,1502,,76
0000077906-0001-5,A & S WORLD TRADING INC,FINE FRAGRANCES #1,501 E OLYMPIC BLVD,LOS ANGELES,90015-1807,501 OLYMPIC 90015-1807,,,,424210,Drugs & druggists' sundries,14,09/18/2003,,"(34.0375, -118.253)",23076,9,703,1018,,76
0000091188-0001-7,HYLAND'S INC,,204 W 131ST STREET,LOS ANGELES,90061-1618,204 131ST 90061-1618,POST OFFICE BOX #61067,LOS ANGELES,90061-0067,424210,Drugs & druggists' sundries,0,01/01/1985,,"(33.9134, -118.2762)",24355,,1668,27,,
