LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000201-0001-0,DAVID OVED,,12304 SANTA MONICA BLVD #209,LOS ANGELES,90025-2587,12304 SANTA MONICA 90025-2587,,,,561300,Employment services,11,,,"(34.0395, -118.4655)",23443,10,866,750,9,50
0000000230-0001-6,DEBUSSY TRIO MUSIC FOUNDATION /C,,223 S BUNDY DRIVE,LOS ANGELES,90049-4106,223 BUNDY 90049-4106,,,,611000,"Educational services (including schools, colleges, & universities)",11,02/06/2000,,"(34.0582, -118.4758)",23680,10,840,1219,9,
0000000237-0001-8,"JUAREZ AND ASSOCIATES, INC",,12139 NATIONAL BLVD,LOS ANGELES,90064-3522,12139 NATIONAL 90064-3522,,,,541600,"Management, scientific, & technical consulting services",11,02/01/1972,,"(34.0201, -118.4444)",24031,10,892,857,9,27
0000000253-0001-7,MOSES F ABONAL,,12340 SANTA MONICA BLVD SUITE #234,LOS ANGELES,90025-2594,12340 SANTA MONICA 90025-2594,,,,541100,Legal services,11,01/10/2003,,"(34.0393, -118.4661)",23443,10,866,750,9,50
0000000257-0001-5,A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C,,12206 W PICO BLVD,LOS ANGELES,90064-1135,12206 PICO 90064-1135,2607 VAN BUREN PLACE,LOS ANGELES,90007-2129,611000,"Educational services (including schools, colleges, & universities)",11,01/01/1991,,"(34.0289, -118.4511)",24029,10,889,1128,9,50
0000000320-0008-8,PUBLIC STORAGE INC,PUBLIC STORAGE #24609,2300 PURDUE AVENUE,LOS ANGELES,90064-1728,2300 PURDUE 90064-1728,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),11,07/01/1986,,"(34.0355, -118.4418)",24029,10,868,1518,9,50
0000000320-0010-0,PUBLIC STORAGE INC,PUBLIC STORAGE 21718,11625 W OLYMPIC BLVD,LOS ANGELES,90064-1407,11625 OLYMPIC 90064-1407,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),11,06/25/1987,,"(34.0351, -118.4464)",24029,10,867,1517,9,50
0000000320-0013-4,PUBLIC STORAGE INC,PUBLIC STORAGE #22311,6701 S SEPULVEDA BLVD,LOS ANGELES,90045-1509,6701 SEPULVEDA 90045-1509,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),11,08/17/1988,,"(33.9794, -118.3943)",23676,10,925,1062,10,16
0000000320-0016-9,PUBLIC STORAGE INC,PUBLIC STORAGE #26811,315 4TH AVENUE,VENICE,90291-2619,315 4TH 90291-2619,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),11,11/28/1988,,"(33.9972, -118.4747)",25073,10,907,1354,10,30
0000000320-0038-0,PUBLIC STORAGE INC,,12681 W JEFFERSON BLVD,LOS ANGELES,90066-7008,12681 JEFFERSON 90066-7008,POST OFFICE BOX #25025,GLENDALE,91221-5025,,,11,12/27/2001,,"(33.9783, -118.4161)",24031,10,923,1117,10,85
