LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000226-0001-0,INTERNATIONAL RIGHT OF WAY ASSOCIATION,,19750 S VERMONT AVENUE #220,TORRANCE,90502-1144,19750 VERMONT 90502-1144,,,,541600,"Management, scientific, & technical consulting services",15,01/01/1991,,"(33.8514, -118.2905)",25716,15,944,798,,55
0000000320-0050-9,PUBLIC STORAGE INC,PUBLIC STORAGE #29208,1459 W 190TH STREET,GARDENA,90248-4307,1459 190TH 90248-4307,701 WESTERN AVENUE,GLENDALE,91201-2349,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,07/01/2011,,"(33.8583, -118.3046)",25715,15,944,798,,55
0000000380-0001-2,A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C,,1613 W CARSON STREET #104,TORRANCE,90501-3893,1613 CARSON 90501-3893,2607 VAN BUREN PLACE,LOS ANGELES,90007-2129,611000,"Educational services (including schools, colleges, & universities)",15,01/01/1991,,"(33.8314, -118.3067)",25715,15,945,1320,,55
0000000423-0001-2,SOUTHERN CALIFORNIA MARINE INSTITUTE,,820 S SEASIDE AVENUE,SAN PEDRO,90731-7330,820 SEASIDE 90731-7330,,,,611000,"Educational services (including schools, colleges, & universities)",15,05/27/1994,,"(33.7365, -118.2709)",3342,15,2342,438,,
0000000448-0001-2,STEFANO/ROSE TANZI,,1140 W 18TH STREET,SAN PEDRO,90731-3810,1140 18TH 90731-3810,1140 W 18TH STREET,SAN PEDRO,90731-3810,531100,Lessors of real estate (including mini warehouses & self-storage units),15,02/01/1974,,"(33.7279, -118.302)",3342,15,982,1452,,25
0000000974-0001-6,PACIFIC UNICOMM CORPORATION,,203 BERTH #9,WILMINGTON,90744-6726,203 BERTH 90744-6726,,,,561500,Travel arrangement & reservation services,15,05/01/2000,,"(33.7591, -118.262)",3350,15,2342,429,,15
0000001255-0001-3,LABOR OF TRUE LOVE CORPORATION,,1961 E IMPERIAL HIGHWAY #5,LOS ANGELES,90059-2250,1961 IMPERIAL 90059-2250,,,,561500,Travel arrangement & reservation services,15,01/14/2000,,"(33.9294, -118.2371)",24354,15,824,1185,7,40
0000001271-0001-2,ST ANTHONY MEDICAL CENTER,,837 W IMPERIAL HIGHWAY,LOS ANGELES,90044-4110,837 IMPERIAL 90044-4110,,,,621400,Outpatient  care centers,15,04/01/2000,,,,,,,,
0000001293-0001-9,THE PUBLIC HEALTH FOUNDATION OF LOS ANGELES COUNTY INC,PUBLIC HEALTH FOUNDATION WIC PROGRAM,1640 W CARSON STREET #G F,TORRANCE,90501-3877,1640 CARSON 90501-3877,12781 SCHABARUM AVENUE,IRWINDALE,91706-6807,621510,Medical & diagnostic laboratories,15,08/01/2000,,"(33.8314, -118.3075)",25715,15,945,1320,,55
0000001436-0329-6,SP PLUS CORPORATION,,460 W 5TH STREET,SAN PEDRO,90731-2616,460 5th 90731-2616,3470 WILSHIRE BLVD ##400,LOS ANGELES,90010-2207,812930,Parking lots & garages,15,12/01/2021,,"(33.7401, -118.287)",3342,15,970,433,,36
0000001488-0001-4,THE RESTORATION FOUNDATION,,1117 E 108TH STREET,LOS ANGELES,90059-1009,1117 108TH 90059-1009,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),15,02/24/1994,,"(33.9382, -118.2551)",24354,15,807,1187,7,45
0000001632-0001-5,ATLANTIC RECOVERY SERVICES,,1444 W Q STREET,WILMINGTON,90744-1971,1444 Q 90744-1971,944 PACIFIC AVENUE,LONG BEACH,90813-4228,621400,Outpatient  care centers,15,01/22/2001,,,,,,,,
0000001783-0001-6,NATIONAL HOUSING DEVELOPMENT CORPORATION,,243 E 120TH STREET,LOS ANGELES,90061-2403,243 120TH 90061-2403,10681 FOOTHILL BLVD #220,RANCHO CUCAMONGA,91730-3831,531100,Lessors of real estate (including mini warehouses & self-storage units),15,11/12/1997,,"(33.9237, -118.2707)",24355,15,816,1195,7,53
0000001833-0001-6,"CLEAR IMAGE GROUP, INC",,970 W 19TH STREET #7,SAN PEDRO,90731-4569,970 19TH 90731-4546,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",15,03/10/2001,,"(33.727, -118.2983)",3342,15,982,1452,,33
0000001867-0001-5,THE BEACON HOUSE ASSOCIATION OF SAN PEDRO,,411 W 10TH STREET,SAN PEDRO,90731-3213,411 10TH 90731-3213,POST OFFICE BOX #328,SAN PEDRO,90733-0328,621400,Outpatient  care centers,15,03/07/1985,,"(33.735, -118.286)",3342,15,979,1271,15,36
0000001870-0001-7,THE BEACON HOUSE ASSOCIATION OF SAN PEDRO,,1012 S PALOS VERDES STREET,SAN PEDRO,90731-4345,1012 PALOS VERDES 90731-4345,POST OFFICE BOX #328,SAN PEDRO,90733-0328,621400,Outpatient  care centers,15,03/07/1985,,"(33.7349, -118.2813)",3342,15,979,1271,15,36
0000001893-0001-8,CHAMBER ORCHESTRA OF THE SOUTH BAY/C,,726 W 6TH STREET,SAN PEDRO,90731-3006,726 6TH 90274,POST OFFICE BOX #2095,PALOS VERDES PENINSULA,90274-8095,512200,Sound recording industries,15,10/03/1988,,"(33.7387, -118.2928)",3342,15,975,1206,,36
0000002259-0001-9,WESTMINSTER PLAZA II LP,C/O BARKER MGMT INC,9300 MAIE AVENUE,LOS ANGELES,90002-2384,9300 MAIE 90002-2384,POST OFFICE BOX #148,ANAHEIM,92815-0148,531100,Lessors of real estate (including mini warehouses & self-storage units),15,01/01/1999,,"(33.9522, -118.2446)",22351,15,820,1178,7,40
0000002325-0001-8,ANTHONY S BILAS,,732 S PACIFIC AVENUE,SAN PEDRO,90731-3204,732 PACIFIC 90731-3204,POST OFFICE BOX #2912,PALOS VERDES PENINSULA,90274-8912,531100,Lessors of real estate (including mini warehouses & self-storage units),15,08/01/1974,,,,,,,,
0000002675-0001-1,EDGAR I BALTAZAR,,507 W E STREET,WILMINGTON,90744-5507,507 E 90744-5507,,,,424990,Other miscellaneous nondurable goods,15,06/01/2003,,"(33.7753, -118.2673)",3350,15,966,1560,,15
0000002698-0001-1,ROBERT HUGH REDDICK,,3712 ALMERIA STREET,SAN PEDRO,90731-6412,3712 ALMERIA 90731-6412,,,,541510,Computer systems design & related services,15,01/01/1997,,,,,,,,
0000002825-0001-9,SALVATORE CRACCHIOLO,SALVATORE CRACCHIOLO,926 W 29TH PLACE,SAN PEDRO,90731-6225,926 29TH 90731-6225,,,,541213,Tax preparation services,15,02/01/1994,,"(33.7185, -118.2978)",3342,15,985,831,15,33
0000002833-0002-1,MICHAEL STAPLETON,STAPLETON CONSTRUCTION,1665 257TH STREET,HARBOR CITY,90710-2625,1665 257TH 90710-2625,,,,233210,Single Family Housing Construction (1997 NAICS),15,04/01/2014,,"(33.7904, -118.3061)",26327,15,949,1309,,29
