LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000312-0001-6,ALBERT K MORADIAN,ALBERT'S CONSTRUCTION,10520 MCCLEMONT AVENUE,TUJUNGA,91042-1702,10520 MCCLEMONT 91042-1702,,,,233210,Single Family Housing Construction (1997 NAICS),7,01/01/2003,,"(34.2597, -118.2951)",3222,1,1,440,,7
0000000320-0018-5,PUBLIC STORAGE INC,PUBLIC STORAGE #26422,10400 SUNLAND BLVD,SUNLAND,91040-1906,10400 SUNLAND 91040-1906,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),7,01/05/1989,,"(34.2596, -118.328)",3221,1,15,1511,18,7
0000000320-0021-5,PUBLIC STORAGE INC,PUBLIC STORAGE #27341,6400 FOOTHILL BLVD,TUJUNGA,91042-2703,6400 FOOTHILL 91042-2703,POST OFFICE BOX #25025,GLENDALE,91221-5025,,,7,10/01/1989,,"(34.2434, -118.271)",3222,1,5,227,18,7
0000000320-0022-3,PUBLIC STORAGE INC,PUBLIC STORAGE #34101,6467 FOOTHILL BLVD,TUJUNGA,91042-2702,6467 FOOTHILL 91042-2702,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),7,12/19/1989,,"(34.2444, -118.2726)",3222,1,5,227,18,7
0000000320-0029-1,PUBLIC STORAGE INC,PUBLIC STORAGE #20473,13300 PAXTON STREET,PACOIMA,91331-2339,13300 PAXTON 91331-2339,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),7,07/01/1995,,"(34.2764, -118.4224)",18907,1,24,1376,,11
0000000320-0048-7,PUBLIC STORAGE INC,PUBLIC STORAGE # 23049,12665 FOOTHILL BLVD,SYLMAR,91342-5312,12665 FOOTHILL 91342-5312,701 WESTERN AVENUE,GLENDALE,91201-2349,531100,Lessors of real estate (including mini warehouses & self-storage units),7,06/30/2010,,"(34.2897, -118.4112)",18907,1,20,249,,11
0000000320-0049-5,PUBLIC STORAGE INC,PUBLIC STORAGE #25759,16045 FOOTHILL BLVD,SYLMAR,91342-0785,16045 FOOTHILL 91342-0785,701 WESTERN AVENUE,GLENDALE,91201-2349,532290,Other consumer goods rental,7,06/28/2012,,"(34.321, -118.4814)",18912,1,48,366,,47
0000000499-0001-5,ANA PLASCENCIA REYES,,9824 1/2 KESTER AVENUE,NORTH HILLS,91343-2414,9824 KESTER 91343-2414,,,,561720,Janitorial services,7,06/20/2001,,"(34.2487, -118.4565)",18914,1,115,414,,73
0000000607-0001-0,BENITA BIKE'S DANCEART INC,,10211 SUNLAND BLVD,SUNLAND,91040-1739,10211 SUNLAND 91040-1739,,,,512200,Sound recording industries,7,06/04/1991,,"(34.2602, -118.3376)",3221,1,,1510,8,9
0000000901-0001-7,HEROES OF LIFE,,11243 GLENOAKS BLVD SUITE #7,PACOIMA,91331-7308,11243 GLENOAKS 91331-7308,,,,624100,Individual & family services,7,04/01/2000,,"(34.2746, -118.4127)",18907,1,24,369,,11
