LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000002982-0001-5,WAHBI HOLDINGS INC,SAM'S LIQUOR & MARKET | SAMS LIQUOR,15717 VANOWEN STREET,VAN NUYS,91406-5030,15717 VANOWEN 91406-5030,,,,424940,Tobacco & tobacco products,6,01/05/2000,,"(34.1939, -118.4752)",19734,3,226,296,,61
0000031085-0002-5,JAMAL K CHATIH,A TO Z TOBACCO,22330 SHERMAN WAY SUITE #C9,CANOGA PARK,91303-1079,22330 SHERMAN 91303-1079,,,,424940,Tobacco & tobacco products,3,01/11/2019,,"(34.2006, -118.614)",4278,4,278,1464,,37
0000093610-0001-1,R J REYNOLDS TOBACCO CO,,401 N MAIN STREET,WINSTON SALEM,27101-3804,401 MAIN 27101-3804,POST OFFICE BOX #2959,WINSTON SALEM,27102-2959,424940,Tobacco & tobacco products,0,02/09/1985,,"(36.0985, -80.2441)",237,,,,,
0000097184-0002-1,DADDY'S PIPES INC,DADDY'S PIPES,14430 VENTURA BLVD,SHERMAN OAKS,91423-2607,14430 VENTURA 91423-2607,,,,424940,Tobacco & tobacco products,4,01/13/2013,,"(34.1506, -118.4467)",19736,7,333,681,6,83
0000118416-0002-1,DEUK KIM,JUG JUG INC,11908 BALBOA BLVD,GRANADA HILLS,91344-2755,11908 BALBOA 91344-2755,,,,424940,Tobacco & tobacco products,12,06/02/2010,,"(34.2869, -118.502)",19329,2,56,1403,,78
0000136848-0001-3,TMP CORPORATION,,5800 W MANCHESTER AVENUE,LOS ANGELES,90045-4428,5800 MANCHESTER 90045-4428,,,,424940,Tobacco & tobacco products,11,10/01/2003,,"(33.9598, -118.3825)",23676,10,934,1070,10,16
0000187467-0004-7,JAMAL J ANDERSON,FUNKE STIXX TOBACCO,1425 S LA BREA AVENUE,LOS ANGELES,90019-0019,1425 La Brea 90019-0019,6511 CALIFORNIA AVENUE,BELL,90201-2111,424940,Tobacco & tobacco products,10,09/01/2020,,"(34.0472, -118.3453)",23080,12,647,1352,,23
0000189593-0001-8,"PHILIP MORRIS USA, INC",,6603 W BROAD STREET,RICHMOND,23230-1711,6603 BROAD 23230-1711,,,,424940,Tobacco & tobacco products,0,04/02/1985,,"(37.602, -77.515)",10114,,,,,
0000272982-0001-1,AYPG INC,THE STSTEM,6750 TAMPA AVENUE,RESEDA,91335-5014,6750 TAMPA 91335-5014,,,,424940,Tobacco & tobacco products,3,12/14/2000,,"(34.1931, -118.5535)",18909,4,266,1467,,12
0000363264-0002-0,ENRIQUE VALLE,,1241 MAPLE AVENUE,LOS ANGELES,90015-2603,1241 MAPLE 90015-2603,,,,424940,Tobacco & tobacco products,14,01/01/2012,,"(34.0352, -118.2566)",23076,9,703,1018,,76
0000391888-0003-7,HENRY SAAKJAN,URBAN SMOKE,5028   VINELAND AVENUE,NORTH HOLLYWOOD,91601-3816,5028 VINELAND 91601-3816,,,,424940,Tobacco & tobacco products,2,05/01/2019,,"(34.162, -118.37)",8488,5,212,553,,13
0000418367-0001-3,INTERMOUNTAIN ENVIRONMENTAL INC,,601 W 1700   S SUITE #120,LOGAN,84321-8247,601 1700 84321,601 W 1700   S SUITE #120,LOGAN,84321-8247,424940,Tobacco & tobacco products,0,12/16/2003,,"(41.7036, -111.85)",12310,,,,,
0000539023-0002-0,GRIMAN INC,SMOKER'S CLUB,7659   WINNETKA AVENUE,WINNETKA,91306-2677,7659 WINNETKA 91306-2677,,,,424940,Tobacco & tobacco products,3,08/13/2018,,"(34.2097, -118.5711)",4282,4,275,1544,,66
0000605334-0001-1,ALTADIS USA INC,ALTADIS USA,5900 N ANDREWS AVENUE,FORT LAUDERDALE,33309-2367,5900 ANDREWS 33309-2367,714 GREEN VALLEY ROAD,GREENSBORO,27408-7018,424940,Tobacco & tobacco products,0,07/01/1969,,"(26.1997, -80.1482)",23789,,,,,
0000623089-0001-6,BENIMEX CORPORATION,,1901 AVENUE OF THE STARS #200,LOS ANGELES,90067-6015,1901 AVENUE OF THE STARS 90067-6015,,,,424940,Tobacco & tobacco products,5,02/02/1986,,"(34.0598, -118.4172)",24032,6,870,739,9,75
0000780271-0002-2,MISHEL SAKHAI,LA FOURTEEN TWENTY,1420 S LOS ANGELES STREET   UNIT #B,LOS ANGELES,90015-4920,1420 LOS ANGELES 90015-4920,,,,424940,Tobacco & tobacco products,14,05/22/2019,,"(34.034, -118.2603)",23076,9,693,1291,,76
0000825315-0003-9,STEEP USA INC,VAPE CIGGY,22209   SHERMAN WAY,CANOGA PARK,91303-1048,22209 SHERMAN 91303-1048,,,,424940,Tobacco & tobacco products,3,07/11/2016,,"(34.2011, -118.6106)",4278,4,278,1464,,37
0000946557-0001-8,PAZHVAK INC,TRUST WHOLESALE,3200   WILSHIRE BLVD   SUITE #1508 N TWR,LOS ANGELES,90010-1318,3200 WILSHIRE 90010-1318,POST OFFICE BOX #351524,LOS ANGELES,90035-9224,424940,Tobacco & tobacco products,10,01/01/1999,,"(34.0608, -118.292)",22726,12,602,684,,89
0000991625-0002-0,EUN AH PARK,,926 S VERMONT AVENUE,LOS ANGELES,90006-1611,926 VERMONT 90006-1611,,,,424940,Tobacco & tobacco products,10,12/15/2016,,"(34.0547, -118.2912)",22723,12,621,1246,,63
