LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000015122-0002-4,NATIONAL RESEARCH INSTITUTE,,14418   CHASE STREET   SUITE #200,PANORAMA CITY,91402-3022,14418 CHASE 91402-3022,2010   WILSHIRE BLVD   SUITE #302,LOS ANGELES,90057-3550,621111,Offices of physicians (except mental health specialists),6,01/03/2017,,"(34.2247, -118.4473)",19730,3,145,1040,,59
0000085462-0009-5,FACEY MEDICAL FOUNDATION,,"18133   VENTURA BLVD   FLOOR #2, 4",TARZANA,91356-0000,18133 VENTURA 91356-0000,POST OFFICE BOX #696431,SAN ANTONIO,78269-6431,621111,Offices of physicians (except mental health specialists),3,01/23/2017,,"(0.0, 0.0)",,,,,,
0000085462-0010-9,FACEY MEDICAL FOUNDATION,,9111   CORBIN AVENUE,NORTHRIDGE,91324-2402,9111 CORBIN 91324-2402,POST OFFICE BOX #696431,SAN ANTONIO,78269-6431,621111,Offices of physicians (except mental health specialists),12,04/28/2017,,"(34.2359, -118.5629)",18513,2,97,306,,43
0000110879-0002-1,CEDARS-SINAI MEDICAL CARE FOUNDATION /C,,16030   VENTURA BLVD   SUITE #680,ENCINO,91436-4443,16030 VENTURA 91436-4443,15821   VENTURA BLVD   SUITE #520,ENCINO,91436-2945,621111,Offices of physicians (except mental health specialists),4,08/01/2017,,"(34.1557, -118.4825)",19737,6,338,1500,6,62
0000152232-0007-6,WATTS HEALTH CARE CORP,JEFFERSON CRENSHAW HEALTH CENTER,3501 W JEFFERSON BLVD,LOS ANGELES,90018-3237,3501 JEFFERSON 90018-3237,10300   COMPTON AVENUE,LOS ANGELES,90002-3628,621111,Offices of physicians (except mental health specialists),10,10/16/2017,,"(34.0259, -118.3342)",23079,12,662,920,7,19
0000300360-0002-0,ADRIANA DE LA CRUZ,ADRIANA DE LA CRUZ MANAGEMENT,4405   GRAND VIEW BLVD,LOS ANGELES,90066-6230,4405 GRAND VIEW 90066-6230,POST OFFICE BOX #12412,MARINA DEL REY,90295-3412,621111,Offices of physicians (except mental health specialists),11,01/01/2017,,"(33.9945, -118.4224)",24031,10,918,1137,10,85
0000309417-0002-7,COMPREHENSIVE COMMUNITY HEALTH CENTERS INC,,8316   FOOTHILL BLVD,SUNLAND,91040-2850,8316 FOOTHILL 91040-2850,801 S CHEVY CHASE DRIVE   SUITE #20,GLENDALE,91205-4437,621111,Offices of physicians (except mental health specialists),7,04/10/2017,,"(34.2591, -118.3143)",3221,1,15,1511,18,7
0000362250-0020-9,MEDICAL GROUP OF BEVERLY HILLS INC,CEDAR SINAI MEDICAL GROUP INC,16030   VENTURA BLVD   SUITE #680,ENCINO,91436-4443,16030 VENTURA 91436-4443,15821   VENTURA BLVD   SUITE #520,ENCINO,91436-2945,621111,Offices of physicians (except mental health specialists),4,08/01/2017,,"(34.1557, -118.4825)",19737,6,338,1500,6,62
0000362250-0021-7,MEDICAL GROUP OF BEVERLY HILLS INC,,12746 W JEFFERSON BLVD,LOS ANGELES,90094-2885,12746 JEFFERSON 90094-2885,15821   VENTURA BLVD   SUITE #520,ENCINO,91436-2945,621111,Offices of physicians (except mental health specialists),11,08/20/2017,,"(33.9775, -118.4175)",24343,10,923,1117,10,16
0000474137-0004-0,BEHAVIORAL HEALTH SERVICES INC,BHS EL PUERTO HEALTH CENTER,1334 N AVALON BLVD,WILMINGTON,90744-2639,1334 Avalon 90744-2639,15519 CRENSHAW BLVD,GARDENA,90249-4525,621111,Offices of physicians (except mental health specialists),15,09/06/2017,,"(33.7899, -118.2628)",3350,15,961,640,,15
