LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000001086-0001-2,ROBERT L MERIN DDS MS INC,,6342 FALLBROOK AVENUE #101,WOODLAND HILLS,91367-1613,6342 FALLBROOK 91367-1613,,,,621111,Offices of physicians (except mental health specialists),3,08/01/1974,,"(34.1853, -118.6233)",19347,4,296,321,,49
0000001385-0002-1,THE STILLPOINT RESOURCES CHARITABLE TRUST,,6740 FALLBROOK AVENUE SUITE #107,WEST HILLS,91307-3936,6740 FALLBROOK 91307-3936,,,,624100,Individual & family services,12,06/12/1998,,"(34.1928, -118.6233)",4283,2,296,320,,44
0000001489-0001-9,JEWISH NATIONAL FUND KEREN KAYAEMETH LEISRAEL INC,,6700 FALLBROOK AVENUE #201,WEST HILLS,91307-3545,6700 FALLBROOK 91307-3545,42 E 69TH STREET,NEW YORK,10021-5003,561500,Travel arrangement & reservation services,12,11/01/1991,,"(34.1921, -118.6233)",4283,2,296,320,,44
0000003053-0001-2,JODY ELLEN DOWNHILL DVM,FALLBROOK VETERINARY CLINIC,5960 FALLBROOK AVENUE,WOODLAND HILLS,91367-3221,5960 FALLBROOK 91367-3221,,,,541940,Veterinary services,3,10/06/2003,,"(34.1785, -118.6233)",19347,4,307,1484,,49
0000003312-0001-8,HECTOR H RODAS,PETS R US 2000,7521 FALLBROOK AVENUE,WEST HILLS,91307-1504,7521 FALLBROOK 91307-1504,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,02/01/2000,,"(34.207, -118.6234)",4283,2,283,266,,44
0000011105-0001-3,HADCO BUSINESS FORMS INC,,7643 FALLBROOK AVENUE,WEST HILLS,91304-3651,7643 FALLBROOK 91304-3651,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,01/01/1975,,"(34.2095, -118.6234)",4279,2,277,265,,44
0000017378-0001-2,GARY DEWLOW,L. WOLF ENT | LWE,8216   FALLBROOK AVENUE,LOS ANGELES,91303-,8216 FALLBROOK 91303,8216 FALLBROOK AVENUE,WEST HILLS,91304-3660,541219,Other accounting services,12,01/01/2001,,"(0.0, 0.0)",,,,,,
0000033729-0001-5,ELY HASANY DDS INC,,6024 FALLBROOK AVENUE #102,WOODLAND HILLS,91367-3242,6024 FALLBROOK 91367-3242,6024   FALLBROOK AVENUE   #102,WOODLAND HILLS,91367-3242,621111,Offices of physicians (except mental health specialists),3,07/28/2006,,"(34.1796, -118.6233)",19347,4,296,321,,49
0000038730-0001-4,PINHAS AVGANIM,,5955 FALLBROOK AVENUE,WOODLAND HILLS,91367-3222,5955 FALLBROOK 91367-3222,5812   MELISSA LANE,WOODLAND HILLS,91367-4401,,,3,07/01/2000,,"(34.1783, -118.6233)",19347,4,307,1484,,49
0000068061-0001-1,"KATHRYN FALLON / WENDY LIT, OPTOMETRISTS",DRS KATHRYN FALLON AND WENDY LIT OPTOMETRISTS,6700 FALLBROOK AVENUE #190,WEST HILLS,91307-3583,6700 FALLBROOK 91307-3583,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",12,05/01/1993,,"(34.1921, -118.6233)",4283,2,296,320,,44
0000074442-0001-9,GUSTAVO A DEIPOLA,APA AUTOMOTIVE CENTER,5955 FALLBROOK AVENUE,WOODLAND HILLS,91367-3222,5955 FALLBROOK 91367-3222,,,,811110,Automotive mechanical & electrical repair & maintenance,3,05/01/2000,,"(34.1784, -118.6233)",19347,4,307,1484,,49
0000079534-0001-9,TIMOTHY P ORTEGA,TIM ORTEGA INSURANCE SERVICES,5800 FALLBROOK AVENUE,WOODLAND HILLS,91367-4229,5800 FALLBROOK 91367-4229,,,,524210,Insurance agencies & brokerages,3,07/01/1993,,"(34.1758, -118.6233)",19347,4,306,1484,,49
0000079600-0001-8,SAMIR ANTON DAFESH,SAMIRS INTERNATIONAL HAIR DESIGN,7519 FALLBROOK AVENUE,WEST HILLS,91307-1504,7519 FALLBROOK 91307-1504,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,03/01/1994,,"(34.207, -118.6234)",4283,2,283,266,,44
0000109539-0001-2,GLYNDA A THUME PHD INC,PSYCHOLOGICAL SERVICES OF GLYNDA A THUMEPHD INC,6700   FALLBROOK AVENUE   SUITE #111E,WEST HILLS,91307-3530,6700 FALLBROOK 91307-3530,22108 LONDELIUS STREET,WEST HILLS,91304-1358,621399,Offices of all other miscellaneous health practitioners,12,07/15/1997,,"(34.1923, -118.6227)",4283,2,296,320,,44
0000112325-0001-0,SOURCE PHOTONICS USA INC,SOURCE PHOTONICS,8521 FALLBROOK AVENUE SUITE #200,WEST HILLS,91304-3239,8521 FALLBROOK 91304-3239,,,,423600,Electrical & electronic goods,12,09/01/2000,,"(34.2238, -118.6235)",4279,2,92,1460,,44
0000112619-0006-0,NATIONAL VISION INC,AMERICA'S BEST CONTACTS AND EYEGLASSES #3758,6755   FALLBROOK AVENUE,WEST HILLS,91307-3544,6755 FALLBROOK 91307-3544,POST OFFICE BOX #460,BRASELTON,30517-0008,446130,Optical goods stores,12,06/08/2018,,"(34.1925, -118.6235)",4283,2,300,1475,,44
0000117588-0024-7,GARFIELD BEACH CVS LLC,CVS/PHARMACY #16062,6635   FALLBROOK AVENUE,WEST HILLS,91307-3520,6635 FALLBROOK 91307-3520,1   CVS DRIVE,WOONSOCKET,02895-6146,446110,Pharmacies & drug stores,12,12/16/2015,,"(34.1907, -118.6269)",4283,2,300,1475,,44
0000119382-0001-9,SIMON C/RAMON SANDOVAL,SIMON BROTHERS,6202 FALLBROOK AVENUE,WOODLAND HILLS,91367-1601,6202 FALLBROOK 91367,POST OFFICE BOX #4276,WEST HILLS,91308-4276,561730,Landscaping services,3,03/11/1994,,"(34.1828, -118.6233)",19347,4,296,321,,49
0000119994-0001-1,ANH TVYET THI TRAN,NAIL BY TINE,7519 FALLBROOK AVENUE,WEST HILLS,91307-1504,7519 FALLBROOK 91307-1504,867 HOLBROOK AVENUE,SIMI VALLEY,93065-5629,812113,Nail salons,12,05/01/1994,,"(34.207, -118.6234)",4283,2,283,266,,44
0000123029-0006-8,COST PLUS INC,COST PLUS WORLD MARKET,6621 FALLBROOK AVENUE UNIT #A,WEST HILLS,91307-3520,6621 FALLBROOK 91307-3520,1201   MARINA VILLAGE PARKWAYS,ALAMEDA,94501-1087,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,05/20/2015,,"(34.1909, -118.6233)",4283,2,296,320,,44
