LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0003168284-0001-8,MCDOESTLE INC,,5600 W END ROAD,ARCATA,95521-9285,5600 END 95521-9285,,,,888888,Medical Marijuana Collective,0,04/01/2019,,"(0.0, 0.0)",,,,,,
0003168294-0001-1,ENDORS TOI INC,FLOWER COMPANY,5600 W END ROAD,ARCATA,95521-9285,5600 END 95521-9285,,,,888888,Medical Marijuana Collective,0,04/01/2019,,"(40.9068, -124.0719)",19625,,,,,
0003181698-0001-4,PRUSSIAN STICKS LLC,,5560 W END ROAD    #3,ARCATA,95521-9244,5560 END 95521-9244,,,,888888,Medical Marijuana Collective,0,12/15/2019,,,,,,,,
0003075896-0001-9,LESHEM ENTERPRISES LLC,,9215   CRANFORD AVENUE,ARLETA,91331-4309,9215 CRANFORD 91331-4309,6743   FULTON AVENUE,VAN NUYS,91401-1224,888888,Medical Marijuana Collective,6,01/01/2018,,"(34.2368, -118.413)",18907,3,156,1058,,41
0002034460-0002-9,ROBERTSON CARE GIVERS BEVERLYWOOD,,12800   WENTWORTH STREET,ARLETA,91331-4331,12800 WENTWORTH 91331-4331,,,,888888,Medical Marijuana Collective,6,09/01/2007,,"(34.2362, -118.4116)",18907,3,156,1058,,41
0003217566-0001-1,PASSION BLVD LLC,,8979 WOODMAN AVENUE,ARLETA,91331-6402,8979 WOODMAN 91331-6402,6047 RHODES AVENUE,N HOLLYWOOD,91606-4627,888888,Medical Marijuana Collective,6,10/19/2021,,"(34.2325, -118.4388)",18907,3,140,307,,59
0003074625-0001-5,REMMET FACILITIES LLC,,8010   REMMET AVENUE,CANOGA PARK,91304-4127,8010 REMMET 91304-4127,,,,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.2159, -118.6001)",4279,4,280,411,,37
0002277718-0001-1,HUNTINGTON PATIENTS ASSOCIATION COOPERATIVE INC,,7011   CANOGA AVENUE,CANOGA PARK,91303-2034,7011 CANOGA 91303-2034,,,,888888,Medical Marijuana Collective,3,04/18/2011,,"(34.1978, -118.5981)",4278,4,286,1472,,37
0002262577-0001-0,CALIFORNIA'S FINEST COAST TO COAST INC,COAST TO COAST COLLECTIVE,7127 CANOGA AVENUE,CANOGA PARK,91303-2035,7127 CANOGA 91303-2035,,,,888888,Medical Marijuana Collective,3,05/07/2007,,"(34.1998, -118.5977)",4278,4,286,1472,,37
0003303696-0001-0,YOUNG BULLS LLC,,7011 ETON AVENUE,CANOGA PARK,91303-2112,7011 ETON 91303-2112,,,,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.1977, -118.5958)",4278,4,286,951,,37
