LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000010319-0001-4,VATCHE YAACOUBIAN,COASTAL HEATING & AIR,7653 LOUISE AVENUE,NORTHRIDGE,91325-4505,7653 LOUISE 91325-4505,,,,233210,Single Family Housing Construction (1997 NAICS),6,05/04/1992,,"(34.2099, -118.5098)",18514,3,251,315,,61
0000027822-0001-4,KRISTINE MICHELLE DE MELLO,,1023 N LOUISE STREET,GLENDALE,91207-1909,1023 LOUISE 91207-1909,3502   AMBERWOOD LANE,LAKE HAVASU CITY,86404-3461,561500,Travel arrangement & reservation services,0,01/01/2000,,"(34.1605, -118.2526)",3635,,1001,,,
0000028533-0001-5,STEVEN NOYES,BIG MAC'S PLUMBING,12437 LOUISE AVENUE,LOS ANGELES,90066-6128,12437 LOUISE 90066-6128,,,,448140,Family clothing stores,11,10/19/1992,,"(33.9945, -118.4266)",24031,10,920,1136,10,85
0000036067-0001-5,JOHN S MAJKUT,ARTIFICIAL EAR,7121 LOUISE AVENUE,LAKE BALBOA,91406-3551,7121 LOUISE 91406-3551,POST OFFICE BOX #18846,ENCINO,91416-8846,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,08/15/2003,,"(34.1998, -118.5098)",19734,3,261,301,,61
0000037809-0001-5,JOHN PAUL THORNTON,,4712 LOUISE AVENUE,ENCINO,91316-3925,4712 LOUISE 91316-3925,,,,561500,Travel arrangement & reservation services,4,07/30/2003,,"(34.1561, -118.5098)",4286,6,327,1497,,62
0000049557-0001-1,ARA J NAZARIAN,NAZARIAN CARPET CLEANING,12221 LOUISE AVENUE,GRANADA HILLS,91344-1924,12221 LOUISE 91344-1924,,,,561740,Carpet & upholstery cleaning services,12,01/01/1993,,"(34.2929, -118.5161)",19329,2,54,1407,,78
0000077855-0001-1,KI JOONG KIM,K & J WELDING & MACHINE SHOP,11622 LOUISE AVENUE,LYNWOOD,90262-3924,11622 LOUISE 90262-3924,938 S ARDMORE AVENUE #103,LOS ANGELES,90006-6401,235210,Painting and Wall Covering Contractors (1997 NAICS),0,09/01/2003,,"(33.9161, -118.1815)",24691,,1654,,,
0000105019-0001-5,WEST RESEDA LITTLE LEAGUE,,6606 LOUISE AVENUE,VAN NUYS,91406-,6606 LOUISE 91406,6140 BECKFORD AVENUE,TARZANA,91335-6622,453220,"Gift, novelty, & souvenir stores",6,07/01/1984,,"(34.1904, -118.5098)",19734,3,261,571,,61
0000113320-0001-4,DAVID M RICHMAN,BUTTERFIELD ENTERPRISES,12809 LOUISE AVENUE,GRANADA HILLS,91344-1075,12809 LOUISE 91344-1075,21700 OXNARD STREET APT #2050,WOODLAND HILLS,91367-7577,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,07/26/1984,,"(34.3022, -118.5209)",19329,2,50,1530,,78
0000133434-0001-7,MICHAEL MENCZER,,10352 LOUISE AVENUE,GRANADA HILLS,91344-6125,10352 LOUISE 91344-6125,,,,561500,Travel arrangement & reservation services,12,01/01/2001,,"(34.2586, -118.511)",19329,2,83,1416,,79
0000135443-0001-1,THE MILLER DE WULF CORPORATION,PERFORMANCE GRAPHICS,7466 LOUISE AVENUE,LAKE BALBOA,91406-2427,7466 LOUISE 91406-2427,7466 LOUISE AVENUE,VAN NUYS,91406-2427,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",6,08/01/1996,,"(34.2062, -118.5098)",19734,3,259,315,,61
0000137408-0001-3,ASHWIN K SHENOY,SHENOY INTERNATIONAL,8546 LOUISE AVENUE,NORTHRIDGE,91325-3416,8546 LOUISE 91325-3416,8546 LOUISE AVENUE,NORTHRIDGE,91325-3416,561300,Employment services,12,08/21/1997,,"(34.2256, -118.5098)",18514,2,111,1540,,65
0000146487-0001-7,CHANNEL DEVELOPMENT INC,,4332 LOUISE AVENUE,ENCINO,91316-3916,4332 LOUISE 91316-3916,,,,233210,Single Family Housing Construction (1997 NAICS),4,07/19/1994,,"(34.1507, -118.5071)",4286,6,327,1497,,62
0000153345-0001-0,DOROTHY FLYNN,DOT ENTERPRISES,7747 LOUISE AVENUE,NORTHRIDGE,91325-4524,7747 LOUISE 91325-4524,,,,561300,Employment services,6,08/01/1993,,"(34.2112, -118.5098)",18514,3,251,315,,61
0000174780-0001-4,THOMAS R. WOODMANSEE,WOODMANSEE CONSTRUCTION,9935 LOUISE AVENUE,NORTHRIDGE,91325-1518,9935 LOUISE 91325-1518,,,,233220,Multifamily Housing Construction (1997 NAICS),12,08/09/2000,,"(34.2509, -118.5111)",18514,2,84,1420,,87
0000178218-0077-3,RALPHS GROCERY CO,RALPHS #189 FUEL CENTER,7604 LOUISE AVENUE,VAN NUYS,91406-2115,7604 LOUISE 91406-2115,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,447100,Gasoline stations (including convenience stores with gas),6,05/19/2012,,"(34.2085, -118.5098)",19734,3,251,315,,61
0000200342-0001-8,ANTONIO PINA,,11930 LOUISE AVENUE #2,LOS ANGELES,90066-5848,11930 LOUISE 90066-5848,,,,561730,Landscaping services,11,01/01/2001,,"(33.9975, -118.4199)",24031,10,918,356,10,85
0000217122-0001-1,FRANCES R CHERNOWSKY,LITIGATION RESOURCES & CONSULTING,7956 LOUISE AVENUE,NORTHRIDGE,91325-4444,7956 LOUISE 91325-4444,,,,541600,"Management, scientific, & technical consulting services",6,04/18/1985,,"(34.2148, -118.5098)",18514,3,251,432,,61
0000227339-0001-0,ROBERT W UNGER,UNGER COMMUNICATIONS,10879   LOUISE AVENUE,GRANADA HILLS,91344-4808,10879 LOUISE 91344-4808,10879   LOUISE AVENUE,GRANADA HILLS,91344-4808,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",12,02/01/1993,,"(34.2683, -118.5114)",19329,2,79,1533,,79
0000238026-0001-1,OSHANA INC,PDQM CONSTRUCTION,10846 LOUISE AVENUE,GRANADA HILLS,91344-4807,10846 LOUISE 91344-4807,10530 Rubio,Granada Hills,91344-6625,233210,Single Family Housing Construction (1997 NAICS),12,06/12/1995,,"(34.2673, -118.5109)",19329,2,79,934,,79
0000256985-0001-1,RICHARD BAND PRODUCTIONS INC,RICHARD BAND PRODUCTIONS,7036   LOUISE AVENUE,LAKE BALBOA,91406-3548,7036 LOUISE 91406-3548,7036   LOUISE AVENUE,LAKE BALBOA,91406-3548,711300,"Promoters of performing arts, sports, & similar events",6,05/23/1993,,"(34.1987, -118.5095)",19734,3,261,301,,61
0000266722-0001-5,DAVID K WHITTINGHAM,,11843 LOUISE AVENUE,GRANADA HILLS,91344-2447,11843 LOUISE 91344-2447,,,,541100,Legal services,12,01/01/1996,,"(34.2854, -118.511)",19329,2,53,1409,,78
0000284807-0001-7,VAN NUYS LITTLE LEAGUE INC,,5066 LOUISE AVENUE,ENCINO,91316-2530,5066 LOUISE 91316-2530,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",4,07/01/1984,,"(34.1625, -118.5097)",4286,6,325,1498,,62
0000285589-0001-8,BETTY M JONES TRUST/MARY D MAY/ELENA S GUGLIELMI,SARTOR-JONES,8315 LOUISE AVENUE,NORTHRIDGE,91325-4012,8315 LOUISE 91325-4012,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),12,06/01/1973,,"(34.2215, -118.5098)",18514,2,111,1540,,65
0000305339-0001-8,PHILLIP L. CARTER AND AMELIA R. MEDRANO,THE CARTER FAMILY TRUST,5200 LOUISE AVENUE,ENCINO,91316-2535,5200 LOUISE 91316-2535,20058 VENTURA BLVD #296,WOODLAND HILLS,91364-2637,531100,Lessors of real estate (including mini warehouses & self-storage units),5,03/15/1985,,"(34.0, -119.0)",,,,,,
0000327077-0001-6,ALVARO D GARCIA,,7634 LOUISE AVENUE,VAN NUYS,91406-2147,7634 LOUISE 91406-2147,7634 LOUISE AVENUE,VAN NUYS,91406-2147,235920,Glass and Glazing Contractors (1997 NAICS),6,01/01/2001,,"(34.2095, -118.5098)",18514,3,251,315,,61
0000327289-0001-5,ABDELSALEM ASSLI,SILVER GLOVE ENTERPRISES,11910 LOUISE AVENUE #2,LOS ANGELES,90066-5843,11910 LOUISE 90066-5843,,,,451211,Book stores,0,08/30/2000,,"(33.9978, -118.4198)",24031,,2146,74,,
0000352546-0001-4,TEMPERATURE EQUIPMENT CORP,,10667 LOUISE AVENUE,GRANADA HILLS,91344-6117,10667 LOUISE 91344-6117,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",12,05/06/1981,,"(34.2639, -118.511)",19329,2,83,1416,,79
0000358115-0001-0,"JEROLD V GOLDSTEIN CONSULTING, INC.",,4308   LOUISE AVENUE,ENCINO,91316-3916,4308 LOUISE 91316-3916,,,,541100,Legal services,4,11/01/1980,,"(34.1501, -118.5063)",4286,6,327,1497,,62
0000370017-0001-5,TRANSWORLD TILE INC.,TRANS WORLD TILE,8250 LOUISE AVENUE,NORTHRIDGE,91325-4450,8250 LOUISE 91325-4450,,,,444190,Other building materials dealers,6,10/19/1981,,"(34.2203, -118.5098)",18514,3,251,432,,61
0000435094-0001-7,RAMON MENCHACA MARTINEZ,,8231 LOUISE AVENUE,NORTHRIDGE,91325-4449,8231 LOUISE 91325,,,,442200,Home furnishings stores,6,05/01/1998,,"(34.2199, -118.5098)",18514,3,251,432,,61
0000453558-0001-0,KRIKOR KIZIRIAN,,6921 LOUISE AVENUE,VAN NUYS,91406-4436,6921 LOUISE 91406,,,,812320,Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites),6,04/18/1983,,"(34.1962, -118.5098)",19734,3,261,301,,61
0000458777-0001-5,MATHEW SCOT SCHREIBER,AAPEX PIANO SERVICE,10734 LOUISE AVENUE,GRANADA HILLS,91344-4821,10734 LOUISE 91344-4821,,,,451140,Musical instrument & supplies stores,12,07/25/1997,,"(34.2652, -118.511)",19329,2,79,1533,39,79
0000478578-0001-6,SOUSA TRANSLATIONS INC,SOUSA TRANSLATIONS,7907 LOUISE AVENUE,NORTHRIDGE,91325-4443,7907 LOUISE 91325-4443,,,,561500,Travel arrangement & reservation services,6,06/30/2004,,"(34.2139, -118.5098)",18514,3,251,432,,61
0000483024-0001-9,PABLO GUADIANA,,7024 LOUISE AVENUE,VAN NUYS,91406-3548,7024 LOUISE 91406-3548,,,,233210,Single Family Housing Construction (1997 NAICS),6,01/01/1999,,"(34.1979, -118.5098)",19734,3,261,301,,61
0000508750-0001-0,JJJ ENTERPRISES II INC,AMANDA REGENCY,6805 LOUISE AVENUE,VAN NUYS,91406-4401,6805 LOUISE 91406-4401,6222 WILSHIRE BLVD,LOS ANGELES,90048-5123,424990,Other miscellaneous nondurable goods,6,01/05/1998,,"(34.194, -118.5098)",19734,3,261,301,,61
0000508924-0001-3,LEARNING WITH A DIFFERENCE INC,CAMP FUNTIME,5461 LOUISE AVENUE,ENCINO,91316-2540,5461 LOUISE 91316-2540,,,,611000,"Educational services (including schools, colleges, & universities)",4,08/08/1997,,"(34.1703, -118.5098)",4286,6,325,1495,,62
