LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000121-0001-9,WILCARE ECONOMIC DEVELOPMENT CORPORATION,,9911 AVALON BLVD,LOS ANGELES,90003-4805,9911 AVALON 90003-4805,448 E 99TH STREET,LOS ANGELES,90003-4804,721310,Rooming & boarding houses,8,01/01/1999,,"(33.9463, -118.2651)",22351,14,806,1176,7,45
0000000176-0001-0,FAME GOOD SHEPHERD CENTER HOUSING DEVELOPMENT CORP,,2420 S WESTERN AVENUE,LOS ANGELES,90018-2650,2420 WESTERN 90018-2650,2270 S HARVARD BLVD,LOS ANGELES,90018-2142,531100,Lessors of real estate (including mini warehouses & self-storage units),8,04/01/1991,,"(34.0333, -118.3089)",23079,14,679,643,7,32
0000000225-0001-5,STRATEGIC CONCEPTS IN ORGANIZING AND POLICY EDUCATION /C,SCOPE,1715 W FLORENCE AVENUE,LOS ANGELES,90047-2220,1715 FLORENCE 90047-2220,,,,611000,"Educational services (including schools, colleges, & universities)",8,06/03/1997,,"(34.0, -118.0)",9325,,1246,,,
0000000239-0001-7,A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C,,2518 S CATALINA STREET,LOS ANGELES,90007-1652,2518 CATALINA 90007-1652,2607 VAN BUREN PLACE,LOS ANGELES,90007-2129,611000,"Educational services (including schools, colleges, & universities)",8,01/01/1991,,"(34.0334, -118.2942)",22724,14,680,907,7,32
0000000263-0001-1,A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C,,8752 S BROADWAY,LOS ANGELES,90003-3340,8752 BROADWAY 90003-3340,2607 VAN BUREN PLACE,LOS ANGELES,90007-2129,611000,"Educational services (including schools, colleges, & universities)",8,01/01/1991,,"(33.9578, -118.2782)",22352,14,800,358,7,45
0000000348-0001-4,A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C,,1724 W ADAMS BLVD,LOS ANGELES,90018-2701,1724 ADAMS 90018-2701,2607 VAN BUREN PLACE,LOS ANGELES,90007-2129,611000,"Educational services (including schools, colleges, & universities)",8,01/01/1991,,"(34.0327, -118.3009)",23079,14,689,654,7,32
0000000467-0001-5,LOUISIANA TO LOS ANGELES ORGANIZING COMMITTEE INC,,5214 S WESTERN AVENUE,LOS ANGELES,90062-2701,5214 WESTERN 90062-2701,POST OFFICE BOX #431067,LOS ANGELES,90043-9067,722110,Full-service restaurants,8,02/05/2000,,"(33.9949, -118.3089)",24027,14,743,1051,7,35
0000000545-0001-7,HIS WAY COMMUNITY DEVELOPMENT ORGANIZATION,,4327 DON TOMASO DRIVE #5,LOS ANGELES,90008-5355,4327 DON TOMASO 90008-5355,,,,611000,"Educational services (including schools, colleges, & universities)",8,05/01/2000,,"(34.0051, -118.3497)",22725,14,765,1026,7,54
0000000547-0001-6,NEW CITY LIFE FOUNDATION /C,,1201 W MANCHESTER AVENUE,LOS ANGELES,90044-2237,1201 MANCHESTER 90044-2237,3533 W 58TH PLACE,LOS ANGELES,90043-3003,561500,Travel arrangement & reservation services,8,03/01/2000,,,,,,,,
0000000590-0001-2,LOS ANGELES URBAN LEAGUE HEAD START STATE PRESCHOOL /C,,10611 S HOOVER STREET,LOS ANGELES,90044-4443,10611 HOOVER 90044-4443,7226 S FIGUEROA STREET,LOS ANGELES,90003-1721,624410,Child day care services,8,01/20/1995,,,,,,,,
