"id","name","address","city","zip","state","loannumber","dateapproved","loanstatusdate","loanstatus","sbaguarantypercentage","initialapprovalamount","currentapprovalamount","undisbursedamount","franchisename","franchise","ruralurbanindicator","hubzoneindicator","lmiindicator","businessagedescription","cd","jobsreported","naicscode","industry","race","ethnicity","payroll_proceed","rent_proceed","businesstype","objectid","x","y","location"
"1020","FELBRO FOOD PRODUCTS, INC.","5700 ADAMS BLVD","los angeles","90016-2402","CA","1267997100","2020-04-10T00:00:00.000","2021-07-20T00:00:00.000","Paid in Full","100","985000","985000","0","Unknown","Unknown","U","false","true","Existing or more than 2 years old","CA-37","74","33","Manufacturing","Unanswered","Unknown/NotStated","985000",,"Corporation","978","-118.366972436746","34.0323819829268","POINT (-118.367439 34.032447)"
"979","GREATER LOS ANGELES ZOO ASSOCIATION","5333 ZOO DR","los angeles","90027-1451","CA","4594967103","2020-04-13T00:00:00.000","2021-09-24T00:00:00.000","Paid in Full","100","1012500","1012500","0","Unknown","Unknown","U","false","false","Existing or more than 2 years old","CA-28","184","71","Arts, Entertainment, & Recreation","Unanswered","Unknown/NotStated","1012500",,"Non Profit","1042","-118.303734605259","34.1557178737448",
"1924","MONROW, INC.","1404 MAIN ST","los angeles","90015","CA","4933897308","2020-04-30T00:00:00.000","2021-12-11T00:00:00.000","Paid in Full","100","609577","609577","0","Unknown","Unknown","U","false","true","Existing or more than 2 years old","CA-37","50","31","Manufacturing","White","Not Hispanic or Latino","609577",,"Corporation","1580","-118.261259086674","34.0351062794487",
"1674","FACTOR'S FAMOUS DELI INC","9420 W Pico Blvd","los angeles","90035-1210","CA","8889628402","2021-02-14T00:00:00.000",,"Exemption 4","100","683143","683143","0","Unknown","Unknown","U","false","false","Existing or more than 2 years old","CA-37","36","72","Accomodation & Food Services","Unanswered","Unknown/NotStated","683139",,"Corporation","1709","-118.394611508557","34.0551741895641",
"2358","PACIFIC CCI, INC.","880 1st St","los angeles","90012","CA","1580168308","2021-01-19T00:00:00.000",,"Exemption 4","100","509600","509600","0","Unknown","Unknown","U","true","false","Existing or more than 2 years old","CA-27","90","72","Accomodation & Food Services","Unanswered","Unknown/NotStated","509600",,"Corporation","1989","-118.251731177479","34.0575096435455","POINT (-118.251412 34.057453)"
"2524","GLY INC","1100 S SAN PEDRO ST STE K 12 K12","los angeles","90015","CA","6805668310","2021-01-27T00:00:00.000",,"Exemption 4","100","481700","481700","0","Unknown","Unknown","U","false","true","Existing or more than 2 years old","CA-34","44","31","Manufacturing","Unanswered","Unknown/NotStated","481698",,"Corporation","2236","-118.252140546042","34.035170350212",
"2858","UNISTAFF REGISTRY, LLC","1937 Pontius Ave","los angeles","90025-5611","CA","5251567202","2020-04-27T00:00:00.000","2021-07-16T00:00:00.000","Paid in Full","100","431320","431320","0","Unknown","Unknown","U","false","false","Unanswered","CA-37","27","62","Healthcare & Social Assistance","Asian","Unknown/NotStated","431320",,"Corporation","2587","-118.44174279763","34.0435743723328","POINT (-118.441309 34.043249)"
"3069","SUN NONG DAN FOODS INC","3470 W 6th St Ste 7","los angeles","90020-2556","CA","1562008400","2021-02-02T00:00:00.000",,"Exemption 4","100","407200","407200","0","Unknown","Unknown","U","true","true","Existing or more than 2 years old","CA-34","44","72","Accomodation & Food Services","Asian","Not Hispanic or Latino","407197",,"Corporation","2631","-118.297191806735","34.0635117036705","POINT (-118.29755 34.063582)"
"3201","RESET CONTENT LLC","2148 Federal Ave","los angeles","90025-5785","CA","1899678604","2021-03-13T00:00:00.000",,"Exemption 4","100","394900","394900","0","Unknown","Unknown","U","false","false","Existing or more than 2 years old","CA-37","15","51","Information","White","Not Hispanic or Latino","394896",,"Limited Liability Partnership","2880","-118.446480824153","34.0361352813053",
"3528","COPAN MANAGEMENT INC","3500 W 8th St","los angeles","90005-2902","CA","1820028704","2021-03-27T00:00:00.000",,"Exemption 4","100","362700","362700","0","Unknown","Unknown","U","false","true","Existing or more than 2 years old","CA-34","23","72","Accomodation & Food Services","Unanswered","Not Hispanic or Latino","362697",,"Subchapter S Corporation","2910","-118.306625453912","34.0575986179874",
"3565","VND CONSTRUCTION CO","2880 W 15TH ST","los angeles","90006-4239","CA","1462398001","2020-06-22T00:00:00.000",,"Exemption 4","100","358782","358782","0","Unknown","Unknown","U","true","true","Unanswered","CA-34","24","23","Construction","Unanswered","Unknown/NotStated","358782",,"Sole Proprietorship","3053","-118.305614847421","34.0453033511454",
"3301","HAMMEL HEATING & AIR CONDITIONING, INC","5410 VENICE BLVD","los angeles","90019-5151","CA","1732697209","2020-04-15T00:00:00.000","2021-08-18T00:00:00.000","Paid in Full","100","383682","383682","0","Unknown","Unknown","U","true","true","Existing or more than 2 years old","CA-37","40","42","Wholesale Trade","White","Not Hispanic or Latino","383682",,"Corporation","3126","-118.357595498417","34.0439652478088",
"4176","EIFLE INC","550 N Figueroa St Apt 4033","los angeles","90012-3379","CA","2936508604","2021-03-16T00:00:00.000",,"Exemption 4","100","311285","311285","0","Unknown","Unknown","U","true","true","Existing or more than 2 years old","CA-34","34","33","Manufacturing","Unanswered","Unknown/NotStated","311285",,"Corporation","3623","-118.246497270138","34.0621539284956",
"4224","TORTOISE INDUSTRIES INC.","3052 Treadwell St","los angeles","90065-1423","CA","9749008505","2021-03-12T00:00:00.000",,"Exemption 4","100","307380","307380","0","Unknown","Unknown","U","true","false","Existing or more than 2 years old","CA-34","33","33","Manufacturing","White","Hispanic or Latino","307375",,"Corporation","3837","-118.249027019403","34.1202837335845","POINT (-118.249037 34.12037)"
"4619","HUGO MORTON US INC","3575 CAHUENGA BLVD W STE 580","los angeles","90068","CA","1263277709","2020-05-01T00:00:00.000","2021-08-19T00:00:00.000","Paid in Full","100","282300","282300","0","Unknown","Unknown","U","false","false","New Business or 2 years or less","CA-28","150","99","Unknown","Asian","Not Hispanic or Latino","265600","7000","Subchapter S Corporation","4020","-118.358169766225","34.1339135712805",
"4717","NELSON JEWELLERY USA INC.","631 S OLIVE ST Unit #300","los angeles","90014-1607","CA","8108707001","2020-04-08T00:00:00.000","2021-03-18T00:00:00.000","Paid in Full","100","275600","275600","0","Unknown","Unknown","U","true","false","Existing or more than 2 years old","CA-34","19","42","Wholesale Trade","Unanswered","Not Hispanic or Latino","275600",,"Corporation","4110","-118.254694146476","34.0476351113193",
"4433","HALCO SERVICE CORPORATION","5773 VENICE BLVD","los angeles","90019","CA","8263207701","2020-05-01T00:00:00.000","2021-03-23T00:00:00.000","Paid in Full","100","293911","293911","0","Unknown","Unknown","U","false","false","New Business or 2 years or less","CA-37","20","23","Construction","White","Not Hispanic or Latino","293911",,"Corporation","4264","-118.364887654482","34.042459322887",
"5076","HIS &AMP; HER CORPORATION","5525 WILSHIRE BLVD","los angeles","90036-3801","CA","5226857705","2020-05-01T00:00:00.000","2021-03-17T00:00:00.000","Paid in Full","100","258360","258360","0","Unknown","Unknown","U","false","false","New Business or 2 years or less","CA-33","21","42","Wholesale Trade","Unanswered","Unknown/NotStated","258360",,"Corporation","4488","-118.348831064686","34.0624596248028","POINT (-118.349117 34.062393)"
"5980","RFX INC","748 SEWARD ST","los angeles","90038","CA","2535547706","2020-05-01T00:00:00.000","2021-07-22T00:00:00.000","Paid in Full","100","221852","221852","0","Unknown","Unknown","U","true","true","Unanswered","CA-28","9","51","Information","Unanswered","Unknown/NotStated","221852",,"Subchapter S Corporation","5099","-118.333052741524","34.0843609557971","POINT (-118.333147 34.08486)"
"6223","EL TORAZO, LLC","1842 East 1st Street","los angeles","90033","CA","1066067205","2020-04-15T00:00:00.000","2021-09-16T00:00:00.000","Paid in Full","100","213500","213500","0","Unknown","Unknown","U","true","true","Existing or more than 2 years old","CA-34","41","45","Retail Trade","Unanswered","Unknown/NotStated","213500",,"Sole Proprietorship","5521","-118.218470962456","34.0469166191536",
"6473","DE TUNE COMPANY","742 HILL ST S","los angeles","90014","CA","9526937302","2020-05-02T00:00:00.000",,"Exemption 4","100","219991","205320","0","Unknown","Unknown","U","false","false","Existing or more than 2 years old","CA-34","22","51","Information","Unanswered","Unknown/NotStated","205320",,"Corporation","5735","-118.254962751729","34.0452421730991","POINT (-118.255434 34.044855)"
"7080","WEST LA DOGS INC.","2251 FEDERAL AVE","los angeles","90064-1403","CA","9897337102","2020-04-15T00:00:00.000","2021-08-21T00:00:00.000","Paid in Full","100","188389","188389","0","Unknown","Unknown","U","false","false","Existing or more than 2 years old","CA-37","24","81","Other Services","White","Not Hispanic or Latino","157902","24317","Corporation","6300","-118.445381603351","34.0345867652896",
"6850","DUO MAX ENTERPRISES, INC.","1438 E 15TH ST","los angeles","90021-2704","CA","1501307200","2020-04-15T00:00:00.000","2021-10-13T00:00:00.000","Paid in Full","100","195000","195000","0","Unknown","Unknown","U","true","true","Existing or more than 2 years old","CA-34","28","42","Wholesale Trade","Unanswered","Unknown/NotStated","195000",,"Corporation","6354","-118.245449794991","34.0255009442716",
"7167","ESAB CONSTRUCTION CORPORATION","1333 BEVERLY DR","los angeles","90035","CA","8269667700","2020-05-01T00:00:00.000",,"Exemption 4","100","186450","186450","0","Unknown","Unknown","U","false","false","Existing or more than 2 years old","CA-37","32","23","Construction","Unanswered","Unknown/NotStated","186450",,"Corporation","6371","-118.395670333019","34.0553101443918",
