LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000006117-0001-6,JOSE LUIS & CLAUDIA M PAZ MULTIPURPOSE BUSINESS INC,CLP TAX AND ACCOUNTING SERVICES,6737 HAZELTINE AVENUE,VAN NUYS,91405-4762,6737 HAZELTINE 91405-4762,,,,541219,Other accounting services,2,02/01/2000,,"(34.193, -118.4399)",19733,5,235,508,,70
0000029550-0001-6,TATYANA KLOCHKO EA MBA,,5412 HAZELTINE AVENUE,SHERMAN OAKS,91401-5743,5412 HAZELTINE 91401-5743,,,,541219,Other accounting services,4,01/01/2003,,"(34.1687, -118.4399)",19729,7,244,323,,83
0000038151-0001-7,SHERMAN OAKS CLUB SERVICE INC,,4703 HAZELTINE AVENUE,SHERMAN OAKS,91423-2326,4703 HAZELTINE 91423-2326,,,,488000,Support activities for transportation (including motor vehicle towing),4,08/22/2003,,"(34.1563, -118.44)",19736,7,245,562,,83
0000039072-0001-8,RAYMOND P SCHULZ,HOME HEALTH PRODUCTS,4461 1/2 HAZELTINE AVENUE,SHERMAN OAKS,91423-2842,4461 HAZELTINE 91423-2842,POST OFFICE BOX #5942,BUENA PARK,90622-5942,443111,Household appliance stores,4,05/19/2003,,"(34.1519, -118.4399)",19736,7,333,692,,83
0000051127-0001-5,EDUARDO M VELEFF / LILIA C VELEFF,,5138 HAZELTINE AVENUE #3,SHERMAN OAKS,91423-1179,5138 HAZELTINE 91423-1179,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),4,10/01/1975,,"(34.1638, -118.4399)",19736,7,245,687,,83
0000059284-0002-8,MANI DIALAMEH,,6113   HAZELTINE AVENUE,VAN NUYS,91401-3527,6113 HAZELTINE 91401-3527,,,,812990,All other personal services,6,02/01/2019,,"(34.1811, -118.4401)",19729,3,237,1338,,18
0000077662-0001-4,LESLIE A LEDEZZMA,LLD,5038 HAZELTINE AVENUE #308,SHERMAN OAKS,91423-1152,5038 HAZELTINE 91423-1152,2465   SEACREST COURT,THOUSAND OAKS,91362-1144,561500,Travel arrangement & reservation services,4,09/01/2003,,"(34.162, -118.4399)",19736,7,245,687,,83
0000110755-0001-9,KANU T PRAJAPATI,KANU'S APPLIANCE REPAIR & SERVICES,8757 HAZELTINE AVENUE,PANORAMA CITY,91402-3206,8757 HAZELTINE 91402-3206,POST OFFICE BOX #7820,Northridge,91327-7820,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",6,01/01/2006,,"(34.2293, -118.4434)",19730,3,140,307,,59
0000111707-0001-7,SLATER INTERACTIVE INC,SLATER ENTERTAINMENT,4234 HAZELTINE AVENUE,SHERMAN OAKS,91423-4232,4234 HAZELTINE 91423-4232,4234 HAZELTINE AVENUE,SHERMAN OAKS,91423-4232,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",4,01/01/2002,,"(34.1477, -118.4394)",19736,7,334,682,,83
0000122604-0001-9,SANFORD GANTZ,15464 MOORPARK/4733 ORION/119905-15 ROSCOE,4520 HAZELTINE AVENUE,SHERMAN OAKS,91423-2818,4520 HAZELTINE 91423-2818,20121 VENTURA BLVD SUITE #306,WOODLAND HILLS,91364-2559,531100,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1979,,"(34.1534, -118.4399)",19736,7,333,692,,83
0000125600-0001-2,NICOLE M COMER,MICHELLE COHEN MANAGEMENT,5851 HAZELTINE AVENUE #216,SHERMAN OAKS,91401-3760,5851 HAZELTINE 91401-3760,4827 QUAILGATE DRIVE,SPRING,77373-8535,561300,Employment services,2,12/08/2000,,"(34.1768, -118.4399)",19729,5,244,400,,70
0000136283-0002-4,FELIX RUIZ,FELIX AND KEVIN HANDYMAN SERVICES,6631   HAZELTINE AVENUE   #5,VAN NUYS,91405-4791,6631 HAZELTINE 91405-4791,,,,812990,All other personal services,2,03/05/2018,,"(34.1917, -118.4404)",19733,5,236,316,,18
0000139515-0001-6,HERBERT B KLEIN,,5418 HAZELTINE AVENUE,SHERMAN OAKS,91401-5743,5418 HAZELTINE 91401,,,,541219,Other accounting services,4,07/01/1999,,"(34.1688, -118.4399)",19729,7,244,323,,83
0000156065-0001-4,KARINE SHIRINIAN,FLEUR MAGNIFIC PRODUCTION & DESIGN,8815 HAZELTINE AVENUE,PANORAMA CITY,91402-2520,8815 HAZELTINE 91402-2520,,,,561500,Travel arrangement & reservation services,6,10/01/1994,,"(34.2316, -118.4437)",19730,3,140,307,,59
0000161245-0001-3,RECKON AND RECKON PLUMBING INC,KAPLAN/RECKON & RECKON/A PLUS PLUMBING CO,6751 1/2 HAZELTINE AVENUE,VAN NUYS,91405-4762,6751 HAZELTINE 91405-4762,,,,444130,Hardware stores,2,10/01/1978,,"(34.1932, -118.4399)",19733,5,235,508,,70
0000166119-0001-9,JAIME E/GLORIA L/PATRICIO E/JOCELYN I NIEGA,KABABAYAN EXPRESS,6743 HAZELTINE AVENUE,VAN NUYS,91405-4762,6743 HAZELTINE 91405-4762,8059   RHODES AVENUE,NORTH HOLLYWOOD,91605-1338,531100,Lessors of real estate (including mini warehouses & self-storage units),2,11/26/1994,,"(34.1931, -118.4399)",19733,5,235,508,,70
0000170843-0001-2,GABRIEL A IZANIAN / ELIZABETH IZANIAN,,6858 HAZELTINE AVENUE,VAN NUYS,91405-3222,6858 HAZELTINE 91405-3222,1309 ORANGE GROVE AVENUE,GLENDALE,91205-1416,531100,Lessors of real estate (including mini warehouses & self-storage units),2,03/30/1994,,"(34.1966, -118.4399)",19733,3,234,506,,18
0000176936-0011-1,EKINS FAMILY TRUST,,6845   HAZELTINE AVENUE,VAN NUYS,91405-3280,6845 HAZELTINE 91405-3280,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/2015,,"(34.1952, -118.4406)",19733,3,233,880,,18
0000198344-0002-5,NAZAR H ASHJIAN JR,,5742 HAZELTINE AVENUE,VAN NUYS,91401-3756,5742 HAZELTINE 91401-3756,POST OFFICE BOX #55091,Sherman Oaks,91413-0091,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/2000,,"(34.1747, -118.4399)",19729,5,244,400,,70
0000198612-0001-1,TELEPUBLIC INC.,TS TELECOM,7918 HAZELTINE AVENUE,PANORAMA CITY,91402-5202,7918 HAZELTINE 91402-5202,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",6,02/25/2003,,"(34.2147, -118.439)",19730,3,150,471,,59
0000200026-0001-4,BARBARA D MURAD,,5753 HAZELTINE AVENUE,SHERMAN OAKS,91401-3750,5753 HAZELTINE 91401-3750,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",2,09/05/2000,,"(34.1748, -118.4399)",19729,5,244,400,,70
0000235883-0001-3,MAGGIE GONZALEZ,,7043 1/2 HAZELTINE AVENUE,VAN NUYS,91405-3249,7043 HAZELTINE 91405-3249,,,,561720,Janitorial services,2,10/15/2001,,"(34.1983, -118.4399)",19733,5,234,506,,18
0000336314-0001-4,LACEY LOO INC,,4176 HAZELTINE AVENUE,SHERMAN OAKS,91423-4230,4176 HAZELTINE 91423-4230,,,,424990,Other miscellaneous nondurable goods,4,01/01/1997,,"(34.1467, -118.4394)",19736,7,334,682,,83
0000352826-0001-1,HERBERT C RUBINSTEIN,,4900 HAZELTINE AVENUE,SHERMAN OAKS,91423-1166,4900 HAZELTINE 91423-1166,18630 RINGLING STREET,TARZANA,91356-4511,531100,Lessors of real estate (including mini warehouses & self-storage units),4,01/10/1980,,"(34.1594, -118.4399)",19736,7,245,964,,83
0000367979-0002-2,ANDREW LAM,,7119 HAZELTINE AVENUE,VAN NUYS,91405-5310,7119 HAZELTINE 91405-5310,POST OFFICE BOX #1608,BURBANK,91507-1608,531100,Lessors of real estate (including mini warehouses & self-storage units),2,06/08/1998,,"(34.2001, -118.4399)",19733,5,234,506,,18
