LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000004384-0001-0,CONTINENTAL ICE CREAM / LA RONDA,CENTRAL ICE CREAM,3325 S CENTRAL AVENUE,LOS ANGELES,90011-2553,3325 CENTRAL 90011-2553,,,,424400,Grocery & related products,9,01/01/1992,,"(34.0134, -118.2565)",22727,13,710,892,7,6
0000009817-0001-5,LISA LEE,BASKIN-ROBBINS ICE CREAM,759 S VERMONT AVENUE,LOS ANGELES,90005-1518,759 VERMONT 90005-1518,759 S VERMONT AVENUE,LOS ANGELES,90005-1518,445290,Home furnishings stores,10,04/07/1992,,"(34.0585, -118.2916)",22722,12,600,684,,63
0000039605-0001-5,GARABET TATEVOSSIAN / HASMIK TATEVOSSIAN,DESERT SUN ICE CREAM,10557 SAN FERNANDO ROAD,PACOIMA,91331-2624,10557 SAN FERNANDO 91331-2624,17511 ORNA DRIVE,GRANADA HILLS,91344-1329,424400,Grocery & related products,7,07/15/1992,,"(34.2617, -118.4175)",18907,1,29,409,,11
0000044827-0001-8,MOISES GAONA,ICE CREAM MG,9830 SAN FERNANDO ROAD,PACOIMA,91331-2636,9830 SAN FERNANDO 91331-2636,,,,,,7,08/27/2004,,,,,,,,
0000079425-0001-1,LUIS H NEGRETE,NEGRETES ICE CREAM TRUCK,13700 PAXTON STREET,PACOIMA,91331-2860,13700 PAXTON 91331-2860,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",7,08/09/1993,,"(34.27, -118.4311)",18907,1,25,379,,11
0000082088-0001-0,ASATRYAN MASIS,NGN ICE CREAM,10557 SAN FERNANDO ROAD,PACOIMA,91331-2624,10557 SAN FERNANDO 91331-2624,1133 WESTERN AVENUE #10,GLENDALE,91201-3511,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",7,08/12/2003,,"(34.2617, -118.4175)",18907,1,29,409,,11
0000146767-0001-4,ENAYAT T SADEGHI,TASTY ICE CREAM,15321 SATICOY STREET,VAN NUYS,91406-3345,15321 SATICOY 91406-3345,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",6,07/15/1994,,"(34.2084, -118.4669)",19733,3,220,1323,,18
0000155056-0001-8,AJMJ PARK INC,BASKIN ROBBINS 31 ICE CREAM #3156,2700 E 1ST STREET,LOS ANGELES,90033-3634,2700 1ST 90033-3634,,,,445290,Home furnishings stores,14,03/19/2003,,"(34.0415, -118.2048)",23450,9,520,239,,38
0000164747-0001-5,"MATEO'S ICE CREAM & FRUIT BARS, INC.",MATEO'S ICE CREAM & FRUITY BARS,4234 W PICO BLVD,LOS ANGELES,90019-3161,4234 PICO 90019-3161,4929 SEPULVEDA BLVD,CULVER CITY,90230-5264,424400,Grocery & related products,10,06/13/2000,,"(34.0478, -118.3273)",23080,12,648,1345,,69
0000235448-0001-9,MARTIN BELTRAN,"PICO WHOLESALE ICE CREAM, CANDY & TOY",9830 SAN FERNANDO ROAD #3,PACOIMA,91331-2645,9830 SAN FERNANDO 91331-2645,,,,,,7,10/05/2004,,"(34.249, -118.4033)",19335,1,32,330,,11
