LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0002033952-0001-0,VALLEY COLLECTIVE CARE INC,THE ATRIUM GROUP,5441   TOPANGA CANYON BLVD,WOODLAND HILLS,91367-6314,5441 TOPANGA CANYON 91367-6314,,,,888888,Medical Marijuana Collective,3,04/15/2005,,"(34.1698, -118.6062)",19347,4,309,1486,6,49
0002082405-0002-7,AFTER CARE PATIENT'S GROUP,,5338 ALHAMA DRIVE,WOODLAND HILLS,91364-2101,5338 ALHAMA 91364-2101,,,,888888,Medical Marijuana Collective,3,03/21/2007,,"(34.1662, -118.5931)",19346,4,312,1491,6,49
0002086566-0001-2,MOTHER NATURES REMEDY CAREGIVERS INC,MOTHER NATURE'S REMEDY,22815   VENTURA BLVD,WOODLAND HILLS,91364-1202,22815 VENTURA 91364-1202,22815   VENTURA BLVD   UNIT #291,WOODLAND HILLS,91364-1202,888888,Medical Marijuana Collective,3,01/10/2006,,"(34.1659, -118.624)",19346,4,303,1555,6,49
0002188680-0001-1,HUMBOLDT RELIEF LLC,ELEVATE,20010   VENTURA BLVD,WOODLAND HILLS,91364-2632,20010 VENTURA 91364-2632,,,,888888,Medical Marijuana Collective,3,10/04/2006,,"(34.1716, -118.5688)",19346,4,311,1492,6,49
0002190335-0001-9,HIGHLAND PARK PATIENT COLLECTIVE INC,HPPC / THE PLANT,21759   ERWIN STREET   SUITE #21757A,WOODLAND HILLS,91367-3608,21759 ERWIN 91367-3608,642   PALOMAR STREET   SUITE #406422,CHULA VISTA,91911-2626,888888,Medical Marijuana Collective,3,10/30/2006,,"(34.1829, -118.6032)",19347,4,299,434,2,49
0002190496-0002-1,PLATINUM CLUB INC,,18441 VANOWEN STREET,RESEDA,91335-5324,18441 VANOWEN 91335-5324,,,,888888,Medical Marijuana Collective,3,01/01/2018,,,,,,,,
0002205123-0001-4,ALTERNATIVE MEDICINAL CAREGIVERS INC,GREEN ANGEL,22748 VENTURA BLVD,WOODLAND HILLS,91364-1333,22748 VENTURA 91364-1333,18534   DEVONSHIRE     SUITE #428,NORTHRIDGE,91343-0000,888888,Medical Marijuana Collective,3,12/15/2006,,"(34.1664, -118.6219)",19346,4,306,1555,6,49
0002219954-0001-1,"SO CAL THE SYNDICATE, INC.",THE SYNDICATE,6322 FALLBROOK AVENUE,WOODLAND HILLS,91367-1603,6322 FALLBROOK 91367-1603,6520   PLATT AVENUE   #838,WEST HILLS,91307-3218,888888,Medical Marijuana Collective,3,01/25/2007,,"(34.1849, -118.6233)",19347,4,296,321,,49
0002225456-0001-6,WEST VALLEY PATIENTS CENTER INC A CALIFORNIA CORPORATION,,23043 VENTURA BLVD,WOODLAND HILLS,91364-1107,23043 VENTURA 91364-1107,,,,888888,Medical Marijuana Collective,3,02/13/2007,,,,,,,,
0002238832-0001-1,RDC COLLECTIVE CORP,,18448 OXNARD STREET,TARZANA,91356-1504,18448 OXNARD 91356-1504,,,,888888,Medical Marijuana Collective,3,04/01/2007,,"(34.1799, -118.535)",19339,4,319,326,,10
0002239633-0001-7,"DIVINE WELLNESS CENTER, INC",,7246 ETON AVENUE,CANOGA PARK,91303-1505,7246 ETON 91303-1505,,,,888888,Medical Marijuana Collective,3,04/01/2007,,"(34.2018, -118.5954)",4278,4,287,1465,,37
0002256972-0001-2,DISCOUNT CAREGIVERS,DC COLLECTIVE | DC COLLECTIVE & CLOUD 9 DISTRIBUTION,8053 DEERING AVENUE,CANOGA PARK,91304-5011,8053 DEERING 91304-5011,,,,888888,Medical Marijuana Collective,3,06/29/2007,,"(34.2164, -118.595)",4279,4,276,268,,37
0002262577-0001-0,CALIFORNIA'S FINEST COAST TO COAST INC,COAST TO COAST COLLECTIVE,7127 CANOGA AVENUE,CANOGA PARK,91303-2035,7127 CANOGA 91303-2035,,,,888888,Medical Marijuana Collective,3,05/07/2007,,"(34.1998, -118.5977)",4278,4,286,1472,,37
0002277718-0001-1,HUNTINGTON PATIENTS ASSOCIATION COOPERATIVE INC,,7011   CANOGA AVENUE,CANOGA PARK,91303-2034,7011 CANOGA 91303-2034,,,,888888,Medical Marijuana Collective,3,04/18/2011,,"(34.1978, -118.5981)",4278,4,286,1472,,37
0002643087-0001-9,RESEDA DISCOUNT CORPORATION,,18448 OXNARD STREET BUILDING,TARZANA,91356-1504,18448 OXNARD 91356-1504,,,,888888,Medical Marijuana Collective,3,10/15/2012,,"(34.1799, -118.5349)",19339,4,319,326,,10
0002645041-0001-1,A2Z NATIONWIDE SECURITY INC,,6262 RESEDA BLVD APT #207,TARZANA,91335-6940,6262 RESEDA 91335-6940,,,,888888,Medical Marijuana Collective,3,10/24/2012,,"(34.184, -118.536)",18909,4,268,305,,10
0002653063-0001-0,MHI BILL INC,,21434 OSBORNE STREET,CANOGA PARK,91304-1520,21434 OSBORNE 91304-1520,22647   VENTURA BLVD   UNIT #331,WOODLAND HILLS,91364-1416,888888,Medical Marijuana Collective,3,06/01/2012,,"(34.2336, -118.598)",4279,4,93,1456,,37
0003067645-0001-8,PUNCH MEDIA LLC,PUNCH EDIBLES,8724   REMMET AVENUE,CANOGA PARK,91304-1518,8724 REMMET 91304-1518,,,,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.229, -118.5998)",4279,4,93,1456,,37
0003067675-0001-9,BEARD BROS INC,,11951   VOSE STREET,NORTH HOLLYWOOD,91605-4229,11951 VOSE 91605-4229,20415   HAYNES STREET,WINNETKA,91306-4229,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.193, -118.5779)",4282,4,294,318,,66
0003068089-0002-7,TRUE CLASSIC PRODUCTION LLC,TRUE CLASSIC OG,21345 DEERING COURT,CANOGA PARK,91304-5018,21345 DEERING 91304-5018,,,,888888,Medical Marijuana Collective,3,01/01/2018,,,,,,,,
0003068162-0001-8,RJRC LLC,,7931   DEERING AVENUE,CANOGA PARK,91304-5008,7931 DEERING 91304-5008,,,,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.2144, -118.5955)",4279,4,276,268,,37
0003069595-0001-2,MELROSE FACILITY MANAGEMENT LLC,,7027   ETON AVENUE,CANOGA PARK,91303-2112,7027 ETON 91303-2112,,,,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.1982, -118.5958)",4278,4,286,951,,37
0003069651-0001-8,TGB CONSULTING LLC,THEGROWBROTHERS,9000   OWENSMOUTH AVENUE,WEST HILLS,91304-1416,9000 OWENSMOUTH 91304-1416,607 LONE OAK DRIVE,THOUSAND OAKS,91362-2627,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.2338, -118.6013)",4284,4,93,1456,,37
0003069843-0001-0,GREGORY YAKUBOVICH,,21418   OSBORNE STREET,CANOGA PARK,91304-1520,21418 OSBORNE 91304-1520,21418   OSBORNE STREET,CANOGA PARK,91304-1520,888888,Medical Marijuana Collective,3,01/01/2018,,"(34.2333, -118.5984)",4279,4,93,1456,,37
