LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000001036-0010-3,SPECIAL SERVICE FOR GROUPS INC,,727 N BROADWAY     SUITE #211,LOS ANGELES,90012-2864,727 BROADWAY 90012-2864,905 E 8TH STREET,LOS ANGELES,90021-1848,621399,Offices of all other miscellaneous health practitioners,1,01/01/2017,,"(34.0614, -118.2395)",22728,11,539,449,,28
0000001214-0001-4,SOUTHERN CALIFORNIA CENTER FOR NONPROFIT MANAGEMENT,,1000 N ALAMEDA STREET SUITE #250,LOS ANGELES,90012-1804,1000 ALAMEDA 90012-1804,,,,541600,"Management, scientific, & technical consulting services",1,07/01/1991,,"(34.0602, -118.2365)",22728,11,539,449,,28
0000001427-0001-8,EASTSIDE MARKET LLC,EASTSIDE MARKET LLC,1013 ALPINE STREET,LOS ANGELES,90012-1201,1013 ALPINE 90012-1201,,,,445210,Meat markets,1,09/01/1974,,"(34.065, -118.2467)",22728,11,484,1368,,28
0000001436-0004-1,SP PLUS CORPORATION,#81032 | LOT #81032,1000 ELYSIAN PARK AVENUE,LOS ANGELES,90012-1112,1000 ELYSIAN PARK 90012-1112,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-2207,,,1,04/02/2005,,"(34.0739, -118.2399)",24342,11,2327,1368,,31
0000001436-0310-5,SP PLUS CORPORATION,SP PLUS #82607,428 E TEMPLE STREET,LOS ANGELES,90012-0000,428 TEMPLE 90012-0000,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/23/2016,,"(0.0, 0.0)",,,,,,
0000001436-0315-6,SP PLUS CORPORATION,SP PLUS PARKING,120 S LOS ANGELES STREET,LOS ANGELES,90012-3724,120 LOS ANGELES 90012-3724,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/19/2017,,"(34.0506, -118.2426)",22728,9,536,1502,,28
0000001436-0319-9,SP PLUS CORPORATION,#42419,555   RAMIREZ STREET   SPACE #315,LOS ANGELES,90012-2591,555 RAMIREZ 90012-2591,3470   WILSHIRE BLVD   SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,01/01/2018,,"(34.055, -118.2302)",22728,9,532,1322,,
0000001436-0337-7,SP PLUS CORPORATION,,333 SOUTH SPRING STREET,LOS ANGELES,90012-2701,333 SOUTH SPRING 90012-2701,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,0,05/01/2022,,"(0.0, 0.0)",,,,,,
0000001436-0341-5,SP PLUS CORPORATION,,414 E COMMERCIAL STREET,LOS ANGELES,90012-3408,414 COMMERCIAL 90012-3408,3470 WILSHIRE BLVD SUITE #400,LOS ANGELES,90010-3927,812930,Parking lots & garages,14,05/01/2022,,"(34.0531, -118.2371)",22728,9,533,466,,28
0000002112-0001-4,BUNKADO INC,BUN-KA DO,340 E 1ST STREET,LOS ANGELES,90012-3902,340 1ST 90012-3902,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",14,08/01/1974,,"(34.0496, -118.2398)",22728,9,536,1502,,28
0000002258-0001-4,SENKA INTERNATIONAL INC,GOLDMARK USA,138 ASTRONAUT E S ONIZUKA STREET,LOS ANGELES,90012-3810,138 ASTRONAUT E S ONIZUKA 90012-3810,138 ASTRONAUT E S ONIZUKA STREET,LOS ANGELES,90012-3810,424400,Grocery & related products,14,10/01/1974,,"(34.0505, -118.2419)",22728,9,536,1502,,28
0000003067-0001-4,GND JEWELRY INC,,818 N BROADWAY #101,LOS ANGELES,90012-2341,818 BROADWAY 90012-2341,,,,423940,"Jewelry, watch, precious stone, & precious metals",1,01/02/2000,,"(34.0626, -118.2381)",22728,11,540,449,,28
0000003555-0001-2,KATHY BANH,6260606 | ANNIE FASHION,828 N BROADWAY #23,LOS ANGELES,90012-3299,828 BROADWAY 90012-3299,,,,448140,Family clothing stores,1,01/01/1992,,"(34.0629, -118.2379)",22728,11,540,449,,28
0000004144-0001-9,CASANOVA GARDENS LP,,767 N HILL STREET #400,LOS ANGELES,90012-2381,767 HILL 90012-2381,231 E 3RD STREET SUITE #G106,LOS ANGELES,90013-1493,531100,Lessors of real estate (including mini warehouses & self-storage units),1,12/10/1998,,"(34.0617, -118.24)",22728,11,539,449,,28
0000004424-0002-4,STEVE AND MADDALENA RIBOLI,,1100 N ALAMEDA STREET,LOS ANGELES,90012-1849,1100 ALAMEDA 90012-1849,800 GRANADA AVENUE,SAN MARINO,91108-2448,531100,Lessors of real estate (including mini warehouses & self-storage units),1,09/24/1987,,"(34.0618, -118.2361)",22728,11,540,449,,28
0000004873-0008-0,L & R AUTO PARKS INC,JOE'S AUTO PARK,319 E 2ND STREET,LOS ANGELES,90012-4218,319 2ND 90012-4218,707   WILSHIRE BLVD   SUITE #4700,LOS ANGELES,90017-3601,812930,Parking lots & garages,14,10/25/2013,,"(34.049, -118.2413)",23074,9,536,1502,,28
0000004873-0021-7,L & R AUTO PARKS INC,JOES AUTO PARKS,232 E 2ND STREET,LOS ANGELES,90012-4082,232 2ND 90012-4082,707   WILSHIRE BLVD   SUITE #4700,LOS ANGELES,90017-3601,812930,Parking lots & garages,14,01/24/2018,,"(34.0494, -118.2423)",22728,9,536,1502,,28
0000004873-0047-1,L & R AUTO PARKS INC,,246 S SPRING STREET,LOS ANGELES,90012-3710,246 SPRING 90012-3710,707   WILSHIRE BLVD   SUITE #4700,LOS ANGELES,90017-3601,812930,Parking lots & garages,14,12/01/1965,,"(34.051, -118.2461)",22728,9,542,1183,,76
0000005230-0001-2,ROBERT SAUCEDO/GINA RODRIGUEZ SAUCEDO,A LA MEXICANA IMPORTS,4 OLVERA STREET #C,LOS ANGELES,90012-2921,4 OLVERA 90012-2921,,,,453220,"Gift, novelty, & souvenir stores",14,05/14/2003,,"(34.057, -118.2383)",22728,9,539,1322,,28
