LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000000320-0034-7,PUBLIC STORAGE INC,PUBLIC STORAGE #20630,8200 BALBOA BLVD,VAN NUYS,91406-1137,8200 BALBOA 91406-1137,POST OFFICE BOX #25025,GLENDALE,91221-5025,531100,Lessors of real estate (including mini warehouses & self-storage units),6,10/01/1995,,"(34.2179, -118.5013)",19734,3,2325,262,,61
0000000849-0001-0,"MOTA LANDSCAPING SERVICES, LLC",JOSE LUIS MOTA LANDSCAPING SERVICES | MOTA LANDSCAPING SERVICES LLC,15846 LEADWELL STREET,VAN NUYS,91406-3112,15846 LEADWELL 91406-3112,,,,561500,Travel arrangement & reservation services,6,01/01/1999,,"(34.2039, -118.4781)",19734,3,221,261,,61
0000001345-0001-8,STANLEY RICHARD FRIESEN,BIRDBRAIN ARTS,16600 HAMLIN STREET,LAKE BALBOA,91406-5615,16600 HAMLIN 91406-5615,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,01/01/1999,,,,,,,,
0000001395-0001-6,CALIFORNIA CHRISTIAN COUNSELING CENTER,,7120 HAYVENHURST AVENUE #118,VAN NUYS,91406-3813,7120 HAYVENHURST 91406-3813,,,,561500,Travel arrangement & reservation services,6,11/01/1991,,"(34.1997, -118.4923)",19734,3,2325,300,,61
0000001584-0001-4,APS WATER SERVICES CORPORATION,,7320 VALJEAN AVENUE,VAN NUYS,91406-3413,7320 VALJEAN 91406-3413,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,01/01/1992,,"(34.2036, -118.4859)",19734,3,2325,261,,61
0000001765-0003-4,REGINALD T THORNTON,,6930 DE CELIS PLACE,LAKE BALBOA,91406-4639,6930 De Celis 91406-4639,POST OFFICE BOX #75957,LOS ANGELES,90075-0957,711510,"Independent artists, writers, & performers",6,01/01/2019,,"(34.1966, -118.494)",19734,3,263,300,,61
0000001766-0001-2,DISABILITY RIGHTS CALIFORNIA,OFFICE OF CLIENTS' RIGHTS ADVOCACY,15400 SHERMAN WAY #300,VAN NUYS,91406-4272,15400 SHERMAN 91406-4272,100 HOWE AVENUE SUITE #185N,SACRAMENTO,95825-8219,624100,Individual & family services,6,08/08/1996,,"(34.2011, -118.4684)",19734,3,220,295,,18
0000002982-0001-5,WAHBI HOLDINGS INC,SAM'S LIQUOR & MARKET | SAMS LIQUOR,15717 VANOWEN STREET,VAN NUYS,91406-5030,15717 VANOWEN 91406-5030,,,,424940,Tobacco & tobacco products,6,01/05/2000,,"(34.1939, -118.4752)",19734,3,226,296,,61
0000003023-0001-1,MARK GREGORY SAVAGE,MARK SAVAGE PHOTOGRAPHY,7701 AMESTOY AVENUE,VAN NUYS,91406-2112,7701 AMESTOY 91406-2112,,,,541920,Photographic services,6,06/15/1999,,"(34.2104, -118.5055)",19734,3,251,315,,61
0000004334-0001-1,ROBINSON LAW OFFICES APLC,,16950 SHERMAN WAY,VAN NUYS,91406-3613,16950 SHERMAN 91406-3613,POST OFFICE BOX #261724,Encino,91426-1724,541100,Legal services,6,01/01/1999,,"(34.201, -118.5025)",19734,3,261,301,,61
0000005936-0001-7,"MUNCHKIN, INC.",,7835   GLORIA AVENUE,VAN NUYS,91406-1822,7835 GLORIA 91406-1822,7835 GLORIA AVENUE,VAN NUYS,91406-1822,424990,Other miscellaneous nondurable goods,6,02/20/1992,,"(34.2127, -118.4794)",19734,3,221,262,,61
0000006344-0001-0,GILLSON-STEINBERG FAMILY TRUST,,7540 BALBOA BLVD,VAN NUYS,91406-2769,7540 BALBOA 91406-2769,POST OFFICE BOX #261036,ENCINO,91426-1036,531100,Lessors of real estate (including mini warehouses & self-storage units),6,06/01/1974,,"(34.2077, -118.5011)",19734,3,263,436,,61
0000006793-0001-6,ALLISON/KAUFMAN CO INC,,7640 HASKELL AVENUE,VAN NUYS,91406-2005,7640 HASKELL 91406-2005,,,,423940,"Jewelry, watch, precious stone, & precious metals",6,07/01/1965,,"(34.2094, -118.4749)",19734,3,221,261,,61
0000008103-0056-6,99 CENTS ONLY STORES LLC,99 CENTS ONLY STORES #450,16107 VICTORY BLVD,VAN NUYS,91406-5820,16107 Victory 91406-5820,4000 UNION PACIFIC AVENUE,COMMERCE,90023-3202,423990,Other miscellaneous durable goods,6,07/28/2022,,"(34.187, -118.4848)",19734,3,225,298,,61
0000008159-0001-4,SA BLUE COMPUTER INC,BLUE COMPUTER,16134 SHERMAN WAY,VAN NUYS,91406-3907,16134 SHERMAN 91406-3907,7647   HAYVENHURST AVENUE   #41,VAN NUYS,91406-1724,443120,Computer & software stores,6,06/01/2003,,"(34.2011, -118.4844)",19734,3,221,300,,61
0000008207-0012-1,STARBUCKS CORPORATION,STARBUCKS COFFEE #19305,16926 ROSCOE BLVD,VAN NUYS,91406-1101,16926 ROSCOE 91406-1101,POST OFFICE BOX #34442,SEATTLE,98124-1442,445290,Home furnishings stores,6,05/16/2013,,"(34.2212, -118.5014)",18914,3,119,432,,61
0000009213-0001-8,RUSSON FAMILY LEGACY LLC,R/K PROPERTIES,7733   DENSMORE AVENUE,VAN NUYS,91406-1927,7733 DENSMORE 91406-1927,23718   FAMBROUGH STREET,NEWHALL,91321-3436,531100,Lessors of real estate (including mini warehouses & self-storage units),6,07/01/1973,,"(34.2113, -118.4777)",19734,3,221,262,,61
0000010012-0001-8,AVIALL SERVICES INC,AVIALL,8045 WOODLEY AVENUE,VAN NUYS,91406-1259,8045 WOODLEY 91406-1259,100 N RIVERSIDE PLAZA,CHICAGO,60606-1501,336000,Transportation equipment mfg.,6,01/01/1992,,"(34.2168, -118.4836)",19734,3,221,262,,61
0000010110-0001-7,GEOSOILS CONSULTANTS INC,,6634 VALJEAN AVENUE,VAN NUYS,91406-5816,6634 VALJEAN 91406-5816,,,,541600,"Management, scientific, & technical consulting services",6,01/01/2000,,"(34.1909, -118.4858)",19734,3,225,298,,61
0000010628-0001-8,ISAAC A/CYNTHIA Y SHADIAN,,16001 VICTORY BLVD,VAN NUYS,91406-6464,16001 VICTORY 91406,530 S LAKE AVENUE   SUITE #286,PASADENA,91101-3515,531100,Lessors of real estate (including mini warehouses & self-storage units),6,03/01/1991,,"(34.1866, -118.4814)",19734,3,2337,1223,,62
0000011036-0001-1,LAKE BALBOA HEALTH CARE INC,BALOWEN CARE CENTER,16955 VANOWEN STREET,VAN NUYS,91406-4542,16955 VANOWEN 91406-4542,25910 ACERO SUITE #350,MISSION VIEJO,92691-7908,623000,Nursing & residential care facilities,6,10/16/2002,,"(34.1939, -118.5022)",19734,3,261,571,,61
0000011053-0001-4,STEPHEN E BIENER,DR KOLDAIRE HEATING/AIR CONDITIONING,17216 SATICOY STREET #344,VAN NUYS,91406-2103,17216 SATICOY 91406-2103,,,,233210,Single Family Housing Construction (1997 NAICS),6,03/28/1978,,"(34.2084, -118.508)",19734,3,259,315,,61
0000011646-0006-4,SALLY BEAUTY SUPPLY LLC,SALLY BEAUTY SUPPLY # 1628,16500 SHERMAN WAY #A 2,VAN NUYS,91406-3707,16500 SHERMAN 91406-3707,POST OFFICE BOX #90220,DENTON,76202-5220,423990,Other miscellaneous durable goods,6,08/15/1994,,"(34.2011, -118.4924)",19734,3,2325,300,,61
