"activity_id","notes","status","source","country_id","adm1","adm2","water_source","water_tech","install_year","management","status_id","report_date","lon_deg","lat_deg","converted","age","prediction","risk_level","geocoded_column"
"7036","ELIVU","Functional","Ministry of Water and Environment Uganda","UG","Arua","VURRA","Protected spring",,,"Communal","true","2009-11-01T00:00:00.000","30.8812888","2.7429572","#lat_deg, #lon_deg, #status_id",,"0.955515757","Low Risk","POINT (30.8812888 2.7429572)"
"19375","ARIYA","Functional","Ministry of Water and Environment Uganda","UG","Gulu","OMORO","Shallow well",,,"Communal","true","2010-01-01T00:00:00.000","32.3536751","2.7671847","#lat_deg, #lon_deg, #status_id",,"0.744616058","Medium Risk","POINT (32.3536751 2.7671847)"
"86779","BINEN","Functional","Ministry of Water and Environment Uganda","UG","Pader","ARUU","Deep borehole",,,"Communal","true","2010-01-01T00:00:00.000","32.9329583","2.9857834","#lat_deg, #lon_deg, #status_id",,"0.79067328","Low Risk","POINT (32.9329583 2.9857834)"
"56443","AYAGO WEST","Functional","Ministry of Water and Environment Uganda","UG","Lamwo","Lamwo","Deep borehole",,,"Communal","true","2009-10-01T00:00:00.000","32.8572738","3.4064708","#lat_deg, #lon_deg, #status_id",,"0.782002968","Low Risk","POINT (32.8572738 3.4064708)"
"43649","MORU COMPLEX","Functional","Ministry of Water and Environment Uganda","UG","Katakwi","USUK","Deep borehole",,,"Communal","true","2009-01-01T00:00:00.000","33.97373","1.7813324","#lat_deg, #lon_deg, #status_id",,"0.869141565","Low Risk","POINT (33.97373 1.7813324)"
"5845","KIJORO","Functional","Ministry of Water and Environment Uganda","UG","Arua","AYIVU","Protected spring",,"1989","Communal","true","2009-10-01T00:00:00.000","30.9121942","3.0594672","#lat_deg, #lon_deg, #status_id","20","0.806498878","Low Risk","POINT (30.9121942 3.0594672)"
"21686","RWENKOBWA TRC","Non-Functional","Ministry of Water and Environment Uganda","UG","Ibanda","Ibanda","Shallow well",,"2008","Communal","false","2009-10-01T00:00:00.000","30.4281797","-0.0011027","#lat_deg, #lon_deg, #status_id","1","0.654555934","Reported Non-Functional","POINT (30.4281797 -0.0011027)"
"126321","KABOS","Functional","Ministry of Water and Environment Uganda","UG","Serere","KASILO","Deep borehole","Groundwater based","2015","Communal","true",,"33.2559697","1.6058778","#lat_deg, #lon_deg, #status_id",,"0.970103347","Low Risk","POINT (33.2559697 1.6058778)"
"62565","NDRIVU","Non-Functional","Ministry of Water and Environment Uganda","UG","Maracha","MARACHA","Deep borehole",,"1992","Communal","false","2009-10-01T00:00:00.000","30.9029793","3.2723551","#lat_deg, #lon_deg, #status_id","17","0.747831652","Reported Non-Functional","POINT (30.9029793 3.2723551)"
"22182","KAIHO","Functional","Ministry of Water and Environment Uganda","UG","Ibanda","Ibanda","Protected spring",,"1991","Communal","true","2009-10-01T00:00:00.000","30.4305183","-0.2848646","#lat_deg, #lon_deg, #status_id","18","0.857220784","Low Risk","POINT (30.4305183 -0.2848646)"
