"row_id","country_name","water_tech","water_source","status_id","management","pay","installer","install_year","age","source","adm1","adm2","wpdx_id","report_date","country_id","activity_id","data_lnk","orig_lnk","photo_lnk","converted","lat_deg","lon_deg","location","count","fecal_coliform_presence","fecal_coliform_value","subjective_quality","notes","scheme_id","prediction","prediction_level","geocoded_column"
"212904","Uganda",,,"true","Community Management",,,"2000","9","Ministry of Water and Environment, Uganda","APAC","KWANIA","wpdx-00212904","2009-12-01T00:00:00.000","UG","009-00356","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","1.85898","32.5605","(1.85898, 32.5605)","1",,,,"Village=AJAR",,"0.775195278","Low Risk","POINT (32.5605 1.85898)"
"223181","Uganda",,"Dam","true","Community Management",,,,,"Ministry of Water and Environment, Uganda","KOTIDO","JIE","wpdx-00223181","2009-11-01T00:00:00.000","UG","059-00216","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","2.99382","34.1998","(2.99382, 34.1998)","1",,,,"Village=LORIU",,"0.744118007","Low Risk","POINT (34.1998 2.99382)"
"203413","Uganda",,"Shallow well","true","Community Management",,,"2009","0","Ministry of Water and Environment, Uganda","ARUA","AYIVU","wpdx-00203413","2009-11-01T00:00:00.000","UG","010-00235","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","3.0963","30.9006","(3.0963, 30.9006)","1",,,,"Village=OMI",,"0.531849859","Medium Risk","POINT (30.9006 3.0963)"
"203353","Uganda",,"Protected spring","true","Community Management",,,"1987","22","Ministry of Water and Environment, Uganda","ARUA","AYIVU","wpdx-00203353","2009-12-01T00:00:00.000","UG","010-00156","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","3.0128","30.8331","(3.0128, 30.8331)","1",,,,"Village=ANDRU",,"0.641468187","Medium Risk","POINT (30.8331 3.0128)"
"203801","Uganda",,"Protected spring","true","Community Management",,,"2006","3","Ministry of Water and Environment, Uganda","ARUA","AYIVU","wpdx-00203801","2009-11-01T00:00:00.000","UG","010-00581","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","2.986","30.9401","(2.986, 30.9401)","1",,,,"Village=Ogayi",,"0.839493928","Low Risk","POINT (30.9401 2.986)"
"203658","Uganda",,"Deep borehole","true","Institutional Management",,,"1989","20","Ministry of Water and Environment, Uganda","ARUA","AYIVU","wpdx-00203658","2009-11-01T00:00:00.000","UG","010-00428","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","3.07619","30.9451","(3.07619, 30.9451)","1",,,,"Village=Adroyi",,"0.332226418","High Risk","POINT (30.9451 3.07619)"
"202919","Uganda",,"Shallow well","true","Other",,,"1999","10","Ministry of Water and Environment, Uganda","ADJUMANI","East Moyo","wpdx-00202919","2009-12-01T00:00:00.000","UG","002-00248","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","3.4179","31.7263","(3.4179, 31.7263)","1",,,,"Village=Agojo",,"0.370068723","High Risk","POINT (31.7263 3.4179)"
"203328","Uganda",,"Protected spring","true","Community Management",,,"1995","14","Ministry of Water and Environment, Uganda","ARUA","AYIVU","wpdx-00203328","2009-12-01T00:00:00.000","UG","010-00122","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","3.0278","30.7821","(3.0278, 30.7821)","1",,,,"Village=ALIVU",,"0.701948175","Low Risk","POINT (30.7821 3.0278)"
"203575","Uganda",,"Protected spring","true","Community Management",,,"2003","6","Ministry of Water and Environment, Uganda","ARUA","AYIVU","wpdx-00203575","2009-11-01T00:00:00.000","UG","010-00333","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","3.04306","30.9391","(3.04306, 30.9391)","1",,,,"Village=Angufewa",,"0.799064615","Low Risk","POINT (30.9391 3.04306)"
"202753","Uganda",,"Deep borehole","true","Community Management","Yes",,"2013","0","Ministry of Water and Environment, Uganda","KIRYANDONGO","KIBANDA","wpdx-00202753","2013-05-14T00:00:00.000","UG","054-00585","http://www.dropbox.com/s/s1rtdv0q4bdnr4g/All%20Ugandan%20data-Raw.xlsx?dl=0",,,"#lat_deg, #lon_deg, #data_lnk, #source, #country_id, #water_source, #water_tech","1.79328","31.9655","(1.79328, 31.9655)","1",,,,"Village=NYAMA II",,"0.751097755","Low Risk","POINT (31.9655 1.79328)"
