School Year,School Number,School Name,Principal,Location 1,Associate Superintendent,Phone,Fax,Hours,Cluster,School Website,Receiving Schools,Feeder Schools,Elementary School Service Areas,Middle School Service Areas,High School Service Areas,Zip Codes
2014,51,Laytonsville ES,Mrs. Donna M. Sagona,"21401 Laytonsville Road
Gaithersburg, MD 20882
(39.20726766100006, -77.14135376199994)",Dr. Myra J. Smith,(301) 840-7145,(301) 840-7147,9:05 - 3:30,"Damascus, Gaithersburg",http://www.montgomeryschoolsmd.org/schools/laytonsvillees/,"Baker, Gaithersburg MS",,67,21,17,32699
2014,100,Clopper Mill ES,Dr. Ocheze Joseph,"18501 Cinnamon Drive
Germantown, MD 20874
(39.15774160500007, -77.26336742799998)",Dr. LaVerne G. Kimball,(301) 353-8065,(301) 353-8068,9:15 - 3:30,Northwest,http://www.montgomeryschoolsmd.org/schools/cloppermilles/,Clemente,,26,5,7,32687
2014,101,Clarksburg ES,Mrs. Kwang J. Lee,"13530 Redgrave Place
Clarksburg, MD 20871
(39.236916791000056, -77.28218299099996)",Dr. LaVerne G. Kimball,(301) 353-8060,(301) 353-0878,9:00 - 3:25,Clarksburg,http://www.montgomeryschoolsmd.org/schools/clarksburges/,Rocky Hill,,24,27,8,32682
2014,102,Germantown ES,Ms. Amy D. Bryant,"19110 Liberty Mill Road
Germantown, MD 20874
(39.16894022900004, -77.27572560299996)",Dr. LaVerne G. Kimball,(301) 353-8050,(301) 601-0393,9:15 - 3:30,Northwest,http://www.montgomeryschoolsmd.org/schools/germantownes/,Clemente,,50,5,7,32687
2014,106,Fox Chapel ES,Ms. Diana L. Zabetakis,"19315 Archdale Road
Germantown, MD 20876
(39.17228273400008, -77.24302359599994)",Dr. LaVerne G. Kimball,(301) 353-8055,(301) 353-0873,8:50 - 3:05,Clarksburg,http://www.montgomeryschoolsmd.org/schools/foxchapeles/,Neelsville,,45,3,8,32690
2014,108,Lake Seneca ES,Ms. Teri D. Johnson,"13600 Wanegarden Drive
Germantown, MD 20874
(39.18569952200005, -77.28296610299998)",Dr. LaVerne G. Kimball,(301) 353-0929,(301) 353-0932,8:50 - 3:05,Seneca Valley,http://www.montgomeryschoolsmd.org/schools/lakesenecaes/,King,,65,2,1,32687
2014,109,Waters Landing ES,Mrs. Tina W. Shrewsbury,"13100 Waters Landing Drive
Germantown, MD 20874
(39.18954292300003, -77.26798257699994)",Dr. LaVerne G. Kimball,(301) 353-0915,(301) 601-0392,9:15 - 3:30,Seneca Valley,http://www.montgomeryschoolsmd.org/schools/waterslandinges/,King,,114,2,1,32687
2014,110,S. Christa McAuliffe ES,Mrs. Wanda P. Coates,"12500 Wisteria Drive
Germantown, MD 20874
(39.16573850800006, -77.25919377699995)",Dr. LaVerne G. Kimball,(301) 353-0910,(301) 353-0923,8:50 - 3:05,Seneca Valley,http://www.montgomeryschoolsmd.org/schools/mcauliffees/,Clemente,,72,5,1,32687
2014,111,Capt. James E. Daly ES,Mrs. Nora G. Dietz,"20301 Brandermill Drive
Germantown, MD 20876
(39.190431568000065, -77.23384919199998)",Dr. LaVerne G. Kimball,(301) 353-0939,(301) 353-0872,9:20 - 3:20,Clarksburg,http://www.montgomeryschoolsmd.org/schools/dalyes/,Neelsville,,30,3,8,32690
2014,153,Poolesville ES,Mr. Douglas M. Robbins,"19565 Fisher Avenue
Poolesville, MD 20837
(39.14342755800004, -77.40809282499998)",Dr. LaVerne G. Kimball,(301) 972-7960,(301) 972-7963,8:25 - 3:05,Poolesville,http://www.montgomeryschoolsmd.org/schools/poolesvillees/,John Poole,,82,10,3,31816
2014,156,Lois P. Rockwell ES,Mrs. Cheryl A. Clark,"24555 Cutsail Drive
Damascus, MD 20872
(39.25630623700005, -77.21510520899994)",Dr. LaVerne G. Kimball,(301) 253-7088,(301) 253-7084,8:50 - 3:05,Damascus,http://www.montgomeryschoolsmd.org/schools/rockwelles/,Baker,,90,26,19,32684
2014,158,Ronald McNair ES,Mrs. Eileen K. Macfarlane,"13881 Hopkins Road
Germantown, MD 20874
(39.16782837100004, -77.29149971099997)",Dr. LaVerne G. Kimball,(301) 353-0854,(301) 353-0964,9:05 - 3:30,Northwest,http://www.montgomeryschoolsmd.org/schools/ronaldmcnaires/,Kingsview,,73,28,7,32687
2014,159,Rachel Carson ES,Mr. Lawrence D. Chep,"100 Tschiffely Square Road
Gaithersburg, MD 20878
(39.115972173000046, -77.24639887199999)",Dr. LaVerne G. Kimball,(301) 840-5333,(301) 840-5366,8:50 - 3:05,Quince Orchard,http://www.montgomeryschoolsmd.org/schools/rachelcarsones/,Lakelands Park,,21,20,2,32695
2014,204,Garrett Park ES,Ms. Elaine L. Chang-Baxter,"4810 Oxford Street
Kensington, MD 20895
(39.02866622100004, -77.07759624899995)",Dr. Donna S. Hollingshead,(301) 929-2170,(301) 929-2008,9:15 - 3:30,Walter Johnson,http://www.montgomeryschoolsmd.org/schools/garrettparkes/,Tilden,,64,16,12,32835
2014,206,Twinbrook ES,Mrs. Karen L. Johnson,"5911 Ridgway Avenue
Rockville, MD 20851
(39.06705777600007, -77.12016871099996)",Dr. Donna S. Hollingshead,(301) 230-5925,(301) 230-5929,9:15 - 3:25,Richard Montgomery,http://www.montgomeryschoolsmd.org/schools/twinbrookes/,Julius West,,111,6,4,32165
2014,207,Beall ES,Mr. Elliot M. Alter,"451 Beall Avenue
Rockville, MD 20850
(39.08727101300008, -77.16188957799994)",Dr. Donna S. Hollingshead,(301) 279-8460,(301) 279-4999,8:50 - 3:05,Richard Montgomery,http://www.montgomeryschoolsmd.org/schools/bealles/,Julius West,,5,6,4,32162
2014,209,Lakewood ES,Ms. Robin L. Malcotti,"2534 Lindley Terrace
Rockville, MD 20850
(39.08592778000008, -77.19065822999994)",Dr. Donna S. Hollingshead,(301) 279-8465,(301) 279-8596,8:50 - 3:05,Thomas S. Wootton,http://www.montgomeryschoolsmd.org/schools/lakewoodes/,Frost,,66,9,6,32162
2014,210,Maryvale ES,Ms. Karen Gregory,"1000 First Street
Rockville, MD 20850
(39.09022374500006, -77.13616603199995)",Dr. Donna S. Hollingshead,(301) 279-4990,(301) 279-4993,9:15 - 3:30,Rockville,http://www.montgomeryschoolsmd.org/schools/maryvalees/,Wood,,71,37,5,32162
