"date","gc_id","age","zip","ethnicity","race","language","english_fluency","household_composition_lives","urban_rural","sex_gender","veteran_status"
"2018-12-31T00:00:00.000","105182","88","98388","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","117335","71","98444","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","162536","71","98387","Caucasian","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","179579","61","98405","African-American","Black/African American","English","Fluent","With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","191493","82","98443","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","212783","80","98390","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Female","true"
"2018-12-31T00:00:00.000","213858","74","98498","Caucasian","White, Non-Hispanic",,"Fluent","With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","251640","86","98375","Spaniard","Hispanic","English","Fluent","With Spouse","Rural","Male","true"
"2018-12-31T00:00:00.000","256227","71","98466","Caucasian","White, Non-Hispanic","English","Fluent","Lives Alone","Urban","Female","false"
"2018-12-31T00:00:00.000","257141","83","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Domestic Partner","Urban","Female","false"
"2018-12-31T00:00:00.000","265513","78","98388","American","Black/African American",,"Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","293489","71","98354","Cambodian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","368793","60","98408","African-American","Black/African American","English","Fluent","With Other Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","386052","90","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","387589","67","98351","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Male","false"
"2018-12-31T00:00:00.000","399144","79","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","399537","85","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","430050","72","98371","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","432682","69","98375","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","438144","62","98387","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","438275","66","98408","Caucasian","White, Non-Hispanic",,,"With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","438283","61","98335","Caucasian","White, Non-Hispanic",,,"With Spouse","Urban","Female",
"2018-12-31T00:00:00.000","438390","69","98387","Caucasian","White, Non-Hispanic","English",,"With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","439360","49","98580","Caucasian","White, Non-Hispanic","English",,"With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","439631","73","98391","Caucasian","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","439694","79","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","440104","70","98387","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","440243","83","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","440307","56","98445","Caucasian","White, Non-Hispanic","English",,"With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","440385","65","98444","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","440405","75","98443","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","440879","82","98445","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","441341","71","98408","African-American","Black/African American","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","441344","92","98391","Caucasian","White, Non-Hispanic",,,"With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","441358","73","98443","Caucasian","White, Non-Hispanic",,,"With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","441487","58","98466","Cambodian","White, Non-Hispanic","English",,"With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","441501","84","98446","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","441525","64","98498","Caucasian","White, Non-Hispanic",,,"Other","Urban","Female","false"
"2018-12-31T00:00:00.000","441568","63","98407","Caucasian","White, Non-Hispanic","English","Fluent","With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","441896","72","98371","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","441901","79","98390","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","442055","78","98328","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","442168","88","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","442333","67","98444","African-American","Black/African American","English","Fluent","Declined to state","Rural","Female","true"
"2018-12-31T00:00:00.000","442376","83","98388","African-American","Black/African American",,,"With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","442385","67","98391","Caucasian","White, Non-Hispanic","English","Fluent","With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","442467","73","98467","Caucasian","White, Non-Hispanic","English","Fluent","With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","765921","56","98498","Korean","Asian","English","Fluent","With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","442638","55","98498","African-American","Black/African American","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","442711","51","98446","Caucasian","Hispanic","English","Fluent","With Other Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","442795","75","98391","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","442796","38","98466","American Indian/Native","American Indian/Native Alaskan","English",,"With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","442991","78","98404","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","443454","52","98388","Asian Pacific","Asian","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","451288","82","98372","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","452985","53","98498","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","456213","60","98443","Caucasian","White, Non-Hispanic","English",,"With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","456332","75","98407","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","456401","84","98444","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Male","true"
"2018-12-31T00:00:00.000","459345","57","98335","Caucasian","White, Non-Hispanic","English","Fluent","With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","459692","40","98332","Caucasian","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","471711","51","98404","Hawaiian","Native Hawaiian/Other Pacific Islander",,,"With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","472859","84","98466","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","474903","59","98338","Caucasian","White, Non-Hispanic","English","Fluent","With Parent(s)","Rural","Female","false"
"2018-12-31T00:00:00.000","488257","62","98499","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","507342","62","98373","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","511547","82","98387","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","513139","71","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","517192","61","98391","Caucasian","White, Non-Hispanic",,,"With Parent(s)","Rural","Female","false"
"2018-12-31T00:00:00.000","522097","93","98374","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","523442","80","98499","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","523738","88","98391","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Male","false"
"2018-12-31T00:00:00.000","542225","75","98405","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","542714","72","98375","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Male","true"
"2018-12-31T00:00:00.000","544573","80","98338-8420","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Male","true"
"2018-12-31T00:00:00.000","547479","46","98332","Asian Pacific","Asian","English","Fluent","With Non-Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","547749","62","98405","Caucasian","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","548272","72","98444","American","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","549000","81","98335","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","549458","61","98373","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","false"
"2018-12-31T00:00:00.000","549979","82","98466","American","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","550418","77","98373","American","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","558134","72","98338","Caucasian","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Rural","Female","false"
"2018-12-31T00:00:00.000","561540","80","98332","Caucasian","White, Non-Hispanic","English",,"With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","561723","61","98418","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","561926","81","98354","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","563292","65","98391","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","564537","73","98466","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","565016","72","98374","Korean","Asian",,"Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","566987","58","98321","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","567873","84","98372","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","568847","81","98327","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","true"
"2018-12-31T00:00:00.000","568941","71","98498","American","White, Non-Hispanic","English",,"With Parent(s)","Urban","Female","false"
"2018-12-31T00:00:00.000","569523","60","98407","African-American","Black/African American","English","Fluent","With Parent(s)","Urban","Male","false"
"2018-12-31T00:00:00.000","569638","65","98466","Caucasian","White, Non-Hispanic","English","Fluent","With Parent(s)","Urban","Male","false"
"2018-12-31T00:00:00.000","571108","83","98387","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Male","true"
"2018-12-31T00:00:00.000","571312","81","98391","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
"2018-12-31T00:00:00.000","573274","86","98338","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","573306","85","98403","Caucasian","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Urban","Male","false"
"2018-12-31T00:00:00.000","574473","46","98387","Caucasian","White, Non-Hispanic","English",,"With Spouse","Rural","Female","false"
"2018-12-31T00:00:00.000","575994","67","98333","Caucasian","White, Non-Hispanic","English","Fluent","With Other Relative(s)","Rural","Female",
"2018-12-31T00:00:00.000","576103","78","98404","Caucasian","White, Non-Hispanic",,,"With Spouse","Urban","Male","true"
"2018-12-31T00:00:00.000","576809","81","98499","Caucasian","White, Non-Hispanic","English","Fluent","With Spouse","Urban","Female","false"
