"end_of_period","credit_number","region","country_code","country","borrower","credit_status","service_charge_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ida","due_to_ida","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","credits_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IDA01520","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003011","HIGHWAY TECH ASSISTA","6801917.28","0.00","0.00","6801917.28","6801917.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1979-06-15T00:00:00.000","2018-12-15T00:00:00.000","1969-06-09T00:00:00.000","1969-05-06T00:00:00.000","1969-08-28T00:00:00.000","1975-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA01900","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003012","DFC","5600024.85","0.00","0.00","5600024.85","5600024.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1980-06-15T00:00:00.000","2019-12-15T00:00:00.000","1970-05-28T00:00:00.000","1970-05-28T00:00:00.000","1970-06-10T00:00:00.000","1975-04-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02550","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003013","RIVER TRANSPORT I","7036590.61","83337.04","0.00","6953253.57","6953253.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1981-09-15T00:00:00.000","2021-03-15T00:00:00.000","1971-06-21T00:00:00.000","1971-05-25T00:00:00.000","1972-01-17T00:00:00.000","1980-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02710","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003014","DFC II","10014924.31","0.00","0.00","10014924.31","10014924.31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1981-12-15T00:00:00.000","2021-06-15T00:00:00.000","1971-09-24T00:00:00.000","1971-08-31T00:00:00.000","1972-02-01T00:00:00.000","1979-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02720","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003015","EDUCATION","6500183.28","58664.07","0.00","6441519.21","6441519.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1981-12-15T00:00:00.000","2021-06-15T00:00:00.000","1971-12-17T00:00:00.000","1971-11-30T00:00:00.000","1972-05-31T00:00:00.000","1981-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02920","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003016","HIGHWAYS II","19050981.30","0.00","0.00","19050981.30","19050981.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1982-06-15T00:00:00.000","2021-12-15T00:00:00.000","1972-03-23T00:00:00.000","1972-02-29T00:00:00.000","1972-09-11T00:00:00.000","1979-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03980","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003017","LIVESTOCK I","8500000.00","0.00","0.00","8500000.00","8500000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-06-15T00:00:00.000","2022-12-15T00:00:00.000","1973-06-21T00:00:00.000","1973-06-07T00:00:00.000","1974-02-14T00:00:00.000","1981-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04630","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003018","DFC III","10000000.00","0.00","0.00","10000000.00","10000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1984-06-15T00:00:00.000","2023-12-15T00:00:00.000","1974-02-20T00:00:00.000","1973-12-18T00:00:00.000","1974-07-25T00:00:00.000","1979-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA05360","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003020","HIGHWAYS III","26000000.00","0.00","0.00","26000000.00","26000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1985-04-15T00:00:00.000","2024-10-15T00:00:00.000","1975-03-19T00:00:00.000","1975-02-11T00:00:00.000","1975-07-31T00:00:00.000","1980-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA05710","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003021","RAIL&RIVER II","26000000.00","84949.73","0.00","25915050.27","25915050.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1985-09-15T00:00:00.000","2025-03-15T00:00:00.000","1975-07-11T00:00:00.000","1975-06-03T00:00:00.000","1975-11-18T00:00:00.000","1983-12-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA06240","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003022","EDUCATION II","21000000.00","18849901.12","0.00","2150098.88","2150098.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1986-06-15T00:00:00.000","2025-12-15T00:00:00.000","1976-12-28T00:00:00.000","1976-04-13T00:00:00.000","1977-06-29T00:00:00.000","1982-09-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA06250","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003023","WATER SUPPLY II","21500000.00","0.00","0.00","21500000.00","21500000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1986-09-15T00:00:00.000","2026-03-15T00:00:00.000","1976-06-18T00:00:00.000","1976-04-13T00:00:00.000","1976-08-04T00:00:00.000","1981-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA06600","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003024","COTTON REHABILITATIO","8000000.00","436452.53","0.00","7563547.47","7563547.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1986-11-01T00:00:00.000","2026-05-01T00:00:00.000","1976-12-28T00:00:00.000","1976-09-21T00:00:00.000","1977-05-31T00:00:00.000","1983-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA06970","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003025","LIVESTOCK II","8000000.00","0.00","0.00","8000000.00","8000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1987-05-15T00:00:00.000","2026-11-15T00:00:00.000","1977-08-02T00:00:00.000","1977-04-12T00:00:00.000","1977-12-30T00:00:00.000","1983-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA07100","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003026","DFC IV","10000000.00","143179.07","0.00","9856820.93","9856820.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1987-06-15T00:00:00.000","2026-12-15T00:00:00.000","1977-08-02T00:00:00.000","1977-05-12T00:00:00.000","1977-12-07T00:00:00.000","1982-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA07960","EASTERN AND SOUTHERN AFRICA","ZR","Congo, Democratic Republic of","MINISTERE DES FINANCES","Fully Repaid","0.75","USD","P003027","OIL PALM DEVELOPMENT","9000000.00","2558753.23","0.00","6441246.77","6441246.77","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1988-09-15T00:00:00.000","2028-03-15T00:00:00.000","1978-06-08T00:00:00.000","1978-05-02T00:00:00.000","1981-01-30T00:00:00.000","1987-12-31T00:00:00.000","1988-10-20T00:00:00.000"
