"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","MIDDLE EAST AND NORTH AFRICA","Tunisia","TN","P132381","Third Export Development Project (EDP III)","Consultant Services","Individual Consultant Selection","Financial Sector;Transportation;Industry, Trade and Services","1710399","SELECTION ET L&#8217;EMPLOI D&#8217;UN CI / L&#8217;ASSISTANCE TECHNIQUE POUR LA MISE EN &#338;UVRE DE LA COMPOSANTE RELATIVE AU MINISTERE DU TRANSPORT - Mondher KHANFIR","2016-11-29T00:00:00.000","Individual Consultant","Republic of Tunisia","TN","31131.0","TN-UCSP-202308-CS-INDV"
"2022-09-12T00:00:00.000","2017","MIDDLE EAST AND NORTH AFRICA","Tunisia","TN","P132381","Third Export Development Project (EDP III)","Consultant Services","Individual Consultant Selection","Financial Sector;Transportation;Industry, Trade and Services","1710349","CHOIX D&#8217;UN CONSULTANT INDIVIDUEL POUR L&#8217;ELABORATION D&#8217;UN PLAN DE FORMATION - B&#233;chir LASSOUED (FMC)","2016-12-01T00:00:00.000","Individual Consultant","Republic of Tunisia","TN","4986.0","TN-UCSP-202309-CS-INDV"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Uganda","UG","P145101","Uganda: Albertine Region Sustainable Development Project","Goods","Request for Quotations","Education;Transportation;Energy and Extractives;Public Administration","1708961","Procurement of office furniture for project staff under ARSDP","2017-04-06T00:00:00.000","VISIBLE INVESTMENT LTD","Republic of Uganda","UG","12708.0","UG-MOESTS-10792-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Eastern and Southern Africa",,"P130871","Regional Communications Infrastructure Program Phase 5 - Uganda","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","1708336","ACCESS IT Ltd","2017-06-19T00:00:00.000","ACCESS LTD","Republic of Uganda","UG","8001.0","UG-NITA-U-63535-GO-RFQ"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1707824","Esc. 385 Barrio Marac&#225;na, departamento de Montevideo","2017-03-03T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","14451.0","UY-ANEP-14571-CS-INDV-DIRECT OBR"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1707818","Esc. 24 Vichadero, departamento de Rivera","2017-03-29T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","6480.0","UY-ANEP-14571-CS-INDV-DIRECT OBR"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Consultant Services","Quality And Cost-Based Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1706529","Contract for EIA SIA","2017-02-07T00:00:00.000","HASKONING DHV CONSULTING PVT. LTD.","Republic of India","IN","116323.0","IN-GSDMA-5613-CS-QCBS"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Tajikistan","TJ","P158298","Strengthening Critical Infrastructure against Natural Hazards","Consultant Services","Individual Consultant Selection","Transportation;Agriculture, Fishing and Forestry;Public Administration","1705279","Flood Protection Engineering Consultant (International Consultant)","2016-12-23T00:00:00.000","Individual Consultant","Republic of Serbia","YF","92500.0","SCINHP/IC/2016-08"
"2022-09-12T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Tajikistan","TJ","P150816","Nurek Hydropower Rehabilitation Project Phase I","Consultant Services","Direct Selection","Energy and Extractives","1704226","Electro-Mechanical Expert acting in Dam Safety Panel of Experts","2016-10-15T00:00:00.000","GIUSEPPE GRILLI","New Zealand","NZ","154000.0","TJ NHPP CS 01-3A"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Uruguay","UY","P159771","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","1704129","Asesor&#237;a Proyecto Estructura Escuela 160 y Jard&#237;n 370 Montevideo","2017-03-21T00:00:00.000","Individual Consultant","Oriental Republic of Uruguay","UY","3671.0","UY-ANEP-14563-CS-INDV-AS PEREZ E"
