"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P150158","Eastern Dedicated Freight Corridor-3","Civil Works","Request for Bids","Transportation","1612658","System Contract Khurja Pilkhani Section: 2X25kV AC Electrification, Signalling& Telecommunication, E&M and Associated Works","2020-09-30T00:00:00.000","KYOSAN ELECTRIC MANUFACTURING COMPANY","Japan","IN","103604381.0"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","India","IN","P150158","Eastern Dedicated Freight Corridor-3","Civil Works","Request for Bids","Transportation","1612663","System Work CP 304 Pilkhani Sahnewal section","2020-09-30T00:00:00.000","KYOSAN ELECTRIC MANUFACTURING COMPANY","Japan","IN","96706157.0"
"2022-09-12T00:00:00.000","2021","EAST ASIA AND PACIFIC","Mongolia","MN","P152343","Second Energy Sector Project","Civil Works","Request for Bids","Energy and Extractives","1640375","B-2 Construction of 10MW Solar Plant, Myangad","2020-12-23T00:00:00.000","KYOCERA COMMUNICATION SYSTEMS","Japan","JP","16541538.0"
"2022-09-12T00:00:00.000","2020","Eastern and Southern Africa","Rwanda","RW","P150634","Rwanda Electricity Sector Strengthening Project","Civil Works","Request for Bids","Energy and Extractives","1608694","Plant Design, Supply, and Installation Procurement of Kigali Network System Strengthening for Rehabilitate and Upgrade Eight (8) Distribution Substations (Cabins)","2020-03-05T00:00:00.000","TAKAOKA ENGINNEERING CO., LTD","Japan","JP","10140546.0"
"2022-09-12T00:00:00.000","2021","EAST ASIA AND PACIFIC","Vietnam","VN","P156849","Support for Autonomous Higher Education Project (SAHEP)","Goods","Request for Bids","Education","1640816","Equipment for labs in the area of Electrical - Electronics - Mechatronics (Improved teaching 02) 
ID reference HUST-G02","2020-12-23T00:00:00.000","ASEAN VIETNAM INTERNATIONAL JSC.,","Japan","JP","8800428.0"
"2022-09-12T00:00:00.000","2022","EAST ASIA AND PACIFIC","Vietnam","VN","P156849","Support for Autonomous Higher Education Project (SAHEP)","Goods","Request for Bids","Education","1694564","Provide research equipment in the field of Materials Science (HUST-G03)","2022-04-04T00:00:00.000","ASEAN VIETNAM INTERNATIONAL JOINT STOCK COMPANY","Japan","JP","7657116.0"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","Bangladesh","BD","P149493","Bangladesh Urban Resilience Project","Goods","Request for Bids","Public Administration","1549160","Supply of Specialized Search and Rescue Equipment (Emergency Tenders for FSCD)","2017-07-11T00:00:00.000","MORITA CORPORATION","Japan","JP","6856362.0"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Vietnam","VN","P119077","URBAN WATER SUPPLY AND WASTEWATER","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management","1549491","MOC-2C.01: FS, Basic Engineering Designs, Detailed Engineering Designs, CE, Biddocs, and Institutional Development Analysis and Desi gn","2017-09-12T00:00:00.000","NJS CONSULTANTS CO., LTD.","Japan","JP","6336153.0"
"2022-09-12T00:00:00.000","2020","EAST ASIA AND PACIFIC","Vietnam","VN","P152460","Vinh Phuc Flood Risk and Water Management Project","Consultant Services","Quality And Cost-Based Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1593963","There are two contracts combined in with 01 for lump-sum and another for time-based in 48 months.","2019-09-10T00:00:00.000","CHEIL ENGINEERING CO. LTD.","Japan","JP","5392386.0"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","Bangladesh","BD","P161246","Livestock and Dairy Development Project","Goods","Request for Bids","Health;Agriculture, Fishing and Forestry;Industry, Trade and Services","1655709","Procurement of 180 Nos. Mobile Veterinary Clinic (MVC)","2021-05-31T00:00:00.000","KOKUSAI LINKS CO. LTD","Japan","JP","4716000.0"
