"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P127866","Shire River Basin Management Program (GEF)","Consultant Services","Quality And Cost-Based Selection","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1553965","Consultancy Services for Technical Study to Enhance the Potential for Nature Based Tourism in the Shire River Basin","2016-08-12T00:00:00.000","SOLIMAR INTERNATIONAL","United States of America","US","246928.0","MW-SRBMP-46414-CS-QCBS"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P131660","Skills Development Project","Goods","Request for Quotations","Education","1587536","PROCUREMENT OF PRINTING SERVICES FOR PROMOTIONAL MATERIALS","2016-09-14T00:00:00.000","MERCANTILE INTERNATIONAL","Republic of Malawi","MW","18585.0","MW-NCHE-19654-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P131660","Skills Development Project","Goods","Request for Quotations","Education","1587539","PROCUREMENT OF PRINTING SERVICES FOR PROMOTIONAL MATERIALS","2016-09-14T00:00:00.000","PRINTER SYSTEMS","Republic of Malawi","MW","18585.0","MW-NCHE-19654-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P122616","Malawi - Financial Sector Technical Assistance Project","Goods","Request for Quotations","Financial Sector","1557992","Printing of National Strategy for Financial Inclusion","2017-06-02T00:00:00.000","KRIS OFFSET PRINTERS","Republic of Malawi","MW","1796.0","MW-RBM-13794-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P117617","Malawi: Shire River Basin Management Program (Phase-I) Project","Consultant Services","Direct Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1559625","Infrastructures Design and Supervision of Construction Works the Lengwe National Park","2016-08-31T00:00:00.000","SAK DESIGNS","Republic of Malawi","MW","242265.0","MW-SRBMP-18327-CS-CDS"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P125237","Malawi Nutrition and HIV/AIDS Project","Consultant Services","Quality And Cost-Based Selection","Health;Social Protection;Public Administration","1541970","Contribute to strengthened nutrition service delivery platform","2016-08-01T00:00:00.000","WORLD VISION MALAWI","Republic of Malawi","MW","1951870.0",
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P154185","Malawi Education Sector Improvement Project (MESIP)","Goods","Request for Quotations","Education","1616350","Printing and delivery of Strategic Booklets for teaching materials in three(3) languages.","2017-06-20T00:00:00.000","DESIGN PRINTERS LIMITED","Republic of Malawi","MW","7352.0","MW-MOEST-119412-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P154803","Malawi Floods Emergency Recovery","Goods","Request for Quotations","Education;Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","1591552","Supply and Delivery of GPS,Plotter and Automatic Dumpy Level","2016-11-16T00:00:00.000","AGRI WATER EQUIPMENT AND COMPUTER SUPPLIES","Republic of Malawi","MW","60580.0","MW-MOFED-1294-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P164445","Second Agriculture Sector Wide Approach Support Project","Goods","Request for Quotations","Transportation;Agriculture, Fishing and Forestry","1593518","Procurement of protective clothing","2017-04-10T00:00:00.000","LMD TRADING HOUSE","Republic of Malawi","MW","4705.0","MW-ASWAP II-52546-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Eastern and Southern Africa","Malawi","MW","P154185","Malawi Education Sector Improvement Project (MESIP)","Goods","Request for Quotations","Education","1681725","Designing and Printing of Training Materials","2017-06-24T00:00:00.000","DESIGN PRINTERS LIMITED","Republic of Malawi","MW","6671.0","MW-MOEST-16272-GO-RFQ"
